TOP|20110111000001|2011-01-11_0000_US_KCAL_KCAL_9_News_at_4PM
COL|Communication Studies Archive, UCLA 
UID|e56b16e4-1d19-11e0-8a5f-001517add6fa
DUR|0:29:44.41
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-10 16:00 America/Los_Angeles
SEG_01|2014-02-14 18:21:50|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110111000002.000|20110111000002.000|XDS|%    TITLE: NQGX0005000
20110111000007.000|20110111002945.000|SEG|Type=Story
20110111000007.000|20110111000009.000|CC1|>> HELLO EVERYONE I'M SHARON    
20110111000009.000|20110111000010.000|CC1|TAY IN FOR LEYNA NGUYEN.        
20110111000010.000|20110111000012.000|CC1|SYLVIA: I'M SYLVIA LOPEZ.       
20110111000012.000|20110111000014.000|CC1|WE BEGIN WITH THE LATEST        
20110111000014.000|20110111000015.000|CC1|DEVELOPMENTS SURROUNDING THE    
20110111000015.000|20110111000016.000|CC1|WEEKEND'S SHOOTING RAMPAGE      
20110111000016.000|20110111000016.000|CC1|IN ARIZONA.                     
20110111000016.000|20110111000018.000|CC1|WE GET THE FIRST LOOK THIS      
20110111000018.000|20110111000019.000|CC1|AFTERNOON AT THE 22-YEAR-OLD    
20110111000019.000|20110111000021.000|CC1|LONER JARED LOUGHNER ACCUSED    
20110111000021.000|20110111000023.000|CC1|OF TRYING TO ASSASSINATE        
20110111000023.000|20110111000024.000|CC1|REPRESENTATIVE GABRIELLE        
20110111000024.000|20110111000025.000|CC1|GIFFORDS.                       
20110111000025.000|20110111000026.000|CC1|KAREN BROWN BEGINS OUR          
20110111000026.000|20110111000029.000|CC1|COVERAGE FROM THE COURTROOM.    
20110111000029.000|20110111000031.000|CC1|>> AMIDST HEAVY SECURITY IN     
20110111000031.000|20110111000032.000|CC1|A FEDERAL COURTROOM IN          
20110111000032.000|20110111000034.000|CC1|PHOENIX, JARED LOUGHNER HAS     
20110111000034.000|20110111000035.000|CC1|NOW MADE THE FIRST COURT        
20110111000035.000|20110111000035.000|CC1|APPEARANCE.                     
20110111000035.000|20110111000038.000|CC1|HE WAS STARING DIRECTLY AT      
20110111000038.000|20110111000039.000|CC1|THE CROWD WHEN HE WALKED IN.    
20110111000039.000|20110111000040.000|CC1|HIS HEAD WAS SHAVED.            
20110111000040.000|20110111000042.000|CC1|HE HAS A CUT OVER THE RIGHT     
20110111000042.000|20110111000043.000|CC1|TEMPLE.                         
20110111000043.000|20110111000045.000|CC1|HE APPEARED TO BE COMPETENT     
20110111000045.000|20110111000047.000|CC1|AS HE TOLD THE JUDGE THAT HE    
20110111000047.000|20110111000048.000|CC1|UNDERSTANDS HIS RIGHTS.         
20110111000048.000|20110111000050.000|CC1|>> 22-YEAR-OLD JARED            
20110111000050.000|20110111000051.000|CC1|LOUGHNER MADE HIS FIRST         
20110111000051.000|20110111000052.000|CC1|COURT APPEARANCE IN HAND        
20110111000052.000|20110111000052.000|CC1|CUFFS.                          
20110111000052.000|20110111000054.000|CC1|IS HE BEING HELD WITHOUT        
20110111000054.000|20110111000054.000|CC1|BAIL.                           
20110111000054.000|20110111000055.000|CC1|FACING CHARGES OF MURDER AND    
20110111000055.000|20110111000057.000|CC1|THE ATTEMPTED ASSASSINATION     
20110111000057.000|20110111000059.000|CC1|OF A MEMBER OF CONGRESS.        
20110111000059.000|20110111000101.000|CC1|>> OFFICIALS BELIEVE THAT HE    
20110111000101.000|20110111000104.000|CC1|SPECIFICALLY TARGETED           
20110111000104.000|20110111000106.000|CC1|GABRIELLE GIFFORDS WHO WAS      
20110111000106.000|20110111000107.000|CC1|SHOT IN THE HEAD AND GRAVELY    
20110111000107.000|20110111000109.000|CC1|WOUNDED.                        
20110111000109.000|20110111000110.000|CC1|>> THERE IS SUBSTANTIAL         
20110111000110.000|20110111000112.000|CC1|EYEWITNESS TESTIMONY AS WELL    
20110111000112.000|20110111000114.000|CC1|AS DOCUMENTS THAT WE HAVE       
20110111000114.000|20110111000116.000|CC1|THAT THERE IS NO DOUBT THAT     
20110111000116.000|20110111000117.000|CC1|HE INTENDED TO KILL HER.        
20110111000117.000|20110111000119.000|CC1|>> SEVERAL PEOPLE THAT KNOW     
20110111000119.000|20110111000120.000|CC1|LOUGHNER SAY THAT HE WAS        
20110111000120.000|20110111000120.000|CC1|UNSTABLE.                       
20110111000120.000|20110111000122.000|CC1|HE WAS KICKED OUT OF            
20110111000122.000|20110111000123.000|CC1|COMMUNITY COLLEGE LAST FALL     
20110111000123.000|20110111000125.000|CC1|AFTER REPEATEDLY DISRUPTING     
20110111000125.000|20110111000127.000|CC1|CLASSES.                        
20110111000127.000|20110111000132.000|CC1|>> HE POINTED AT THE FLAG       
20110111000132.000|20110111000133.000|CC1|AND THE CONSTITUTION IN THE     
20110111000133.000|20110111000134.000|CC1|ROOM AND SAID THAT I WAS        
20110111000134.000|20110111000136.000|CC1|TAKE AGO WAY HIS FREEDOM OF     
20110111000136.000|20110111000137.000|CC1|SPEECH.                         
20110111000137.000|20110111000139.000|CC1|>> AUTHORITIES BELIEVE THAT     
20110111000139.000|20110111000140.000|CC1|LOUGHNER WAS TRACKING           
20110111000140.000|20110111000141.000|CC1|GIFFORDS FOR SEVERAL YEARS.     
20110111000141.000|20110111000142.000|CC1|HERE IN THE HOME HE SHARED      
20110111000142.000|20110111000145.000|CC1|WITH HIS PARENTS THEY FOUND     
20110111000145.000|20110111000145.000|CC1|A ENVELOPE WITH THE             
20110111000145.000|20110111000147.000|CC1|CONGRESSWOMAN'S NAME ON IT      
20110111000147.000|20110111000150.000|CC1|AND A ENVELOPE THAT SAID MY     
20110111000150.000|20110111000150.000|CC1|ASSASSINATION.                  
20110111000150.000|20110111000153.000|CC1|>> DOCTORS SAY THAT THE         
20110111000153.000|20110111000153.000|CC1|CONGRESSWOMAN IS RESPONDING     
20110111000153.000|20110111000155.000|CC1|TO SIMPLE COMMANDS.             
