20101202031541.000|20101202031541.000|OTS|
20101202031551.000|20101202031551.000|OTS|
20101202031601.000|20101202031601.000|OTS|
20101202031611.000|20101202031611.000|OTS|
20101202031621.000|20101202031621.000|OTS|
20101202031631.000|20101202031631.000|OTS|
20101202031641.000|20101202031641.000|OTS|
20101202031651.000|20101202031651.000|OTS|
20101202031701.000|20101202031701.000|OTS|
20101202031711.000|20101202031711.000|OTS|
20101202031721.000|20101202031721.000|OTS|
20101202031731.000|20101202031731.000|OTS|
20101202031741.000|20101202031741.000|OTS|
20101202031751.000|20101202031751.000|OTS|
20101202031801.000|20101202031801.000|OTS|
20101202031811.000|20101202031811.000|OTS|
20101202031821.000|20101202031821.000|OTS|
20101202031831.000|20101202031831.000|OTS|
20101202031841.000|20101202031841.000|OTS|
20101202031851.000|20101202031851.000|OTS|
20101202031901.000|20101202031901.000|OTS|
20101202031911.000|20101202031911.000|OTS|
20101202031921.000|20101202031921.000|OTS|
20101202031931.000|20101202031931.000|OTS|
20101202031941.000|20101202031941.000|OTS|
20101202031951.000|20101202031951.000|OTS|
20101202032001.000|20101202032001.000|OTS|
20101202032011.000|20101202032011.000|OTS|
20101202032021.000|20101202032021.000|OTS|
20101202032031.000|20101202032031.000|OTS|
20101202032041.000|20101202032041.000|OTS|
20101202032051.000|20101202032051.000|OTS|
20101202032101.000|20101202032101.000|OTS|
20101202032111.000|20101202032111.000|OTS|
20101202032121.000|20101202032121.000|OTS|
20101202032131.000|20101202032131.000|OTS|
20101202032141.000|20101202032141.000|OTS|
20101202032151.000|20101202032151.000|OTS|
20101202032201.000|20101202032201.000|OTS|
20101202032211.000|20101202032211.000|OTS|
20101202032221.000|20101202032221.000|OTS|
20101202032231.000|20101202032231.000|OTS|
20101202032241.000|20101202032241.000|OTS|
20101202032251.000|20101202032251.000|OTS|
20101202032301.000|20101202032301.000|OTS|
20101202032311.000|20101202032311.000|OTS|
20101202032321.000|20101202032321.000|OTS|
20101202032331.000|20101202032331.000|OTS|
20101202032341.000|20101202032341.000|OTS|
20101202032351.000|20101202032351.000|OTS|
20101202032401.000|20101202032401.000|OTS|
20101202032411.000|20101202032411.000|OTS|
20101202032421.000|20101202032421.000|OTS|
20101202032431.000|20101202032431.000|OTS|
20101202032441.000|20101202032441.000|OTS|
20101202032451.000|20101202032451.000|OTS|
20101202032501.000|20101202032501.000|OTS|
20101202032511.000|20101202032511.000|OTS|
20101202032521.000|20101202032521.000|OTS|
20101202032531.000|20101202032531.000|OTS|
20101202032541.000|20101202032541.000|OTS|
20101202032551.000|20101202032551.000|OTS|
20101202032601.000|20101202032601.000|OTS|
20101202032611.000|20101202032611.000|OTS|
20101202032621.000|20101202032621.000|OTS|
20101202032631.000|20101202032631.000|OTS|
20101202032641.000|20101202032641.000|OTS|
20101202032651.000|20101202032651.000|OTS|
20101202032701.000|20101202032701.000|OTS|
20101202032711.000|20101202032711.000|OTS|
20101202032721.000|20101202032721.000|OTS|
20101202032731.000|20101202032731.000|OTS|
20101202032741.000|20101202032741.000|OTS|
20101202032751.000|20101202032751.000|OTS|
20101202032801.000|20101202032801.000|OTS|
20101202032811.000|20101202032811.000|OTS|
20101202032821.000|20101202032821.000|OTS|
20101202032831.000|20101202032831.000|OTS|
20101202032841.000|20101202032841.000|OTS|
20101202032851.000|20101202032851.000|OTS|
20101202032901.000|20101202032901.000|OTS|
20101202032911.000|20101202032911.000|OTS|
20101202032921.000|20101202032921.000|OTS|
20101202032931.000|20101202032931.000|OTS|
20101202032941.000|20101202032941.000|OTS|
20101202032951.000|20101202032951.000|OTS|
END|20101202032957|2010-12-02_0300_US_KCBS_Entertainment_Tonight
