TOP|20101202030002|2010-12-02_0300_US_KCBS_Entertainment_Tonight
COL|Communication Studies Archive, UCLA 
UID|41b74072-fdc0-11df-8b20-00e0815ffae2
DUR|0:29:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-01 19:00 America/Los_Angeles
20101202030012.000|20101202030012.000|OTS|
20101202030022.000|20101202030022.000|OTS|
20101202030032.000|20101202030032.000|OTS|
20101202030042.000|20101202030042.000|OTS|
20101202030052.000|20101202030052.000|OTS|
20101202030102.000|20101202030102.000|OTS|
20101202030112.000|20101202030112.000|OTS|
20101202030122.000|20101202030122.000|OTS|
20101202030132.000|20101202030132.000|OTS|
20101202030142.000|20101202030142.000|OTS|
20101202030152.000|20101202030152.000|OTS|
20101202030202.000|20101202030202.000|OTS|
20101202030212.000|20101202030212.000|OTS|
20101202030222.000|20101202030222.000|OTS|
20101202030232.000|20101202030232.000|OTS|
20101202030242.000|20101202030242.000|OTS|
20101202030252.000|20101202030252.000|OTS|
20101202030302.000|20101202030302.000|OTS|
20101202030312.000|20101202030312.000|OTS|
20101202030322.000|20101202030322.000|OTS|
20101202030332.000|20101202030332.000|OTS|
20101202030342.000|20101202030342.000|OTS|
20101202030352.000|20101202030352.000|OTS|
20101202030402.000|20101202030402.000|OTS|
20101202030412.000|20101202030412.000|OTS|
20101202030422.000|20101202030422.000|OTS|
20101202030432.000|20101202030432.000|OTS|
20101202030442.000|20101202030442.000|OTS|
20101202030452.000|20101202030452.000|OTS|
20101202030502.000|20101202030502.000|OTS|
20101202030512.000|20101202030512.000|OTS|
20101202030522.000|20101202030522.000|OTS|
20101202030532.000|20101202030532.000|OTS|
20101202030542.000|20101202030542.000|OTS|
20101202030552.000|20101202030552.000|OTS|
20101202030602.000|20101202030602.000|OTS|
20101202030612.000|20101202030612.000|OTS|
20101202030622.000|20101202030622.000|OTS|
20101202030632.000|20101202030632.000|OTS|
20101202030642.000|20101202030642.000|OTS|
20101202030652.000|20101202030652.000|OTS|
20101202030702.000|20101202030702.000|OTS|
20101202030712.000|20101202030712.000|OTS|
20101202030722.000|20101202030722.000|OTS|
20101202030732.000|20101202030732.000|OTS|
20101202030742.000|20101202030742.000|OTS|
20101202030752.000|20101202030752.000|OTS|
20101202030802.000|20101202030802.000|OTS|
20101202030812.000|20101202030812.000|OTS|
20101202030822.000|20101202030822.000|OTS|
20101202030832.000|20101202030832.000|OTS|
20101202030842.000|20101202030842.000|OTS|
20101202030852.000|20101202030852.000|OTS|
20101202030902.000|20101202030902.000|OTS|
20101202030912.000|20101202030912.000|OTS|
20101202030922.000|20101202030922.000|OTS|
20101202030932.000|20101202030932.000|OTS|
20101202030942.000|20101202030942.000|OTS|
20101202030952.000|20101202030952.000|OTS|
20101202031002.000|20101202031002.000|OTS|
20101202031012.000|20101202031012.000|OTS|
20101202031022.000|20101202031022.000|OTS|
20101202031032.000|20101202031032.000|OTS|
20101202031042.000|20101202031042.000|OTS|
20101202031052.000|20101202031052.000|OTS|
20101202031102.000|20101202031102.000|OTS|
20101202031112.000|20101202031112.000|OTS|
20101202031122.000|20101202031122.000|OTS|
20101202031132.000|20101202031132.000|OTS|
20101202031142.000|20101202031142.000|OTS|
20101202031152.000|20101202031152.000|OTS|
20101202031202.000|20101202031202.000|OTS|
20101202031212.000|20101202031212.000|OTS|
20101202031222.000|20101202031222.000|OTS|
20101202031232.000|20101202031232.000|OTS|
20101202031242.000|20101202031242.000|OTS|
20101202031252.000|20101202031252.000|OTS|
20101202031301.000|20101202031301.000|OTS|
20101202031311.000|20101202031311.000|OTS|
20101202031321.000|20101202031321.000|OTS|
20101202031331.000|20101202031331.000|OTS|
20101202031341.000|20101202031341.000|OTS|
20101202031351.000|20101202031351.000|OTS|
20101202031401.000|20101202031401.000|OTS|
20101202031411.000|20101202031411.000|OTS|
20101202031421.000|20101202031421.000|OTS|
20101202031431.000|20101202031431.000|OTS|
20101202031441.000|20101202031441.000|OTS|
20101202031451.000|20101202031451.000|OTS|
20101202031501.000|20101202031501.000|OTS|
20101202031511.000|20101202031511.000|OTS|
20101202031521.000|20101202031521.000|OTS|
20101202031531.000|20101202031531.000|OTS|
