TOP|20101202160002|2010-12-02_1600_US_CNN_Newsroom
COL|Communication Studies Archive, UCLA 
UID|38d27fa4-fe2d-11df-92de-00e0815fe826
DUR|0:59:54.03
VID|640x480
CMT|
TPF|transcripts.cnn.com|cnr.03.html
HED|Reconsidering "Don't Ask, Don't Tell"; Save Big on Foreclosure; LeBron James Returns to Cleveland; The Search for An E.T.; The Fed's $9 Trillion Loans; Season Hiring Picks Up
LAN|ENG
LBT|2010-12-02 08:00 America/Los_Angeles
SEG_01|2014-06-18 17:32:09|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101202160052.000|20101202160128.000|SEG|Type=Story
20101202160052.000|20101202160054.000|CCO|>>> LET'S'S GO HERE.
20101202160054.000|20101202160056.000|CCO|WE'RE KEEPING OUR EYES ON 
20101202160056.000|20101202160058.000|CCO|SEVERAL DEVELOPING STORIES RIGHT
20101202160058.000|20101202160100.000|CCO|NOW.
20101202160100.000|20101202160102.000|CCO|ON CAPITOL HILL, THE SENATE 
20101202160102.000|20101202160104.500|CCO|ARMED SERVICES COMMITTEE IS 
20101202160104.500|20101202160107.000|CCO|HEARING TESTIMONY ON "DON'T ASK,
20101202160107.000|20101202160109.500|CCO|DON'T TELL."
20101202160109.500|20101202160112.000|CCO|ALSO ON THE HILL, THE HOUSE IS 
20101202160112.000|20101202160115.333|CCO|EXPECTED TO VOTE ON WHETHER TO 
20101202160115.333|20101202160118.667|CCO|CENSURE RANGEL.
20101202160118.667|20101202160122.000|CCO|AND THE SOCCER FEDERATION 
20101202160122.000|20101202160124.000|CCO|ANNOUNCES HOST COUNTRIESES FOR 
20101202160124.000|20101202160126.000|CCO| 
20101202160126.000|20101202160128.000|CCO|2018 AND 2022.
20101202160128.000|20101202160722.000|SEG|Type=Story
20101202160128.000|20101202160130.000|CCO|>>> RECONSIDERING THE POLICY ON 
20101202160130.000|20101202160132.000|CCO|GAYS SERVING OPENLY IN THE 
20101202160132.000|20101202160135.333|CCO|MILITARY.
20101202160135.333|20101202160138.667|CCO|DANA BASH FOLLOWING THE HEARING 
