TOP|20101202220002|2010-12-02_2200_US_CNN_Situation_Room
COL|Communication Studies Archive, UCLA 
UID|83743386-fe5f-11df-8f8d-00e0815fe826
DUR|0:59:54.03
VID|640x480
CMT|
TPF|transcripts.cnn.com|sitroom.01.html
HED|Steele Takes GOP Hits; House Votes to Censure Rep. Charlie Rangel
LAN|ENG
LBT|2010-12-02 14:00 America/Los_Angeles
SEG_01|2014-06-18 17:33:12|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101202220010.000|20101202220012.000|SEG|Type=Story
20101202220010.000|20101202220012.000|CCO| ATLANTA. 
20101202220012.000|20101202220015.333|SEG|Type=Story
20101202220012.000|20101202220013.667|CCO|>>> I'M BROOK BALDWIN.
20101202220013.667|20101202220015.333|CCO|WOLF?
20101202220015.333|20101202220038.667|SEG|Type=Story
20101202220015.333|20101202220017.000|CCO|>>> HAPPENING NOW, A VOTE THAT 
20101202220017.000|20101202220018.667|CCO|THE HOUSE REPUBLICAN LEADER IS 
20101202220018.667|20101202220020.333|CCO|CALLING CHICKEN CRAP.
20101202220020.333|20101202220022.000|CCO|THE BUSH ERA TAX CUTS AND THE 
20101202220022.000|20101202220023.429|CCO|BEHIND THE SCENES SCRAMBLE TO 
20101202220023.429|20101202220024.857|CCO|CUT A DEAL.
20101202220024.857|20101202220026.286|CCO|CHARLIE RANGEL GETS HIS 
20101202220026.286|20101202220027.714|CCO|PUNISHMENT FOR ETHICS 
20101202220027.714|20101202220029.143|CCO|VIOLATIONS.
20101202220029.143|20101202220030.571|CCO|WE'RE STANDING BY FOR A HOUSE 
20101202220030.571|20101202220032.000|CCO|VOTE ON WHETHER TO SLAP THE 
20101202220032.000|20101202220035.333|CCO|DEMOCRAT WITH THE STRONGEST FORM
20101202220035.333|20101202220038.667|CCO|OF PUBLIC HUMILIATION.
20101202220038.667|20101202220102.000|SEG|Type=Story
20101202220038.667|20101202220042.000|CCO|>>> AND PIERS MORGAN MAKES THE 
20101202220042.000|20101202220043.667|CCO|CNN DEBUT WITH US.
20101202220043.667|20101202220045.333|CCO|I'M ASKING QUESTIONS ABOUT THE 
20101202220045.333|20101202220047.000|CCO|HEADLINES, HOW HE PLANS TO BRING
20101202220047.000|20101202220048.667|CCO|WHAT HE CALLS A LITTLE DANGER TO
20101202220048.667|20101202220050.333|CCO|THIS NETWORK.
20101202220050.333|20101202220052.000|CCO|I'M WOLF BLITZER.
20101202220052.000|20101202220102.000|CCO|YOU'RE IN "THE SITUATION ROOM."
20101202220102.000|20101202220202.000|SEG|Type=Story
20101202220102.000|20101202220105.333|CCO|>>> A HIGH STAKE GAME GOING ON 
20101202220105.333|20101202220108.667|CCO|OVERTAX CUTS.
20101202220108.667|20101202220112.000|CCO|THE HOUSE VOTED TO EXTEND BUSH 
20101202220112.000|20101202220113.667|CCO|ERA BREAKS FOR FAMILIES THAT 
20101202220113.667|20101202220115.333|CCO|EARN UP TO $250,000 A YEAR AND 
20101202220115.333|20101202220117.000|CCO|CUTS FOR THE WEALTHIEST 
20101202220117.000|20101202220118.667|CCO|AMERICANS EXPIRE.
20101202220118.667|20101202220120.333|CCO|THE HOUSE REPUBLICAN LEADER 
20101202220120.333|20101202220122.000|CCO|EXPECTED TO BE THE SPEAKER IN 
20101202220122.000|20101202220125.333|CCO|THE NEW CONGRESS SAID THAT THE 
20101202220125.333|20101202220128.667|CCO|VOTE WAS JUST FOR SHOW.
20101202220128.667|20101202220132.000|CCO|>> I'M TRYING TO CATCH MY VOTE 
20101202220132.000|20101202220135.333|CCO|SO I DON'T REFER TO THIS 
20101202220135.333|20101202220138.667|CCO|MANEUVER GOING ON TODAY AS 
20101202220138.667|20101202220142.000|CCO|CHICKEN CRAP, ALL RIGHT?
20101202220142.000|20101202220144.000|CCO|BUT THIS IS NONSENSE.
20101202220144.000|20101202220146.000|CCO|>> ALL RIGHT.
20101202220146.000|20101202220148.000|CCO|WE'RE SEEING MANEUVERS BY BOTH 
20101202220148.000|20101202220150.000|CCO|PARTIES TO INFLUENCE BEHIND THE 
20101202220150.000|20101202220152.000|CCO|SCENES EFFORTS UNDER WAY TO CUT 
20101202220152.000|20101202220202.000|CCO|SOME SORT OF COMPROMISE DEAL. 
20101202220202.000|20101202220436.286|SEG|Type=Story
20101202220202.000|20101202220205.333|CCO|>>> ALL DAY, WOLF, THE WHITE 
20101202220205.333|20101202220208.667|CCO|HOUSE HAS REMAINED TIGHT LIP.
20101202220208.667|20101202220212.000|CCO|THE TALKS, THE NEGOTIATIONS, ARE
20101202220212.000|20101202220213.429|CCO|ONGOING AND PRODUCTIVE BUT 
20101202220213.429|20101202220214.857|CCO|REPORTS THAT WE ARE NEAR A DEAL 
20101202220214.857|20101202220216.286|CCO|IN THE TAX CUT NEGOTIATIONS ARE 
20101202220216.286|20101202220217.714|CCO|INACCURATE AND PREMATURE.
20101202220217.714|20101202220219.143|CCO|WE DO KNOW THAT TREASURY 
20101202220219.143|20101202220220.571|CCO|SECRETARY TIMOTHY GEITHNER HAS 
20101202220220.571|20101202220222.000|CCO|BEEN KEEPING THE PRESIDENT UP TO
20101202220222.000|20101202220225.333|CCO|DATE ON THE NEGOTIATIONS ON 
20101202220225.333|20101202220228.667|CCO|CAPITOL HILL AND THEY DID HAVE A
20101202220228.667|20101202220232.000|CCO|MEETING SCHEDULED FOR THIS 
20101202220232.000|20101202220235.333|CCO|AFTERNOON AND THE CENTER STAGE 
20101202220235.333|20101202220238.667|CCO|BATTLE IS PUSHING FOR A BUNDLE, 
20101202220238.667|20101202220242.000|CCO|IF YOU WILL, EXTENSIONS ON TAX 
20101202220242.000|20101202220244.500|CCO|CREDITS AND BUSINESS INCENTIVES 
20101202220244.500|20101202220247.000|CCO|AS WELL AS WELL AS UNEMPLOYMENT 
20101202220247.000|20101202220249.500|CCO|INCENTIVES.
20101202220249.500|20101202220252.000|CCO|LET ME BREAK THIS DOWN TO YOU.
20101202220252.000|20101202220254.000|CCO|BEYOND EXTENDING UNEMPLOYMENT 
20101202220254.000|20101202220256.000|CCO|INSURANCE BENEFITS FOR ONE YEAR,
20101202220256.000|20101202220258.000|CCO|ACCORDING TO A SENIOR OFFICIALS,
20101202220258.000|20101202220300.000|CCO|THEY ARE PUSHING FOR AN 
20101202220300.000|20101202220302.000|CCO|EXTENSION OF SOME OF THE TAX 
20101202220302.000|20101202220304.500|CCO|BREAKS THAT ARE PART OF THE 
20101202220304.500|20101202220307.000|CCO|WORKING PAY TAX CREDIT, AS WELL 
20101202220307.000|20101202220309.500|CCO|AS THE EARNED INCOME TAX CREDIT.
20101202220309.500|20101202220312.000|CCO|IN TERMS OF THE BUSINESS 
20101202220312.000|20101202220313.667|CCO|INCENTIVES, THEY INCLUDE THE 
