TOP|20101201030001|2010-12-01_0300_US_KCBS_Entertainment_Tonight
COL|Communication Studies Archive, UCLA 
UID|16c7bcf8-fcf7-11df-88d1-00e0815ffae2
DUR|0:29:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-11-30 19:00 America/Los_Angeles
SEG_01|2014-02-14 18:16:30|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101201030007.667|20101201030009.333|SEG|Type=Story
20101201030007.667|20101201030009.333|CCO|STLiRUfeCK U BneY xpANecGEteLIdNA. 
20101201030009.333|20101201030019.750|SEG|Type=Story
20101201030009.333|20101201030011.000|CCO|>>> ANOREXIC BALLERINAS.
20101201030011.000|20101201030012.250|CCO|REAL LIFE DANCERS, RIBS 
20101201030012.250|20101201030013.500|CCO|PROTRUDING, PAINFULLY THIN.
20101201030013.500|20101201030014.750|CCO|THE SHOCKING NEW DOCUM
20101201030014.750|20101201030016.000|CCO|>> PLUS NATALIE PORTMAN'S 
20101201030016.000|20101201030017.250|CCO|DISTURBING NEW MOVIE ABOUT THE 
20101201030017.250|20101201030018.500|CCO|DANCE WORLD. 
20101201030018.500|20101201030019.750|CCO|>> I'M READY TO EAT WHAT I WANT.
20101201030019.750|20101201030024.333|SEG|Type=Story
20101201030019.750|20101201030021.000|CCO|>>> REESE WITHERSPOON, OUR ON 
20101201030021.000|20101201030024.333|CCO|SET EXCLUSIVE.
20101201030024.333|20101201030031.000|SEG|Type=Story
20101201030024.333|20101201030027.667|CCO|>>> A BIGGEST LOSER FASHION SHOW
20101201030027.667|20101201030031.000|CCO|ON OUR STAGE. 
20101201030031.000|20101201030252.667|SEG|Type=Story
20101201030031.000|20101201030033.500|CCO|>>> AND VICTORIA'S SECRET 
20101201030033.500|20101201030036.000|CCO|SUPERMODELS SINGING KATY PERRY.
20101201030036.000|20101201030038.500|CCO| BABY YOU'RE A FIREWORK 
20101201030038.500|20101201030041.000|CCO|>> NOW, THE LATEST CELEBRITY 
20101201030041.000|20101201030042.250|CCO|HEADLINES FROM AROUND THE WORLD.
20101201030042.250|20101201030043.500|CCO|>> HI, EVERYBODY, WELCOME TO 
20101201030043.500|20101201030044.750|CCO|"ENTERTAINMENT TONIGHT."
20101201030044.750|20101201030046.000|CCO|I'M MARK STEINES. 
20101201030046.000|20101201030047.250|CCO|>> FOR MARY HART, I'M SAMANTHA 
20101201030047.250|20101201030048.500|CCO|HARRIS. 
20101201030048.500|20101201030049.750|CCO|>> BREAKING NEWS IN THE BEVERLY 
20101201030049.750|20101201030051.000|CCO|HILLS MURDER MAKING HEADLINES 
20101201030051.000|20101201030053.000|CCO|AROUND THE WORLD.
20101201030053.000|20101201030055.000|CCO|THE CORONER'S REPORT IS IN FOR 
20101201030055.000|20101201030057.000|CCO|TONIGHT'S "E.T." INVESTIGATION.
20101201030057.000|20101201030059.000|CCO|>> AN UNKNOWN VEHICLE PULLED UP 
20101201030059.000|20101201030101.000|CCO|AND SOMEONE FIRED APPROXIMATELY 
20101201030101.000|20101201030103.500|CCO|FOUR ROUNDS INTO HER VEHICLE.
20101201030103.500|20101201030106.000|CCO|ONE BULLET WAS RECOVERED FROM 
20101201030106.000|20101201030108.500|CCO|HER BACK WHILE AT THE HOSPITAL.
20101201030108.500|20101201030111.000|CCO|IT IS POSSIBLY A NINE MILLIMETER
20101201030111.000|20101201030112.429|CCO|HOLLOW POINT. 
20101201030112.429|20101201030113.857|CCO|>> THE CORONER'S REPORT FILLED 
20101201030113.857|20101201030115.286|CCO|WITH GRAPHIC DESCRIPTIONS OF HOW
20101201030115.286|20101201030116.714|CCO|PUBLICIST RONNI CHASEN WAS 
20101201030116.714|20101201030118.143|CCO|KILLED.
20101201030118.143|20101201030119.571|CCO|THREE GUNSHOT WOUNDS TO THE 
20101201030119.571|20101201030121.000|CCO|RIGHT CHEST AND TWO TO THE RIGHT
20101201030121.000|20101201030123.000|CCO|SHOULDER.
20101201030123.000|20101201030125.000|CCO|INJURIES TO HER RIGHT AND LEFT 
20101201030125.000|20101201030127.000|CCO|UPPER BACK. 
20101201030127.000|20101201030129.000|CCO|>> THE MURDER IN BEVERLY HILLS 
20101201030129.000|20101201030131.000|CCO|TOOK PLACE NOVEMBER 16th.
20101201030131.000|20101201030134.333|CCO|RESPECTED PUBLICIST RONNI CHASEN
20101201030134.333|20101201030137.667|CCO|WORKED FOR WALL 
20101201030137.667|20101201030141.000|CCO|NEVER SLIPS, THE CURIOUS CASE OF
20101201030141.000|20101201030144.333|CCO|BENJAMIN BUTTON AND DREAM GIRLS.
20101201030144.333|20101201030147.667|CCO|AFTER WALKING THE RED CARPET 
20101201030147.667|20101201030151.000|CCO|WITH CHER, RONNI WAS GUNNED DOWN 
20101201030151.000|20101201030152.111|CCO|IN THE MIDDLE OF THE NIGHT.
20101201030152.111|20101201030153.222|CCO|>> I BELIEVE MS. CHASEN SAW 
20101201030153.222|20101201030154.333|CCO|POTENTIAL SHOOTER, MAYBE EVEN 
20101201030154.333|20101201030155.444|CCO|SAW A GUN IN SOMEONE'S HAND.
20101201030155.444|20101201030156.556|CCO|TURNED TOWARD HER RIGHT.
20101201030156.556|20101201030157.667|CCO|HER BACK BECAME EXPOSED AND THE 
20101201030157.667|20101201030158.778|CCO|BULLET ENTERED INTO THE BACK.
20101201030158.778|20101201030159.889|CCO|MOST LIKELY STRUCK A LUNG.
20101201030159.889|20101201030201.000|CCO|POSSIBLY THE HEART.
20101201030201.000|20101201030204.333|CCO|>> FORENSIC PATHOLOGIST CYRIL 
20101201030204.333|20101201030207.667|CCO|WECHT SAYS THIS WAS A
20101201030207.667|20101201030211.000|CCO|PROFESSIONAL HIT.
20101201030211.000|20101201030212.250|CCO|THE BULLETS ARE BANNED IN 
20101201030212.250|20101201030213.500|CCO|CERTAIN PARTS OF THE UNITED 
20101201030213.500|20101201030214.750|CCO|STATES.
20101201030214.750|20101201030216.000|CCO|>> HOLLOW POINTS ARE DESIGNED TO
20101201030216.000|20101201030217.250|CCO|EXPAND WHEN IT STRIKES THE BODY.
20101201030217.250|20101201030218.500|CCO|AS IT MOVES INWARD, THE 
20101201030218.500|20101201030219.750|CCO|EXPLODING EFFECT IS MORE THAN 
20101201030219.750|20101201030221.000|CCO|JUST MISSILE.
20101201030221.000|20101201030223.000|CCO|>> FOX 11 NEWS FIRST OBTAINED 
20101201030223.000|20101201030225.000|CCO|THE CORONER'S REPORT.
20101201030225.000|20101201030227.000|CCO|THEY SAY CHASEN HAD A HIGH PRICE
20101201030227.000|20101201030229.000|CCO|ON HER HEAD. 
20101201030229.000|20101201030231.000|CCO|>> YOU'RE PAYING FOR THE HIT.
20101201030231.000|20101201030232.667|CCO|YOU'RE PAYING FOR SILENCE.
20101201030232.667|20101201030234.333|CCO|SOMEBODY WHO WANTS IT COVERED UP
20101201030234.333|20101201030236.000|CCO|WELL, $2,000 FOR A REGULAR HIT 
