TOP|20101203020001|2010-12-03_0200_US_KMEX_Noticias_34
COL|Communication Studies Archive, UCLA 
UID|0a3c79f2-fe81-11df-8c6b-00e0815fe725
DUR|0:29:55.02
VID|640x480
CMT|
LAN|SPA
LBT|2010-12-02 18:00 America/Los_Angeles
SEG_01|2014-02-14 18:16:57|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101203020008.333|20101203022956.000|SEG|Type=Story
20101203020008.333|20101203020010.167|CCO|PRIMER IMPACTO
20101203020010.167|20101203020012.000|CCO|>> No era su día de suerte, iba 
20101203020012.000|20101203020015.333|CCO|atravezando la calle donde 
20101203020015.333|20101203020018.667|CCO|vehículos aún pasan fuerte.
20101203020018.667|20101203020022.000|CCO|Su cuerpo voló.
20101203020022.000|20101203020025.333|CCO|La familia pide información 
20101203020025.333|20101203020028.667|CCO|por pequeña que sea ponerse en 
20101203020028.667|20101203020032.000|CCO|contactos.
20101203020032.000|20101203020034.500|CCO|>> Vi un vastón.
20101203020034.500|20101203020037.000|CCO|Y no puede ser que sea mi papá.
20101203020037.000|20101203020039.500|CCO|Bajñ las escaleras corriendo.
20101203020039.500|20101203020042.000|CCO|Mi sorpresa fue que la persona 
20101203020042.000|20101203020044.500|CCO|era mi papá.
20101203020044.500|20101203020047.000|CCO|No lo reconocí porque tenía una 
20101203020047.000|20101203020049.500|CCO|abertura muy grande en la 
20101203020049.500|20101203020052.000|CCO|cabeza.
20101203020052.000|20101203020102.000|CCO|>> El vehículo no se detuvo.
20101203020102.000|20101203020105.333|CCO|Voló unos 50 pies. Su hija 
20101203020105.333|20101203020108.667|CCO|Mónica dijo que su deceso fue 
20101203020108.667|20101203020112.000|CCO|instantaneo.
20101203020112.000|20101203020115.333|CCO|>> Casi ayer volvía de una 
20101203020115.333|20101203020118.667|CCO|licorería, de comprar sus 
20101203020118.667|20101203020122.000|CCO|boletos.
20101203020122.000|20101203020127.000|CCO|Porque un conductor se lo llevó.
20101203020127.000|20101203020132.000|CCO|Su familia ha perdido un abuelo.
20101203020132.000|20101203020134.500|CCO|Reciñn habia enviudado.
20101203020134.500|20101203020137.000|CCO|>> Toda mi familia estámos 
20101203020137.000|20101203020139.500|CCO|sufriendo por esta pñrdida de mi
20101203020139.500|20101203020142.000|CCO|padre.
20101203020142.000|20101203020152.000|CCO|>> Buscan para dar con imágenes 
20101203020152.000|20101203020155.333|CCO|del vehículo o el conductor.
20101203020155.333|20101203020158.667|CCO|El bastón que usaba fue hallado 
20101203020158.667|20101203020202.000|CCO|casi a media cuadra.
20101203020202.000|20101203020207.000|CCO|>> Si quiere ayudarlos el 
20101203020207.000|20101203020212.000|CCO|telñfono es.
20101203020212.000|20101203020217.000|CCO|>> Si tiene información llame 
20101203020217.000|20101203020222.000|CCO|anónimamente a las autoridades.
20101203020222.000|20101203020227.000|CCO|En vivo yo soy Osvaldo.
20101203020227.000|20101203020232.000|CCO|>> Gracias por la información 
20101203020232.000|20101203020237.000|CCO|ahora piden la pena de muerte. 
20101203020237.000|20101203020242.000|CCO|Los hechos ocurrieron despuñs de
20101203020242.000|20101203020245.333|CCO|un accidente de tránsito.
20101203020245.333|20101203020248.667|CCO|Dice que hará justicia.
20101203020248.667|20101203020252.000|CCO|>> Noticias Univisión le informó
20101203020252.000|20101203020257.000|CCO|primero por la perdida de un 
20101203020257.000|20101203020302.000|CCO|grupo de musicos, ahora que los 
20101203020302.000|20101203020305.333|CCO|mariachis cayaron Univisión no 
20101203020305.333|20101203020308.667|CCO|los deja solos.
20101203020308.667|20101203020312.000|CCO|>> Imagínate si no tienes con 
20101203020312.000|20101203020317.000|CCO|que trabajar ni donde dormir.
20101203020317.000|20101203020322.000|CCO|Eso es lo que viven, mató a una 
20101203020322.000|20101203020327.000|CCO|mujer y un niño que se levantó a
20101203020327.000|20101203020332.000|CCO|unas cuantas cuadras de la plaza
20101203020332.000|20101203020335.333|CCO|del Mariachi.
20101203020335.333|20101203020338.667|CCO|Ahora solo encontramos cenizas y
20101203020338.667|20101203020342.000|CCO|un mariachi cayado.
20101203020342.000|20101203020345.333|CCO|>> La manera como se ganaban la 
20101203020345.333|20101203020348.667|CCO|vida estos mariachis encontraron
20101203020348.667|20101203020352.000|CCO|su mañana oliendo a humo.
20101203020352.000|20101203020355.333|CCO|>> A varios se le quemaron 
20101203020355.333|20101203020358.667|CCO|acordiones, todo eso.
20101203020358.667|20101203020402.000|CCO|>> Es que aunque consigan 
20101203020402.000|20101203020405.333|CCO|instrumentos prestados el traje 
20101203020405.333|20101203020408.667|CCO|tambiñn hace al mariachi y sin 
20101203020408.667|20101203020412.000|CCO|traje no hay trabajo.
20101203020412.000|20101203020417.000|CCO|>> Una casa que ha servido de 
20101203020417.000|20101203020422.000|CCO|techo al mariachi.
20101203020422.000|20101203020424.500|CCO|Pasarán años para que vuelvan a 
20101203020424.500|20101203020427.000|CCO|juntar lo que se quemaron.
20101203020427.000|20101203020429.500|CCO|>> Se me quemó todo, 
20101203020429.500|20101203020432.000|CCO|instrumento, traje, todo.
20101203020432.000|20101203020435.333|CCO|>> Ver las llamas y esperar a 
20101203020435.333|20101203020438.667|CCO|que llegar a mi cuarto.
20101203020438.667|20101203020442.000|CCO|>> Por eso hoy es mejor decir 
20101203020442.000|20101203020445.333|CCO|aunque humeadas tengo botas.
20101203020445.333|20101203020448.667|CCO|>> Que me cueste unos 500 
20101203020448.667|20101203020452.000|CCO|dólares.
20101203020452.000|20101203020455.000|CCO|Así mi traje porque lo ocupo 
20101203020455.000|20101203020458.000|CCO|para trabajar.
20101203020458.000|20101203020501.000|CCO|>> Pero la pregunta difícil es 
20101203020501.000|20101203020504.333|CCO|hoy, donde les va a agarrar la 
20101203020504.333|20101203020507.667|CCO|noche?
20101203020507.667|20101203020511.000|CCO|>> Verñ si un amigo.
20101203020511.000|20101203020514.333|CCO|>> Por esta noche los mariachis 
20101203020514.333|20101203020517.667|CCO|cayaron pero tienen el corazón 
20101203020517.667|20101203020521.000|CCO|de Volver volver.
20101203020521.000|20101203020526.000|CCO|>> Este es uno de los mariachis 
20101203020526.000|20101203020531.000|CCO|que pudieron conseguirse un 
20101203020531.000|20101203020536.000|CCO|mariachi.
20101203020536.000|20101203020541.000|CCO|Algo importante buenas noticias.
20101203020541.000|20101203020543.500|CCO|Van a reparirles, unos 
20101203020543.500|20101203020546.000|CCO|certificados para tener ropa 
20101203020546.000|20101203020548.500|CCO|para poderse vestir.
20101203020548.500|20101203020551.000|CCO|Porque la gente se está uniendo,
20101203020551.000|20101203020554.333|CCO|continuamos mañana.
20101203020554.333|20101203020557.667|CCO|>> Ahí la llevamos.
20101203020557.667|20101203020601.000|CCO|Si quiere ayudar a los mariachis
20101203020601.000|20101203020604.333|CCO|lo puede hacer más adelante en 
20101203020604.333|20101203020607.667|CCO|el noticiero.
20101203020607.667|20101203020611.000|CCO|Donde puede cooperar.
20101203020611.000|20101203020614.333|CCO|>> Hay muchos que quieren 
20101203020614.333|20101203020617.667|CCO|realizar el trámite migratorio, 
20101203020617.667|20101203020621.000|CCO|para ello existe un programa que
20101203020621.000|20101203020624.333|CCO|permite hacer este trámite sin 
20101203020624.333|20101203020627.667|CCO|costo alguno.
20101203020627.667|20101203020631.000|CCO|>> Desde el 2000 apróximadamente
20101203020631.000|20101203020636.000|CCO|no me habia hecho por cuestiones
20101203020636.000|20101203020641.000|CCO|economicas.
20101203020641.000|20101203020644.333|CCO|>> Se refiere a la ciudadanía 
20101203020644.333|20101203020647.667|CCO|una cantidad que es imposible 
20101203020647.667|20101203020651.000|CCO|para ñl tener.
20101203020651.000|20101203020656.000|CCO|>> Una cantidad de 850 dólares 
20101203020656.000|20101203020701.000|CCO|al mes.
20101203020701.000|20101203020706.000|CCO|>> Pero sin costo alguno está 
20101203020706.000|20101203020711.000|CCO|solicitando la ciudadanía.
20101203020711.000|20101203020714.333|CCO|La cual se solicita con el 
20101203020714.333|20101203020717.667|CCO|formulario I912 entre ellos.
20101203020717.667|20101203020721.000|CCO|Califica que es la ciudadanía, 
20101203020721.000|20101203020724.333|CCO|la I90 que es cuando se le 
20101203020724.333|20101203020727.667|CCO|vencen los 10 años de residencia
20101203020727.667|20101203020731.000|CCO|permanente.
20101203020731.000|20101203020733.500|CCO|Tambiñn los permisos de trabajo 
20101203020733.500|20101203020736.000|CCO|que son por la unificación 
20101203020736.000|20101203020738.500|CCO|familiar.
20101203020738.500|20101203020741.000|CCO|>> Todas las personas que 
20101203020741.000|20101203020743.500|CCO|reciben su seguro social.
20101203020743.500|20101203020746.000|CCO|Todos los que hayan perdido sus 
20101203020746.000|20101203020748.500|CCO|trabajos y estñn pasando por una
20101203020748.500|20101203020751.000|CCO|situacion crítica.
20101203020751.000|20101203020754.333|CCO|>> En el caso de Josñ.
20101203020754.333|20101203020757.667|CCO|>> Ingreso que es por el seguro 
20101203020757.667|20101203020801.000|CCO|social.
20101203020801.000|20101203020804.333|CCO|>> Pruebas de renta, luz, agua 
20101203020804.333|20101203020807.667|CCO|telñfono.
20101203020807.667|20101203020811.000|CCO|>> Por ahora tiene que esperar 
20101203020811.000|20101203020816.000|CCO|seis meses para cumplir la 
20101203020816.000|20101203020821.000|CCO|ciudadanía, pero el dinero un 
20101203020821.000|20101203020823.500|CCO|obstaculo más.
20101203020823.500|20101203020826.000|CCO|>> El Dream Act esperan 
20101203020826.000|20101203020828.500|CCO|legalizarse.
20101203020828.500|20101203020831.000|CCO|Y nos explican.
20101203020831.000|20101203020833.500|CCO|>> Así es, Buenas tardes aún 
20101203020833.500|20101203020836.000|CCO|quedan esperanzas de logarlo 
20101203020836.000|20101203020838.500|CCO|pero los congresistas cambian un
20101203020838.500|20101203020841.000|CCO|poco la jugada.
20101203020841.000|20101203020846.000|CCO|>> Aún para cuando se realiza el
20101203020846.000|20101203020851.000|CCO|voto, pero los demócratas hacen 
20101203020851.000|20101203020854.333|CCO|cambios a la ley.
20101203020854.333|20101203020857.667|CCO|Se redujo y la residencia 
20101203020857.667|20101203020901.000|CCO|condicional será de 10 años en 
20101203020901.000|20101203020903.500|CCO|lugar de seis.
20101203020903.500|20101203020906.000|CCO|>> No esperabamos que cambiaran 
20101203020906.000|20101203020908.500|CCO|la edad pero vamos a seguir 
20101203020908.500|20101203020911.000|CCO|luchando.
20101203020911.000|20101203020916.000|CCO|>> Republicanos no los creen 
20101203020916.000|20101203020921.000|CCO|sinceros.
20101203020921.000|20101203020924.333|CCO|>> Hay algo que se hace para 
20101203020924.333|20101203020927.667|CCO|efectos políticos, empezar a 
20101203020927.667|20101203020931.000|CCO|hablar del Dream Act sin tener 
20101203020931.000|20101203020933.500|CCO|la determinación para que 
20101203020933.500|20101203020936.000|CCO|alguien se vea mal. 
20101203020936.000|20101203020938.500|CCO|>> Este es el director de la 
20101203020938.500|20101203020941.000|CCO|administración Bush.
20101203020941.000|20101203020946.000|CCO|>> No es solo que se haga a 
20101203020946.000|20101203020951.000|CCO|último minuto es que no hay un 
20101203020951.000|20101203020956.000|CCO|esfuerzo serio, y bien sabes que
20101203020956.000|20101203021001.000|CCO|este tipo de medidas necesitan 
20101203021001.000|20101203021004.333|CCO|un apoyo bipartidista.
20101203021004.333|20101203021007.667|CCO|No le interesa aprobar este 
20101203021007.667|20101203021011.000|CCO|proyecto es una gran tomadura de
20101203021011.000|20101203021016.000|CCO|pelo.
20101203021016.000|20101203021021.000|CCO|>> Dice el líder que por ahora 
20101203021021.000|20101203021031.000|CCO|el presupuesto.
20101203021031.000|20101203021033.500|CCO|>> Muchas gracias y bueno, usted
20101203021033.500|20101203021036.000|CCO|pudo haberse contagiado de 
20101203021036.000|20101203021038.500|CCO|hepatítis A y puede morir.
20101203021038.500|20101203021041.000|CCO|El aviso es para quienes 
20101203021041.000|20101203021051.000|CCO|comieron en el restaurante los 
20101203021051.000|20101203021054.333|CCO|días 18 - 21 - 23 y 24 a un 
20101203021054.333|20101203021057.667|CCO|empleado se le detectó.
20101203021057.667|20101203021101.000|CCO|>> Son artículos decorativos, 
20101203021101.000|20101203021103.500|CCO|las autoridades lanzan una 
20101203021103.500|20101203021106.000|CCO|advertencia para que protega a 
20101203021106.000|20101203021108.500|CCO|su familia.
20101203021108.500|20101203021111.000|CCO|>> Le dirñmos quiñn califica.
20101203021111.000|20101203021116.000|CCO|>> Nuevas revelaciones de la 
20101203021116.000|20101203021121.000|CCO|NASA dice que puede haber vida 
20101203021121.000|20101203021123.500|CCO|en otras partes del universo.
20101203021123.500|20101203021126.000|CCO|>> Otros países fueron 
20101203021126.000|20101203021128.500|CCO|destrozados por la FIFA.
20101203021128.500|20101203021311.000|SEG_01|Type=Commercial
20101203021128.500|20101203021201.000|CCO| [ Cortina Noticias ] . 
20101203021201.000|20101203021204.333|CCO|               
20101203021204.333|20101203021207.667|CCO|    No sé si puede esperar 
20101203021207.667|20101203021211.000|CCO|      a que amanezca ya. 
20101203021211.000|20101203021214.333|CCO|        Voy a abrirlo, 
20101203021214.333|20101203021217.667|CCO|  qué será? Anoche lo soñe. 
20101203021217.667|20101203021221.000|CCO|     Algo para mi habrá. 
20101203021221.000|20101203021226.000|CCO|     Me he portado bien. 
20101203021226.000|20101203021311.000|CCO|               
20101203021311.000|20101203021321.000|SEG_01|Type=Story start
20101203021311.000|20101203021321.000|CCO|>> Aparecen nuevos peligros en 
20101203021321.000|20101203021324.333|CCO|las decoraciones navideñas.
20101203021324.333|20101203021327.667|CCO|Como puede evitarlo?
20101203021327.667|20101203021331.000|CCO|>> Teresa Buenas noches. Así es 
20101203021331.000|20101203021334.333|CCO|son artículos navideños que 
20101203021334.333|20101203021337.667|CCO|pueden tener plomo.
20101203021337.667|20101203021341.000|CCO|Si tiene dudas pregunte a quiñn 
20101203021341.000|20101203021343.500|CCO|le está vendiendo el artículo.
20101203021343.500|20101203021346.000|CCO|>> Adornos navideños comienzan a
20101203021346.000|20101203021348.500|CCO|verse por todas partes, pero lee
20101203021348.500|20101203021351.000|CCO|las advertencias.
20101203021351.000|20101203021354.333|CCO|>> Uno olvida eso y ya toma dos 
20101203021354.333|20101203021357.667|CCO|compras sin fijarse.
20101203021357.667|20101203021401.000|CCO|>> Es que algunas pueden ser 
20101203021401.000|20101203021406.000|CCO|noscivas.
20101203021406.000|20101203021548.500|SEG_01|Type=Commercial
20101203021406.000|20101203021411.000|CCO|Hay que lavarse las manos.
20101203021411.000|20101203021414.333|CCO|>> Les recomendamos que pongan 
20101203021414.333|20101203021417.667|CCO|atención que vean que compran en
20101203021417.667|20101203021421.000|CCO|tiendas con ciertas reputación.
20101203021421.000|20101203021424.333|CCO|>> Por eso mencionan la 
