TOP|20101203230002|2010-12-03_2300_US_CNN_Situation_Room
COL|Communication Studies Archive, UCLA 
UID|0fb73786-ff31-11df-a64f-00e0815fe826
DUR|0:59:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-03 15:00 America/Los_Angeles
SEG_01|2014-06-18 17:36:56|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101203230006.444|20101203230032.000|SEG|Type=Story
20101203230006.444|20101203230008.667|SEG_01|Type=Commercial
20101203230006.444|20101203230007.556|CCO| PERISHED IN THE 
20101203230007.556|20101203230008.667|CCO|FLAMES. 
20101203230008.667|20101203230009.778|SEG_01|Type=Story start
20101203230008.667|20101203230009.778|CCO|>> I WAS ACTUALLY FOR A SPLIT OF
20101203230009.778|20101203230010.889|CCO|A SECOND THERE DEBATING WHETHER 
20101203230010.889|20101203230012.000|CCO|I SHOULD STAY WITH THE OTHER TWO
20101203230012.000|20101203230014.000|CCO|POLICE CARS THAT WERE THERE AND 
20101203230014.000|20101203230016.000|CCO|THE BUS AND WAIT FOR RESCUE OR 
20101203230016.000|20101203230018.000|CCO|DRIVE THROUGH THE FIRE.
20101203230018.000|20101203230020.000|CCO|AND I MADE THAT DECISION, AND 
20101203230020.000|20101203230022.000|CCO|THEY STAYED.
20101203230022.000|20101203230024.500|CCO|THEY ARE DEAD.
20101203230024.500|20101203230027.000|CCO|>> Reporter: A CHANCE DECISION 
20101203230027.000|20101203230029.500|CCO|THAT SAVED FOUR LIVES.
20101203230029.500|20101203230032.000|CCO|KEVIN FLOWER, CNN, ISRAEL.
20101203230032.000|20101203230050.333|SEG|Type=Story
20101203230032.000|20101203230033.250|CCO|>>> AND YOU ARE IN "THE 
20101203230033.250|20101203230034.500|CCO|SITUATION ROOM."
20101203230034.500|20101203230035.750|CCO|HAPPENING NOW, PRESIDENT OBAMA 
20101203230035.750|20101203230037.000|CCO|CATCHES THE WORLD BY SURPRISE, 
20101203230037.000|20101203230038.250|CCO|FLYING UNANNOUNCED INTO THE 
20101203230038.250|20101203230039.500|CCO|AFGHANISTAN WAR ZONE.
20101203230039.500|20101203230040.750|CCO|HE SAYS THAT THINGS ARE 
20101203230040.750|20101203230042.000|CCO|IMPROVING.
20101203230042.000|20101203230043.667|CCO|WE WILL GET A REALITY CHECK AND 
20101203230043.667|20101203230045.333|CCO|EXPLAIN WHY HE IS MEETING WITH 
20101203230045.333|20101203230047.000|CCO|THE AFGHAN PRESIDENT HAMID 
20101203230047.000|20101203230048.667|CCO|KARZAI TURNED INTO A MERE PHONE 
20101203230048.667|20101203230050.333|CCO|CALL. 
20101203230050.333|20101203230102.000|SEG|Type=Story
20101203230050.333|20101203230052.000|CCO|>>> ALSO, A SURPRISE OF A 
20101203230052.000|20101203230053.667|CCO|DIFFERENT KIND, UNWELCOMED 
20101203230053.667|20101203230055.333|CCO|JOBLESS MEMBERS AND WORSE AS 
20101203230055.333|20101203230057.000|CCO|THEY ARE FEARED AS MILLION OF 
20101203230057.000|20101203230058.667|CCO|AMERICANS ARE IN DANGER OF 
20101203230058.667|20101203230100.333|CCO|LOSING THEIR UNEMPLOYMENT 
20101203230100.333|20101203230102.000|CCO|CHECKS. 
20101203230102.000|20101203230122.000|SEG|Type=Story
20101203230102.000|20101203230104.000|CCO|>>> AND CONSPIRACY THEORIES ARE 
20101203230104.000|20101203230106.000|CCO|SWIRLING AROUND WIKILEAKS, AND 
20101203230106.000|20101203230108.000|CCO|WHO IS REALLY BEHIND THE RELEASE
20101203230108.000|20101203230110.000|CCO|OF HUNDREDS OF THOUSANDS OF 
20101203230110.000|20101203230112.000|CCO|CLASSIFIED U.S. DOCUMENTS.
20101203230112.000|20101203230112.769|CCO|WE WANT TO WELCOME OUR VIEW ORES
20101203230112.769|20101203230113.538|CCO|IN THE UNITED STATES AND AROUND 
20101203230113.538|20101203230114.308|CCO|THE WORLD, AND BREAKING NEWS AND
20101203230114.308|20101203230115.077|CCO|POLITICAL HEADLINES STRAIGHT 
20101203230115.077|20101203230115.846|CCO|AHEAD.
20101203230115.846|20101203230116.615|CCO|I'M WOLF BLITZER, AND YOU ARE IN
20101203230116.615|20101203230117.385|CCO|"THE SITUATION ROOM."
20101203230117.385|20101203230122.000|SEG_01|Type=Commercial
20101203230117.385|20101203230118.154|CCO|    
20101203230118.154|20101203230118.923|CCO|    --Captions by VITAC--
20101203230118.923|20101203230119.692|CCO|        
20101203230119.692|20101203230120.462|CCO|        www.vitac.com
20101203230120.462|20101203230121.231|CCO|                
20101203230121.231|20101203230122.000|CCO|                
20101203230122.000|20101203230250.000|SEG_01|Type=Story start
20101203230122.000|20101203230250.000|SEG|Type=Story
20101203230122.000|20101203230127.000|CCO|>>> AND AN UNEXPECTED VISIT TO 
20101203230127.000|20101203230132.000|CCO|THE U.S. COMMANDER IN CHIEF TO A
20101203230132.000|20101203230133.667|CCO|WAR ZONE, AND PRESIDENT OBAMA 
20101203230133.667|20101203230135.333|CCO|CATCHING U.S. TROOPS BY 
20101203230135.333|20101203230137.000|CCO|SURPRISE.
20101203230137.000|20101203230138.667|CCO|HE SPOKE TO ALMOST 4,000 OF THEM
20101203230138.667|20101203230140.333|CCO|AT THE BAGRAM AIRFIELD THANKING 
20101203230140.333|20101203230142.000|CCO|THEM FOR THEIR SERVICE, BUT NOT 
20101203230142.000|20101203230143.667|CCO|EVERYTHING ON THE TRIP WENT AS 
20101203230143.667|20101203230145.333|CCO|PLANNED.
20101203230145.333|20101203230147.000|CCO|BAD WEATHER KEPT MR. OBAMA 
20101203230147.000|20101203230148.667|CCO|TRAVELING TO KABUL FOR A PLAN 
20101203230148.667|20101203230150.333|CCO|MEETING WITH THE AFGHAN 
20101203230150.333|20101203230152.000|CCO|PRESIDENT HAMID KARZAI, AND THE 
20101203230152.000|20101203230153.667|CCO|TWO TRIED TO TALK BY 
20101203230153.667|20101203230155.333|CCO|VIDEOCONFERENCE BUT THEY 
20101203230155.333|20101203230157.000|CCO|COULDN'T BECAUSE OF TECHNICAL 
20101203230157.000|20101203230158.667|CCO|PROBLEMS, SO tM
20101203230158.667|20101203230200.333|CCO|BY PHONE.
20101203230200.333|20101203230202.000|CCO|BUT THE AMERICAN TROOPS WERE THE
20101203230202.000|20101203230203.429|CCO|FOCUS OF THE PRESIDENT'S VISIT, 
20101203230203.429|20101203230204.857|CCO|AND HE PRAISED THEM AND THE 
20101203230204.857|20101203230206.286|CCO|MISSION. 
20101203230206.286|20101203230207.714|CCO|>> WE SAID THAT WE WOULD BREAK 
20101203230207.714|20101203230209.143|CCO|THE TALIBAN'S MOMENTUM, AND THAT
20101203230209.143|20101203230210.571|CCO|IS WHAT YOU ARE DOING.
20101203230210.571|20101203230212.000|CCO|YOU ARE GOING ON THE OFFENSE.
20101203230212.000|20101203230214.500|CCO|TIRED OF PLAYING DEFENSE.
20101203230214.500|20101203230217.000|CCO|TARGETING THEIR LEADERS, PUSHING
20101203230217.000|20101203230219.500|CCO|THEM OUT OF THEIR STRONGHOLDS.
20101203230219.500|20101203230222.000|CCO|TODAY, WE CAN BE PROUD THAT 
20101203230222.000|20101203230223.667|CCO|THERE ARE FEWER AREAS UNDER 
20101203230223.667|20101203230225.333|CCO|TALIBAN CONTROL AND MORE AFGHANS
20101203230225.333|20101203230227.000|CCO|HAVE A CHANCE TO BUILD A MORE 
20101203230227.000|20101203230228.667|CCO|HOPEFUL FUTURE.
20101203230228.667|20101203230230.333|CCO|WE SAID A YEAR AGO THAT WE ARE 
20101203230230.333|20101203230232.000|CCO|GOING TO BUILD THE CAPACITY OF 
20101203230232.000|20101203230234.500|CCO|THE AFGHAN PEOPLE.
20101203230234.500|20101203230237.000|CCO|THAT'S WHAT YOU ARE DOING, 
20101203230237.000|20101203230239.500|CCO|MEETING THE RECRUITMENT TARGETS 
20101203230239.500|20101203230242.000|CCO|AND MEETING WITH AFGHAN FORCES 
20101203230242.000|20101203230244.000|CCO|AND PARTNERING WITH THEM WHO 
20101203230244.000|20101203230246.000|CCO|WANT TO BUILD A MORE STRONGER 
20101203230246.000|20101203230248.000|CCO|AND SAFER AND PROSPEROUS 
20101203230248.000|20101203230250.000|CCO|AFGHANISTAN. 
20101203230250.000|20101203231352.000|SEG|Type=Story
20101203230250.000|20101203230252.000|CCO|>>> WE ARE COVERING ALL OF THE 
20101203230252.000|20101203230255.333|CCO|ANGLES OF THE PRESIDENT'S 
20101203230255.333|20101203230258.667|CCO|SURPRISE VISIT.
20101203230258.667|20101203230302.000|CCO|WE HAVE NIC ROBERTSON, AND JILL 
20101203230302.000|20101203230307.000|CCO|DOUGHERTY, AND FRAN TOWNSEND, 
20101203230307.000|20101203230312.000|CCO|OUR HOMELAND SECURITY ADVISER, 
20101203230312.000|20101203230313.667|CCO|OUR WHITE HOUSE 
20101203230313.667|20101203230315.333|CCO|CORRESPONDENT DAN LOTHIAN, AND 
20101203230315.333|20101203230317.000|CCO|BARBARA STARR.
20101203230317.000|20101203230318.667|CCO|NIC, WE HEARD THE PRESIDENT SAY 
20101203230318.667|20101203230320.333|CCO|THAT THINGS ARE IMPROVING.
20101203230320.333|20101203230322.000|CCO|YOU HAVE BEEN THERE FOR A LONG 
20101203230322.000|20101203230325.333|CCO|TIME AND YOU WERE EVEN THERE ON 
20101203230325.333|20101203230328.667|CCO|DAY ONE OF 9/11.
20101203230328.667|20101203230332.000|CCO|ARE THINGS IMPROVING BASED ON 
20101203230332.000|20101203230333.667|CCO|YOUR EYEWITNESS ACCOUNT?
20101203230333.667|20101203230335.333|CCO|>> IF YOU TAKE WHAT THE 
20101203230335.333|20101203230337.000|CCO|PRESIDENT SAID REVERSING THE 
20101203230337.000|20101203230338.667|CCO|MOMENTUM OF THE TALIBAN WHERE 
20101203230338.667|20101203230340.333|CCO|THE SURGE ZEST THE STRONGEST IN 
20101203230340.333|20101203230342.000|CCO|KANDAHAR, YES, SECURITY HAS 
20101203230342.000|20101203230344.500|CCO|IMPROVED IN THAT CITY.
20101203230344.500|20101203230347.000|CCO|THE TALIBAN HAVE BEEN PUSHED OUT
20101203230347.000|20101203230349.500|CCO|TO A LARGER DEGREE, BUT FORCE 
20101203230349.500|20101203230352.000|CCO|COMMANDER THERE, COLONEL 
20101203230352.000|20101203230354.000|CCO|MARTINDALE WANTS TO MOVE THE 
20101203230354.000|20101203230356.000|CCO|TROOPS OUT FURTHER, AND STRONGER
20101203230356.000|20101203230358.000|CCO|OFFENSIVE IN THE SPRING, AND CAN
20101203230358.000|20101203230400.000|CCO|HE DO THAT?
20101203230400.000|20101203230402.000|CCO|WELL, IT DEPENDS ON THE AFGHAN 
20101203230402.000|20101203230403.667|CCO|GOVERNMENT, AND HE IS NOT 
20101203230403.667|20101203230405.333|CCO|GETTING THAT MUCH SUPPORT.
20101203230405.333|20101203230407.000|CCO|AND WARLORDS ARE GETTING TOP 
20101203230407.000|20101203230408.667|CCO|JOBS IN KANDAHAR, AND A LOT OF 
20101203230408.667|20101203230410.333|CCO|CONCERN ABOUT THE FORCES. 
20101203230410.333|20101203230412.000|CCO|>> AND BARBARA, YOU CAME BACK 
20101203230412.000|20101203230413.667|CCO|FROM AFGHANISTAN AND SPOKE TO 
20101203230413.667|20101203230415.333|CCO|GENERAL AND IS HE 
20101203230415.333|20101203230417.000|CCO|REALLY CONFIDENT THAT THINGS 
20101203230417.000|20101203230418.667|CCO|WILL WORK OUT THERE?
20101203230418.667|20101203230420.333|CCO|>> WELL, HE BELIEVES HE IS 
20101203230420.333|20101203230422.000|CCO|MAKING PROGRESS AS NIC SAYS IN 
20101203230422.000|20101203230424.000|CCO|SOUTHERN AFGHANISTAN WHERE HE 
20101203230424.000|20101203230426.000|CCO|BELIEVES HE HAS BROKEN SOME OF 
20101203230426.000|20101203230428.000|CCO|THE TALIBAN MOMENTUM AND THE KEY
20101203230428.000|20101203230430.000|CCO|LEADERS AND THE IED FACTORIES 
20101203230430.000|20101203230432.000|CCO|AND THE SAFE HAVENS, AND THE 
20101203230432.000|20101203230435.333|CCO|QUESTION, WOLF, IS THE PROGRESS 
20101203230435.333|20101203230438.667|CCO|ENDURIWILL IT LAST AND 
20101203230438.667|20101203230442.000|CCO|IS IT ONLY AS GOOD AS THE TROOPS
20101203230442.000|20101203230444.500|CCO|THERE, AND IN EASTERN 
20101203230444.500|20101203230447.000|CCO|AFGHANISTAN, THEY SAY THEY SEE 
20101203230447.000|20101203230449.500|CCO|NO BREAK IN THE TALIBAN'S 
20101203230449.500|20101203230452.000|CCO|ATTACKS, AND THE ATTACKS KEEP 
20101203230452.000|20101203230453.667|CCO|COMING, WOLF. 
20101203230453.667|20101203230455.333|CCO|>> AND JILL DOUGHERTY, YOU HAVE 
20101203230455.333|20101203230457.000|CCO|GONE THROUGH THE DIPLOMATIC 
20101203230457.000|20101203230458.667|CCO|CABLES SHOWING THE STRAIN 
20101203230458.667|20101203230500.333|CCO|BETWEEN THE U.S. AND THE KARZAI 
20101203230500.333|20101203230502.000|CCO|REGIME AND AFGHANISTAN, AND A 
20101203230502.000|20101203230503.667|CCO|LOT OF CORRUPTION, AND A LOT OF 
20101203230503.667|20101203230505.333|CCO|FEAR THAT THINGS ARE NOT GOING 
20101203230505.333|20101203230507.000|CCO|IN THE RIGHT DIRECTION.
20101203230507.000|20101203230508.667|CCO|GIVE US A FEW EXAMPLES?
20101203230508.667|20101203230510.333|CCO|>> WELL, WOLF, PROBABLY ONE OF 
20101203230510.333|20101203230512.000|CCO|THE MOST DISTURBING ONES IS 
