TOP|20101203030001|2010-12-03_0300_US_KNBC_EXTRA
COL|Communication Studies Archive, UCLA 
UID|6bc8d014-fe89-11df-b3d9-00e0815fe930
DUR|0:29:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-02 19:00 America/Los_Angeles
SEG_01|2014-02-03 01:06:18|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101203030011.000|20101203032956.000|SEG|Type=Story
20101203030011.000|20101203030013.500|CCO| 
20101203030013.500|20101203030016.000|CCO|>> HEY, I AM MARIO LOPEZ. 
20101203030016.000|20101203030018.500|CCO|EVA AND TONY REUNITE. 
20101203030018.500|20101203030021.000|CCO|I HAVE THE STORY BEHIND THE 
20101203030021.000|20101203030026.000|CCO|SURPRISING NEW PHOTOS.
20101203030026.000|20101203030031.000|CCO|EVA AND TONY BACK TOGETHER FOR  
20101203030031.000|20101203030032.667|CCO|THE FIRST TIME SINCE FILING FOR 
20101203030032.667|20101203030034.333|CCO|DIVORCE, A HEATED CONVERSATION, 
20101203030034.333|20101203030036.000|CCO|RUMORS FLYING TODAY.
20101203030036.000|20101203030037.667|CCO|I WILL TELL YOU THE REAL REASON 
20101203030037.667|20101203030039.333|CCO|THEY MET FOR LUNCH. 
20101203030039.333|20101203030041.000|CCO|A GIANT NEW TWIST IN THE  
20101203030041.000|20101203030043.000|CCO|HOLLYWOOD WHO DONE IT MURDER. 
20101203030043.000|20101203030045.000|CCO|A KEY MURDER IN THE KILLING 
20101203030045.000|20101203030047.000|CCO|SHOOTS HIMSELF. 
20101203030047.000|20101203030049.000|CCO|WAS HE A HIRED HITMAN?
20101203030049.000|20101203030051.000|CCO|NEW VIDEO OF BRITNEY VISITING 
20101203030051.000|20101203030053.000|CCO|HER BOYFRIEND.
20101203030053.000|20101203030055.000|CCO|DID SHE STAGE THIS PHOTO OP TO  
20101203030055.000|20101203030057.000|CCO|DIFFUSE THE STORY THAT HE BEAT  
20101203030057.000|20101203030059.000|CCO|HER UP. 
20101203030059.000|20101203030101.000|CCO|CATHERINE ZETA-JONES, HOW HER 
20101203030101.000|20101203030103.000|CCO|DEVOTION TO MICHAEL IS GETTING  
20101203030103.000|20101203030105.000|CCO|HIM THROUGH CANCER. 
20101203030105.000|20101203030107.000|CCO|>> HIS BATTLE IS ONLY BRINGING  
20101203030107.000|20101203030109.000|CCO|THEM CLOSER.
20101203030109.000|20101203030111.000|CCO|>> WHO GOT THE ROYAL DISS 
20101203030111.000|20101203030112.667|CCO|PROSECUTE PRINCE WILLIAM'S  
20101203030112.667|20101203030114.333|CCO|WEDDING.
20101203030114.333|20101203030116.000|CCO|AND THE GRAMMY RACE IS ON.
20101203030116.000|20101203030117.667|CCO|WE HAVE THE NOMINEES. 
20101203030117.667|20101203030119.333|CCO|KATIE, BRUNO, B.O.B. AND TRAIN  
20101203030119.333|20101203030121.000|CCO|IS ROCKING THE CHARTS.
20101203030121.000|20101203030123.500|CCO|>> I AM KIND OF OVERWHELMED BY  
20101203030123.500|20101203030126.000|CCO|HOW AMAZING IT LOOKS. 
20101203030126.000|20101203030128.500|CCO|>> HEY. 
20101203030128.500|20101203030131.000|CCO|WHAT IS UP EVERYONE.
20101203030131.000|20101203030132.429|CCO|WELCOME TO "EXTRA." 
20101203030132.429|20101203030133.857|CCO|I AM MARIO LOPEZ. 
20101203030133.857|20101203030135.286|CCO|IS THE DIVORCE ON HOLD? 
20101203030135.286|20101203030136.714|CCO|EVA AND TONY SIT DOWN FOR A 
20101203030136.714|20101203030138.143|CCO|THREE-HOUR LUNCH. 
20101203030138.143|20101203030139.571|CCO|I HAVE THE STORY ON WHAT WENT 
20101203030139.571|20101203030141.000|CCO|DOWN. 
20101203030141.000|20101203030142.429|CCO|EVA AND TONY BACK TOGETHER? 
20101203030142.429|20101203030143.857|CCO|YES AND NO. 
20101203030143.857|20101203030145.286|CCO|THERE THEY ARE. 
20101203030145.286|20101203030146.714|CCO|THIS BRAND-NEW PICTURE OF A 
20101203030146.714|20101203030148.143|CCO|LUNCHTIME REUNION.
20101203030148.143|20101203030149.571|CCO|TONY LEANING FORWARD, LOOKING A 
20101203030149.571|20101203030151.000|CCO|LITTLE STRESSED.
20101203030151.000|20101203030152.667|CCO|YOU CAN ONLY IMAGINE WHAT EVA 
20101203030152.667|20101203030154.333|CCO|IS SAYING.
20101203030154.333|20101203030156.000|CCO|SHE ARRIVED IN SUNGLASSES,  
20101203030156.000|20101203030157.667|CCO|MEETING WITH TONY FOR THREE 
20101203030157.667|20101203030159.333|CCO|HOURS.
20101203030159.333|20101203030201.000|CCO|IS IT A SIGN THEY ARE READY TO  
20101203030201.000|20101203030202.667|CCO|RECONCILE?
20101203030202.667|20101203030204.333|CCO|DON'T BELIEVE IT. 
20101203030204.333|20101203030206.000|CCO|THEY ARE NOT AT WAR EITHER. 
20101203030206.000|20101203030207.667|CCO|EVA IS A TOTAL CLASS ACT. 
20101203030207.667|20101203030209.333|CCO|EVEN THOUGH SHE IS HEART BROKEN 
20101203030209.333|20101203030211.000|CCO|SHE LOVES TONY VERY MUCH. 
20101203030211.000|20101203030212.429|CCO|THEY WANT THE BEST FOR EACH 
20101203030212.429|20101203030213.857|CCO|OTHER, NO MATTER THE  
20101203030213.857|20101203030215.286|CCO|SPECULATION OUT THERE.
20101203030215.286|20101203030216.714|CCO|BRITNEY CELEBRATING HER 29TH  
20101203030216.714|20101203030218.143|CCO|BIRTHDAY WITH THE MAN ACCUSED 
20101203030218.143|20101203030219.571|CCO|OF BEATING HER? 
20101203030219.571|20101203030221.000|CCO|BELIEVE IT. 
20101203030221.000|20101203030223.500|CCO|UNDER SIEGE BY THE PAPARAZZI. 
20101203030223.500|20101203030226.000|CCO|AND HOW IS THIS FOR TIMING, 
20101203030226.000|20101203030228.500|CCO|BRITNEY VISITING JASON AT WORK  
20101203030228.500|20101203030231.000|CCO|HOURS AFTER "STAR MAGAZINE" 
20101203030231.000|20101203030232.667|CCO|REPORTED SHE CONFESSED ON TAPE  
20101203030232.667|20101203030234.333|CCO|THAT HE ROUGHED HER UP. 
20101203030234.333|20101203030236.000|CCO|THE AUDIO POSTED ON RADAR 
20101203030236.000|20101203030237.667|CCO|ONLINE. 
20101203030237.667|20101203030239.333|CCO|>> BEFORE OR AFTER HE BEAT ON 
20101203030239.333|20101203030241.000|CCO|ME? 
20101203030241.000|20101203030243.500|CCO|>> BRIT MAKING IT CLEAR ON HER  
20101203030243.500|20101203030246.000|CCO|WEBSITE WHAT SHE THINKS OF THE  
20101203030246.000|20101203030248.500|CCO|STORY.
20101203030248.500|20101203030251.000|CCO|SOME AUDIO EXPERTS SAY THAT IS  
20101203030251.000|20101203030253.500|CCO|NOT EVEN HER VOICE ON THE TAPE. 
20101203030253.500|20101203030256.000|CCO|"STAR" INSISTING THE VOICE IS 
20101203030256.000|20101203030258.500|CCO|BRITNEYS AND THEY HAVE MORE 
20101203030258.500|20101203030301.000|CCO|TAPES TO PROVE IT.
20101203030301.000|20101203030302.667|CCO|DUCHESS OF YORK DISSSED BY THE  
20101203030302.667|20101203030304.333|CCO|ROYAL FAMILY? 
20101203030304.333|20101203030306.000|CCO|FERGIE IS NOT INVITED TO THE  
20101203030306.000|20101203030307.667|CCO|WEDDING.
20101203030307.667|20101203030309.333|CCO|WHO IS MAKING THE CUT?
20101203030309.333|20101203030311.000|CCO|SIR PAUL MCCARTNEY, OBAMAS AND  
20101203030311.000|20101203030313.000|CCO|THE BECKHAMS. 
20101203030313.000|20101203030315.000|CCO|SHE MADE HER SHARE OF 
20101203030315.000|20101203030317.000|CCO|CELEBRITIES CRY OVER THE YEARS. 
20101203030317.000|20101203030319.000|CCO|NOW CAN BARBARA WALTERS ADD 
20101203030319.000|20101203030321.000|CCO|OPRAH TO THE LIST?
20101203030321.000|20101203030322.667|CCO|>> TISSUE PLEASE. 
20101203030322.667|20101203030324.333|CCO|>> THAT WOULD BE TRUE.
20101203030324.333|20101203030326.000|CCO|BARBARA INTERVIEWING OPRAH FOR  
20101203030326.000|20101203030327.667|CCO|A NEW AND.
20101203030327.667|20101203030329.333|CCO|PUTTING THE FINAL TOUCHES ON  
20101203030329.333|20101203030331.000|CCO|HER LAST SEASON.
20101203030331.000|20101203030332.667|CCO|IT WILL BE A.J., LAST GUEST IS  
20101203030332.667|20101203030334.333|CCO|STILL A MYSTERY.
20101203030334.333|20101203030336.000|CCO|>> I LOVE YOU A.J., BUT I AIN'T 
20101203030336.000|20101203030337.667|CCO|TELLING.
20101203030337.667|20101203030339.333|CCO|I DON'T THINK THEY HONESTLY 
20101203030339.333|20101203030341.000|CCO|KNOW YET. 
20101203030341.000|20101203030343.500|CCO|>> THERE IS A HUGE DEVELOPMENT  
20101203030343.500|20101203030346.000|CCO|IN THE MURDER MYSTERY.
20101203030346.000|20101203030348.500|CCO|JUST AS IT LOOKED LIKE COPS 
20101203030348.500|20101203030351.000|CCO|WERE ABOUT TO MAKE AN ARREST, 
20101203030351.000|20101203030353.000|CCO|THE SUSPECT TOOK HIS OWN LIFE.
20101203030353.000|20101203030355.000|CCO|THE STORY READS LIKE A MOVIE  
20101203030355.000|20101203030357.000|CCO|SHE WOULD HAVE PROMOTED.
20101203030357.000|20101203030359.000|CCO|A HIGHLY DRIVEN HOLLYWOOD 
20101203030359.000|20101203030401.000|CCO|PUBLICIST MURDERED. 
20101203030401.000|20101203030402.667|CCO|WAS SHE GUNNED DOWN BY AN 
20101203030402.667|20101203030404.333|CCO|EX-CONAND PAID TO CARRY OUT THE 
20101203030404.333|20101203030406.000|CCO|KILLING?
20101203030406.000|20101203030407.667|CCO|>> THE ISSUES OF PROFESSIONAL 
20101203030407.667|20101203030409.333|CCO|HITMAN MAY COME INTO PLAY.
20101203030409.333|20101203030411.000|CCO|>> THIS PERSON WAS A PERSON OF  
20101203030411.000|20101203030412.429|CCO|INTEREST FROM THE INCIDENT. 
20101203030412.429|20101203030413.857|CCO|>> THE MURDER SUSPECT 
20101203030413.857|20101203030415.286|CCO|COMMITTING SUICIDE AS COPS  
20101203030415.286|20101203030416.714|CCO|CLOSE IN. 
20101203030416.714|20101203030418.143|CCO|A NEIGHBOR SAYING HE BRAGGED  
20101203030418.143|20101203030419.571|CCO|ABOUT THE SHOOTING. 
20101203030419.571|20101203030421.000|CCO|>> HE SAID I AM GETTING PAID  
20101203030421.000|20101203030423.000|CCO|BECAUSE THAT LADY PUBLICIST ON  
20101203030423.000|20101203030425.000|CCO|TV, HE SAID I DID THAT. 
20101203030425.000|20101203030427.000|CCO|>> A PRIVATE INVESTIGATOR WITH  
20101203030427.000|20101203030429.000|CCO|MORE DETAILS ON THE MAN POLICE  
20101203030429.000|20101203030431.000|CCO|SUSPECT WAS THE KILLER. 
20101203030431.000|20101203030433.500|CCO|>> HE HAS DONE A COUPLE OF  
20101203030433.500|20101203030436.000|CCO|STINTS IN PRISON. 
20101203030436.000|20101203030438.500|CCO|RECENTLY HE WAS EVICTED FROM  
20101203030438.500|20101203030441.000|CCO|THIS LOCATION.
20101203030441.000|20101203030443.500|CCO|HE ROAD A BICYCLE.
20101203030443.500|20101203030446.000|CCO|>> MEMORIAL LOOKED LIKE A MOVIE 
20101203030446.000|20101203030448.500|CCO|PREMIERE. 
20101203030448.500|20101203030451.000|CCO|MICHAEL DOUGLAS, ELLIOT GOULD 
20101203030451.000|20101203030453.500|CCO|AND HANS ZIMMER.
20101203030453.500|20101203030456.000|CCO|DIANNE WARNER WAS THERE HOURS 
20101203030456.000|20101203030458.500|CCO|BEFORE THE MURDER.
20101203030458.500|20101203030501.000|CCO|>> IT IS NOT REAL TO ME, THAT 
20101203030501.000|20101203030502.429|CCO|SOMEONE COULD DO THAT TO SUCH A 
20101203030502.429|20101203030503.857|CCO|GREAT PERSON. 
20101203030503.857|20101203030505.286|CCO|>> THE STORY FOR NOW REMAINS A  
20101203030505.286|20101203030506.714|CCO|TRAGIC CLIFF HANGER.
20101203030506.714|20101203030508.143|CCO|WHO PULLED THE TRIGGER. 
20101203030508.143|20101203030509.571|CCO|IF IT WAS A HIT, WHO ON EARTH 
20101203030509.571|20101203030511.000|CCO|WOULD PAY FOR IT. 
20101203030511.000|20101203030513.500|CCO|FOR THE LATEST BRINGING DETALES 
20101203030513.500|20101203030516.000|CCO|ON THE MURDER 24/7 GO TO  
20101203030516.000|20101203030518.500|CCO|EXTRATV.COM.
20101203030518.500|20101203030521.000|CCO|NOW BEFORE HER DEATH SHE WAS  
20101203030521.000|20101203030524.333|CCO|PROMOTING MICHAEL DOUGLAS' WALL 
20101203030524.333|20101203030527.667|CCO|STREET, MONEY NEVER SLEEPS. 
20101203030527.667|20101203030531.000|CCO|>> MICHAEL IS SAYING THAT LOVE  
20101203030531.000|20101203030533.000|CCO|IS HELPING HIM WIN HIS FIGHT. 
20101203030533.000|20101203030535.000|CCO|IT WAS MEDICINE THAT HELPED 
20101203030535.000|20101203030537.000|CCO|SAVE HIS LIFE OR MARRIAGE?
20101203030537.000|20101203030539.000|CCO|MICHAEL DOUGLAS MIGHT BE THE  
20101203030539.000|20101203030541.000|CCO|FIRST TO TELL YOU IT WAS  
20101203030541.000|20101203030543.000|CCO|CATHERINE.
20101203030543.000|20101203030545.000|CCO|"PEOPLE" MAGAZINE" REPORTING  
20101203030545.000|20101203030547.000|CCO|MICHAEL'S CANCER ORDEAL MADE A  
20101203030547.000|20101203030549.000|CCO|10-YEAR BOND EVEN STRONGER. 
20101203030549.000|20101203030551.000|CCO|>> IT HAS ONLY BROUGHT MICHAEL  
20101203030551.000|20101203030553.000|CCO|AND CATHERINE CLOSER TOGETHER.
20101203030553.000|20101203030555.000|CCO|>> CATHERINE HOLDING THE FAMILY 
20101203030555.000|20101203030557.000|CCO|TOGETHER, NEVER MISSING A 
20101203030557.000|20101203030559.000|CCO|COMMITMENT OR BEAT. 
20101203030559.000|20101203030601.000|CCO|THERE SHE IS THIS MORNING 
20101203030601.000|20101203030602.429|CCO|TAKING HER DAUGHTER TO VIOLIN 
20101203030602.429|20101203030603.857|CCO|LESSONS.
20101203030603.857|20101203030605.286|CCO|>> HIS WIFE IS SO IN LOVE WITH  
20101203030605.286|20101203030606.714|CCO|HIM.
20101203030606.714|20101203030608.143|CCO|AND YOU KNOW, THESE ARE THE 
20101203030608.143|20101203030609.571|CCO|THINGS THAT GET US THROUGH THE  
20101203030609.571|20101203030611.000|CCO|HARD TIMES. 
