TOP|20101207140002|2010-12-07_1400_US_CNN_Newsroom
COL|Communication Studies Archive, UCLA 
UID|497bbf6a-020a-11e0-a638-00e0815fe826
DUR|0:59:55.02
VID|640x480
CMT|
TPF|transcripts.cnn.com|cnr.01.html
HED|WikiLeaks Founder Goes to Court; Tax Agreement and Your Dollars; Fallout from Tax Deal; Elizabeth Edwards' Cancer Worsens; Cold Weather Causing Problems for Florida Citrus Growers; Principal Takes Unique
LAN|ENG
LBT|2010-12-07 06:00 America/Los_Angeles
SEG_01|2014-06-18 17:44:43|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101207140005.077|20101207140010.462|SEG|Type=Story
20101207140005.077|20101207140005.846|CCO|I'LL BE IN WASHINGTON TOMORROW.
20101207140005.846|20101207140010.462|SEG_01|Type=Commercial
20101207140005.846|20101207140006.615|CCO|    
20101207140006.615|20101207140007.385|CCO|    --Captions by VITAC--
20101207140007.385|20101207140008.154|CCO|        
20101207140008.154|20101207140008.923|CCO|        www.vitac.com
20101207140008.923|20101207140009.692|CCO|                
20101207140009.692|20101207140010.462|CCO|                
20101207140010.462|20101207140030.571|SEG_01|Type=Story start
20101207140010.462|20101207140030.571|SEG|Type=Story
20101207140010.462|20101207140011.231|CCO|>>> 9:00 A.M. ON THE EAST COAST.
20101207140011.231|20101207140012.000|CCO|6:00 A.M. OUT WEST.
20101207140012.000|20101207140013.667|CCO|HERE'S STORY THAT IS HAVE US 
20101207140013.667|20101207140015.333|CCO|TALKING THIS MORNING.
20101207140015.333|20101207140017.000|CCO|BREAKING NEWS.
20101207140017.000|20101207140018.667|CCO|JULIAN ASSANGE, THE 
20101207140018.667|20101207140020.333|CCO|CONTROVERSIAL WIKILEAKS FOUNDER,
20101207140020.333|20101207140022.000|CCO|EXPECTED TO HEAD INTO A 
20101207140022.000|20101207140023.429|CCO|COURTROOM ANY MINUTE NOW.
20101207140023.429|20101207140024.857|CCO|HE'S LOCKED UP IN LONDON AFTER 
20101207140024.857|20101207140026.286|CCO|SUNDAYING TO POLICE HOURS AGO.
20101207140026.286|20101207140027.714|CCO|CNN IS TAPPING INTO THE GLOBAL 
20101207140027.714|20101207140029.143|CCO|RESOURCES TO BRING YOU THE 
20101207140029.143|20101207140030.571|CCO|LATEST. 
20101207140030.571|20101207140040.571|SEG|Type=Story
20101207140030.571|20101207140032.000|CCO|>>> PRESIDENT OBAMA STRIKES A 
20101207140032.000|20101207140033.429|CCO|DEAL WITH REPUBLICAN LEADERS A 
20101207140033.429|20101207140034.857|CCO|ENTHOSE BUSH ERA TAX CUTS, LOOKS
20101207140034.857|20101207140036.286|CCO|LIKE THEY'RE STAYING IN PLACE 
20101207140036.286|20101207140037.714|CCO|FOR EVERYONE.
20101207140037.714|20101207140039.143|CCO|NO MATTER HOW MUCH YOU EARN.
20101207140039.143|20101207140040.571|CCO|WE'RE CRUNCHING THE NUMBERS. 
20101207140040.571|20101207140052.000|SEG|Type=Story
20101207140040.571|20101207140042.000|CCO|>>> SAD WORD THIS MORNING THAT 
20101207140042.000|20101207140043.429|CCO|ELIZABETH EDWARDS HAS STOPPED 
20101207140043.429|20101207140044.857|CCO|CANCER TREATMENT AT THE ADVICE 
20101207140044.857|20101207140046.286|CCO|OF HER DOCTORS.
20101207140046.286|20101207140047.714|CCO|SHE'S RESTING AT HOME WITH HER 
20101207140047.714|20101207140049.143|CCO|FAMILY.
20101207140049.143|20101207140050.571|CCO|WE'LL TALK ABOUT WHAT SHE IS 
20101207140050.571|20101207140052.000|CCO|FACING NEXT.
20101207140052.000|20101207140458.667|SEG|Type=Story
20101207140052.000|20101207140053.667|CCO|>>> ALL RIGHT.
20101207140053.667|20101207140055.333|CCO|LET'S BEGIN WITH JULIAN ASSANGE 
20101207140055.333|20101207140057.000|CCO|OF WIKILEAKS BUT WHAT'S 
20101207140057.000|20101207140058.667|CCO|HAPPENING IN A BRITISH COURT 
20101207140058.667|20101207140100.333|CCO|RIGHT NOW HAS NOTHING TO DO WITH
20101207140100.333|20101207140102.000|CCO|LEAKING CLASSIFIED INFORMATION 
20101207140102.000|20101207140104.000|CCO|BUT RATHER RAPE.
20101207140104.000|20101207140106.000|CCO|ASSANGE FACES CHARGES IN SWEDEN 
20101207140106.000|20101207140108.000|CCO|OF UNLAWFUL COERCION.
20101207140108.000|20101207140110.000|CCO|TWO COUNTS OF SEXUAL MOLESTATION
20101207140110.000|20101207140112.000|CCO|AND ONE COUNT OF RAPE.
