TOP|20101207180001|2010-12-07_1800_US_MSNBC_News_Live
COL|Communication Studies Archive, UCLA 
UID|cfd0687e-022b-11e0-963d-00e0815fe86a
DUR|0:59:54.49
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-07 10:00 America/Los_Angeles
SEG_01|2014-06-18 17:45:40|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101207180006.000|20101207180021.000|SEG|Type=Story
20101207180006.000|20101207180007.250|CCO|FROM NOW.
20101207180007.250|20101207180008.500|CCO|WITH US THIS HOUR, REPUBLICAN 
20101207180008.500|20101207180009.750|CCO|SENATOR JUDD GREGG, RANKING 
20101207180009.750|20101207180011.000|CCO|MEMBER OF THE BUDGET COMMITTEE.
20101207180011.000|20101207180013.000|CCO|BEHIND BARS, WIKI SWLEAKS FOUNDER 
20101207180013.000|20101207180015.000|CCO|JULIAN ASSANGE DENIED BAIL AFTER
20101207180015.000|20101207180017.000|CCO|ARRESTED FOR ALLEGED SEX CRIMES.
20101207180017.000|20101207180019.000|CCO|>> IT SOUNDS LIKE GOOD NEWS TO 
20101207180019.000|20101207180021.000|CCO|ME.
20101207180021.000|20101207180031.000|SEG|Type=Story
20101207180021.000|20101207180022.667|CCO|>>> PLUS, EDUCATION NATION.
20101207180022.667|20101207180024.333|CCO|WHY IS CHINA AT THE TOP AND U.S.
20101207180024.333|20101207180026.000|CCO|STUDENTS FALLING FARTHER BEHIND?
20101207180026.000|20101207180027.667|CCO|FORMER D.C. PUBLIC SCHOOLS 
20101207180027.667|20101207180029.333|CCO|CHANCELLOR MICHELLE RHE JOING
20101207180029.333|20101207180031.000|CCO|US. 
20101207180031.000|20101207180043.500|SEG|Type=Story
20101207180031.000|20101207180033.000|CCO|>>> AND THE LATEST ON ELIZABETH 
20101207180033.000|20101207180035.000|CCO|EDWARDS SAID TO BE RESTING AT 
20101207180035.000|20101207180037.000|CCO|HOME SURROUNDED BY FAMILY AND 
20101207180037.000|20101207180039.000|CCO|FRIENDS AFTER DOCTORS ADVISED 
20101207180039.000|20101207180041.000|CCO|HER SHE SHOULD SUSPEND ALL 
20101207180041.000|20101207180042.250|CCO|TREATMENT FOR HER SPREADING 
20101207180042.250|20101207180043.500|CCO|CANCER. 
20101207180043.500|20101207180332.429|SEG|Type=Story
20101207180043.500|20101207180044.750|CCO|>>> AT THIS HOUR VICE PRESIDENT 
20101207180044.750|20101207180046.000|CCO|JOE BIDEN IS ABOUT TO MEET WITH 
20101207180046.000|20101207180047.250|CCO|SENATE DEMOCRATS TRY TO WIN 
20101207180047.250|20101207180048.500|CCO|THEIR SUPPORT FOR THE TAX DEAL.
20101207180048.500|20101207180049.750|CCO|THE TOUGHER SELL WILL BE LATER 
20101207180049.750|20101207180051.000|CCO|WITH HOUSE DEMOCRATS WHO MEET 
20101207180051.000|20101207180053.500|CCO|TONIGHT AND ARE IN OPEN 
20101207180053.500|20101207180056.000|CCO|REBELLION AGAINST THE PRESIDENT.
20101207180056.000|20101207180058.500|CCO|SAVANNAH GUTHRIE IS NBC NEWS 
20101207180058.500|20101207180101.000|CCO|WHITE HOUSE CORRESPONDENT AND 
20101207180101.000|20101207180102.667|CCO|CO-HOST OF THE KT ZALELY R"DAILY RUN DOWN" 
20101207180102.667|20101207180104.333|CCO|AND JOINS US FROM THE NORTH 
20101207180104.333|20101207180106.000|CCO|LAWN. 
20101207180106.000|20101207180107.667|CCO|>> Reporter: THE PRESIDENT WANTS
20101207180107.667|20101207180109.333|CCO|TO TAKE THIS ON AND ADVOCATE FOR
20101207180109.333|20101207180111.000|CCO|THE DEAL, A GOOD ONE GIVEN THE 
20101207180111.000|20101207180112.429|CCO|SISHS IN THE POLITICAL CLIMATE.
20101207180112.429|20101207180113.857|CCO|THE PRESIDENT IS NOT COMING OUT 
20101207180113.857|20101207180115.286|CCO|WITH ANYTHING FURTHER TO 
20101207180115.286|20101207180116.714|CCO|ANNOUNCE AS I UNDERSTAND IT, BUT
20101207180116.714|20101207180118.143|CCO|HE WILL TAKE QUESTIONS AND THEY 
20101207180118.143|20101207180119.571|CCO|WANT TO PUSH BACK ON THE 
20101207180119.571|20101207180121.000|CCO|RESISTANCE THEY'VE GOTTEN, 
20101207180121.000|20101207180122.250|CCO|FRANKLY, FROM MEMBERS OF THEIR 
20101207180122.250|20101207180123.500|CCO|OWN PARTY.
20101207180123.500|20101207180124.750|CCO|REPUBLICANS HAVE BEEN EITHER 
20101207180124.750|20101207180126.000|CCO|QUIET OR SUPPORTIVE OF THE DEAL.
20101207180126.000|20101207180127.250|CCO|DEMOCRATS, MANY PARTICULARLY IN 
20101207180127.250|20101207180128.500|CCO|THE HOUSE, ARE VERY ANGRY ABOUT 
20101207180128.500|20101207180129.750|CCO|IT.
20101207180129.750|20101207180131.000|CCO|AS WE WERE JUST TALKING ABOUT IN
20101207180131.000|20101207180133.000|CCO|THE LAST HOUR.
