TOP|20110113060001|2011-01-13_0600_US_KTTV-FOX_Ten_OClock_News
COL|Communication Studies Archive, UCLA 
UID|b5972a28-1ee2-11e0-b0f0-001517add60e
DUR|0:59:44.04
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-12 22:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:20|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110113060006.000|20110113060026.000|SEG|Type=Story
20110113060006.000|20110113060007.000|CC1|>> FEW MINUTES AFTER WE LEFT    
20110113060007.000|20110113060009.000|CC1|THE ROOM AND SOME OF THE        
20110113060009.000|20110113060010.000|CC1|COLLEAGUES IN CONGRESS, WERE IN 
20110113060010.000|20110113060012.000|CC1|THE ROOM, GABBY OPENED HER EYES 
20110113060012.000|20110113060013.000|CC1|FOR THE FIRST TIME.             
20110113060013.000|20110113060016.000|CC1|GABBY OPENED HER EYES FOR THE   
20110113060016.000|20110113060026.000|CC1|FIRST TIME.                     
20110113060026.000|20110113060026.000|CC1|.                               
20110113060026.000|20110113060547.000|SEG|Type=Story
20110113060026.000|20110113060030.000|CC1|>>> PRESIDENT OBAMA MAKING AN   
20110113060030.000|20110113060033.000|CC1|EMOTIONAL ANNOUNCEMENT FOR      
20110113060033.000|20110113060034.000|CC1|CONGRESSWOMAN GABRIELLE         
20110113060034.000|20110113060034.000|CC1|GIFFORDS.                       
20110113060034.000|20110113060035.000|CC1|PRESIDENT URGED AMERICANS TO    
20110113060035.000|20110113060038.000|CC1|HONOR THE 19 WHO WERE SHOT BY   
20110113060038.000|20110113060038.000|CC1|BECOMING BETTER PEOPLE.         
20110113060038.000|20110113060041.000|CC1|HIS NEWS ABOUT THE              
20110113060041.000|20110113060042.000|CC1|CONGRESSWOMAN CAME SHORTLY      
20110113060042.000|20110113060046.000|CC1|AFTER HE LEFT HER SIDE AND      
20110113060046.000|20110113060048.000|CC1|ELECTRIFIED THE CROWD AT THE    
20110113060048.000|20110113060050.000|CC1|UNIVERSITY OF ARIZONA.          
20110113060050.000|20110113060051.000|CC1|>> GABBY OPENED HER EYES SO I   
20110113060051.000|20110113060054.000|CC1|COULD TELL YOU SHE KNOWS WE ARE 
20110113060054.000|20110113060055.000|CC1|HERE.                           
20110113060055.000|20110113060056.000|CC1|SHE KNOWS WE LOVE HER AND SHE   
20110113060056.000|20110113060059.000|CC1|KNOWS WE ARE ROUTING FOR HER    
20110113060059.000|20110113060100.000|CC1|FOR WHAT IS UNDOUBTEDLY GOING   
20110113060100.000|20110113060102.000|CC1|TO BE A DIFFICULT JOURNEY.      
20110113060102.000|20110113060104.000|CC1|WE ARE THERE FOR HER.           
20110113060104.000|20110113060108.000|CC1|>> WE ARE GRATEFUL FOR DANIEL   
20110113060108.000|20110113060111.000|CC1|HERNANDEZ, A VOLUNTEER IN       
20110113060111.000|20110113060111.000|CC1|GABBY'S OFFICE.                 
20110113060111.000|20110113060112.000|CC1|AND DANIEL, I'M SORRY, YOU MADE 
20110113060112.000|20110113060115.000|CC1|THE NIGHT BUT WE DECIDED YOU    
20110113060115.000|20110113060118.000|CC1|ARE A HERO BECAUSE YOU RAN      
20110113060118.000|20110113060119.000|CC1|THROUGH THE CHAOS TO MINISTER   
20110113060119.000|20110113060122.000|CC1|TO YOUR BOSS AND TENDED TO HER  
20110113060122.000|20110113060125.000|CC1|WOUNDS AND HELP KEEP HER ALIVE. 
20110113060125.000|20110113060128.000|CC1|WE ARE GRATEFUL TO THE MEN WHO  
20110113060128.000|20110113060132.000|CC1|TACKLED THE GUNMEN AS HE        
20110113060132.000|20110113060132.000|CC1|STOPPED TO RELOAD.              
20110113060132.000|20110113060140.000|CC1|[ CHEERING AND APPLAUSE ] WE    
20110113060140.000|20110113060142.000|CC1|ARE GRATEFUL FOR, TEACHER,      
20110113060142.000|20110113060145.000|CC1|PATRICIA MAYS WHO WRESTLED AWAY 
20110113060145.000|20110113060148.000|CC1|THE KILLER'S AMMUNITION AND     
20110113060148.000|20110113060149.000|CC1|UNDOUBTEDLY SAVED SOME LIVES.   
20110113060149.000|20110113060153.000|CC1|ALREADY WE SEEN THE NATIONAL    
20110113060153.000|20110113060154.000|CC1|CONVERSATION COMMENCE NOT ONLY  
20110113060154.000|20110113060156.000|CC1|ABOUT THE MOTIVATION BEHIND THE 
20110113060156.000|20110113060157.000|CC1|KILLINGS BUT ABOUT EVERYTHING   
20110113060157.000|20110113060200.000|CC1|FROM THE MERITS OF GUN SAFETY   
20110113060200.000|20110113060203.000|CC1|LAWS TO THE ADEQUACY OF THE     
20110113060203.000|20110113060206.000|CC1|MENTAL HEALTH, BUT WE CANNOT DO 
20110113060206.000|20110113060209.000|CC1|IS USE THIS TRAGEDY AS ONE MORE 
20110113060209.000|20110113060212.000|CC1|OCCASION TO TURN ON EACH OTHER. 
20110113060212.000|20110113060216.000|CC1|. [ APPLAUSE ]                  
20110113060216.000|20110113060219.000|CC1|THIS TRAGEDY PROMPTS REFLECTION 
20110113060219.000|20110113060222.000|CC1|AND DEBATE, AS IT SHOULD.       
20110113060222.000|20110113060224.000|CC1|TO MAKE SURE IT'S WORTHY OF     
20110113060224.000|20110113060228.000|CC1|THOSE WHO WE HAVE LOST.         
20110113060228.000|20110113060231.000|CC1|>> AND I BELIEVE THAT WE CAN BE 
