TOP|20110113020001|2011-01-13_0200_US_KCBS_CBS_2_News_at_6
COL|Communication Studies Archive, UCLA 
UID|da6a1c8c-1ebc-11e0-bc68-001517add6fa
DUR|0:28:43.92
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-12 18:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:19|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110113020003.000|20110113020003.000|XDS|%     CALL:   
20110113020003.000|20110113020003.000|XDS|%  NETWORK: CBS
20110113020003.000|20110113020003.000|XDS|%    TITLE:   
20110113020005.000|20110113020005.000|XDS|%   RATING: (NOT RATED) (72)
20110113020006.000|20110113020006.000|XDS|%    TITLE: Hellcats
20110113020007.000|20110113020007.000|XDS|% TIMECODE: 1/12 21:00
20110113020008.000|20110113020008.000|XDS|%   LENGTH: 0:00:00 of 1:00:00
20110113020008.000|20110113022844.000|SEG|Type=Story
20110113020008.000|20110113020013.000|CC1|THESE MEN AND WOMEN REMIND US   
20110113020013.000|20110113020015.000|CC1|THAT HEROISM IS FOUND NOT ONLY  
20110113020015.000|20110113020020.000|CC1|ON THE FIELDS OF BATTLE.        
20110113020020.000|20110113020023.000|CC1|THEY REMIND US THAT HEROISM DOES
20110113020023.000|20110113020025.000|CC1|NOT REQUIRE SPECIAL TRAINING OR 
20110113020025.000|20110113020029.000|CC1|PHYSICAL STRENGTH.              
20110113020029.000|20110113020033.000|CC1|HEROISM IS HERE IN THE HEARTS OF
20110113020033.000|20110113020036.000|CC1|SO MANY OF OUR FELLOW CITIZENS, 
20110113020036.000|20110113020038.000|CC1|ALL AROUND US, JUST WAITING TO  
20110113020038.000|20110113020040.000|CC1|BE SUMMONED.                    
20110113020040.000|20110113020046.000|CC1|AS IT WAS ON SATURDAY MORNING.  
20110113020046.000|20110113020052.000|CC1|THEIR ACTIONS, THEIR SELFLE     
20110113020052.000|20110113020054.000|CC1|SELFLESSNESS, POSES A CHALLENGE 
20110113020054.000|20110113020054.000|XDS|%   LENGTH: 0:01:00 of 1:00:00
20110113020054.000|20110113020058.000|CC1|TO EACH OF US.                  
20110113020058.000|20110113020103.000|CC1|IT RAISES THE QUESTION OF WHAT, 
20110113020103.000|20110113020104.000|CC1|BEYOND PRAYERS AND EXPRESSIONS  
20110113020104.000|20110113020109.000|CC1|OF CONCERN, IS REQUIRED OF US   
20110113020109.000|20110113020112.000|CC1|GOING FORWARD.                  
20110113020112.000|20110113020116.000|CC1|HOW CAN WE HONOR THE FALLEN?    
20110113020116.000|20110113020120.000|CC1|HOW CAN WE BE TRUE TO THEIR     
20110113020120.000|20110113020123.000|CC1|MEMORY?                         
20110113020123.000|20110113020125.000|CC1|YOU SEE, WHEN A TRAGEDY LIKE    
20110113020125.000|20110113020130.000|CC1|THIS STRIKES, IT IS PART OF OUR 
20110113020130.000|20110113020133.000|CC1|NATURE TO DEMAND EXPLANATIONS,  
20110113020133.000|20110113020136.000|CC1|TO TRY TO IMPOSE SOME ORDER ON  
20110113020136.000|20110113020143.000|CC1|THE CHAOS TO MAKE SENSE OUT OF  
20110113020143.000|20110113020146.000|CC1|THAT WHICH SEEMS SENSELESS.     
20110113020146.000|20110113020151.000|CC1|ALREADY, WE'VE SEEN A NATIONAL  
20110113020151.000|20110113020152.000|CC1|CONVERSATION COMMENCE, NOT ONLY 
20110113020152.000|20110113020154.000|CC1|ABOUT THE MOTIVATIONS BEHIND    
20110113020154.000|20110113020155.000|CC1|THESE KILLINGS, BUT ABOUT       
20110113020155.000|20110113020156.000|CC1|EVERYTHING FROM THE MERITS OF   
20110113020156.000|20110113020158.000|CC1|GUN SAFETY LAWS TO THE ADEQUACY 
20110113020159.000|20110113020159.000|XDS|%   LENGTH: 0:02:00 of 1:00:00
20110113020158.000|20110113020202.000|CC1|OF OUR MENTAL HEALTH SYSTEM.    
20110113020202.000|20110113020207.000|CC1|AND MUCH, MUCH OF THIS PROCESS  
20110113020207.000|20110113020209.000|CC1|OF DEBATING WHAT MIGHT BE DONE  
20110113020209.000|20110113020212.000|CC1|TO PREVENT SUCH TRAGEDIES IN THE
20110113020212.000|20110113020215.000|CC1|FUTURE IS AN ESSENTIAL          
20110113020215.000|20110113020221.000|CC1|INGREDIENT IN OUR EXERCISE OF   
20110113020221.000|20110113020223.000|CC1|SELF-GOVERNMENT.                
20110113020223.000|20110113020227.000|CC1|BUT AT A TIME WHEN OUR DISCOURSE
20110113020227.000|20110113020232.000|CC1|HAS BECOME SO SHARPLY POLARIZED,
20110113020232.000|20110113020234.000|CC1|AT A TIME WHEN WE ARE FAR TOO   
20110113020234.000|20110113020237.000|CC1|EAGER TO LAY THE BLAME FOR ALL  
20110113020237.000|20110113020240.000|CC1|THAT AILS THE WORLD AT THE FEET 
20110113020240.000|20110113020242.000|CC1|OF THOSE WHO HAPPEN TO THINK    
20110113020242.000|20110113020245.000|CC1|DIFFERENTLY THAN WE DO, IT'S    
20110113020245.000|20110113020248.000|CC1|IMPORTANT FOR US TO PAUSE FOR A 
20110113020248.000|20110113020251.000|CC1|MOMENT AND MAKE SURE THAT WE'RE 
20110113020251.000|20110113020254.000|CC1|TALKING WITH EACH OTHER IN A WAY
20110113020254.000|20110113020300.000|CC1|THAT HEALS, NOT IN A WAY THAT   
20110113020300.000|20110113020302.000|CC1|WOUNDS.                         
20110113020303.000|20110113020303.000|XDS|%   LENGTH: 0:03:00 of 1:00:00
20110113020302.000|20110113020315.000|CC1|( APPLAUSE )                    
20110113020315.000|20110113020318.000|CC1|SCRIPTURE TELLS US THAT THERE IS
20110113020318.000|20110113020322.000|CC1|EVIL IN THE WORLD AND THAT      
20110113020322.000|20110113020323.000|CC1|TERRIBLE THINGS HAPPEN FOR      
20110113020323.000|20110113020326.000|CC1|REASONS THAT DEFY HUMAN         
20110113020326.000|20110113020330.000|CC1|UNDERSTANDING.                  
20110113020330.000|20110113020332.000|CC1|IN THE WORDS OF JOB, "WHEN I    
20110113020332.000|20110113020335.000|CC1|LOOKED FOR LIGHT, THEN CAME     
20110113020335.000|20110113020337.000|CC1|DARKNESS."                      
20110113020337.000|20110113020340.000|CC1|BAD THINGS HAPPEN, AND WE HAVE  
20110113020340.000|20110113020342.000|CC1|TO GUARD AGAINST SIMPLE         
20110113020342.000|20110113020346.000|CC1|EXPLANATIONS IN THE AFTERMATH.  
20110113020346.000|20110113020348.000|CC1|FOR THE TRUTH IS NONE OF US CAN 
20110113020348.000|20110113020350.000|CC1|KNOW EXACTLY WHAT TRIGGERED THIS
20110113020350.000|20110113020352.000|CC1|VICIOUS ATTACK.                 
20110113020352.000|20110113020355.000|CC1|NONE OF US CAN KNOW WITH ANY    
20110113020355.000|20110113020357.000|CC1|CERTAINTY WHAT MIGHT HAVE       
20110113020357.000|20110113020359.000|CC1|STOPPED THESE SHOTS FROM BEING  
20110113020359.000|20110113020401.000|CC1|FIRED OR WHAT THOUGHTS LURKED IN
20110113020401.000|20110113020405.000|CC1|THE INNER RECESSES OF A VIOLENT 
20110113020406.000|20110113020406.000|XDS|%   LENGTH: 0:04:00 of 1:00:00
20110113020405.000|20110113020410.000|CC1|MAN'S MIND.                     
20110113020410.000|20110113020413.000|CC1|YES, WE HAVE TO EXAMINE ALL THE 
20110113020413.000|20110113020415.000|CC1|FACTS BEHIND THIS TRAGEDY.      
20110113020415.000|20110113020416.000|CC1|WE CANNOT AND WILL NOT BE       
20110113020416.000|20110113020418.000|CC1|PASSIVE IN THE FACE OF SUCH     
20110113020418.000|20110113020419.000|CC1|VIOLENCE.                       
20110113020419.000|20110113020421.000|CC1|WE SHOULD BE WILLING TO         
20110113020421.000|20110113020423.000|CC1|CHALLENGE OLD ASSUMPTIONS IN    
20110113020423.000|20110113020426.000|CC1|ORDER TO LESSEN THE PROSPECTS OF
20110113020426.000|20110113020430.000|CC1|SUCH VIOLENCE IN THE FUTURE.    
20110113020430.000|20110113020439.000|CC1|( APPLAUSE )                    
20110113020439.000|20110113020445.000|CC1|BUT WHAT WE CANNOT DO IS USE    
20110113020445.000|20110113020446.000|CC1|THIS TRAGEDY AS ONE MORE        
20110113020446.000|20110113020451.000|CC1|OCCASION TO TURN ON EACH OTHER. 
20110113020451.000|20110113020453.000|CC1|( APPLAUSE )                    
20110113020453.000|20110113020510.000|CC1|THAT WE CANNOT DO.              
20110113020511.000|20110113020511.000|XDS|%   LENGTH: 0:05:00 of 1:00:00
20110113020510.000|20110113020514.000|CC1|THAT WE CANNOT DO.              
20110113020514.000|20110113020517.000|CC1|AS WE DISCUSS THESE ISSUES, LET 
20110113020517.000|20110113020520.000|CC1|EACH OF US DO SO WITH A GOOD    
20110113020520.000|20110113020524.000|CC1|DOSE OF HUMILITY RATHER THAN    
20110113020524.000|20110113020528.000|CC1|POINTING FINGERS OR ASSIGNING   
20110113020528.000|20110113020529.000|CC1|BLAME, LET'S USE THIS OCCASION  
20110113020529.000|20110113020533.000|CC1|TO EXPAND OUR MORAL             
20110113020533.000|20110113020535.000|CC1|IMAGINATIONS, TO LISTEN TO EACH 
20110113020535.000|20110113020539.000|CC1|OTHER MORE CAREFULLY, TO SHARPEN
20110113020539.000|20110113020543.000|CC1|OUR INSTINCTS FOR EMPATHY, AND  
20110113020543.000|20110113020545.000|CC1|REMIND OURS OF ALL THE WAYS THAT
20110113020545.000|20110113020548.000|CC1|OUR HOPES AND DREAMS ARE BOUND  
20110113020548.000|20110113020552.000|CC1|TOGETHER.                       
20110113020552.000|20110113020556.000|CC1|( APPLAUSE )                    
20110113020556.000|20110113020558.000|CC1|AFTER ALL, THAT'S WHAT MOST OF  
20110113020558.000|20110113020602.000|CC1|US DO WHEN WE LOSE SOMEBODY IN  
20110113020602.000|20110113020604.000|CC1|OUR FAMILY, ESPECIALLY IF THE   
20110113020604.000|20110113020608.000|CC1|LOSS IS UNEXPECTED.             
20110113020608.000|20110113020612.000|CC1|WE'RE SHAKEN OUT OF OUR ROUTI   
20110113020612.000|20110113020612.000|CC1|ROUTINES.                       
20110113020615.000|20110113020615.000|XDS|%   LENGTH: 0:06:00 of 1:00:00
20110113020612.000|20110113020617.000|CC1|WE'RE FORCED TO LOOK INWARD.    
20110113020617.000|20110113020621.000|CC1|WE REFLECT ON THE PAST.         
20110113020621.000|20110113020624.000|CC1|DID WE SPEND ENOUGH TIME WITH AN
20110113020624.000|20110113020626.000|CC1|AGING PARENT, WE WONDER?        
20110113020626.000|20110113020628.000|CC1|DID WE EXPRESS OUR GRATITUDE FOR
20110113020628.000|20110113020630.000|CC1|ALL THE SACRIFICES THAT THEY    
20110113020630.000|20110113020632.000|CC1|MADE FOR US?                    
20110113020632.000|20110113020635.000|CC1|DID WE TELL A SPOUSE JUST HOW   
20110113020635.000|20110113020640.000|CC1|DESPERATELY WE LOVE THEM?       
