TOP|20110106070001|2011-01-06_0700_US_KMEX_Noticias_34
COL|Communication Studies Archive, UCLA 
UID|be676d42-1966-11e0-a6f9-001517add6f2
DUR|0:29:44.18
VID|640x480
CMT|
LAN|SPA
LBT|2011-01-05 23:00 America/Los_Angeles
SEG_01|2014-02-14 18:21:27|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110106070003.000|20110106072945.000|SEG|Type=Story
20110106070003.000|20110106070007.000|CC1|de muchos, sin embargo hace dos 
20110106070007.000|20110106070011.000|CC1|años sufrió un gran susto.      
20110106070011.000|20110106070017.000|CC1|>> teníamos la puerta abierta y 
20110106070017.000|20110106070020.000|CC1|cuando nos dimos cuenta la      
20110106070020.000|20110106070025.000|CC1|persona ya estaba con la pistola
20110106070025.000|20110106070031.000|CC1|en man, no había tiempo de      
20110106070031.000|20110106070031.000|CC1|reaccionar.                     
20110106070031.000|20110106070036.000|CC1|>> Fueron atracados frente de   
20110106070036.000|20110106070040.000|CC1|sus clientes, y este 29 de      
20110106070040.000|20110106070044.000|CC1|Diciembre se repitió en otras   
20110106070044.000|20110106070045.000|CC1|dos loncheras.                  
20110106070045.000|20110106070049.000|CC1|>> Eran hombres armados con     
20110106070049.000|20110106070050.000|CC1|armas de fuego.                 
20110106070050.000|20110106070055.000|CC1|>> EL crimen fue captado por una
20110106070055.000|20110106070059.000|CC1|cámara de vigilancia y piden    
20110106070059.000|20110106070102.000|CC1|ayuda padar dar con ellos.      
20110106070102.000|20110106070108.000|CC1|>> Con anticipo vea dónde dejará
20110106070108.000|20110106070115.000|CC1|su dinero para que estñ         
20110106070115.000|20110106070120.000|CC1|preparado para minimizar sus    
20110106070120.000|20110106070120.000|CC1|pñrdidas.                       
20110106070120.000|20110106070124.000|CC1|>> Ël ya aprendió luego de que  
20110106070124.000|20110106070127.000|CC1|le robaran 500 dólares.         
20110106070127.000|20110106070132.000|CC1|>> Tengo la puerta cerrada.     
20110106070132.000|20110106070144.000|CC1|>> Si usted tiene alguna        
20110106070144.000|20110106070147.000|CC1|información se le pide que llame
20110106070147.000|20110106070148.000|CC1|al departamento de policía de   
20110106070148.000|20110106070154.000|CC1|Los Angeles.                    
20110106070154.000|20110106070201.000|CC1|En vivo, yo soy Claudia y de    
20110106070201.000|20110106070209.000|CC1|esta manera comenzamos Univisión
20110106070209.000|20110106070211.000|CC1|34 a las 11.                    
20110106070211.000|20110106070215.000|CC1|>> Quñ tal muy buenas noches.   
20110106070215.000|20110106070218.000|CC1|>> NOs da mucho gusto que estñ  
20110106070218.000|20110106070221.000|CC1|con nosotros.                   
20110106070221.000|20110106070229.000|CC1|>> En Washington iniciaron las  
20110106070229.000|20110106070239.000|CC1|accionesd e los republicanos.   
20110106070239.000|20110106070245.000|CC1|>> El mandato de los votantes se
20110106070245.000|20110106070248.000|CC1|hizo realidad, este Miñrcoles   
20110106070248.000|20110106070250.000|CC1|asumió el congreso 112 en la    
20110106070250.000|20110106070258.000|CC1|historia de la nación, luego de 
20110106070258.000|20110106070301.000|CC1|4 años volvieron al control los 
20110106070301.000|20110106070303.000|CC1|republicanos.                   
20110106070303.000|20110106070308.000|CC1|>> Francisco es uno de los 5    
20110106070308.000|20110106070311.000|CC1|republicanos hispanos y su      
20110106070311.000|20110106070313.000|CC1|primera prioridad es la         
20110106070313.000|20110106070316.000|CC1|economía.                       
20110106070316.000|20110106070322.000|CC1|>> Cortamos el presupuesto del  
20110106070322.000|20110106070323.000|CC1|gobierno, necesitamos asegurar  
20110106070323.000|20110106070330.000|CC1|que no va a haber               
20110106070330.000|20110106070335.000|CC1|incrementación de los impuestos.
20110106070335.000|20110106070339.000|CC1|>> El pueblo ha votado para     
20110106070339.000|20110106070341.000|CC1|terminar con la manera de       
20110106070341.000|20110106070345.000|CC1|legislar hasta ahora.           
20110106070345.000|20110106070348.000|CC1|>> Otros congresistas intentarán
20110106070348.000|20110106070348.000|CC1|crear empleos.                  
20110106070348.000|20110106070356.000|CC1|>> Creo que es importantísimo   
20110106070356.000|20110106070358.000|CC1|para balancear el presupuesto   
20110106070358.000|20110106070401.000|CC1|federal.                        
20110106070401.000|20110106070407.000|CC1|>> Marco Rubio será uno de los  
20110106070407.000|20110106070411.000|CC1|dos hispanos, con prioridad de  
20110106070411.000|20110106070418.000|CC1|economía y salud.               
20110106070418.000|20110106070422.000|CC1|>> Es malísimo.                 
20110106070422.000|20110106070431.000|CC1|>> y bueno, los republicanos    
20110106070431.000|20110106070435.000|CC1|prometen poner manos a la obra. 
20110106070435.000|20110106070452.000|CC1|>> En su Agenda, se busca que   
20110106070452.000|20110106070458.000|CC1|los niños no sufran por sus     
20110106070458.000|20110106070507.000|CC1|padres inmigrantes.             
20110106070507.000|20110106070511.000|CC1|>> Sentimos la necesidad de     
20110106070511.000|20110106070518.000|CC1|entregar el mensaje a todos las 
20110106070518.000|20110106070521.000|CC1|personas porque esto es muy     
20110106070521.000|20110106070523.000|CC1|racista, este odio no puede ser 
20110106070523.000|20110106070526.000|CC1|ley.                            
20110106070526.000|20110106070531.000|CC1|>> Los legisladores didcen que  
20110106070531.000|20110106070538.000|CC1|no amenazaría la constitución.  
20110106070538.000|20110106070544.000|CC1|>> El ayuntamiento de Los       
20110106070544.000|20110106070549.000|CC1|Angeles recortará 10 días de    
20110106070549.000|20110106070553.000|CC1|trabajo, por ejemplo cortar a   
20110106070553.000|20110106070558.000|CC1|la mitad los fondos para la     
20110106070558.000|20110106070604.000|CC1|limpieza de grafitis.           
20110106070604.000|20110106070610.000|CC1|>> Utilizando nuevo mñtodo, se  
20110106070610.000|20110106070614.000|CC1|reporta que 15% de la población 
20110106070614.000|20110106070623.000|CC1|vive en pobreza.                
20110106070623.000|20110106070628.000|CC1|Las familias pobres son las que 
20110106070628.000|20110106070634.000|CC1|reciben 25 mil dólares anuales. 
20110106070634.000|20110106070638.000|CC1|>> hoy se aununció que se       
20110106070638.000|20110106070640.000|CC1|crearon 300 mil nuevos empleos  
20110106070640.000|20110106070646.000|CC1|en Diciembre .                  
20110106070646.000|20110106070652.000|CC1|>> Desde antes de las 6 de la   
20110106070652.000|20110106070653.000|CC1|mañana los candidatos           
20110106070653.000|20110106070658.000|CC1|repsondieron el llamado.        
20110106070658.000|20110106070700.000|CC1|>> Esperanza y optimista Josñ   
20110106070700.000|20110106070703.000|CC1|espera.                         
20110106070703.000|20110106070709.000|CC1|>> Aunque la ecnoía esta baja   
20110106070709.000|20110106070713.000|CC1|aún hay oportunidades.          
20110106070713.000|20110106070716.000|CC1|>> Buscan personal para un      
20110106070716.000|20110106070719.000|CC1|restaurante y show.             
20110106070719.000|20110106070724.000|CC1|>> Tenemos meseros, gente para  
20110106070724.000|20110106070727.000|CC1|reservas, y tienen un sueldo    
20110106070727.000|20110106070731.000|CC1|base de 10 dólares la hora más  
20110106070731.000|20110106070733.000|CC1|comisiones.                     
20110106070733.000|20110106070738.000|CC1|>> El incremento de trabajo     
20110106070738.000|20110106070745.000|CC1|muestra un auemnto de 117 mil   
20110106070745.000|20110106070750.000|CC1|puestos más de trabaj.          
20110106070750.000|20110106070755.000|CC1|>> Aquí todos preparan su       
20110106070755.000|20110106070756.000|CC1|solicitud.                      
20110106070756.000|20110106070759.000|CC1|>> Quñ pasó con ese trabajo.    
20110106070759.000|20110106070808.000|CC1|>> Se fue a la quiebra, estoy   
20110106070808.000|20110106070811.000|CC1|buscando trabajo desde 4 meses. 
20110106070811.000|20110106070815.000|CC1|>> nos preguntan la posición que
20110106070815.000|20110106070818.000|CC1|uno quiere, la experiencia.     
20110106070818.000|20110106070820.000|CC1|Hay que darle buena cara al mal 
20110106070820.000|20110106070825.000|CC1|tiempo.                         
20110106070825.000|20110106070829.000|CC1|>> En pantalla tenemos los datos
20110106070829.000|20110106070834.000|CC1|para aquellos que buscan        
20110106070834.000|20110106070845.000|CC1|empleos, mañana puede dirigrse  
20110106070845.000|20110106070851.000|CC1|al 2260 en boulevard Carahai.   
20110106070851.000|20110106070904.000|CC1|>> La fiscalía en Orange busca  
20110106070904.000|20110106070910.000|CC1|al taxista que ha abusado de    
20110106070910.000|20110106070913.000|CC1|mujeres, se pide que lo         
20110106070913.000|20110106070921.000|CC1|denuncien.                      
20110106070921.000|20110106070923.000|CC1|>> Alberto álverz dijo que      
20110106070923.000|20110106070932.000|CC1|cuando entró a la ahabitación el
20110106070932.000|20110106070937.000|CC1|dr de Michael Jackson guardaba  
20110106070937.000|20110106070942.000|CC1|un puñado de medicamentos.      
20110106070942.000|20110106070949.000|CC1|>> Desmienten el primer estudio 
20110106070949.000|20110106070953.000|CC1|que vinculó vacunas infantiles  
20110106070953.000|20110106071002.000|CC1|con autismo.                    
20110106071002.000|20110106071006.000|CC1|>> por otra parte brilla una    
20110106071006.000|20110106071013.000|CC1|nueva esperanza para la         
20110106071013.000|20110106071016.000|CC1|calvicie, el problema no es la  
20110106071016.000|20110106071022.000|CC1|falta de cabello sino el mínimo 
20110106071022.000|20110106071025.000|CC1|tamaño de este.                 
20110106071025.000|20110106071028.000|CC1|Encontrar un tratamiento a base 
20110106071028.000|20110106071031.000|CC1|de cñlulas madres podría        
20110106071031.000|20110106071034.000|CC1|solucionar este problema.       
20110106071034.000|20110106071039.000|CC1|>> Tal vez podamos por medio de 
20110106071039.000|20110106071044.000|CC1|estudios enfocarnos en las      
20110106071044.000|20110106071048.000|CC1|cñlulas progenitoras que        
20110106071048.000|20110106071049.000|CC1|producen cabello, para          
20110106071049.000|20110106071052.000|CC1|manejarlas y ver si pueden      
20110106071052.000|20110106071057.000|CC1|producir pelo de manera normal. 
20110106071057.000|20110106071102.000|CC1|>> Esto suena muy bien porque se
20110106071102.000|20110106071110.000|CC1|afirma que debido a que las     
20110106071110.000|20110106071112.000|CC1|cñlulasaún están es posible.    
20110106071112.000|20110106071116.000|CC1|>> un hombre mexicano fue       
20110106071116.000|20110106071122.000|CC1|arrestado.                      
20110106071122.000|20110106071126.000|CC1|>> han incrementado abusos y    
20110106071126.000|20110106071129.000|CC1|asesinatos de menores en Mñxico.
20110106071129.000|20110106071135.000|CC1|>> Será el año para la          
20110106071135.000|20110106071136.000|CC1|recuperación económica del país?
20110106071136.000|20110106071143.000|CC1|>> no se les antoja esta rosca? 
20110106071143.000|20110106071147.000|CC1|>> En la información deportiva  
20110106071147.000|20110106071152.000|CC1|le diremos que melmo fue el     
20110106071152.000|20110106071246.000|CC1|mejor arquero mexicano.         
20110106071246.000|20110106071342.000|SEG_01|Type=Commercial
20110106071246.000|20110106071247.000|CC1|           ? iSubway!           
20110106071247.000|20110106071248.000|CC1|        iAy qué sabor! ?        
20110106071248.000|20110106071250.000|CC1|? iQué sabor que tiene Subway! ?
20110106071250.000|20110106071250.000|CC1|  [ Locutor ] iPrueba los nuevos
20110106071250.000|20110106071252.000|CC1|      Pesto Subs de Subway,     
20110106071252.000|20110106071252.000|CC1|       con su salsita pesto     
20110106071252.000|20110106071255.000|CC1|       con aceite de oliva,     
20110106071255.000|20110106071255.000|CC1|     ajito y abundante sabor    
20110106071255.000|20110106071256.000|CC1|            a albahaca          
20110106071256.000|20110106071258.000|CC1|     en pan recién horneado!    
