TOP|20110110140001|2011-01-10_1400_US_KTTV-FOX_Morning_News_at_6AM
COL|Communication Studies Archive, UCLA 
UID|446a83fa-1cca-11e0-a5c5-001517add60e
DUR|0:59:44.18
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-10 06:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:16|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110110140004.000|20110110140201.000|SEG|Type=Story
20110110140004.000|20110110140006.000|CC1|BOY, IT'S A BIT CHILLY BUT WHAT 
20110110140006.000|20110110140007.000|CC1|A GREAT FORECAST.               
20110110140007.000|20110110140009.000|CC1|>> COMPARED TO WHAT THEY ARE    
20110110140009.000|20110110140010.000|CC1|EXPERIENCING IN THE SOUTH.      
20110110140010.000|20110110140011.000|CC1|>> MAJOR WINTER STORM.          
20110110140011.000|20110110140013.000|CC1|THAT'S THE SAME LOW PRESSURE    
20110110140013.000|20110110140015.000|CC1|SYSTEM THAT ZIPPED THROUGH HERE 
20110110140015.000|20110110140016.000|CC1|LATE LAST WEEK.                 
20110110140016.000|20110110140018.000|CC1|THIS WEEKEND IT WAS DRY AS      
20110110140018.000|20110110140020.000|CC1|FORECAST BUT COOLER THAN        
20110110140020.000|20110110140020.000|CC1|AVERAGE.                        
20110110140020.000|20110110140021.000|CC1|DOWNTOWN L.A.                   
20110110140021.000|20110110140021.000|CC1|REACHED ONLY 60 DEGREES.        
20110110140021.000|20110110140022.000|CC1|AVERAGE IS 68.                  
20110110140022.000|20110110140023.000|CC1|MANY OF THE COASTAL AND VALUE   
20110110140023.000|20110110140024.000|CC1|AREAS DID NOT GET OUT OF THE    
20110110140024.000|20110110140026.000|CC1|50s, MOST AREAS SAW HIGH        
20110110140026.000|20110110140028.000|CC1|TEMPERATURES IN THE MID TO HIGH 
20110110140028.000|20110110140028.000|CC1|50s.                            
20110110140028.000|20110110140029.000|CC1|LOOK AT BIG BEAR.               
20110110140029.000|20110110140031.000|CC1|THEY ARE BLOWING THE SNOW.      
20110110140031.000|20110110140032.000|CC1|GREAT CONDITIONS FOR SNOW       
20110110140032.000|20110110140033.000|CC1|MAKING UP THERE.                
20110110140033.000|20110110140034.000|CC1|LAST HOUR BIG BEAR WAS 27       
20110110140034.000|20110110140035.000|CC1|DEGREES.                        
20110110140035.000|20110110140037.000|CC1|AT LEAST IT WAS AT THE AIRPORT. 
20110110140037.000|20110110140039.000|CC1|COOL AND DRY CONDITIONS IN THE  
20110110140039.000|20110110140042.000|CC1|HIGH COUNTRY, ADDING TO THE     
20110110140042.000|20110110140044.000|CC1|DEEP BASE OF NATURAL AND MAN-   
20110110140044.000|20110110140044.000|CC1|MADE SNOW.                      
20110110140044.000|20110110140046.000|CC1|EVEN THOUGH THE 330 IS SHUT     
20110110140046.000|20110110140048.000|CC1|DOWN, CAN YOU GET THERE VIA THE 
20110110140048.000|20110110140049.000|CC1|18 FREEWAY.                     
20110110140049.000|20110110140050.000|CC1|LOTS OF GREAT SKIING AND        
20110110140050.000|20110110140051.000|CC1|BOARDING.                       
20110110140051.000|20110110140052.000|CC1|BEACHES LATER ON WILL SEE HIGH  
20110110140052.000|20110110140054.000|CC1|TEMPERATURES OF 58 TO 60.       
20110110140054.000|20110110140055.000|CC1|DOWNTOWN L.A.                   
20110110140055.000|20110110140056.000|CC1|UP TO, FROM WHAT WE OBSERVED    
20110110140056.000|20110110140057.000|CC1|YESTERDAY, 62 THE FORECAST      
20110110140057.000|20110110140057.000|CC1|HIGH.                           
20110110140057.000|20110110140059.000|CC1|MANY OF THE VALLEYS AND INLAND  
20110110140059.000|20110110140101.000|CC1|EMPIRE SPOTS WILL FINALLY REACH 
20110110140101.000|20110110140102.000|CC1|60 TODAY.                       
20110110140102.000|20110110140104.000|CC1|LOOK AT THE SEVEN-DAY FORECAST. 
20110110140104.000|20110110140105.000|CC1|NO RAIN IN THE FORECAST.        
20110110140105.000|20110110140107.000|CC1|UP THROUGH NEXT WEEKEND, AND BY 
20110110140107.000|20110110140109.000|CC1|WEDNESDAY WE'RE GOING TO START  
20110110140109.000|20110110140112.000|CC1|TO SEE SOME TEMPERATURES IN THE 
20110110140112.000|20110110140112.000|CC1|LOWER 70s.                      
20110110140112.000|20110110140115.000|CC1|WE'LL GET AN OFFSHORE FLOW      
20110110140115.000|20110110140116.000|CC1|TOMORROW BUMPING TEMPERATURES   
20110110140116.000|20110110140120.000|CC1|UP A FEW DEGREES AND WEDNESDAY, 
20110110140120.000|20110110140122.000|CC1|THURSDAY FRIDAY LOWER 70s       
20110110140122.000|20110110140123.000|CC1|ACROSS THE AREA.                
20110110140123.000|20110110140124.000|CC1|TRAFFIC-WISE, BACK TO THE       
20110110140124.000|20110110140125.000|CC1|GRIND.                          
20110110140125.000|20110110140127.000|CC1|WE'RE GOING TO SEE A LOT        
20110110140127.000|20110110140128.000|CC1|HEAVIER VOLUME.                 
20110110140128.000|20110110140129.000|CC1|LAUSD HEADED BACK TO SCHOOL     
20110110140129.000|20110110140133.000|CC1|TODAY, AFTER THE LONG HOLIDAY   
20110110140133.000|20110110140134.000|CC1|BREAK.                          
20110110140134.000|20110110140136.000|CC1|THE  10 FREEWAY IS LOOKING GOOD 
20110110140136.000|20110110140137.000|CC1|AT CRENSHAW BOULEVARD.          
20110110140137.000|20110110140139.000|CC1|EAST AND WESTBOUND SIDE STILL   
20110110140139.000|20110110140140.000|CC1|MOVING AT TOP SPEEDS.           
20110110140140.000|20110110140141.000|CC1|91 FREEWAY AT LA PALMA,         
20110110140141.000|20110110140144.000|CC1|WESTBOUND SIDE COMING AT US,    
20110110140144.000|20110110140144.000|CC1|EASTBOUND AWAY.                 
20110110140144.000|20110110140145.000|CC1|VOLUME IS STARTING TO INCREASE  
20110110140145.000|20110110140148.000|CC1|BUT STILL 65 MILES AN HOUR OR   
20110110140148.000|20110110140148.000|CC1|SO.                             
20110110140148.000|20110110140150.000|CC1|THE GOOD NEWS IS THE 110        
20110110140150.000|20110110140151.000|CC1|FREEWAY, SEVERAL LANES WERE     
20110110140151.000|20110110140154.000|CC1|SHUT DOWN DUE TO A FATAL        
20110110140154.000|20110110140154.000|CC1|COLLISION.                      
20110110140154.000|20110110140155.000|CC1|710 FREEWAY NORTH AND 110       
20110110140155.000|20110110140157.000|CC1|FREEWAY NORTH IMPACTED BY SIG   
20110110140157.000|20110110140158.000|CC1|ALERTS, BOTH CLEARED AND        
20110110140158.000|20110110140159.000|CC1|TRAFFIC IS STARTING TO RECOVER. 
20110110140159.000|20110110140201.000|CC1|TONY AND LISA, BACK TO YOU.     
20110110140201.000|20110110140505.000|SEG|Type=Story
20110110140201.000|20110110140204.000|CC1|>>> A COURT HEARING IS          
20110110140204.000|20110110140205.000|CC1|SCHEDULED FOR THE GUNMAN        
20110110140205.000|20110110140207.000|CC1|ACCUSED OF KILLING SIX PEOPLE   
20110110140207.000|20110110140208.000|CC1|AND WOUNDING CONGRESSWOMAN      
20110110140208.000|20110110140209.000|CC1|GABRIELLE GIFFORDS.             
20110110140209.000|20110110140210.000|CC1|CRISTY FAJARDO IS LIVE IN       
20110110140210.000|20110110140212.000|CC1|TUCSON WITH THE LATEST ON THE   
20110110140212.000|20110110140216.000|CC1|SHOOTING, INCLUDING THE RELEASE 
20110110140216.000|20110110140218.000|CC1|OF THE 911 CALLS FROM THE       
20110110140218.000|20110110140219.000|CC1|RAMPAGE.                        
20110110140219.000|20110110140219.000|CC1|>> Reporter: GOOD MORNING.      
20110110140219.000|20110110140221.000|CC1|THE ACCUSED GUNMAN, JARED       
20110110140221.000|20110110140222.000|CC1|LOUGHNER, IS EXPECTED TO BE     
20110110140222.000|20110110140224.000|CC1|ARRAIGNED IN ABOUT SEVEN HOURS. 
20110110140224.000|20110110140227.000|CC1|SO FAR HE HAS BEEN CHARGED WITH 
20110110140227.000|20110110140229.000|CC1|FIVE FEDERAL COUNTS INCLUDING   
20110110140229.000|20110110140230.000|CC1|ATTEMPTED ASSASINATION AND THE  
20110110140230.000|20110110140231.000|CC1|MURDER OF FEDERAL EMPLOYEES.    
20110110140231.000|20110110140234.000|CC1|IN THE MEANTIME TAKE A LOOK.    
20110110140234.000|20110110140236.000|CC1|A MEMORIAL AT THE HOSPITAL IS   
20110110140236.000|20110110140237.000|CC1|GROWING AND NEWLY RELEASED 911  
20110110140237.000|20110110140241.000|CC1|TAPES ARE GIVING A GLIMPSE INTO 
20110110140241.000|20110110140243.000|CC1|THE HORROR AT THE SCENE.        
20110110140243.000|20110110140245.000|CC1|>> 911, WHERE IS YOUR           
20110110140245.000|20110110140245.000|CC1|EMERGENCY?                      
20110110140245.000|20110110140247.000|CC1|>> 911, THERE WAS A SHOOTING AT 
20110110140247.000|20110110140247.000|CC1|SAFEWAY.                        
20110110140247.000|20110110140248.000|CC1|>> WHAT DO YOU NEED?            
20110110140248.000|20110110140251.000|CC1|>> WHERE GABRIELLE GIFFORDS     
20110110140251.000|20110110140251.000|CC1|WAS.                            
20110110140251.000|20110110140252.000|CC1|>> IS ANYBODY INJURED?          
20110110140252.000|20110110140254.000|CC1|DID YOU SAY GABRIELLE GIFFORDS  
20110110140254.000|20110110140254.000|CC1|WAS HIT?                        
20110110140254.000|20110110140255.000|CC1|>> UM, SHE'S HIT.               
20110110140255.000|20110110140256.000|CC1|>> OKAY.                        
20110110140256.000|20110110140259.000|CC1|>> I DO BELIEVE SHE'S           
20110110140259.000|20110110140259.000|CC1|BREATHING.                      
20110110140259.000|20110110140300.000|CC1|>> SHE IS BREATHING.            
20110110140300.000|20110110140301.000|CC1|>> SHE'S BREATHING.             
20110110140301.000|20110110140302.000|CC1|WE'VE GOT ONE DEAD.             
20110110140302.000|20110110140304.000|CC1|>> THERE'S OTHER PEOPLE         
20110110140304.000|20110110140304.000|CC1|INJURED?                        
20110110140304.000|20110110140306.000|CC1|>> OTHER PEOPLE.                
20110110140306.000|20110110140306.000|CC1|THERE WAS MULTIPLE PEOPLE SHOT. 
20110110140306.000|20110110140307.000|CC1|>> OKAY.                        
20110110140307.000|20110110140307.000|CC1|>> OH MY GOD.                   
20110110140307.000|20110110140309.000|CC1|>> NINE ONE, WHAT IS YOUR       
20110110140309.000|20110110140309.000|CC1|EMERGENCY?                      
20110110140309.000|20110110140311.000|CC1|>> A SHOOTING AT SAFEWAY, I     
20110110140311.000|20110110140313.000|CC1|HAVE A PERSON SHOT ON THE       
20110110140313.000|20110110140313.000|CC1|FLOOR.                          
20110110140313.000|20110110140316.000|CC1|WE HAVE A TOTAL OF TEN PEOPLE,  
20110110140316.000|20110110140317.000|CC1|MAYBE MORE.                     
20110110140317.000|20110110140317.000|CC1|>> OH MY GOD.                   
20110110140317.000|20110110140324.000|CC1|>> THERE IS CALL AFTER CALL, IN 
20110110140324.000|20110110140329.000|CC1|SOME YOU CAN HEAR THE ANGUISH   
20110110140329.000|20110110140329.000|CC1|IN THE BACKGROUND.              
20110110140329.000|20110110140331.000|CC1|ONE CALLER IS A FRANTIC WIFE.   
20110110140331.000|20110110140333.000|CC1|AND THERE WAS THIS CALL.        
20110110140333.000|20110110140335.000|CC1|>> I TRIED TO DUCK DOWN.        
20110110140335.000|20110110140337.000|CC1|I SEE THE MAN THAT WAS CAUGHT   
20110110140337.000|20110110140338.000|CC1|SHOOTING WAS HELD DOWN BY SOME  
20110110140338.000|20110110140339.000|CC1|OTHER PEOPLE.                   
20110110140339.000|20110110140340.000|CC1|THEY TOOK AWAY HIS GUN AND THEY 
20110110140340.000|20110110140342.000|CC1|ARE HOLDING HIM DOWN SO HE      
20110110140342.000|20110110140343.000|CC1|CAN'T DO ANYTHING ELSE.         
20110110140343.000|20110110140348.000|CC1|>> WE DO HAVE DEPUTIES ON THE   
20110110140348.000|20110110140349.000|CC1|WAY, OKAY?                      
20110110140349.000|20110110140350.000|CC1|>> Reporter: THE PIMA COUNTY    
20110110140350.000|20110110140351.000|CC1|SHERIFF CREDITS FOUR PEOPLE     
20110110140351.000|20110110140354.000|CC1|WITH STOPPING THE GUNMAN, ONE   
20110110140354.000|20110110140355.000|CC1|IS THIS 61-YEAR-OLD.            
20110110140355.000|20110110140356.000|CC1|>> AS THE OTHER GENTLEMAN WAS   
20110110140356.000|20110110140358.000|CC1|GRABBING THE GUN, HE WAS        
20110110140358.000|20110110140401.000|CC1|PULLING A MAGAZINE OUT OF HIS   
20110110140401.000|20110110140403.000|CC1|POCKET, AND I MANGLED TO GET    
20110110140403.000|20110110140404.000|CC1|THE MAGAZINE.                   
