TOP|20110121010001|2011-01-21_0100_US_KCBS_CBS_2_News_at_5
COL|Communication Studies Archive, UCLA 
UID|23f4bede-2502-11e0-ad23-001517add6fa
DUR|0:59:49.21
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-20 17:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:29|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110121010005.000|20110121010005.000|XDS|%   RATING: (NOT RATED) (104)
20110121010005.000|20110121010005.000|XDS|%    TITLE: Dr. Phil          Show #9090 
20110121010005.000|20110121015950.000|SEG|Type=Story
20110121010005.000|20110121010006.000|CC1|>> Reporter: SUPERINTENDENT     
20110121010006.000|20110121010007.000|CC1|RAMON CORTINES.                 
20110121010007.000|20110121010008.000|CC1|>> I WAS NOT WILLING TO TAKE A  
20110121010008.000|20110121010010.000|CC1|CHANCE TO ALLOW STUDENTS TO GO  
20110121010010.000|20110121010012.000|CC1|TO A RESTROOM AND THEN TO HAVE  
20110121010012.000|20110121010014.000|CC1|SOMEBODY SHOT.                  
20110121010014.000|20110121010015.000|CC1|>> Reporter: SOME STUDENTS DID  
20110121010015.000|20110121010016.000|CC1|NOT COME BACK TO SCHOOL, WHILE  
20110121010016.000|20110121010019.000|CC1|OTHERS ADMITTED TO FEELING A BIT
20110121010019.000|20110121010020.000|CC1|UNEASY KNOWING THE GUNMAN IS    
20110121010020.000|20110121010021.000|CC1|STILL A LARGE.                  
20110121010021.000|20110121010022.000|CC1|>> IT IS SCARY THAT THE GUY IS  
20110121010022.000|20110121010023.000|CC1|STILL OUT THERE.                
20110121010023.000|20110121010024.000|CC1|I FEEL SAFE.                    
20110121010024.000|20110121010025.000|CC1|>> Reporter: SAFE UNDER THE     
20110121010025.000|20110121010028.000|CC1|WATCHFUL EYES OF AN INCREASED   
20110121010028.000|20110121010028.000|CC1|POLICE PRESENCE AS LIFE GETS    
20110121010028.000|20110121010030.000|CC1|BACK ON TRACK AFTER A LONG DAY  
20110121010030.000|20110121010032.000|CC1|AND NIGHT THAT THESE TEAMS WILL 
20110121010032.000|20110121010033.000|CC1|NEVER FORGET.                   
20110121010033.000|20110121010035.000|CC1|>> LET'S JUST GOES ON.          
20110121010035.000|20110121010038.000|CC1|NORMAL THEY GOING BACK TO       
20110121010038.000|20110121010038.000|CC1|SCHOOL.                         
20110121010038.000|20110121010039.000|CC1|>> Reporter: THROUGHOUT THE     
20110121010039.000|20110121010040.000|CC1|DAY WE HAVE BEEN TOLD TO EXPECT 
20110121010040.000|20110121010041.000|CC1|A SKETCH OF THE GUNMEN THAT     
20110121010041.000|20110121010043.000|CC1|WOULD BE RELEASED AT THIS NEWS  
20110121010043.000|20110121010043.000|CC1|CONFERENCE.                     
20110121010043.000|20110121010044.000|CC1|A FEW MINUTES AGO WE WERE TOLD  
20110121010044.000|20110121010046.000|CC1|THAT WOULD NOT BE MADE PUBLIC.  
20110121010046.000|20110121010048.000|CC1|THERE IS NO SKETCH WHICH WE CAN 
20110121010048.000|20110121010050.000|CC1|SHOW YOU AT THIS TIME.          
20110121010050.000|20110121010052.000|CC1|THE REASON FOR THAT AND OTHER   
20110121010052.000|20110121010054.000|CC1|DETAILS ABOUT THE INVESTIGATION 
20110121010054.000|20110121010056.000|CC1|WE EXPECT IN A MATTER OF        
20110121010056.000|20110121010057.000|CC1|MINUTES.                        
20110121010057.000|20110121010058.000|CC1|WE WILL BRING IT TO YOU LIVE.   
20110121010058.000|20110121010059.000|CC1|LIVE FROM POLICE HEADQUARTERS   
20110121010059.000|20110121010100.000|CC1|RANDY PAIGE "CBS 2 NEWS."       
20110121010100.000|20110121010102.000|CC1|PAT: THANK YOU.                 
20110121010102.000|20110121010104.000|CC1|OFFICER JEFF STENROOS WAS       
20110121010104.000|20110121010104.000|CC1|RELEASED FROM NORTHRIDGE        
20110121010104.000|20110121010106.000|CC1|HOSPITAL MEDICAL CENTER LAST    
20110121010106.000|20110121010107.000|CC1|NIGHT AND WENT TO AN UNDISCLOSED
20110121010107.000|20110121010109.000|CC1|LOCATION WITH HIS FAMILY.       
20110121010109.000|20110121010111.000|CC1|HE IS NOW BEING GUARDED BY      
20110121010111.000|20110121010112.000|CC1|POLICE CONTINUE THEIR SEARCH FOR
20110121010112.000|20110121010114.000|CC1|THE GUNMAN.                     
20110121010114.000|20110121010115.000|CC1|OFFICER JEFF STENROOS NORMALLY  
20110121010115.000|20110121010117.000|CC1|WORKS AT CLEVELAND HIGH SCHOOL, 
20110121010117.000|20110121010118.000|CC1|BUT WAS FILLING IN YESTERDAY AT 
20110121010118.000|20110121010120.000|CC1|EL CAMINO REAL.                 
20110121010120.000|20110121010122.000|CC1|THANKS TO HIS BULLETPROOF VEST  
20110121010122.000|20110121010123.000|CC1|HE ALSO SUFFERED SOME BRUISING  
20110121010123.000|20110121010126.000|CC1|TO HIS CHEST.                   
20110121010126.000|20110121010128.000|CC1|STAY WITH "CBS 2 NEWS" AND      
20110121010128.000|20110121010129.000|CC1|CBSLA.COM FOR THE SEARCH        
20110121010129.000|20110121010131.000|CC1|CONTINUES FOR THE GUNMAN        
20110121010131.000|20110121010132.000|CC1|APPEARED WILL BRING YOU ALL THE 
20110121010132.000|20110121010133.000|CC1|LATEST DEVELOPMENTS INCLUDING   
20110121010133.000|20110121010135.000|CC1|THAT NEWS CONFERENCE AS SOON AS 
20110121010135.000|20110121010136.000|CC1|THEY HAPPEN.                    
20110121010136.000|20110121010137.000|CC1|PAUL: THE 17 YEAR-OLD BOY       
20110121010137.000|20110121010139.000|CC1|CHARGED IN THE KRAJINA HAS      
20110121010139.000|20110121010140.000|CC1|POSTED WILL FACE                
20110121010140.000|20110121010140.000|CC1|A JUDGE AS OF R                 
20110121010140.000|20110121010142.000|CC1|LAWRENCE FOUND OUT, PROSECUTORS 
20110121010142.000|20110121010143.000|CC1|ARE EXPECTED TO ASK THAT HE BE  
20110121010143.000|20110121010146.000|CC1|TRIED AS AN                     
20110121010146.000|20110121010147.000|CC1|ADULT.                          
20110121010147.000|20110121010148.000|CC1|>> Reporter: POLICE HAD USED    
