TOP|20110119020002|2011-01-19_0200_US_KMEX_Noticias_34
COL|Communication Studies Archive, UCLA 
UID|fc263ab6-2373-11e0-b1c2-001517add60e
DUR|0:29:48.75
VID|640x480
CMT|
LAN|SPA
LBT|2011-01-18 18:00 America/Los_Angeles
SEG_01|2014-02-14 18:22:36|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110119020012.000|20110119022950.000|SEG|Type=Story
20110119020012.000|20110119020012.000|CC1|.                               
20110119020012.000|20110119020019.000|CC1|>> Nos encontramos al frente de 
20110119020019.000|20110119020025.000|CC1|la escuela, este es el lugar    
20110119020025.000|20110119020033.000|CC1|donde el tirioteo ocurrrio, la  
20110119020033.000|20110119020038.000|CC1|policía acaba de remover la     
20110119020038.000|20110119020042.000|CC1|mochila donde aparentamente el  
20110119020042.000|20110119020047.000|CC1|joven llevaba el arma.          
20110119020047.000|20110119020054.000|CC1|>> Un jvoen entro al salon con  
20110119020054.000|20110119020055.000|CC1|una pistola.                    
20110119020055.000|20110119020104.000|CC1|>> Caos en el interior de una   
20110119020104.000|20110119020109.000|CC1|escual, una bala hizo impacto en
20110119020109.000|20110119020114.000|CC1|el craneo de una adolescente y  
20110119020114.000|20110119020118.000|CC1|leugo le perforaba el cuello a  
20110119020118.000|20110119020118.000|CC1|otro.                           
20110119020118.000|20110119020123.000|CC1|>> :cuando puso la mochila en el
20110119020123.000|20110119020128.000|CC1|piso el arma se disparo.        
20110119020128.000|20110119020136.000|CC1|>> El dueño del arma se         
20110119020136.000|20110119020138.000|CC1|disculpeo uy huyo.              
20110119020138.000|20110119020145.000|CC1|>> Unidades caninas y del       
20110119020145.000|20110119020150.000|CC1|distrito escolar empezaron por  
20110119020150.000|20110119020155.000|CC1|la busqueda del joven elñ cual  
20110119020155.000|20110119020202.000|CC1|fue detenido escodioendose      
20110119020202.000|20110119020205.000|CC1|ejemplo n una de las auldas.    
20110119020205.000|20110119020219.000|CC1|>> la trayecoria del proyectil y
20110119020219.000|20110119020224.000|CC1|de que manera el jvoen tuvo     
20110119020224.000|20110119020226.000|CC1|accceso al arma.                
20110119020226.000|20110119020231.000|CC1|>> Este es uno de los retos,    
20110119020231.000|20110119020235.000|CC1|cualqueir persona puede traer   
20110119020235.000|20110119020236.000|CC1|contrabando.                    
20110119020236.000|20110119020242.000|CC1|>>  esto puede ser un riesgo,   
20110119020242.000|20110119020247.000|CC1|nuestra cobertura continua .    
20110119020247.000|20110119020250.000|CC1|>> Gracias por este reporte.    
20110119020250.000|20110119020255.000|CC1|>> Para mcuhso padres fue un día
20110119020255.000|20110119020303.000|CC1|d anggutia, la condicion de l s 
20110119020303.000|20110119020307.000|CC1|las victimas                    
20110119020307.000|20110119020314.000|CC1|.>> los medicos acabn de        
20110119020314.000|20110119020319.000|CC1|informar que la joven de 15 años
20110119020319.000|20110119020327.000|CC1|ya salio de cirugia, el otro    
20110119020327.000|20110119020333.000|CC1|joven no necesito cirugia peor  
20110119020333.000|20110119020342.000|CC1|se encuentra en sitaion         
20110119020342.000|20110119020342.000|CC1|complicacda.                    
20110119020342.000|20110119020347.000|CC1|>> La gran ena que e sufrio     
20110119020347.000|20110119020351.000|CC1|jorge por horas es prodcuto de  
20110119020351.000|20110119020357.000|CC1|la balazera en la escuela.      
20110119020357.000|20110119020401.000|CC1|>> No nos han dicho nada, .     
20110119020401.000|20110119020410.000|CC1|>> tras casi 3 horas de espera  
20110119020410.000|20110119020415.000|CC1|se dieron los reencuentros entre
20110119020415.000|20110119020423.000|CC1|los estudiantes y sus seres     
20110119020423.000|20110119020423.000|CC1|queridos.                       
20110119020423.000|20110119020430.000|CC1|>> Nunca se iamgino que un      
20110119020430.000|20110119020434.000|CC1|alumno habria intrioduco el arma
20110119020434.000|20110119020435.000|CC1|al campo.                       
20110119020435.000|20110119020446.000|CC1|>> jennifer alega que de        
20110119020446.000|20110119020453.000|CC1|inmeidato cerraron la escual por
20110119020453.000|20110119020453.000|CC1|seguridad.                      
20110119020453.000|20110119020500.000|CC1|>> Ersta tarde los mñdicos      
20110119020500.000|20110119020505.000|CC1|informaron que la estudientaes  
20110119020505.000|20110119020510.000|CC1|salio de cirugia y el otro joven
20110119020510.000|20110119020513.000|CC1|esta en esatdo delicado .       
20110119020513.000|20110119020525.000|CC1|>> los padres ocmo los hijos se 
20110119020525.000|20110119020527.000|CC1|preguntan que ocurrio hoy.      
20110119020527.000|20110119020533.000|CC1|>> Gracias al señor que estamos 
20110119020533.000|20110119020536.000|CC1|sanos y salvos y que ayude a    
20110119020536.000|20110119020542.000|CC1|esos inocentes que estan en el  
20110119020542.000|20110119020542.000|CC1|hospitañ.                       
20110119020542.000|20110119020556.000|CC1|>> los mantendremos informados  
20110119020556.000|20110119020559.000|CC1|sobre la condicion de estos     
20110119020559.000|20110119020600.000|CC1|jovenes.                        
20110119020600.000|20110119020606.000|CC1|>> Sin lugar a duda la escual   
20110119020606.000|20110119020611.000|CC1|tendra que dar expliacion,.     
20110119020611.000|20110119020617.000|CC1|>> ¿los medicos han dado a      
20110119020617.000|20110119020624.000|CC1|concoer mas sobre las secuelas d
20110119020624.000|20110119020627.000|CC1|de estos niños?.                
20110119020627.000|20110119020633.000|CC1|>> Hoy queremos rpeguntarle     
20110119020633.000|20110119020638.000|CC1|¿usted cree que la escuela sede 
20110119020638.000|20110119020645.000|CC1|su hijo es segura?.             
20110119020645.000|20110119020650.000|CC1|>> Pasando a otro caso, Josñ fue
20110119020650.000|20110119020654.000|CC1|arreatdo en la cuidad de Mñxico,
20110119020654.000|20110119020659.000|CC1|era buscado tras el             
20110119020659.000|20110119020702.000|CC1|fallecimiento de su hija en un  
20110119020702.000|20110119020704.000|CC1|riña doemstica.                 
20110119020704.000|20110119020713.000|CC1|>> Se le ocurrio darle de fumar 
20110119020713.000|20110119020718.000|CC1|marihuana a su hija y esto fua  
20110119020718.000|20110119020725.000|CC1|captado en video, la policía los
20110119020725.000|20110119020730.000|CC1|arresto y enfrentancargos por   
20110119020730.000|20110119020730.000|CC1|crueldad.                       
20110119020730.000|20110119020737.000|CC1|>> Un grupo de personas         
20110119020737.000|20110119020741.000|CC1|protestaron por una campalaña   
20110119020741.000|20110119020744.000|CC1|sin precednetes por  .          
20110119020744.000|20110119020750.000|CC1|>> Podrian enfrentar hasta un   
20110119020750.000|20110119020754.000|CC1|año de prision -.               
20110119020754.000|20110119020759.000|CC1|>> Estan utilizando los fondos  
20110119020759.000|20110119020803.000|CC1|de los angeles para procesar a  
20110119020803.000|20110119020811.000|CC1|mas de docenas de dlincuentes.  
20110119020811.000|20110119020818.000|CC1|>> Activistas de todos somos    
20110119020818.000|20110119020823.000|CC1|arizona participaron enm la     
20110119020823.000|20110119020824.000|CC1|manifestacion.                  
20110119020824.000|20110119020830.000|CC1|>> !00 desempleados reobiran un 
20110119020830.000|20110119020834.000|CC1|empujon en su bolsillo .        
20110119020834.000|20110119020842.000|CC1|>> para miles de residente el   
20110119020842.000|20110119020849.000|CC1|2011 pso lelgo a sin desempleo. 
20110119020849.000|20110119020859.000|CC1|>> ya noc udiamos el carro, por 
20110119020859.000|20110119020902.000|CC1|que no alcanza.                 
20110119020902.000|20110119020909.000|CC1|>> Unconcesionario que cerro el 
20110119020909.000|20110119020916.000|CC1|años comn ganancias empieza cone
20110119020916.000|20110119020918.000|CC1|santas cadenas.                 
20110119020918.000|20110119020922.000|CC1|>> Un ccambio de aceite gratis  
20110119020922.000|20110119020927.000|CC1|que mantendra al desempleado en 
20110119020927.000|20110119020933.000|CC1|la carretera buscnado trabajo.  
20110119020933.000|20110119020943.000|CC1|>> solo neceistamos qeu nos     
20110119020943.000|20110119020947.000|CC1|presnetn algo que comprube que  
20110119020947.000|20110119020949.000|CC1|estan desempleados.             
20110119020949.000|20110119020954.000|CC1|>> Estn cerrando mxos miles de  
20110119020954.000|20110119020959.000|CC1|autos, porque se han olvidado de
20110119020959.000|20110119021002.000|CC1|como tartar a la gente-.        
20110119021002.000|20110119021008.000|CC1|>>  el promedio de aydua es de  
20110119021008.000|20110119021016.000|CC1|25 a 30 dolares- .              
20110119021016.000|20110119021027.000|CC1|>> ayudas como estsa dan        
20110119021027.000|20110119021027.000|CC1|optimismo.                      
20110119021027.000|20110119021037.000|CC1|>> acasi una ñ arrestan al      
20110119021037.000|20110119021041.000|CC1|agresor del futnolista salvador 
20110119021041.000|20110119021041.000|CC1|cabañas .                       
20110119021041.000|20110119021050.000|CC1|>> como identificar la          
20110119021050.000|20110119021054.000|CC1|posibilidad de cirisis, que     
20110119021054.000|20110119021059.000|CC1|pueden hacer los padres y los   
20110119021059.000|20110119021106.000|CC1|educadores, los detalles al     
20110119021106.000|20110119021106.000|CC1|regreso .                       
20110119021106.000|20110119021117.000|CC1|>> yas e fue al cuarto boeltoa  
20110119021117.000|20110119021118.000|CC1|la copa oro .                   
20110119021118.000|20110119021259.000|CC1|>>                              
20110119021259.000|20110119021305.000|CC1|>> hoy comenzó el debate por    
20110119021305.000|20110119021314.000|CC1|revocar la reforma de salud del 
20110119021314.000|20110119021315.000|CC1|Presidente Barack Obama .       
20110119021315.000|20110119021323.000|CC1|>> Es una ley itnrusa, costosa, 
20110119021323.000|20110119021328.000|CC1|estamos habladnod el deficit que
20110119021328.000|20110119021329.000|CC1|tiene este pais                 
20110119021329.000|20110119021333.000|CC1|>>PAíS: .                       
20110119021333.000|20110119021342.000|CC1|>> Algunos sectores admiten que 
20110119021342.000|20110119021342.000|CC1|revocar la reforma no tendra    
20110119021342.000|20110119021347.000|CC1|mayor resultado, y quienes la   
20110119021347.000|20110119021352.000|CC1|apiyan dicen que los            
20110119021352.000|20110119021356.000|CC1|republicanos solo quieren separa
20110119021356.000|20110119021357.000|CC1|al país .                       
20110119021357.000|20110119021410.000|CC1|>> por otra parte, ha notado que
20110119021410.000|20110119021417.000|CC1|hay mas casos de jovenes con    
20110119021417.000|20110119021421.000|CC1|desequilibrios mentales, sepa   
20110119021421.000|20110119021423.000|CC1|cuales osn las eñales.          
20110119021423.000|20110119021429.000|CC1|>> Los jovenes experimentan una 
20110119021429.000|20110119021436.000|CC1|serie de cambios fisicos y      
20110119021436.000|20110119021437.000|CC1|emocionales.                    
20110119021437.000|20110119021454.000|CC1|>> ir al sicologo no quiere     
20110119021454.000|20110119021454.000|CC1|decir que estas loco.           
20110119021454.000|20110119021813.000|CC1|>> no em sentia con             
20110119021813.000|20110119021824.000|CC1|>> esta con nsotros lo mas      
20110119021824.000|20110119021826.000|CC1|importante del deporte .        
20110119021826.000|20110119021833.000|CC1|>> El esta mejorando, aún no se 
20110119021833.000|20110119021842.000|CC1|acuerda de lo que paso esa      
20110119021842.000|20110119021842.000|CC1|noche, ojaa eso no impida.      
20110119021842.000|20110119021847.000|CC1|>> El que lo hayan capturado    
20110119021847.000|20110119021851.000|CC1|quiere decir que aplicaran la   
20110119021851.000|20110119021853.000|CC1|lay al maximo.                  
20110119021853.000|20110119021900.000|CC1|>> Entre tanto monterrey        
20110119021900.000|20110119021904.000|CC1|realizaron su visita a l        
20110119021904.000|20110119021908.000|CC1|residencia presidencial, los    
20110119021908.000|20110119021916.000|CC1|actuales campeones se llevaron 7
20110119021916.000|20110119021916.000|CC1|galardones.                     
20110119021916.000|20110119021923.000|CC1|>> De la copa centroamericana, a
20110119021923.000|20110119021931.000|CC1|la abrio la cuenta al minuto 12,
20110119021931.000|20110119021938.000|CC1|un golazo de tiro libre ponia en
20110119021938.000|20110119021941.000|CC1|la pizarra a los chapines.      
20110119021941.000|20110119021949.000|CC1|>> Solito en elarea surdazo.    
20110119021949.000|20110119021957.000|CC1|>> el que marca el 3 por 1      
20110119021957.000|20110119021958.000|CC1|final.                          
20110119021958.000|20110119022004.000|CC1|>> Cebilla logro el primero     
20110119022004.000|20110119022004.000|CC1|boleto.                         
20110119022004.000|20110119022011.000|CC1|>> Despuñs en el tiro de esquina
20110119022011.000|20110119022017.000|CC1|marcaron el 2 por 0 cel cebilla.
20110119022017.000|20110119022022.000|CC1|>> Alexis al minuto 50 marca el 
20110119022022.000|20110119022025.000|CC1|3 por 0 final .                 
20110119022025.000|20110119022036.000|CC1|>> se dio el lujo de fallar un  
20110119022036.000|20110119022036.000|CC1|penalñ .                        
20110119022036.000|20110119022041.000|CC1|>> sin embargo marcaron los     
20110119022041.000|20110119022048.000|CC1|otros goles, mañana se enfrentan
20110119022048.000|20110119022048.000|CC1|arsenal.                        
20110119022048.000|20110119022055.000|CC1|>> Con 7 asistencia y ta¡b      
20110119022055.000|20110119022101.000|CC1|tambiñn contrinuy con 21 ptos   
20110119022101.000|20110119022102.000|CC1|>>PUNTOS:  .                    
20110119022102.000|20110119022106.000|CC1|>> En la vixtoria n contrad e   
20110119022106.000|20110119022109.000|CC1|los epces de indiana .          
20110119022109.000|20110119022114.000|CC1|>> Esto qeuda por evrse, mas    
20110119022114.000|20110119022117.000|CC1|goles esta noche a las 11 .     
20110119022117.000|20110119022127.000|CC1|>> go lackers, pero Grinfin hayq
20110119022127.000|20110119022130.000|CC1|darle lo que se merecen.        
20110119022130.000|20110119022136.000|CC1|>> El mundo enetro concoen al   
20110119022136.000|20110119022142.000|CC1|joven hispano por la que la     
20110119022142.000|20110119022144.000|CC1|congresista sigue con vida.     
20110119022144.000|20110119022150.000|CC1|>> Es la cas donde reside la    
20110119022150.000|20110119022152.000|CC1|familia henandez.               
20110119022152.000|20110119022200.000|CC1|>> pues ha sido un poquito      
20110119022200.000|20110119022207.000|CC1|dificil porque uno no estaba    
20110119022207.000|20110119022208.000|CC1|acostub¡mbrado a esto.          
20110119022208.000|20110119022213.000|CC1|>> El orgullo a reemplazado el  
20110119022213.000|20110119022217.000|CC1|temor, cuando el me habla me    
20110119022217.000|20110119022224.000|CC1|dice : mam estoy bien, pero     
20110119022224.000|20110119022228.000|CC1|gabye st herida no peudo hablar.
20110119022228.000|20110119022236.000|CC1|>> En alun momento usted temio  
20110119022236.000|20110119022239.000|CC1|pro la vida de su hijo .        
20110119022239.000|20110119022601.000|SEG_01|Type=Commercial
20110119022239.000|20110119022246.000|CC1|>> A medida de que que se       
20110119022246.000|20110119022249.000|CC1|cdesalrrollaron los             
20110119022249.000|20110119022250.000|CC1|acontecimientos.                
20110119022250.000|20110119022256.000|CC1|>> No pudieron evitar la        
20110119022256.000|20110119022302.000|CC1|alicidad de saber que su hijo   
20110119022302.000|20110119022303.000|CC1|estab con vida.                 
20110119022303.000|20110119022308.000|CC1|>> Cuando nos vio dijo que nos  
20110119022308.000|20110119022312.000|CC1|queria felicitar porque nuestro 
20110119022312.000|20110119022315.000|CC1|hijo era un heroea.             
20110119022315.000|20110119022323.000|CC1|>> Daniel fue reconcido por el  
20110119022323.000|20110119022326.000|CC1|Presidente Barack Obama en la   
