TOP|20101204010001|2010-12-04_0100_US_KCBS_CBS_2_News_at_5
COL|Communication Studies Archive, UCLA 
UID|d29cf532-ff41-11df-8ac3-00e0815fe725
DUR|0:59:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-03 17:00 America/Los_Angeles
SEG_01|2014-06-18 17:37:52|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101204010003.222|20101204015956.000|SEG|Type=Story
20101204010003.222|20101204010005.444|SEG_01|Type=Commercial
20101204010003.222|20101204010003.778|CCO|Show 9077
20101204010003.778|20101204010004.333|CCO|
20101204010004.333|20101204010004.889|CCO|AGAIN.
20101204010004.889|20101204010005.444|CCO|
20101204010005.444|20101204010006.000|SEG_01|Type=Story start
20101204010005.444|20101204010006.000|CCO|MS. JASON, THE WEL-KNOWN
20101204010006.000|20101204010006.556|CCO|
20101204010006.556|20101204010007.111|CCO|PUBLICIST INVESTED WEL,
20101204010007.111|20101204010007.667|CCO|
20101204010007.667|20101204010008.222|CCO|ACCORDING TO FRIENDS, AND HER
20101204010008.222|20101204010008.778|CCO|
20101204010008.778|20101204010009.333|CCO|WILL INDICATE THAT.
20101204010009.333|20101204010009.889|CCO|
20101204010009.889|20101204010010.444|CCO|SHE LEFT AN ESTATE VALUED AT
20101204010010.444|20101204010011.000|CCO|
20101204010011.000|20101204010012.000|CCO|MORE THAN $6 MILLION.
20101204010012.000|20101204010013.000|CCO|
20101204010013.000|20101204010014.000|CCO|ACCORDING TO SOURCES POLICE ARE
20101204010014.000|20101204010015.000|CCO|
20101204010015.000|20101204010016.000|CCO|WELL AWARE OF THAT WILL COME
20101204010016.000|20101204010017.000|CCO|
20101204010017.000|20101204010018.000|CCO|HAVE A COPY OF THAT WILL, AND
20101204010018.000|20101204010019.000|CCO|
20101204010019.000|20101204010020.000|CCO|THEY HAVE ALSO INTERVIEWED
20101204010020.000|20101204010021.000|CCO|
20101204010021.000|20101204010021.625|CCO|NUMEROUS PEOPLE WHO ARE NAMED IN
20101204010021.625|20101204010022.250|CCO|
20101204010022.250|20101204010022.875|CCO|THAT WILL.
20101204010022.875|20101204010023.500|CCO|
20101204010023.500|20101204010024.125|CCO|>> I CAN'T TALK ABOUT ANYTHING
20101204010024.125|20101204010024.750|CCO|
20101204010024.750|20101204010025.375|CCO|ALONG THOSE LINES.
20101204010025.375|20101204010026.000|CCO|
20101204010026.000|20101204010026.625|CCO|I CAN TELL YOU HONESTLY
20101204010026.625|20101204010027.250|CCO|
20101204010027.250|20101204010027.875|CCO|INDEPENDENT OF THAT THAT I KNOW
20101204010027.875|20101204010028.500|CCO|
20101204010028.500|20101204010029.125|CCO|NOTHING.
20101204010029.125|20101204010029.750|CCO|
20101204010029.750|20101204010030.375|CCO|IT IS VERY SIMPLE.
20101204010030.375|20101204010031.000|CCO|
20101204010031.000|20101204010031.833|CCO|I REALLY KNOW NOTHING.
20101204010031.833|20101204010032.667|CCO|
20101204010032.667|20101204010033.500|CCO|>> Reporter: MARK THE
20101204010033.500|20101204010034.333|CCO|
20101204010034.333|20101204010035.167|CCO|DESCRIBES HERSELF AS A LIFELONG
20101204010035.167|20101204010036.000|CCO|
