id,md_datetime_utc_start_hour,md_datetime_utc_start,md_network_series_tok,md_network_tok,score
2017-09-09_0100_US_KABC_Eyewitness_News_6PM_main,2017090901,1504918801000,KABC Eyewitness News 6PM,KABC,10.758234
2017-09-09_0100_US_WUAB_Cleveland_19_News_on_43_main,2017090901,1504918801000,WUAB Cleveland 19 News on 43,WUAB,10.758234
2017-09-08_2300_US_KABC_Eyewitness_News_4PM_main,2017090823,1504911601000,KABC Eyewitness News 4PM,KABC,10.758234
2017-09-08_2300_US_KCAL_KCAL_9_News_at_4PM_main,2017090823,1504911601000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2017-09-08_1400_US_KCBS_CBS_This_Morning_main,2017090814,1504879201000,KCBS CBS This Morning,KCBS,10.758234
2017-09-07_1800_US_KNBC_NBC_4_News_at_11am_main,2017090718,1504807201000,KNBC NBC 4 News at 11am,KNBC,10.758234
2017-09-07_1400_US_KNBC_Today_main,2017090714,1504792802000,KNBC Today,KNBC,10.758234
2017-09-07_0100_US_KABC_Eyewitness_News_6PM_main,2017090701,1504746003000,KABC Eyewitness News 6PM,KABC,10.758234
2017-09-07_0100_US_KCBS_CBS_2_News_at_6PM_main,2017090701,1504746001000,KCBS CBS 2 News at 6PM,KCBS,10.758234
2017-09-06_1800_US_KCBS_CBS_2_News_at_11AM_main,2017090618,1504720801000,KCBS CBS 2 News at 11AM,KCBS,10.758234
2017-09-06_0600_US_KCBS_CBS_2_News_at_11PM_main,2017090606,1504677601000,KCBS CBS 2 News at 11PM,KCBS,10.758234
2017-09-06_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017090605,1504674001000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-09-06_0100_US_KNBC_NBC_4_News_at_6pm_main,2017090601,1504659603000,KNBC NBC 4 News at 6pm,KNBC,10.758234
2017-09-06_0100_US_KCBS_CBS_2_News_at_6PM_main,2017090601,1504659601000,KCBS CBS 2 News at 6PM,KCBS,15.21444
2017-09-05_1300_US_MSNBC_MSNBC_Live_With_Stephanie_Ruhle_main,2017090513,1504616402000,MSNBC MSNBC Live With Stephanie Ruhle,MSNBC,10.758234
2017-09-05_0737_US_KABC_Nightline_main,2017090507,1504597021000,KABC Nightline,KABC,18.633808
2017-09-05_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017090505,1504587601000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-09-05_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017090503,1504580403000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2017-09-05_0100_US_KCBS_CBS_2_News_at_6PM_main,2017090501,1504573202000,KCBS CBS 2 News at 6PM,KCBS,15.21444
2017-09-05_0100_US_KABC_Eyewitness_News_6PM_main,2017090501,1504573201000,KABC Eyewitness News 6PM,KABC,10.758234
2017-09-05_0000_US_KNBC_NBC_4_News_at_5pm_main,2017090500,1504569602000,KNBC NBC 4 News at 5pm,KNBC,10.758234
2017-09-04_2300_US_KCAL_KCAL_9_News_at_4PM_main,2017090423,1504566002000,KCAL KCAL 9 News at 4PM,KCAL,21.516468
2017-09-04_1800_US_KABC_Eyewitness_News_11AM_main,2017090418,1504548001000,KABC Eyewitness News 11AM,KABC,10.758234
2017-09-04_1400_US_HLN_Morning_Express_With_Robin_Meade_main,2017090414,1504533602000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-09-04_1400_US_KCBS_CBS_This_Morning_main,2017090414,1504533601000,KCBS CBS This Morning,KCBS,10.758234
2017-09-04_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017090413,1504530002000,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,18.633808
2017-09-04_1300_US_KNBC_Today_in_LA_main,2017090413,1504530002000,KNBC Today in LA,KNBC,10.758234
2017-09-04_1300_US_HLN_Morning_Express_With_Robin_Meade_main,2017090413,1504530001000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-09-04_1200_US_HLN_Morning_Express_With_Robin_Meade_main,2017090412,1504526401000,HLN Morning Express With Robin Meade,HLN,15.21444
2017-09-04_0900_US_WKYC_Channel_3_News_at_Sunrise_main,2017090409,1504515601000,WKYC Channel 3 News at Sunrise,WKYC,15.21444
2017-09-04_0600_US_KNBC_NBC_4_News_at_11pm_main,2017090406,1504504801000,KNBC NBC 4 News at 11pm,KNBC,26.352184
2017-09-04_0600_US_KABC_Eyewitness_News_11PM_main,2017090406,1504504801000,KABC Eyewitness News 11PM,KABC,10.758234
2017-09-04_0500_US_KTLA_KTLA_5_News_at_10_main,2017090405,1504501206000,KTLA KTLA 5 News at 10,KTLA,18.633808
2017-09-04_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017090405,1504501201000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,28.463612
2017-09-04_0400_US_KTLA_KTLA_5_News_Sunday_Edition_main,2017090404,1504497602000,KTLA KTLA 5 News Sunday Edition,KTLA,18.633808
2017-09-04_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017090403,1504494001000,KCAL KCAL 9 News at 8PM,KCAL,24.056143
2017-09-04_0100_US_KNBC_NBC_4_News_main,2017090401,1504486803000,KNBC NBC 4 News,KNBC,10.758234
2017-09-03_0500_US_KABC_20-20_main,2017090305,1504414801000,KABC 20-20,KABC,24.056143
2017-09-03_0100_US_KNBC_NBC_4_News_main,2017090301,1504400401000,KNBC NBC 4 News,KNBC,15.21444
2017-09-03_0000_US_KNBC_NBC_4_News_main,2017090300,1504396801000,KNBC NBC 4 News,KNBC,10.758234
2017-09-02_1400_US_KCAL_KCAL_9_News_Saturday_main,2017090214,1504360801000,KCAL KCAL 9 News Saturday,KCAL,15.21444
2017-09-02_0500_US_KTLA_KTLA_5_News_at_10_main,2017090205,1504328401000,KTLA KTLA 5 News at 10,KTLA,18.633808
2017-09-02_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017090205,1504328401000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,15.21444
2017-09-02_0100_US_KABC_Eyewitness_News_6PM_main,2017090201,1504314001000,KABC Eyewitness News 6PM,KABC,10.758234
2017-09-01_1900_US_KCAL_KCAL_9_News_at_12PM_main,2017090119,1504292402000,KCAL KCAL 9 News at 12PM,KCAL,10.758234
2017-09-01_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017090113,1504270801000,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,10.758234
2017-09-01_1100_US_KNBC_Today_in_LA_main,2017090111,1504263601000,KNBC Today in LA,KNBC,15.21444
2017-09-01_0600_US_KCBS_CBS_2_News_at_11PM_main,2017090106,1504245601000,KCBS CBS 2 News at 11PM,KCBS,21.516468
2017-09-01_0600_US_KNBC_NBC_4_News_at_11pm_main,2017090106,1504245601000,KNBC NBC 4 News at 11pm,KNBC,15.21444
2017-09-01_0600_US_KABC_Eyewitness_News_11PM_main,2017090106,1504245601000,KABC Eyewitness News 11PM,KABC,10.758234
2017-09-01_0500_US_KTLA_KTLA_5_News_at_10_main,2017090105,1504242001000,KTLA KTLA 5 News at 10,KTLA,15.21444
2017-09-01_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017090105,1504242001000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,15.21444
2017-09-01_0100_US_KNBC_NBC_4_News_at_6pm_main,2017090101,1504227602000,KNBC NBC 4 News at 6pm,KNBC,15.21444
2017-08-31_0600_US_KABC_Eyewitness_News_11PM_main,2017083106,1504159201000,KABC Eyewitness News 11PM,KABC,18.633808
2017-08-31_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017083103,1504148401000,KCAL KCAL 9 News at 8PM,KCAL,15.21444
2017-08-31_0100_US_KABC_Eyewitness_News_6PM_main,2017083101,1504141201000,KABC Eyewitness News 6PM,KABC,10.758234
2017-08-31_0000_US_KABC_Eyewitness_News_5PM_main,2017083100,1504137606000,KABC Eyewitness News 5PM,KABC,18.633808
2017-08-31_0000_US_KNBC_NBC_4_News_at_5pm_main,2017083100,1504137601000,KNBC NBC 4 News at 5pm,KNBC,10.758234
2017-08-30_2300_US_KABC_Eyewitness_News_4PM_main,2017083023,1504134001000,KABC Eyewitness News 4PM,KABC,10.758234
2017-08-30_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017083003,1504062001000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2017-08-30_0100_US_KNBC_NBC_4_News_at_6pm_main,2017083001,1504054802000,KNBC NBC 4 News at 6pm,KNBC,15.21444
2017-08-29_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017082913,1504011602000,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,10.758234
2017-08-29_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017082905,1503982801000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,15.21444
2017-08-29_0000_US_KNBC_NBC_4_News_at_5pm_main,2017082900,1503964801000,KNBC NBC 4 News at 5pm,KNBC,10.758234
2017-08-28_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017082803,1503889202000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2017-08-28_0100_US_KABC_Eyewitness_News_6PM_main,2017082801,1503882001000,KABC Eyewitness News 6PM,KABC,10.758234
2017-08-28_0100_US_KCBS_CBS_2_News_at_6PM_main,2017082801,1503882001000,KCBS CBS 2 News at 6PM,KCBS,10.758234
2017-08-28_0000_US_KCBS_CBS_2_News_at_5PM_main,2017082800,1503878401000,KCBS CBS 2 News at 5PM,KCBS,10.758234
2017-08-27_0100_US_KABC_Eyewitness_News_6PM_main,2017082701,1503795609000,KABC Eyewitness News 6PM,KABC,10.758234
2017-08-27_0100_US_KTTV-FOX_Fox_11_Weekend_News_main,2017082701,1503795602000,KTTV-FOX Fox 11 Weekend News,KTTV-FOX,10.758234
2017-08-27_0000_US_KABC_Eyewitness_News_5PM_main,2017082700,1503792002000,KABC Eyewitness News 5PM,KABC,10.758234
2017-08-26_2100_US_MSNBC_MSNBC_Live_main,2017082621,1503781201000,MSNBC MSNBC Live,MSNBC,10.758234
2017-08-26_0500_US_KABC_20-20_main,2017082605,1503723602000,KABC 20-20,KABC,24.056143
2017-08-26_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017082605,1503723602000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,15.21444
2017-08-25_0500_US_KTLA_KTLA_5_News_at_10_main,2017082505,1503637201000,KTLA KTLA 5 News at 10,KTLA,10.758234
2017-08-24_0100_US_KABC_Eyewitness_News_6PM_main,2017082401,1503536402000,KABC Eyewitness News 6PM,KABC,15.21444
2017-08-23_2300_US_KABC_Eyewitness_News_4PM_main,2017082323,1503529201000,KABC Eyewitness News 4PM,KABC,15.21444
2017-08-23_2300_US_KNBC_NBC_4_News_at_4pm_main,2017082323,1503529201000,KNBC NBC 4 News at 4pm,KNBC,10.758234
2017-08-23_0100_US_KABC_Eyewitness_News_6PM_main,2017082301,1503450002000,KABC Eyewitness News 6PM,KABC,10.758234
2017-08-22_1130_US_KNBC_Today_in_LA_main,2017082211,1503401401000,KNBC Today in LA,KNBC,10.758234
2017-08-22_0630_US_KOCE_Tavis_Smiley_main,2017082206,1503383401000,KOCE Tavis Smiley,KOCE,10.758234
2017-08-21_1300_US_KNBC_Today_in_LA_main,2017082113,1503320402000,KNBC Today in LA,KNBC,10.758234
2017-08-17_1400_US_KCBS_CBS_This_Morning_main,2017081714,1502978401000,KCBS CBS This Morning,KCBS,10.758234
2017-08-16_1200_US_KNBC_Today_in_LA_main,2017081612,1502884801000,KNBC Today in LA,KNBC,10.758234
2017-08-16_1130_US_KNBC_Today_in_LA_main,2017081611,1502883001000,KNBC Today in LA,KNBC,10.758234
2017-08-16_0100_US_KABC_Eyewitness_News_6PM_main,2017081601,1502845202000,KABC Eyewitness News 6PM,KABC,15.21444
2017-08-16_0100_US_KCBS_CBS_2_News_at_6PM_main,2017081601,1502845202000,KCBS CBS 2 News at 6PM,KCBS,10.758234
2017-08-16_0100_US_KNBC_NBC_4_News_at_6pm_main,2017081601,1502845201000,KNBC NBC 4 News at 6pm,KNBC,10.758234
2017-08-15_2200_US_KABC_Eyewitness_News_3PM_main,2017081522,1502834401000,KABC Eyewitness News 3PM,KABC,10.758234
2017-08-15_1800_US_KCBS_CBS_2_News_at_11AM_main,2017081518,1502820001000,KCBS CBS 2 News at 11AM,KCBS,10.758234
2017-08-15_1400_US_HLN_Morning_Express_With_Robin_Meade_main,2017081514,1502805601000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-08-15_1300_US_HLN_Morning_Express_With_Robin_Meade_main,2017081513,1502802001000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-08-15_0600_US_KNBC_NBC_4_News_at_11pm_main,2017081506,1502776801000,KNBC NBC 4 News at 11pm,KNBC,10.758234
2017-08-15_0500_US_KTLA_KTLA_5_News_at_10_main,2017081505,1502773201000,KTLA KTLA 5 News at 10,KTLA,18.633808
2017-08-14_2300_US_KCAL_KCAL_9_News_at_4PM_main,2017081423,1502751602000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2017-08-14_2300_US_KNBC_NBC_4_News_at_4pm_main,2017081423,1502751601000,KNBC NBC 4 News at 4pm,KNBC,18.633808
2017-08-14_1900_US_KCAL_KCAL_9_News_at_12PM_main,2017081419,1502737201000,KCAL KCAL 9 News at 12PM,KCAL,10.758234
2017-08-14_1800_US_KNBC_NBC_4_News_at_11am_main,2017081418,1502733601000,KNBC NBC 4 News at 11am,KNBC,18.633808
2017-08-14_1800_US_KCBS_CBS_2_News_at_11AM_main,2017081418,1502733601000,KCBS CBS 2 News at 11AM,KCBS,10.758234
2017-08-14_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017081413,1502715601000,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,10.758234
2017-08-12_0000_US_KABC_Eyewitness_News_5PM_main,2017081200,1502496001000,KABC Eyewitness News 5PM,KABC,10.758234
2017-08-11_1700_US_MSNBC_MSNBC_Live_With_Craig_Melvin_main,2017081117,1502470802000,MSNBC MSNBC Live With Craig Melvin,MSNBC,10.758234
2017-08-10_1400_US_KNBC_Today_main,2017081014,1502373602000,KNBC Today,KNBC,18.633808
2017-08-10_0737_US_KCBS_The_Late_Late_Show_With_James_Corden_main,2017081007,1502350622000,KCBS The Late Late Show With James Corden,KCBS,10.758234
2017-08-09_2300_US_KNBC_NBC_4_News_at_4pm_main,2017080923,1502319601000,KNBC NBC 4 News at 4pm,KNBC,10.758234
2017-08-09_1200_US_HLN_Morning_Express_With_Robin_Meade_main,2017080912,1502280001000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-08-09_0600_US_KABC_Eyewitness_News_11PM_main,2017080906,1502258401000,KABC Eyewitness News 11PM,KABC,10.758234
2017-08-09_0100_US_KNBC_NBC_4_News_at_6pm_main,2017080901,1502240401000,KNBC NBC 4 News at 6pm,KNBC,15.21444
2017-08-09_0100_US_KCBS_CBS_2_News_at_6PM_main,2017080901,1502240401000,KCBS CBS 2 News at 6PM,KCBS,10.758234
2017-08-08_2300_US_KABC_Eyewitness_News_4PM_main,2017080823,1502233203000,KABC Eyewitness News 4PM,KABC,15.21444
2017-08-08_2300_US_KNBC_NBC_4_News_at_4pm_main,2017080823,1502233201000,KNBC NBC 4 News at 4pm,KNBC,15.21444
2017-08-08_2200_US_KABC_Eyewitness_News_3PM_main,2017080822,1502229601000,KABC Eyewitness News 3PM,KABC,10.758234
2017-08-08_1100_US_MSNBC_Morning_Joe_main,2017080811,1502190003000,MSNBC Morning Joe,MSNBC,10.758234
2017-08-08_0100_US_MSNBC_The_Rachel_Maddow_Show_main,2017080801,1502154001000,MSNBC The Rachel Maddow Show,MSNBC,10.758234
2017-08-07_0830_US_KNBC_Dateline_NBC_main,2017080708,1502094601000,KNBC Dateline NBC,KNBC,15.21444
2017-08-06_1900_US_MSNBC_MSNBC_Live_main,2017080619,1502046001000,MSNBC MSNBC Live,MSNBC,10.758234
2017-08-06_1300_US_KABC_Good_Morning_America_main,2017080613,1502024402000,KABC Good Morning America,KABC,10.758234
2017-08-06_1300_US_KCBS_CBS_2_News_Sunday_main,2017080613,1502024401000,KCBS CBS 2 News Sunday,KCBS,15.21444
2017-08-06_0600_US_KABC_Eyewitness_News_11PM_main,2017080606,1501999202000,KABC Eyewitness News 11PM,KABC,18.633808
2017-08-06_0600_US_KNBC_NBC_4_News_at_11pm_main,2017080606,1501999201000,KNBC NBC 4 News at 11pm,KNBC,18.633808
2017-08-06_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017080605,1501995602000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-08-06_0500_US_KTLA_KTLA_5_News_at_10_main,2017080605,1501995601000,KTLA KTLA 5 News at 10,KTLA,10.758234
2017-08-06_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017080603,1501988401000,KCAL KCAL 9 News at 8PM,KCAL,15.21444
2017-08-06_0100_US_KABC_Eyewitness_News_6PM_main,2017080601,1501981201000,KABC Eyewitness News 6PM,KABC,21.516468
2017-08-06_0100_US_KCBS_CBS_2_News_at_6PM_main,2017080601,1501981201000,KCBS CBS 2 News at 6PM,KCBS,18.633808
2017-08-06_0100_US_KNBC_NBC_4_News_main,2017080601,1501981201000,KNBC NBC 4 News,KNBC,15.21444
2017-08-06_0030_US_KCBS_CBS_Weekend_News_main,2017080600,1501979402000,KCBS CBS Weekend News,KCBS,10.758234
2017-08-06_0030_US_KABC_ABC_World_News_Tonight_main,2017080600,1501979401000,KABC ABC World News Tonight,KABC,10.758234
2017-08-06_0000_US_KTTV-FOX_Fox_11_Weekend_News_main,2017080600,1501977602000,KTTV-FOX Fox 11 Weekend News,KTTV-FOX,15.21444
2017-08-06_0000_US_KNBC_NBC_4_News_main,2017080600,1501977601000,KNBC NBC 4 News,KNBC,15.21444
2017-08-05_2300_US_KABC_Eyewitness_News_4PM_main,2017080523,1501974001000,KABC Eyewitness News 4PM,KABC,30.42888
2017-08-05_1300_US_CNN_Smerconish_main,2017080513,1501938004000,CNN Smerconish,CNN,10.758234
2017-08-05_1300_US_KNBC_Today_main,2017080513,1501938001000,KNBC Today,KNBC,10.758234
2017-08-05_0600_US_KNBC_NBC_4_News_at_11pm_main,2017080506,1501912801000,KNBC NBC 4 News at 11pm,KNBC,15.21444
2017-08-05_0600_US_KMEX_Noticias_34_Edición_Nocturna_main,2017080506,1501912801000,KMEX Noticias 34 Edición Nocturna,KMEX,10.758234
2017-08-05_0500_US_KTLA_KTLA_5_News_at_10_main,2017080505,1501909202000,KTLA KTLA 5 News at 10,KTLA,24.056143
2017-08-05_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017080505,1501909202000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-08-04_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017080405,1501822802000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-08-04_0100_US_FOX-News_The_Five_main,2017080401,1501808403000,FOX-News The Five,FOX-News,10.758234
2017-08-04_0100_US_FOX-News_Tucker_Carlson_Tonight_main,2017080401,1501808403000,FOX-News Tucker Carlson Tonight,FOX-News,10.758234
2017-08-03_2200_US_KABC_Eyewitness_News_3PM_main,2017080322,1501797601000,KABC Eyewitness News 3PM,KABC,10.758234
2017-08-03_1300_US_MSNBC_MSNBC_Live_With_Stephanie_Ruhle_main,2017080313,1501765207000,MSNBC MSNBC Live With Stephanie Ruhle,MSNBC,10.758234
2017-08-03_0500_US_KTLA_KTLA_5_News_at_10_main,2017080305,1501736401000,KTLA KTLA 5 News at 10,KTLA,10.758234
2017-08-03_0200_US_KCBS_The_Insider_main,2017080302,1501725602000,KCBS The Insider,KCBS,10.758234
2017-08-02_2300_US_KNBC_NBC_4_News_at_4pm_main,2017080223,1501714802000,KNBC NBC 4 News at 4pm,KNBC,10.758234
2017-08-02_2100_US_FOX-News_The_Fox_News_Specialists_main,2017080221,1501707602000,FOX-News The Fox News Specialists,FOX-News,10.758234
2017-08-02_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017080213,1501678801000,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,15.21444
2017-08-02_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017080205,1501650001000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-08-01_1800_US_HLN_On_the_Story_With_Erica_Hill_main,2017080118,1501610401000,HLN On the Story With Erica Hill,HLN,10.758234
2017-08-01_1400_US_HLN_Morning_Express_With_Robin_Meade_main,2017080114,1501596001000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-08-01_1400_US_KCBS_CBS_This_Morning_main,2017080114,1501596001000,KCBS CBS This Morning,KCBS,10.758234
2017-08-01_1300_US_HLN_Morning_Express_With_Robin_Meade_main,2017080113,1501592401000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-08-01_1200_US_HLN_Morning_Express_With_Robin_Meade_main,2017080112,1501588801000,HLN Morning Express With Robin Meade,HLN,10.758234
2017-07-31_1200_US_KNBC_Today_in_LA_main,2017073112,1501502402000,KNBC Today in LA,KNBC,10.758234
2017-07-31_1100_US_KNBC_Today_in_LA_main,2017073111,1501498802000,KNBC Today in LA,KNBC,10.758234
2017-07-31_0635_US_KNBC_NBC_4_News_main,2017073106,1501482901000,KNBC NBC 4 News,KNBC,10.758234
2017-07-31_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017073103,1501470002000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2017-07-31_0100_US_KCBS_CBS_2_News_at_6PM_main,2017073101,1501462801000,KCBS CBS 2 News at 6PM,KCBS,10.758234
2017-07-31_0100_US_KNBC_NBC_4_News_main,2017073101,1501462801000,KNBC NBC 4 News,KNBC,10.758234
2017-07-31_0000_US_KCBS_CBS_2_News_at_5PM_main,2017073100,1501459202000,KCBS CBS 2 News at 5PM,KCBS,10.758234
2017-07-30_1300_US_KCBS_CBS_2_News_Sunday_main,2017073013,1501419601000,KCBS CBS 2 News Sunday,KCBS,10.758234
2017-07-30_0000_US_KABC_Eyewitness_News_5PM_main,2017073000,1501372802000,KABC Eyewitness News 5PM,KABC,10.758234
2017-07-30_0000_US_KNBC_NBC_4_News_main,2017073000,1501372801000,KNBC NBC 4 News,KNBC,10.758234
2017-07-29_2300_US_KABC_Eyewitness_News_4PM_main,2017072923,1501369201000,KABC Eyewitness News 4PM,KABC,10.758234
2017-07-29_0600_US_KABC_Eyewitness_News_11PM_main,2017072906,1501308001000,KABC Eyewitness News 11PM,KABC,10.758234
2017-07-28_2300_US_KNBC_NBC_4_News_at_4pm_main,2017072823,1501282809000,KNBC NBC 4 News at 4pm,KNBC,10.758234
2017-07-28_1800_US_KNBC_NBC_4_News_at_11am_main,2017072818,1501264801000,KNBC NBC 4 News at 11am,KNBC,10.758234
2017-07-28_1000_US_FOX-News_FOX_and_Friends_main,2017072810,1501236002000,FOX-News FOX and Friends,FOX-News,21.516468
2017-07-28_0600_US_CNN_CNN_Tonight_With_Don_Lemon_main,2017072806,1501221601000,CNN CNN Tonight With Don Lemon,CNN,15.21444
2017-07-28_0600_US_KABC_Eyewitness_News_11PM_main,2017072806,1501221601000,KABC Eyewitness News 11PM,KABC,10.758234
2017-07-28_0600_US_KNBC_NBC_4_News_at_11pm_main,2017072806,1501221601000,KNBC NBC 4 News at 11pm,KNBC,10.758234
2017-07-28_0100_US_KNBC_NBC_4_News_at_6pm_main,2017072801,1501203601000,KNBC NBC 4 News at 6pm,KNBC,10.758234
2017-07-27_0600_US_CNN_CNN_Tonight_With_Don_Lemon_main,2017072706,1501135201000,CNN CNN Tonight With Don Lemon,CNN,10.758234
2017-07-27_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017072705,1501131601000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,15.21444
2017-07-27_0100_US_KABC_Eyewitness_News_6PM_main,2017072701,1501117202000,KABC Eyewitness News 6PM,KABC,10.758234
2017-07-27_0100_US_KNBC_NBC_4_News_at_6pm_main,2017072701,1501117201000,KNBC NBC 4 News at 6pm,KNBC,18.633808
2017-07-27_0100_US_KCBS_CBS_2_News_at_6PM_main,2017072701,1501117201000,KCBS CBS 2 News at 6PM,KCBS,10.758234
2017-07-26_2300_US_KABC_Eyewitness_News_4PM_main,2017072623,1501110001000,KABC Eyewitness News 4PM,KABC,15.21444
2017-07-26_0600_US_KNBC_NBC_4_News_at_11pm_main,2017072606,1501048801000,KNBC NBC 4 News at 11pm,KNBC,10.758234
2017-07-26_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017072605,1501045201000,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,10.758234
2017-07-26_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017072603,1501038002000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2017-07-26_0000_US_KABC_Eyewitness_News_5PM_main,2017072600,1501027201000,KABC Eyewitness News 5PM,KABC,10.758234
2017-07-24_1800_US_KNBC_NBC_4_News_at_11am_main,2017072418,1500919201000,KNBC NBC 4 News at 11am,KNBC,15.21444
2017-07-24_1300_US_KNBC_Today_in_LA_main,2017072413,1500901205000,KNBC Today in LA,KNBC,18.633808
2017-07-24_1200_US_KNBC_Today_in_LA_main,2017072412,1500897602000,KNBC Today in LA,KNBC,18.633808
2017-07-23_0630_US_KCBS_SoCal_Week_in_Review_main,2017072306,1500791401000,KCBS SoCal Week in Review,KCBS,10.758234
2017-07-23_0600_US_KNBC_NBC_4_News_at_11pm_main,2017072306,1500789601000,KNBC NBC 4 News at 11pm,KNBC,21.516468
2017-07-23_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017072303,1500778801000,KCAL KCAL 9 News at 8PM,KCAL,18.633808
2017-07-23_0100_US_KCBS_CBS_2_News_at_6PM_main,2017072301,1500771601000,KCBS CBS 2 News at 6PM,KCBS,18.633808
2017-07-23_0100_US_KNBC_NBC_4_News_main,2017072301,1500771601000,KNBC NBC 4 News,KNBC,18.633808
2017-07-23_0030_US_KCBS_CBS_Weekend_News_main,2017072300,1500769801000,KCBS CBS Weekend News,KCBS,10.758234
2017-07-23_0000_US_KCBS_CBS_2_News_at_5PM_main,2017072300,1500768003000,KCBS CBS 2 News at 5PM,KCBS,15.21444
2017-07-23_0000_US_KNBC_NBC_4_News_main,2017072300,1500768001000,KNBC NBC 4 News,KNBC,21.516468
2017-07-22_2330_US_KCBS_Inside_Edition_Weekend_main,2017072223,1500766201000,KCBS Inside Edition Weekend,KCBS,10.758234
2017-07-22_1400_US_KCAL_KCAL_9_News_Saturday_main,2017072214,1500732001000,KCAL KCAL 9 News Saturday,KCAL,10.758234
2017-07-22_0600_US_KCBS_CBS_2_News_at_11PM_main,2017072206,1500703202000,KCBS CBS 2 News at 11PM,KCBS,10.758234
2017-07-21_1200_US_KNBC_Today_in_LA_main,2017072112,1500638402000,KNBC Today in LA,KNBC,15.21444
2017-07-21_0100_US_KNBC_NBC_4_News_at_6pm_main,2017072101,1500598801000,KNBC NBC 4 News at 6pm,KNBC,15.21444
2017-07-20_2300_US_KNBC_NBC_4_News_at_4pm_main,2017072023,1500591603000,KNBC NBC 4 News at 4pm,KNBC,21.516468
2017-07-20_0300_US_KCAL_KCAL_9_News_at_8PM_main,2017072003,1500519601000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2017-07-20_0300_US_WKYC_Channel_3_News_at_11_main,2017072003,1500519601000,WKYC Channel 3 News at 11,WKYC,10.758234
