id,md_datetime_utc_start_hour,md_datetime_utc_start,md_network_series_tok,md_network_tok,score
2013-11-23_0600_US_KTTV-FOX_Ten_OClock_News_main,2013112306,1385186401000,KTTV-FOX Ten OClock News,KTTV-FOX,24.056143
2013-11-23_0600_US_KTLA_Prime_News_at_10PM_main,2013112306,1385186401000,KTLA Prime News at 10PM,KTLA,10.758234
2013-11-23_0200_US_KCBS_CBS_2_News_at_6_main,2013112302,1385172001000,KCBS CBS 2 News at 6,KCBS,15.21444
2013-11-23_0200_US_KNBC_Channel_4_News_main,2013112302,1385172001000,KNBC Channel 4 News,KNBC,15.21444
2013-11-23_0200_US_FOX-News_The_Kelly_File_main,2013112302,1385172001000,FOX-News The Kelly File,FOX-News,10.758234
2013-11-23_0100_US_KCBS_CBS_2_News_at_5PM_main,2013112301,1385168401000,KCBS CBS 2 News at 5PM,KCBS,15.21444
2013-11-23_0000_US_KCAL_KCAL_9_News_at_4PM_main,2013112300,1385164802000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2013-11-22_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013112214,1385128802000,KTTV-FOX Morning News at 6AM,KTTV-FOX,10.758234
2013-11-22_0600_US_KTTV-FOX_Ten_OClock_News_main,2013112206,1385100001000,KTTV-FOX Ten OClock News,KTTV-FOX,15.21444
2013-11-22_0600_US_KTLA_Prime_News_at_10PM_main,2013112206,1385100001000,KTLA Prime News at 10PM,KTLA,10.758234
2013-11-22_0200_US_AlJazeera_America_Tonight_main,2013112202,1385085602000,AlJazeera America Tonight,AlJazeera,21.516468
2013-11-22_0200_US_KNBC_Channel_4_News_main,2013112202,1385085602000,KNBC Channel 4 News,KNBC,10.758234
2013-11-22_0200_US_KABC_Eyewitness_News_6PM_main,2013112202,1385085601000,KABC Eyewitness News 6PM,KABC,10.758234
2013-11-22_0100_US_KABC_Eyewitness_News_5PM_main,2013112201,1385082001000,KABC Eyewitness News 5PM,KABC,15.21444
2013-11-22_0030_US_AlJazeera_The_Stream_main,2013112200,1385080201000,AlJazeera The Stream,AlJazeera,10.758234
2013-11-21_0400_US_KCAL_KCAL_9_News_at_8PM_main,2013112104,1385006401000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2013-11-21_0200_US_KNBC_Channel_4_News_main,2013112102,1384999200000,KNBC Channel 4 News,KNBC,10.758234
2013-11-21_0100_US_KNBC_Channel_4_News_main,2013112101,1384995601000,KNBC Channel 4 News,KNBC,18.633808
2013-11-21_0000_US_KABC_Eyewitness_News_4PM_main,2013112100,1384992001000,KABC Eyewitness News 4PM,KABC,21.516468
2013-11-21_0000_US_KCAL_KCAL_9_News_at_4PM_main,2013112100,1384992001000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2013-11-20_1900_US_KABC_Eyewitness_News_11AM_main,2013112019,1384974001000,KABC Eyewitness News 11AM,KABC,18.633808
2013-11-20_1700_US_KNBC_Today_Show_main,2013112017,1384966802000,KNBC Today Show,KNBC,10.758234
2013-11-20_1500_US_KCBS_The_Early_Show_main,2013112015,1384959601000,KCBS The Early Show,KCBS,10.758234
2013-11-20_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013112014,1384956001000,KTTV-FOX Morning News at 6AM,KTTV-FOX,21.516468
2013-11-20_0700_US_KCBS_CBS_2_News_at_11PM_main,2013112007,1384930801000,KCBS CBS 2 News at 11PM,KCBS,28.463612
2013-11-20_0700_US_KNBC_Channel_4_News_at_11PM_main,2013112007,1384930801000,KNBC Channel 4 News at 11PM,KNBC,15.21444
2013-11-20_0600_US_KTLA_Prime_News_at_10PM_main,2013112006,1384927201000,KTLA Prime News at 10PM,KTLA,26.352184
2013-11-20_0600_US_KTTV-FOX_Ten_OClock_News_main,2013112006,1384927201000,KTTV-FOX Ten OClock News,KTTV-FOX,21.516468
2013-11-20_0400_US_KCAL_KCAL_9_News_at_8PM_main,2013112004,1384920002000,KCAL KCAL 9 News at 8PM,KCAL,24.056143
2013-11-20_0200_US_KABC_Eyewitness_News_6PM_main,2013112002,1384912801000,KABC Eyewitness News 6PM,KABC,21.516468
2013-11-20_0100_US_KCBS_CBS_2_News_at_5PM_main,2013112001,1384909202000,KCBS CBS 2 News at 5PM,KCBS,18.633808
2013-11-20_0100_US_KNBC_Channel_4_News_main,2013112001,1384909201000,KNBC Channel 4 News,KNBC,18.633808
2013-11-20_0000_US_KCAL_KCAL_9_News_at_4PM_main,2013112000,1384905601000,KCAL KCAL 9 News at 4PM,KCAL,18.633808
2013-11-19_1900_US_KCBS_CBS_2_News_at_11_main,2013111919,1384887601000,KCBS CBS 2 News at 11,KCBS,10.758234
2013-11-19_0700_US_KABC_KABC_7_News_at_11PM_main,2013111907,1384844401000,KABC KABC 7 News at 11PM,KABC,10.758234
2013-11-19_0600_US_KTLA_Prime_News_at_10PM_main,2013111906,1384840801000,KTLA Prime News at 10PM,KTLA,15.21444
2013-11-19_0200_US_KCBS_CBS_2_News_at_6_main,2013111902,1384826401000,KCBS CBS 2 News at 6,KCBS,15.21444
2013-11-19_0100_US_KABC_Eyewitness_News_5PM_main,2013111901,1384822801000,KABC Eyewitness News 5PM,KABC,10.758234
2013-11-18_2000_US_KNBC_KNBC_4_News_at_Noon_main,2013111820,1384804801000,KNBC KNBC 4 News at Noon,KNBC,10.758234
2013-11-18_1600_US_KABC_Good_Morning_America_main,2013111816,1384790401000,KABC Good Morning America,KABC,15.21444
2013-11-18_1600_US_KCBS_The_Early_Show_main,2013111816,1384790401000,KCBS The Early Show,KCBS,10.758234
2013-11-18_1500_US_KCBS_The_Early_Show_main,2013111815,1384786801000,KCBS The Early Show,KCBS,10.758234
2013-11-18_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013111814,1384783202000,KTTV-FOX Morning News at 6AM,KTTV-FOX,10.758234
2013-11-18_0700_US_KABC_Eyewitness_News_11PM_main,2013111807,1384758001000,KABC Eyewitness News 11PM,KABC,10.758234
2013-11-18_0700_US_KNBC_KNBC_4_News_at_11PM_main,2013111807,1384758000000,KNBC KNBC 4 News at 11PM,KNBC,10.758234
2013-11-18_0500_US_KNBC_KNBC_4_News_main,2013111805,1384750801000,KNBC KNBC 4 News,KNBC,15.21444
2013-11-18_0200_US_KCBS_CBS_2_News_at_6_main,2013111802,1384740001000,KCBS CBS 2 News at 6,KCBS,15.21444
2013-11-18_0000_US_KABC_Eyewitness_News_4PM_main,2013111800,1384732802000,KABC Eyewitness News 4PM,KABC,15.21444
2013-11-17_1730_US_KNBC_KNBC_News_Conference_main,2013111717,1384709401000,KNBC KNBC News Conference,KNBC,10.758234
2013-11-17_0700_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013111707,1384671601000,KABC KABC Eyewitness News at 11PM,KABC,10.758234
2013-11-17_0200_US_KNBC_KNBC_Channel_4_News_main,2013111702,1384653602000,KNBC KNBC Channel 4 News,KNBC,15.21444
2013-11-17_0200_US_KCBS_CBS_2_News_at_6_main,2013111702,1384653601000,KCBS CBS 2 News at 6,KCBS,10.758234
2013-11-17_0000_US_KABC_Eyewitness_News_4PM_main,2013111700,1384646401000,KABC Eyewitness News 4PM,KABC,18.633808
2013-11-16_0700_US_KCBS_CBS_2_News_at_11PM_main,2013111607,1384585201000,KCBS CBS 2 News at 11PM,KCBS,21.516468
2013-11-16_0700_US_KABC_KABC_7_News_at_11PM_main,2013111607,1384585201000,KABC KABC 7 News at 11PM,KABC,18.633808
2013-11-16_0700_US_KNBC_Channel_4_News_at_11PM_main,2013111607,1384585201000,KNBC Channel 4 News at 11PM,KNBC,10.758234
2013-11-16_0600_US_KTTV-FOX_Ten_OClock_News_main,2013111606,1384581601000,KTTV-FOX Ten OClock News,KTTV-FOX,21.516468
2013-11-16_0600_US_KTLA_Prime_News_at_10PM_main,2013111606,1384581601000,KTLA Prime News at 10PM,KTLA,18.633808
2013-11-16_0200_US_KABC_Eyewitness_News_6PM_main,2013111602,1384567201000,KABC Eyewitness News 6PM,KABC,15.21444
2013-11-16_0100_US_KABC_Eyewitness_News_5PM_main,2013111601,1384563601000,KABC Eyewitness News 5PM,KABC,21.516468
2013-11-16_0100_US_KNBC_Channel_4_News_main,2013111601,1384563601000,KNBC Channel 4 News,KNBC,15.21444
2013-11-16_0000_US_KABC_Eyewitness_News_4PM_main,2013111600,1384560001000,KABC Eyewitness News 4PM,KABC,10.758234
2013-11-15_2000_US_KNBC_KNBC_4_News_at_Noon_main,2013111520,1384545601000,KNBC KNBC 4 News at Noon,KNBC,10.758234
2013-11-15_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013111514,1384524001000,KTTV-FOX Morning News at 6AM,KTTV-FOX,15.21444
2013-11-15_0730_JP_KCET_NHK_Newsline_main,2013111507,1384500601000,KCET NHK Newsline,KCET,10.758234
2013-11-15_0700_US_KABC_KABC_7_News_at_11PM_main,2013111507,1384498801000,KABC KABC 7 News at 11PM,KABC,10.758234
2013-11-15_0700_US_KCBS_CBS_2_News_at_11PM_main,2013111507,1384498801000,KCBS CBS 2 News at 11PM,KCBS,10.758234
2013-11-15_0600_US_KTTV-FOX_Ten_OClock_News_main,2013111506,1384495202000,KTTV-FOX Ten OClock News,KTTV-FOX,15.21444
2013-11-15_0400_US_KCAL_KCAL_9_News_at_8PM_main,2013111504,1384488001000,KCAL KCAL 9 News at 8PM,KCAL,15.21444
2013-11-15_0200_US_KABC_Eyewitness_News_6PM_main,2013111502,1384480801000,KABC Eyewitness News 6PM,KABC,18.633808
2013-11-15_0200_US_KCBS_CBS_2_News_at_6_main,2013111502,1384480801000,KCBS CBS 2 News at 6,KCBS,10.758234
2013-11-15_0100_US_KCBS_CBS_2_News_at_5PM_main,2013111501,1384477202000,KCBS CBS 2 News at 5PM,KCBS,10.758234
2013-11-15_0100_US_KABC_Eyewitness_News_5PM_main,2013111501,1384477201000,KABC Eyewitness News 5PM,KABC,24.056143
2013-11-15_0100_US_KNBC_Channel_4_News_main,2013111501,1384477201000,KNBC Channel 4 News,KNBC,10.758234
2013-11-14_1900_US_KCBS_CBS_2_News_at_11_main,2013111419,1384455601000,KCBS CBS 2 News at 11,KCBS,10.758234
2013-11-14_0200_US_KNBC_Channel_4_News_main,2013111402,1384394401000,KNBC Channel 4 News,KNBC,10.758234
2013-11-13_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013111314,1384351201000,KTTV-FOX Morning News at 6AM,KTTV-FOX,10.758234
2013-11-13_0700_US_KCBS_CBS_2_News_at_11PM_main,2013111307,1384326001000,KCBS CBS 2 News at 11PM,KCBS,15.21444
2013-11-13_0600_US_KTTV-FOX_Ten_OClock_News_main,2013111306,1384322401000,KTTV-FOX Ten OClock News,KTTV-FOX,21.516468
2013-11-13_0600_US_KTLA_Prime_News_at_10PM_main,2013111306,1384322401000,KTLA Prime News at 10PM,KTLA,18.633808
2013-11-13_0400_US_KCAL_KCAL_9_News_at_8PM_main,2013111304,1384315201000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2013-11-13_0200_US_KABC_Eyewitness_News_6PM_main,2013111302,1384308001000,KABC Eyewitness News 6PM,KABC,10.758234
2013-11-13_0200_US_KNBC_Channel_4_News_main,2013111302,1384308001000,KNBC Channel 4 News,KNBC,10.758234
2013-11-13_0000_US_KABC_Eyewitness_News_4PM_main,2013111300,1384300801000,KABC Eyewitness News 4PM,KABC,10.758234
2013-11-13_0000_US_KCAL_KCAL_9_News_at_4PM_main,2013111300,1384300801000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2013-11-12_1900_US_MSNBC_News_Live_main,2013111219,1384282801000,MSNBC News Live,MSNBC,10.758234
2013-11-12_0700_US_KCBS_CBS_2_News_at_11PM_main,2013111207,1384239601000,KCBS CBS 2 News at 11PM,KCBS,24.056143
2013-11-12_0700_US_KNBC_Channel_4_News_at_11PM_main,2013111207,1384239601000,KNBC Channel 4 News at 11PM,KNBC,15.21444
2013-11-12_0600_US_KTLA_Prime_News_at_10PM_main,2013111206,1384236001000,KTLA Prime News at 10PM,KTLA,10.758234
2013-11-12_0400_US_KCAL_KCAL_9_News_at_8PM_main,2013111204,1384228802000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2013-11-12_0200_US_KABC_Eyewitness_News_6PM_main,2013111202,1384221601000,KABC Eyewitness News 6PM,KABC,18.633808
2013-11-12_0000_US_KCAL_KCAL_9_News_at_4PM_main,2013111200,1384214401000,KCAL KCAL 9 News at 4PM,KCAL,15.21444
2013-11-11_1900_US_MSNBC_News_Live_main,2013111119,1384196401000,MSNBC News Live,MSNBC,21.516468
2013-11-11_1800_US_MSNBC_News_Live_main,2013111118,1384192801000,MSNBC News Live,MSNBC,10.758234
2013-11-11_1600_US_KNBC_Today_Show_main,2013111116,1384185601000,KNBC Today Show,KNBC,21.516468
2013-11-11_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013111114,1384178401000,KTTV-FOX Morning News at 6AM,KTTV-FOX,10.758234
2013-11-11_0500_US_KNBC_KNBC_4_News_main,2013111105,1384146001000,KNBC KNBC 4 News,KNBC,10.758234
2013-11-11_0200_US_KCBS_CBS_2_News_at_6_main,2013111102,1384135201000,KCBS CBS 2 News at 6,KCBS,15.21444
2013-11-11_0200_US_KABC_Eyewitness_News_6PM_main,2013111102,1384135201000,KABC Eyewitness News 6PM,KABC,10.758234
2013-11-11_0000_US_KABC_Eyewitness_News_4PM_main,2013111100,1384128001000,KABC Eyewitness News 4PM,KABC,15.21444
2013-11-10_1400_US_KCBS_KCBS_2_News_Sunday_Morning_main,2013111014,1384092002000,KCBS KCBS 2 News Sunday Morning,KCBS,24.056143
2013-11-10_0700_US_KNBC_KNBC_4_News_at_11PM_main,2013111007,1384066801000,KNBC KNBC 4 News at 11PM,KNBC,21.516468
2013-11-10_0700_US_KCBS_KCBS_2_News_at_11PM_main,2013111007,1384066801000,KCBS KCBS 2 News at 11PM,KCBS,18.633808
2013-11-10_0700_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013111007,1384066801000,KABC KABC Eyewitness News at 11PM,KABC,15.21444
2013-11-10_0000_US_KABC_Eyewitness_News_4PM_main,2013111000,1384041601000,KABC Eyewitness News 4PM,KABC,15.21444
2013-11-09_0700_US_KABC_KABC_7_News_at_11PM_main,2013110907,1383980401000,KABC KABC 7 News at 11PM,KABC,18.633808
2013-11-09_0700_US_KNBC_Channel_4_News_at_11PM_main,2013110907,1383980401000,KNBC Channel 4 News at 11PM,KNBC,15.21444
2013-11-09_0600_US_KTLA_Prime_News_at_10PM_main,2013110906,1383976802000,KTLA Prime News at 10PM,KTLA,24.056143
2013-11-09_0200_US_KCBS_CBS_2_News_at_6_main,2013110902,1383962401000,KCBS CBS 2 News at 6,KCBS,18.633808
2013-11-09_0200_US_KNBC_Channel_4_News_main,2013110902,1383962401000,KNBC Channel 4 News,KNBC,10.758234
2013-11-09_0100_US_KABC_Eyewitness_News_5PM_main,2013110901,1383958801000,KABC Eyewitness News 5PM,KABC,15.21444
2013-11-09_0100_US_KNBC_Channel_4_News_main,2013110901,1383958801000,KNBC Channel 4 News,KNBC,10.758234
2013-11-08_0700_US_KABC_KABC_7_News_at_11PM_main,2013110807,1383894001000,KABC KABC 7 News at 11PM,KABC,10.758234
2013-11-08_0230_US_KNBC_NBC_Nightly_News_main,2013110802,1383877802000,KNBC NBC Nightly News,KNBC,18.633808
2013-11-08_0230_US_KABC_World_News_With_Diane_Sawyer_main,2013110802,1383877801000,KABC World News With Diane Sawyer,KABC,10.758234
2013-11-08_0100_US_KNBC_Channel_4_News_main,2013110801,1383872401000,KNBC Channel 4 News,KNBC,10.758234
2013-11-08_0000_US_KABC_Eyewitness_News_4PM_main,2013110800,1383868801000,KABC Eyewitness News 4PM,KABC,10.758234
2013-11-07_2200_US_CNN_Situation_Room_main,2013110722,1383861601000,CNN Situation Room,CNN,10.758234
2013-11-07_1900_US_KABC_Eyewitness_News_11AM_main,2013110719,1383850801000,KABC Eyewitness News 11AM,KABC,15.21444
2013-11-07_1500_US_CNN_Newsroom_main,2013110715,1383836401000,CNN Newsroom,CNN,18.633808
2013-11-07_1500_US_KABC_Good_Morning_America_main,2013110715,1383836401000,KABC Good Morning America,KABC,10.758234
2013-11-07_1000_US_CNN_Early_Start_main,2013110710,1383818401000,CNN Early Start,CNN,10.758234
2013-11-07_0600_US_KTTV-FOX_Ten_OClock_News_main,2013110706,1383804001000,KTTV-FOX Ten OClock News,KTTV-FOX,18.633808
2013-11-07_0200_US_KNBC_Channel_4_News_main,2013110702,1383789601000,KNBC Channel 4 News,KNBC,15.21444
2013-11-07_0200_US_KABC_Eyewitness_News_6PM_main,2013110702,1383789601000,KABC Eyewitness News 6PM,KABC,10.758234
2013-11-06_2100_US_CNN_Situation_Room_main,2013110621,1383771602000,CNN Situation Room,CNN,10.758234
2013-11-06_2100_US_CNN_The_Lead_With_Jake_Tapper_main,2013110621,1383771601000,CNN The Lead With Jake Tapper,CNN,10.758234
2013-11-06_1600_US_KNBC_Today_Show_main,2013110616,1383753601000,KNBC Today Show,KNBC,10.758234
2013-11-06_1400_US_KTTV-FOX_Morning_News_at_6AM_main,2013110614,1383746401000,KTTV-FOX Morning News at 6AM,KTTV-FOX,18.633808
2013-11-06_0700_US_KCBS_CBS_2_News_at_11PM_main,2013110607,1383721201000,KCBS CBS 2 News at 11PM,KCBS,10.758234
2013-11-06_0700_US_KNBC_Channel_4_News_at_11PM_main,2013110607,1383721201000,KNBC Channel 4 News at 11PM,KNBC,10.758234
2013-11-06_0600_US_KTTV-FOX_Ten_OClock_News_main,2013110606,1383717601000,KTTV-FOX Ten OClock News,KTTV-FOX,15.21444
2013-11-06_0600_US_KTLA_Prime_News_at_10PM_main,2013110606,1383717601000,KTLA Prime News at 10PM,KTLA,10.758234
2013-11-06_0400_US_KCAL_KCAL_9_News_at_8PM_main,2013110604,1383710401000,KCAL KCAL 9 News at 8PM,KCAL,10.758234
2013-11-06_0200_US_KABC_Eyewitness_News_6PM_main,2013110602,1383703201000,KABC Eyewitness News 6PM,KABC,18.633808
2013-11-06_0200_US_KCBS_CBS_2_News_at_6_main,2013110602,1383703201000,KCBS CBS 2 News at 6,KCBS,10.758234
2013-11-06_0100_US_KABC_Eyewitness_News_5PM_main,2013110601,1383699602000,KABC Eyewitness News 5PM,KABC,15.21444
2013-11-06_0100_US_KNBC_Channel_4_News_main,2013110601,1383699601000,KNBC Channel 4 News,KNBC,10.758234
2013-11-05_0700_US_KABC_KABC_7_News_at_11PM_main,2013110507,1383634801000,KABC KABC 7 News at 11PM,KABC,10.758234
2013-11-05_0700_US_KCBS_CBS_2_News_at_11PM_main,2013110507,1383634801000,KCBS CBS 2 News at 11PM,KCBS,10.758234
2013-11-05_0600_US_KTLA_Prime_News_at_10PM_main,2013110506,1383631201000,KTLA Prime News at 10PM,KTLA,18.633808
2013-11-05_0600_US_KTTV-FOX_Ten_OClock_News_main,2013110506,1383631201000,KTTV-FOX Ten OClock News,KTTV-FOX,15.21444
2013-11-05_0230_US_KABC_World_News_With_Diane_Sawyer_main,2013110502,1383618601000,KABC World News With Diane Sawyer,KABC,10.758234
2013-11-05_0100_US_KABC_Eyewitness_News_5PM_main,2013110501,1383613201000,KABC Eyewitness News 5PM,KABC,15.21444
2013-11-05_0000_US_KCAL_KCAL_9_News_at_4PM_main,2013110500,1383609601000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2013-11-04_2330_US_CNN_Crossfire_main,2013110423,1383607801000,CNN Crossfire,CNN,10.758234
2013-11-04_2000_US_KNBC_KNBC_4_News_at_Noon_main,2013110420,1383595201000,KNBC KNBC 4 News at Noon,KNBC,15.21444
2013-11-04_1900_US_KABC_Eyewitness_News_11AM_main,2013110419,1383591601000,KABC Eyewitness News 11AM,KABC,15.21444
2013-11-04_1900_US_CNN_Newsroom_main,2013110419,1383591601000,CNN Newsroom,CNN,10.758234
2013-11-04_1500_US_KABC_Good_Morning_America_main,2013110415,1383577201000,KABC Good Morning America,KABC,10.758234
2013-11-04_0700_US_KABC_Eyewitness_News_11PM_main,2013110407,1383548401000,KABC Eyewitness News 11PM,KABC,10.758234
2013-11-04_0700_US_KCBS_CBS_2_News_at_11PM_main,2013110407,1383548401000,KCBS CBS 2 News at 11PM,KCBS,10.758234
2013-11-04_0700_US_KNBC_KNBC_4_News_at_11PM_main,2013110407,1383548401000,KNBC KNBC 4 News at 11PM,KNBC,10.758234
2013-11-04_0500_US_KNBC_KNBC_4_News_main,2013110405,1383541201000,KNBC KNBC 4 News,KNBC,10.758234
2013-11-04_0200_US_KABC_Eyewitness_News_6PM_main,2013110402,1383530401000,KABC Eyewitness News 6PM,KABC,15.21444
2013-11-04_0200_US_KCBS_CBS_2_News_at_6_main,2013110402,1383530401000,KCBS CBS 2 News at 6,KCBS,10.758234
2013-11-04_0000_US_KABC_Eyewitness_News_4PM_main,2013110400,1383523201000,KABC Eyewitness News 4PM,KABC,21.516468
2013-11-03_1400_US_KCBS_KCBS_2_News_Sunday_Morning_main,2013110314,1383487201000,KCBS KCBS 2 News Sunday Morning,KCBS,21.516468
2013-11-03_0600_US_KNBC_KNBC_4_News_at_11PM_main,2013110306,1383458402000,KNBC KNBC 4 News at 11PM,KNBC,24.056143
2013-11-03_0600_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013110306,1383458401000,KABC KABC Eyewitness News at 11PM,KABC,18.633808
2013-11-03_0600_US_KCBS_KCBS_2_News_at_11PM_main,2013110306,1383458401000,KCBS KCBS 2 News at 11PM,KCBS,18.633808
2013-11-03_0100_US_KNBC_KNBC_Channel_4_News_main,2013110301,1383440401000,KNBC KNBC Channel 4 News,KNBC,24.056143
2013-11-03_0100_US_KCBS_CBS_2_News_at_6_main,2013110301,1383440401000,KCBS CBS 2 News at 6,KCBS,10.758234
2013-11-02_0600_US_KABC_KABC_7_News_at_11PM_main,2013110206,1383372001000,KABC KABC 7 News at 11PM,KABC,15.21444
2013-11-02_0600_US_KNBC_Channel_4_News_at_11PM_main,2013110206,1383372001000,KNBC Channel 4 News at 11PM,KNBC,10.758234
2013-11-02_0500_US_KTLA_Prime_News_at_10PM_main,2013110205,1383368401000,KTLA Prime News at 10PM,KTLA,15.21444
2013-11-02_0500_US_KTTV-FOX_Ten_OClock_News_main,2013110205,1383368401000,KTTV-FOX Ten OClock News,KTTV-FOX,15.21444
2013-11-02_0300_US_KCAL_KCAL_9_News_at_8PM_main,2013110203,1383361201000,KCAL KCAL 9 News at 8PM,KCAL,24.056143
2013-11-02_0200_US_CNN_Anderson_Cooper_360_main,2013110202,1383357601000,CNN Anderson Cooper 360,CNN,10.758234
2013-11-02_0100_US_KNBC_Channel_4_News_main,2013110201,1383354002000,KNBC Channel 4 News,KNBC,26.352184
2013-11-02_0100_US_KABC_Eyewitness_News_6PM_main,2013110201,1383354001000,KABC Eyewitness News 6PM,KABC,24.056143
2013-11-02_0100_US_KCBS_CBS_2_News_at_6_main,2013110201,1383354001000,KCBS CBS 2 News at 6,KCBS,18.633808
2013-11-02_0000_US_KCBS_CBS_2_News_at_5PM_main,2013110200,1383350401000,KCBS CBS 2 News at 5PM,KCBS,26.352184
2013-11-02_0000_US_KNBC_Channel_4_News_main,2013110200,1383350401000,KNBC Channel 4 News,KNBC,26.352184
2013-11-02_0000_US_KABC_Eyewitness_News_5PM_main,2013110200,1383350401000,KABC Eyewitness News 5PM,KABC,15.21444
2013-11-02_0000_US_AlJazeera_News_main,2013110200,1383350401000,AlJazeera News,AlJazeera,10.758234
2013-11-01_2300_US_KABC_Eyewitness_News_4PM_main,2013110123,1383346802000,KABC Eyewitness News 4PM,KABC,10.758234
2013-11-01_2300_US_KCAL_KCAL_9_News_at_4PM_main,2013110123,1383346801000,KCAL KCAL 9 News at 4PM,KCAL,32.274704
2013-11-01_2300_US_KNBC_The_Ellen_DeGeneres_Show_main,2013110123,1383346801000,KNBC The Ellen DeGeneres Show,KNBC,26.352184
2013-11-01_2200_US_AlJazeera_News_main,2013110122,1383343202000,AlJazeera News,AlJazeera,10.758234
2013-11-01_2100_US_KABC_The_Doctor_Oz_Show_main,2013110121,1383339601000,KABC The Doctor Oz Show,KABC,32.274704
2013-11-01_2000_US_CNN_Situation_Room_main,2013110120,1383336001000,CNN Situation Room,CNN,18.633808
2013-11-01_2000_US_CNN_The_Lead_With_Jake_Tapper_main,2013110120,1383336001000,CNN The Lead With Jake Tapper,CNN,18.633808
2013-11-01_2000_US_AlJazeera_News_main,2013110120,1383336001000,AlJazeera News,AlJazeera,10.758234
2013-11-01_2000_US_MSNBC_Martin_Bashir_main,2013110120,1383336001000,MSNBC Martin Bashir,MSNBC,10.758234
2013-11-01_1900_US_CNN_Newsroom_main,2013110119,1383332402000,CNN Newsroom,CNN,18.633808
2013-11-01_1900_US_FOX-News_Studio_B_With_Shepard_Smith_main,2013110119,1383332402000,FOX-News Studio B With Shepard Smith,FOX-News,10.758234
2013-11-01_1900_US_KNBC_KNBC_4_News_at_Noon_main,2013110119,1383332401000,KNBC KNBC 4 News at Noon,KNBC,34.020523
2013-11-01_1800_US_KABC_Eyewitness_News_11AM_main,2013110118,1383328801000,KABC Eyewitness News 11AM,KABC,38.789364
2013-11-01_1800_US_MSNBC_News_Live_main,2013110118,1383328801000,MSNBC News Live,MSNBC,21.516468
2013-11-01_1800_US_CNN_Newsroom_main,2013110118,1383328801000,CNN Newsroom,CNN,10.758234
2013-11-01_1800_US_KCBS_CBS_2_News_at_11_main,2013110118,1383328801000,KCBS CBS 2 News at 11,KCBS,10.758234
2013-11-01_1700_US_KABC_The_View_main,2013110117,1383325201000,KABC The View,KABC,18.633808
2013-11-01_1700_US_MSNBC_News_Live_main,2013110117,1383325201000,MSNBC News Live,MSNBC,10.758234
2013-11-01_0600_US_KABC_KABC_7_News_at_11PM_main,2013110106,1383285601000,KABC KABC 7 News at 11PM,KABC,10.758234
2013-11-01_0100_US_KABC_Eyewitness_News_6PM_main,2013110101,1383267601000,KABC Eyewitness News 6PM,KABC,15.21444
2013-11-01_0100_US_KNBC_Channel_4_News_main,2013110101,1383267601000,KNBC Channel 4 News,KNBC,10.758234
2013-11-01_0000_US_KABC_Eyewitness_News_5PM_main,2013110100,1383264002000,KABC Eyewitness News 5PM,KABC,10.758234
2013-10-31_0500_US_KTLA_Prime_News_at_10PM_main,2013103105,1383195601000,KTLA Prime News at 10PM,KTLA,18.633808
2013-10-31_0100_US_KCBS_CBS_2_News_at_6_main,2013103101,1383181201000,KCBS CBS 2 News at 6,KCBS,10.758234
2013-10-31_0000_US_KCBS_CBS_2_News_at_5PM_main,2013103100,1383177601000,KCBS CBS 2 News at 5PM,KCBS,10.758234
2013-10-30_2300_US_KCAL_KCAL_9_News_at_4PM_main,2013103023,1383174001000,KCAL KCAL 9 News at 4PM,KCAL,10.758234
2013-10-29_1900_US_FOX-News_Studio_B_With_Shepard_Smith_main,2013102919,1383073201000,FOX-News Studio B With Shepard Smith,FOX-News,10.758234
2013-10-29_1800_US_KABC_Eyewitness_News_11AM_main,2013102918,1383069601000,KABC Eyewitness News 11AM,KABC,10.758234
2013-10-29_0200_US_AlJazeera_Consider_This_main,2013102902,1383012001000,AlJazeera Consider This,AlJazeera,10.758234
2013-10-28_1900_US_KNBC_KNBC_4_News_at_Noon_main,2013102819,1382986801000,KNBC KNBC 4 News at Noon,KNBC,10.758234
2013-10-28_0100_US_KOCE_Moyers_and_Company_main,2013102801,1382922005000,KOCE Moyers and Company,KOCE,10.758234
2013-10-27_2300_US_KABC_Eyewitness_News_4PM_main,2013102723,1382914801000,KABC Eyewitness News 4PM,KABC,26.352184
2013-10-27_1300_US_KCBS_KCBS_2_News_Sunday_Morning_main,2013102713,1382878801000,KCBS KCBS 2 News Sunday Morning,KCBS,18.633808
