id,md_datetime_utc_start_hour,md_network_series_tok,md_network_tok,md_datetime_utc_start,score
2013-02-14_0700_US_KCBS_CBS_2_News_at_11PM_main,2013021407,KCBS CBS 2 News at 11PM,KCBS,1360825201000,29.272131
2013-02-14_0700_US_KABC_KABC_7_News_at_11PM_main,2013021407,KABC KABC 7 News at 11PM,KABC,1360825201000,24.739466
2013-02-14_0600_US_KTTV-FOX_Ten_OClock_News_main,2013021406,KTTV-FOX Ten OClock News,KTTV-FOX,1360821601000,27.100729
2013-02-14_0600_US_KTLA_Prime_News_at_10PM_main,2013021406,KTLA Prime News at 10PM,KTLA,1360821601000,24.739466
2013-02-14_0200_US_KCBS_CBS_2_News_at_6_main,2013021402,KCBS CBS 2 News at 6,KCBS,1360807201000,24.739466
2013-02-14_0200_US_KABC_Eyewitness_News_6PM_main,2013021402,KABC Eyewitness News 6PM,KABC,1360807201000,19.163107
2013-02-14_0200_US_KNBC_Channel_4_News_main,2013021402,KNBC Channel 4 News,KNBC,1360807201000,11.063826
2013-02-14_0100_US_KABC_Eyewitness_News_5PM_main,2013021401,KABC Eyewitness News 5PM,KABC,1360803601000,22.127651
2013-02-13_0735_US_KNBC_Tonight_Show_with_Jay_Leno_main,2013021307,KNBC Tonight Show with Jay Leno,KNBC,1360740902000,15.646612
2013-02-13_0700_US_KCBS_CBS_2_News_at_11PM_main,2013021307,KCBS CBS 2 News at 11PM,KCBS,1360738801000,11.063826
2013-02-12_1200_US_CNN_Starting_Point_main,2013021212,CNN Starting Point,CNN,1360670401000,11.063826
2013-02-12_0835_US_KABC_Nightline_main,2013021208,KABC Nightline,KABC,1360658101000,11.063826
2013-02-12_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013021207,KMEX Noticiero Univision Ultima Hora,KMEX,1360654201000,15.646612
2013-02-12_0700_US_KCBS_CBS_2_News_at_11PM_main,2013021207,KCBS CBS 2 News at 11PM,KCBS,1360652401000,24.739466
2013-02-12_0700_US_KNBC_Channel_4_News_at_11PM_main,2013021207,KNBC Channel 4 News at 11PM,KNBC,1360652401000,22.127651
2013-02-12_0700_US_KABC_KABC_7_News_at_11PM_main,2013021207,KABC KABC 7 News at 11PM,KABC,1360652401000,19.163107
2013-02-12_0600_US_KTLA_Prime_News_at_10PM_main,2013021206,KTLA Prime News at 10PM,KTLA,1360648801000,19.163107
2013-02-12_0600_US_KTTV-FOX_Ten_OClock_News_main,2013021206,KTTV-FOX Ten OClock News,KTTV-FOX,1360648801000,19.163107
2013-02-12_0200_US_KCBS_CBS_2_News_at_6_main,2013021202,KCBS CBS 2 News at 6,KCBS,1360634401000,24.739466
2013-02-12_0200_US_KABC_Eyewitness_News_6PM_main,2013021202,KABC Eyewitness News 6PM,KABC,1360634401000,19.163107
2013-02-12_0200_US_KNBC_Channel_4_News_main,2013021202,KNBC Channel 4 News,KNBC,1360634401000,15.646612
2013-02-12_0100_US_KABC_Eyewitness_News_5PM_main,2013021201,KABC Eyewitness News 5PM,KABC,1360630801000,11.063826
2013-02-11_0700_US_KNBC_Channel_4_News_at_11PM_main,2013021107,KNBC Channel 4 News at 11PM,KNBC,1360566001000,22.127651
2013-02-11_0700_US_KABC_Eyewitness_News_11PM_main,2013021107,KABC Eyewitness News 11PM,KABC,1360566001000,15.646612
2013-02-11_0200_US_KABC_Eyewitness_News_6PM_main,2013021102,KABC Eyewitness News 6PM,KABC,1360548001000,19.163107
2013-02-11_0200_US_KNBC_Channel_4_News_Sunday_main,2013021102,KNBC Channel 4 News Sunday,KNBC,1360548001000,19.163107
2013-02-11_0200_US_KCBS_CBS_2_News_at_6_main,2013021102,KCBS CBS 2 News at 6,KCBS,1360548001000,15.646612
2013-02-11_0100_US_KCBS_CBS_2_News_at_5_main,2013021101,KCBS CBS 2 News at 5,KCBS,1360544401000,19.163107
2013-02-11_0000_US_KABC_Eyewitness_News_4PM_main,2013021100,KABC Eyewitness News 4PM,KABC,1360540801000,27.100729
2013-02-10_2258_US_WKYC_Channel_3_News_at_6_main,2013021022,WKYC Channel 3 News at 6,WKYC,1360537080000,11.063826
2013-02-10_0700_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013021007,KABC KABC Eyewitness News at 11PM,KABC,1360479602000,11.063826
2013-02-10_0200_US_KNBC_KNBC_Channel_4_News_Saturday_main,2013021002,KNBC KNBC Channel 4 News Saturday,KNBC,1360461601000,27.100729
2013-02-10_0200_US_KABC_Eyewitness_News_6PM_main,2013021002,KABC Eyewitness News 6PM,KABC,1360461601000,11.063826
2013-02-10_0000_US_KABC_Eyewitness_News_4PM_main,2013021000,KABC Eyewitness News 4PM,KABC,1360454401000,15.646612
2013-02-09_0837_US_KNBC_Late_Night_with_Jimmy_Fallon_main,2013020908,KNBC Late Night with Jimmy Fallon,KNBC,1360399021000,11.063826
2013-02-09_0700_US_KNBC_Channel_4_News_at_11PM_main,2013020907,KNBC Channel 4 News at 11PM,KNBC,1360393201000,19.163107
2013-02-09_0700_US_KABC_KABC_7_News_at_11PM_main,2013020907,KABC KABC 7 News at 11PM,KABC,1360393201000,15.646612
2013-02-09_0600_US_KTTV-FOX_Ten_OClock_News_main,2013020906,KTTV-FOX Ten OClock News,KTTV-FOX,1360389601000,19.163107
2013-02-09_0600_US_KTLA_Prime_News_at_10PM_main,2013020906,KTLA Prime News at 10PM,KTLA,1360389601000,15.646612
2013-02-09_0200_US_KNBC_Channel_4_News_main,2013020902,KNBC Channel 4 News,KNBC,1360375201000,15.646612
2013-02-08_0700_US_KABC_KABC_7_News_at_11PM_main,2013020807,KABC KABC 7 News at 11PM,KABC,1360306801000,11.063826
2013-02-08_0600_US_KTLA_Prime_News_at_10PM_main,2013020806,KTLA Prime News at 10PM,KTLA,1360303201000,11.063826
2013-02-07_0700_US_KCBS_CBS_2_News_at_11PM_main,2013020707,KCBS CBS 2 News at 11PM,KCBS,1360220401000,15.646612
2013-02-07_0700_US_KNBC_Channel_4_News_at_11PM_main,2013020707,KNBC Channel 4 News at 11PM,KNBC,1360220401000,15.646612
2013-02-07_0700_US_KABC_KABC_7_News_at_11PM_main,2013020707,KABC KABC 7 News at 11PM,KABC,1360220401000,11.063826
2013-02-07_0600_US_KTTV-FOX_Ten_OClock_News_main,2013020706,KTTV-FOX Ten OClock News,KTTV-FOX,1360216801000,22.127651
2013-02-07_0600_US_KTLA_Prime_News_at_10PM_main,2013020706,KTLA Prime News at 10PM,KTLA,1360216801000,11.063826
2013-02-06_0735_US_KNBC_Tonight_Show_with_Jay_Leno_main,2013020607,KNBC Tonight Show with Jay Leno,KNBC,1360136101000,11.063826
2013-02-06_0600_US_KTLA_Prime_News_at_10PM_main,2013020606,KTLA Prime News at 10PM,KTLA,1360130401000,11.063826
2013-02-06_0200_US_KABC_Eyewitness_News_6PM_main,2013020602,KABC Eyewitness News 6PM,KABC,1360116001000,11.063826
2013-02-05_1700_US_KNBC_Today_Show_main,2013020517,KNBC Today Show,KNBC,1360083601000,11.063826
2013-02-05_1600_US_KNBC_Today_Show_main,2013020516,KNBC Today Show,KNBC,1360080001000,11.063826
2013-02-05_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013020507,KMEX Noticiero Univision Ultima Hora,KMEX,1360049401000,11.063826
2013-02-05_0700_US_KCBS_CBS_2_News_at_11PM_main,2013020507,KCBS CBS 2 News at 11PM,KCBS,1360047601000,24.739466
2013-02-05_0700_US_KNBC_Channel_4_News_at_11PM_main,2013020507,KNBC Channel 4 News at 11PM,KNBC,1360047601000,22.127651
2013-02-05_0700_US_KABC_KABC_7_News_at_11PM_main,2013020507,KABC KABC 7 News at 11PM,KABC,1360047601000,15.646612
2013-02-05_0600_US_KTLA_Prime_News_at_10PM_main,2013020506,KTLA Prime News at 10PM,KTLA,1360044001000,22.127651
2013-02-05_0600_US_KTTV-FOX_Ten_OClock_News_main,2013020506,KTTV-FOX Ten OClock News,KTTV-FOX,1360044001000,15.646612
2013-02-04_2358_US_WKYC_Channel_3_News_at_7_main,2013020423,WKYC Channel 3 News at 7,WKYC,1360022280000,11.063826
2013-02-04_1600_US_KABC_Good_Morning_America_main,2013020416,KABC Good Morning America,KABC,1359993601000,11.063826
2013-02-04_1500_US_KABC_Good_Morning_America_main,2013020415,KABC Good Morning America,KABC,1359990001000,11.063826
2013-02-04_1000_US_CNN_Early_Start_main,2013020410,CNN Early Start,CNN,1359972001000,11.063826
2013-02-04_0700_US_KNBC_Channel_4_News_at_11PM_main,2013020407,KNBC Channel 4 News at 11PM,KNBC,1359961201000,15.646612
2013-02-04_0700_US_KABC_Eyewitness_News_11PM_main,2013020407,KABC Eyewitness News 11PM,KABC,1359961201000,11.063826
2013-02-04_0358_US_WOIO_19_Action_News_at_Eleven_main,2013020403,WOIO 19 Action News at Eleven,WOIO,1359950280000,11.063826
2013-02-04_0200_US_KABC_Eyewitness_News_6PM_main,2013020402,KABC Eyewitness News 6PM,KABC,1359943201000,24.739466
2013-02-04_0200_US_KNBC_Channel_4_News_Sunday_main,2013020402,KNBC Channel 4 News Sunday,KNBC,1359943201000,24.739466
2013-02-04_0000_US_KABC_Eyewitness_News_4PM_main,2013020400,KABC Eyewitness News 4PM,KABC,1359936001000,36.69456
2013-02-03_1658_US_WKYC_Channel_3_Noon_News_main,2013020316,WKYC Channel 3 Noon News,WKYC,1359910680000,11.063826
2013-02-03_1400_US_KABC_Good_Morning_America_Sunday_main,2013020314,KABC Good Morning America Sunday,KABC,1359900001000,11.063826
2013-02-03_1158_US_WOIO_Action_News_Sunday_Morning_main,2013020311,WOIO Action News Sunday Morning,WOIO,1359892680000,15.646612
2013-02-03_0000_US_KABC_Eyewitness_News_4PM_main,2013020300,KABC Eyewitness News 4PM,KABC,1359849601000,11.063826
2013-02-02_0700_US_KNBC_Channel_4_News_at_11PM_main,2013020207,KNBC Channel 4 News at 11PM,KNBC,1359788401000,19.163107
2013-02-02_0700_US_KABC_KABC_7_News_at_11PM_main,2013020207,KABC KABC 7 News at 11PM,KABC,1359788401000,15.646612
2013-02-02_0700_US_KCBS_CBS_2_News_at_11PM_main,2013020207,KCBS CBS 2 News at 11PM,KCBS,1359788401000,15.646612
2013-02-02_0600_US_KTLA_Prime_News_at_10PM_main,2013020206,KTLA Prime News at 10PM,KTLA,1359784801000,29.272131
2013-02-02_0600_US_KTTV-FOX_Ten_OClock_News_main,2013020206,KTTV-FOX Ten OClock News,KTTV-FOX,1359784801000,19.163107
2013-02-02_0200_US_KABC_Eyewitness_News_6PM_main,2013020202,KABC Eyewitness News 6PM,KABC,1359770401000,24.739466
2013-02-01_0700_US_KABC_KABC_7_News_at_11PM_main,2013020107,KABC KABC 7 News at 11PM,KABC,1359702001000,11.063826
2013-02-01_0600_US_KTLA_Prime_News_at_10PM_main,2013020106,KTLA Prime News at 10PM,KTLA,1359698401000,11.063826
2013-02-01_0200_US_KABC_Eyewitness_News_6PM_main,2013020102,KABC Eyewitness News 6PM,KABC,1359684002000,11.063826
2013-01-31_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013013107,KMEX Noticiero Univision Ultima Hora,KMEX,1359617402000,11.063826
2013-01-31_0700_US_KNBC_Channel_4_News_at_11PM_main,2013013107,KNBC Channel 4 News at 11PM,KNBC,1359615601000,24.739466
2013-01-31_0700_US_KABC_KABC_7_News_at_11PM_main,2013013107,KABC KABC 7 News at 11PM,KABC,1359615601000,19.163107
2013-01-31_0700_US_KCBS_CBS_2_News_at_11PM_main,2013013107,KCBS CBS 2 News at 11PM,KCBS,1359615601000,15.646612
2013-01-31_0600_US_KTTV-FOX_Ten_OClock_News_main,2013013106,KTTV-FOX Ten OClock News,KTTV-FOX,1359612001000,19.163107
2013-01-31_0600_US_KTLA_Prime_News_at_10PM_main,2013013106,KTLA Prime News at 10PM,KTLA,1359612001000,15.646612
2013-01-30_0735_US_KABC_Jimmy_Kimmel_Live_main,2013013007,KABC Jimmy Kimmel Live,KABC,1359531301000,11.063826
2013-01-30_0700_US_KABC_KABC_7_News_at_11PM_main,2013013007,KABC KABC 7 News at 11PM,KABC,1359529201000,11.063826
2013-01-30_0600_US_KTLA_Prime_News_at_10PM_main,2013013006,KTLA Prime News at 10PM,KTLA,1359525601000,15.646612
2013-01-30_0200_US_KABC_Eyewitness_News_6PM_main,2013013002,KABC Eyewitness News 6PM,KABC,1359511201000,22.127651
2013-01-29_0700_US_KNBC_Channel_4_News_at_11PM_main,2013012907,KNBC Channel 4 News at 11PM,KNBC,1359442801000,11.063826
2013-01-29_0600_US_KTLA_Prime_News_at_10PM_main,2013012906,KTLA Prime News at 10PM,KTLA,1359439201000,11.063826
2013-01-29_0200_US_KABC_Eyewitness_News_6PM_main,2013012902,KABC Eyewitness News 6PM,KABC,1359424801000,15.646612
2013-01-28_0700_US_KNBC_Channel_4_News_at_11PM_main,2013012807,KNBC Channel 4 News at 11PM,KNBC,1359356401000,27.100729
2013-01-28_0700_US_KABC_Eyewitness_News_11PM_main,2013012807,KABC Eyewitness News 11PM,KABC,1359356401000,15.646612
2013-01-28_0200_US_KABC_Eyewitness_News_6PM_main,2013012802,KABC Eyewitness News 6PM,KABC,1359338401000,15.646612
2013-01-27_1400_US_KCBS_KCBS_2_News_Sunday_Morning_main,2013012714,KCBS KCBS 2 News Sunday Morning,KCBS,1359295201000,24.739466
2013-01-27_0700_US_KNBC_KNBC_4_News_at_11PM_main,2013012707,KNBC KNBC 4 News at 11PM,KNBC,1359270001000,29.272131
2013-01-27_0700_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013012707,KABC KABC Eyewitness News at 11PM,KABC,1359270001000,22.127651
2013-01-27_0700_US_KCBS_KCBS_2_News_at_11PM_main,2013012707,KCBS KCBS 2 News at 11PM,KCBS,1359270001000,15.646612
2013-01-27_0200_US_KNBC_KNBC_Channel_4_News_Saturday_main,2013012702,KNBC KNBC Channel 4 News Saturday,KNBC,1359252001000,11.063826
2013-01-27_0000_US_KABC_Eyewitness_News_4PM_main,2013012700,KABC Eyewitness News 4PM,KABC,1359244801000,15.646612
2013-01-26_0600_US_KTLA_Prime_News_at_10PM_main,2013012606,KTLA Prime News at 10PM,KTLA,1359180001000,15.646612
2013-01-26_0200_US_KNBC_Channel_4_News_main,2013012602,KNBC Channel 4 News,KNBC,1359165601000,11.063826
2013-01-25_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013012507,KMEX Noticiero Univision Ultima Hora,KMEX,1359099001000,11.063826
2013-01-25_0700_US_KABC_KABC_7_News_at_11PM_main,2013012507,KABC KABC 7 News at 11PM,KABC,1359097201000,22.127651
2013-01-25_0700_US_KNBC_Channel_4_News_at_11PM_main,2013012507,KNBC Channel 4 News at 11PM,KNBC,1359097201000,19.163107
2013-01-25_0700_US_KCBS_CBS_2_News_at_11PM_main,2013012507,KCBS CBS 2 News at 11PM,KCBS,1359097201000,15.646612
2013-01-25_0600_US_KTLA_Prime_News_at_10PM_main,2013012506,KTLA Prime News at 10PM,KTLA,1359093601000,22.127651
2013-01-25_0600_US_KTTV-FOX_Ten_OClock_News_main,2013012506,KTTV-FOX Ten OClock News,KTTV-FOX,1359093601000,19.163107
2013-01-25_0200_US_KCBS_CBS_2_News_at_6_main,2013012502,KCBS CBS 2 News at 6,KCBS,1359079201000,15.646612
2013-01-24_0700_US_KABC_KABC_7_News_at_11PM_main,2013012407,KABC KABC 7 News at 11PM,KABC,1359010802000,11.063826
2013-01-24_0600_US_KTLA_Prime_News_at_10PM_main,2013012406,KTLA Prime News at 10PM,KTLA,1359007202000,11.063826
2013-01-24_0200_US_KABC_Eyewitness_News_6PM_main,2013012402,KABC Eyewitness News 6PM,KABC,1358992801000,11.063826
2013-01-24_0100_US_KABC_Eyewitness_News_5PM_main,2013012401,KABC Eyewitness News 5PM,KABC,1358989201000,19.163107
2013-01-23_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013012307,KMEX Noticiero Univision Ultima Hora,KMEX,1358926201000,11.063826
2013-01-23_0700_US_KNBC_Channel_4_News_at_11PM_main,2013012307,KNBC Channel 4 News at 11PM,KNBC,1358924402000,29.272131
2013-01-23_0700_US_KABC_KABC_7_News_at_11PM_main,2013012307,KABC KABC 7 News at 11PM,KABC,1358924401000,27.100729
2013-01-23_0700_US_KCBS_CBS_2_News_at_11PM_main,2013012307,KCBS CBS 2 News at 11PM,KCBS,1358924401000,22.127651
2013-01-23_0600_US_KTTV-FOX_Ten_OClock_News_main,2013012306,KTTV-FOX Ten OClock News,KTTV-FOX,1358920802000,15.646612
2013-01-23_0600_US_KTLA_Prime_News_at_10PM_main,2013012306,KTLA Prime News at 10PM,KTLA,1358920801000,24.739466
2013-01-23_0200_US_KCBS_CBS_2_News_at_6_main,2013012302,KCBS CBS 2 News at 6,KCBS,1358906401000,24.739466
2013-01-23_0200_US_KABC_Eyewitness_News_6PM_main,2013012302,KABC Eyewitness News 6PM,KABC,1358906401000,19.163107
2013-01-23_0200_US_KNBC_Channel_4_News_main,2013012302,KNBC Channel 4 News,KNBC,1358906401000,11.063826
2013-01-23_0100_US_KABC_Eyewitness_News_5PM_main,2013012301,KABC Eyewitness News 5PM,KABC,1358902801000,33.191475
2013-01-22_0735_US_KABC_Jimmy_Kimmel_Live_main,2013012207,KABC Jimmy Kimmel Live,KABC,1358840102000,11.063826
2013-01-22_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013012207,KMEX Noticiero Univision Ultima Hora,KMEX,1358839801000,11.063826
2013-01-22_0700_US_KABC_KABC_7_News_at_11PM_main,2013012207,KABC KABC 7 News at 11PM,KABC,1358838001000,27.100729
2013-01-22_0700_US_KCBS_CBS_2_News_at_11PM_main,2013012207,KCBS CBS 2 News at 11PM,KCBS,1358838001000,27.100729
2013-01-22_0600_US_KTLA_Prime_News_at_10PM_main,2013012206,KTLA Prime News at 10PM,KTLA,1358834401000,27.100729
2013-01-22_0600_US_KTTV-FOX_Ten_OClock_News_main,2013012206,KTTV-FOX Ten OClock News,KTTV-FOX,1358834401000,24.739466
2013-01-22_0200_US_KABC_Eyewitness_News_6PM_main,2013012202,KABC Eyewitness News 6PM,KABC,1358820001000,31.293224
2013-01-22_0200_US_KCBS_CBS_2_News_at_6_main,2013012202,KCBS CBS 2 News at 6,KCBS,1358820001000,29.272131
2013-01-22_0200_US_KMEX_Noticias_34_main,2013012202,KMEX Noticias 34,KMEX,1358820001000,19.163107
2013-01-22_0200_US_KNBC_Channel_4_News_main,2013012202,KNBC Channel 4 News,KNBC,1358820001000,11.063826
2013-01-22_0100_US_KABC_Eyewitness_News_5PM_main,2013012201,KABC Eyewitness News 5PM,KABC,1358816401000,31.293224
2013-01-20_1400_US_KCBS_KCBS_2_News_Sunday_Morning_main,2013012014,KCBS KCBS 2 News Sunday Morning,KCBS,1358690401000,22.127651
2013-01-20_0700_US_KNBC_KNBC_4_News_at_11PM_main,2013012007,KNBC KNBC 4 News at 11PM,KNBC,1358665201000,22.127651
2013-01-20_0700_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013012007,KABC KABC Eyewitness News at 11PM,KABC,1358665201000,15.646612
2013-01-20_0700_US_KCBS_KCBS_2_News_at_11PM_main,2013012007,KCBS KCBS 2 News at 11PM,KCBS,1358665201000,15.646612
2013-01-20_0200_US_KABC_Eyewitness_News_6PM_main,2013012002,KABC Eyewitness News 6PM,KABC,1358647202000,11.063826
2013-01-20_0100_US_KCBS_CBS_2_News_at_5_main,2013012001,KCBS CBS 2 News at 5,KCBS,1358643601000,11.063826
2013-01-19_0600_US_KTLA_Prime_News_at_10PM_main,2013011906,KTLA Prime News at 10PM,KTLA,1358575201000,15.646612
2013-01-19_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011906,KTTV-FOX Ten OClock News,KTTV-FOX,1358575201000,11.063826
2013-01-19_0200_US_KABC_Eyewitness_News_6PM_main,2013011902,KABC Eyewitness News 6PM,KABC,1358560801000,22.127651
2013-01-19_0200_US_KMEX_Noticias_34_main,2013011902,KMEX Noticias 34,KMEX,1358560801000,11.063826
2013-01-18_2200_US_CNN_Situation_Room_main,2013011822,CNN Situation Room,CNN,1358546401000,11.063826
2013-01-18_1700_US_KNBC_Today_Show_main,2013011817,KNBC Today Show,KNBC,1358528401000,11.063826
2013-01-18_0700_US_KNBC_Channel_4_News_at_11PM_main,2013011807,KNBC Channel 4 News at 11PM,KNBC,1358492401000,22.127651
2013-01-18_0700_US_KCBS_CBS_2_News_at_11PM_main,2013011807,KCBS CBS 2 News at 11PM,KCBS,1358492401000,19.163107
2013-01-18_0600_US_KTLA_Prime_News_at_10PM_main,2013011806,KTLA Prime News at 10PM,KTLA,1358488801000,19.163107
2013-01-18_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011806,KTTV-FOX Ten OClock News,KTTV-FOX,1358488801000,15.646612
2013-01-18_0200_US_KNBC_Channel_4_News_main,2013011802,KNBC Channel 4 News,KNBC,1358474401000,15.646612
2013-01-18_0200_US_KCBS_CBS_2_News_at_6_main,2013011802,KCBS CBS 2 News at 6,KCBS,1358474401000,11.063826
2013-01-18_0100_US_KABC_Eyewitness_News_5PM_main,2013011801,KABC Eyewitness News 5PM,KABC,1358470801000,15.646612
2013-01-17_0600_US_KTLA_Prime_News_at_10PM_main,2013011706,KTLA Prime News at 10PM,KTLA,1358402401000,11.063826
2013-01-17_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011706,KTTV-FOX Ten OClock News,KTTV-FOX,1358402401000,11.063826
2013-01-16_0700_US_KNBC_Channel_4_News_at_11PM_main,2013011607,KNBC Channel 4 News at 11PM,KNBC,1358319602000,22.127651
2013-01-16_0700_US_KCBS_CBS_2_News_at_11PM_main,2013011607,KCBS CBS 2 News at 11PM,KCBS,1358319601000,22.127651
2013-01-16_0700_US_KABC_KABC_7_News_at_11PM_main,2013011607,KABC KABC 7 News at 11PM,KABC,1358319601000,11.063826
2013-01-16_0600_US_KTLA_Prime_News_at_10PM_main,2013011606,KTLA Prime News at 10PM,KTLA,1358316001000,27.100729
2013-01-16_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011606,KTTV-FOX Ten OClock News,KTTV-FOX,1358316001000,19.163107
2013-01-16_0200_US_KNBC_Channel_4_News_main,2013011602,KNBC Channel 4 News,KNBC,1358301601000,15.646612
2013-01-16_0100_US_KABC_Eyewitness_News_5PM_main,2013011601,KABC Eyewitness News 5PM,KABC,1358298001000,15.646612
2013-01-15_1700_US_KABC_Live_With_Regis_and_Kelly_main,2013011517,KABC Live With Regis and Kelly,KABC,1358269201000,11.063826
2013-01-15_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013011507,KMEX Noticiero Univision Ultima Hora,KMEX,1358235001000,15.646612
2013-01-15_0700_US_KABC_KABC_7_News_at_11PM_main,2013011507,KABC KABC 7 News at 11PM,KABC,1358233201000,22.127651
2013-01-15_0700_US_KCBS_CBS_2_News_at_11PM_main,2013011507,KCBS CBS 2 News at 11PM,KCBS,1358233201000,22.127651
2013-01-15_0700_US_KNBC_Channel_4_News_at_11PM_main,2013011507,KNBC Channel 4 News at 11PM,KNBC,1358233201000,22.127651
2013-01-15_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011506,KTTV-FOX Ten OClock News,KTTV-FOX,1358229601000,19.163107
2013-01-15_0600_US_KTLA_Prime_News_at_10PM_main,2013011506,KTLA Prime News at 10PM,KTLA,1358229601000,15.646612
2013-01-15_0200_US_KABC_Eyewitness_News_6PM_main,2013011502,KABC Eyewitness News 6PM,KABC,1358215201000,15.646612
2013-01-15_0200_US_KNBC_Channel_4_News_main,2013011502,KNBC Channel 4 News,KNBC,1358215201000,11.063826
2013-01-14_0358_US_WOIO_19_Action_News_at_Eleven_main,2013011403,WOIO 19 Action News at Eleven,WOIO,1358135880000,11.063826
2013-01-14_0200_US_KABC_Eyewitness_News_6PM_main,2013011402,KABC Eyewitness News 6PM,KABC,1358128801000,11.063826
2013-01-13_1400_US_KCBS_KCBS_2_News_Sunday_Morning_main,2013011314,KCBS KCBS 2 News Sunday Morning,KCBS,1358085601000,22.127651
2013-01-13_0700_US_KABC_KABC_Eyewitness_News_at_11PM_main,2013011307,KABC KABC Eyewitness News at 11PM,KABC,1358060402000,19.163107
2013-01-13_0700_US_KNBC_KNBC_4_News_at_11PM_main,2013011307,KNBC KNBC 4 News at 11PM,KNBC,1358060401000,24.739466
2013-01-13_0700_US_KCBS_KCBS_2_News_at_11PM_main,2013011307,KCBS KCBS 2 News at 11PM,KCBS,1358060401000,19.163107
2013-01-13_0200_US_KABC_Eyewitness_News_6PM_main,2013011302,KABC Eyewitness News 6PM,KABC,1358042401000,24.739466
2013-01-13_0000_US_KABC_Eyewitness_News_4PM_main,2013011300,KABC Eyewitness News 4PM,KABC,1358035201000,27.100729
2013-01-12_0600_US_KTLA_Prime_News_at_10PM_main,2013011206,KTLA Prime News at 10PM,KTLA,1357970401000,24.739466
2013-01-12_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011206,KTTV-FOX Ten OClock News,KTTV-FOX,1357970401000,11.063826
2013-01-12_0100_US_KABC_Eyewitness_News_5PM_main,2013011201,KABC Eyewitness News 5PM,KABC,1357952401000,11.063826
2013-01-11_0735_US_KABC_Jimmy_Kimmel_Live_main,2013011107,KABC Jimmy Kimmel Live,KABC,1357889701000,34.98689
2013-01-11_0700_US_KABC_KABC_7_News_at_11PM_main,2013011107,KABC KABC 7 News at 11PM,KABC,1357887601000,15.646612
2013-01-11_0700_US_KCBS_CBS_2_News_at_11PM_main,2013011107,KCBS CBS 2 News at 11PM,KCBS,1357887601000,15.646612
2013-01-11_0600_US_KTTV-FOX_Ten_OClock_News_main,2013011106,KTTV-FOX Ten OClock News,KTTV-FOX,1357884001000,11.063826
2013-01-11_0200_US_KCBS_CBS_2_News_at_6_main,2013011102,KCBS CBS 2 News at 6,KCBS,1357869601000,22.127651
2013-01-11_0200_US_KABC_Eyewitness_News_6PM_main,2013011102,KABC Eyewitness News 6PM,KABC,1357869601000,11.063826
2013-01-11_0100_US_KABC_Eyewitness_News_5PM_main,2013011101,KABC Eyewitness News 5PM,KABC,1357866001000,11.063826
2013-01-10_0735_US_KABC_Jimmy_Kimmel_Live_main,2013011007,KABC Jimmy Kimmel Live,KABC,1357803301000,11.063826
2013-01-10_0730_US_KMEX_Noticiero_Univision_Ultima_Hora_main,2013011007,KMEX Noticiero Univision Ultima Hora,KMEX,1357803001000,15.646612
2013-01-10_0700_US_KABC_KABC_7_News_at_11PM_main,2013011007,KABC KABC 7 News at 11PM,KABC,1357801201000,24.739466
2013-01-10_0700_US_KCBS_CBS_2_News_at_11PM_main,2013011007,KCBS CBS 2 News at 11PM,KCBS,1357801201000,24.739466
2013-01-10_0700_US_KNBC_Channel_4_News_at_11PM_main,2013011007,KNBC Channel 4 News at 11PM,KNBC,1357801201000,22.127651
2013-01-10_0700_US_KMEX_Noticias_34_main,2013011007,KMEX Noticias 34,KMEX,1357801201000,11.063826
2013-01-10_0600_US_KTLA_Prime_News_at_10PM_main,2013011006,KTLA Prime News at 10PM,KTLA,1357797601000,22.127651
2013-01-10_0200_US_KABC_Eyewitness_News_6PM_main,2013011002,KABC Eyewitness News 6PM,KABC,1357783201000,22.127651
2013-01-10_0200_US_KCBS_CBS_2_News_at_6_main,2013011002,KCBS CBS 2 News at 6,KCBS,1357783201000,22.127651
2013-01-10_0200_US_KNBC_Channel_4_News_main,2013011002,KNBC Channel 4 News,KNBC,1357783201000,15.646612
2013-01-09_0802_US_KABC_Jimmy_Kimmel_Live_main,2013010908,KABC Jimmy Kimmel Live,KABC,1357718521000,11.063826
2013-01-09_0735_US_KABC_Jimmy_Kimmel_Live_main,2013010907,KABC Jimmy Kimmel Live,KABC,1357716902000,15.646612
