id,md_datetime_utc_start_hour,md_network_series_tok,md_network_tok,md_datetime_utc_start,score
2017-03-17_0600_US_KCBS_CBS_2_News_at_11PM_main,2017031706,KCBS CBS 2 News at 11PM,KCBS,1489730402000,15.646612
2017-03-17_0600_US_KMEX_Noticias_34_Edición_Nocturna_main,2017031706,KMEX Noticias 34 Edición Nocturna,KMEX,1489730401000,11.063826
2017-03-17_0600_US_KNBC_NBC_4_News_at_11pm_main,2017031706,KNBC NBC 4 News at 11pm,KNBC,1489730401000,11.063826
2017-03-17_0500_US_KTLA_KTLA_5_News_at_10_main,2017031705,KTLA KTLA 5 News at 10,KTLA,1489726802000,15.646612
2017-03-17_0100_US_KABC_Eyewitness_News_6PM_main,2017031701,KABC Eyewitness News 6PM,KABC,1489712402000,11.063826
2017-03-17_0100_US_KNBC_NBC_4_News_at_6pm_main,2017031701,KNBC NBC 4 News at 6pm,KNBC,1489712402000,11.063826
2017-03-17_0000_US_KABC_Eyewitness_News_5PM_main,2017031700,KABC Eyewitness News 5PM,KABC,1489708801000,11.063826
2017-03-16_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017031613,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1489669202000,15.646612
2017-03-16_0600_US_KCBS_CBS_2_News_at_11PM_main,2017031606,KCBS CBS 2 News at 11PM,KCBS,1489644001000,19.163107
2017-03-16_0600_US_KABC_Eyewitness_News_11PM_main,2017031606,KABC Eyewitness News 11PM,KABC,1489644001000,19.163107
2017-03-16_0600_US_KNBC_NBC_4_News_at_11pm_main,2017031606,KNBC NBC 4 News at 11pm,KNBC,1489644001000,15.646612
2017-03-16_0500_US_KTLA_KTLA_5_News_at_10_main,2017031605,KTLA KTLA 5 News at 10,KTLA,1489640401000,15.646612
2017-03-16_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017031605,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1489640401000,11.063826
2017-03-16_0100_US_KCBS_CBS_2_News_at_6PM_main,2017031601,KCBS CBS 2 News at 6PM,KCBS,1489626002000,15.646612
2017-03-16_0100_US_KNBC_NBC_4_News_at_6pm_main,2017031601,KNBC NBC 4 News at 6pm,KNBC,1489626002000,11.063826
2017-03-16_0000_US_KABC_Eyewitness_News_5PM_main,2017031600,KABC Eyewitness News 5PM,KABC,1489622401000,11.063826
2017-03-15_1300_US_KNBC_Today_in_LA_main,2017031513,KNBC Today in LA,KNBC,1489582801000,27.100729
2017-03-15_0100_US_KABC_Eyewitness_News_6PM_main,2017031501,KABC Eyewitness News 6PM,KABC,1489539602000,11.063826
2017-03-14_1300_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017031413,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1489496402000,15.646612
2017-03-14_0737_US_KCBS_The_Late_Late_Show_With_James_Corden_main,2017031407,KCBS The Late Late Show With James Corden,KCBS,1489477021000,15.646612
2017-03-14_0600_US_KABC_Eyewitness_News_11PM_main,2017031406,KABC Eyewitness News 11PM,KABC,1489471201000,31.293224
2017-03-14_0600_US_KCBS_CBS_2_News_at_11PM_main,2017031406,KCBS CBS 2 News at 11PM,KCBS,1489471201000,19.163107
2017-03-14_0600_US_KNBC_NBC_4_News_at_11pm_main,2017031406,KNBC NBC 4 News at 11pm,KNBC,1489471201000,11.063826
2017-03-14_0500_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017031405,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1489467602000,15.646612
2017-03-14_0500_US_KTLA_KTLA_5_News_at_10_main,2017031405,KTLA KTLA 5 News at 10,KTLA,1489467601000,15.646612
2017-03-14_0100_US_KABC_Eyewitness_News_6PM_main,2017031401,KABC Eyewitness News 6PM,KABC,1489453202000,11.063826
2017-03-14_0100_US_KNBC_NBC_4_News_at_6pm_main,2017031401,KNBC NBC 4 News at 6pm,KNBC,1489453202000,11.063826
2017-03-14_0000_US_KABC_Eyewitness_News_5PM_main,2017031400,KABC Eyewitness News 5PM,KABC,1489449601000,11.063826
2017-03-12_1300_US_KCBS_CBS_2_News_Sunday_main,2017031213,KCBS CBS 2 News Sunday,KCBS,1489323602000,19.163107
2017-03-12_0700_US_KNBC_NBC_4_News_at_11pm_main,2017031207,KNBC NBC 4 News at 11pm,KNBC,1489302002000,15.646612
2017-03-12_0700_US_KABC_Eyewitness_News_11PM_main,2017031207,KABC Eyewitness News 11PM,KABC,1489302001000,15.646612
2017-03-12_0400_US_KCAL_KCAL_9_News_at_8PM_main,2017031204,KCAL KCAL 9 News at 8PM,KCAL,1489291201000,15.646612
2017-03-12_0200_US_KNBC_NBC_4_News_main,2017031202,KNBC NBC 4 News,KNBC,1489284001000,24.739466
2017-03-12_0200_US_KCBS_CBS_2_News_at_6PM_main,2017031202,KCBS CBS 2 News at 6PM,KCBS,1489284001000,22.127651
2017-03-12_0000_US_KABC_Eyewitness_News_4PM_main,2017031200,KABC Eyewitness News 4PM,KABC,1489276801000,22.127651
2017-03-10_0837_US_KNBC_Late_Night_With_Seth_Meyers_main,2017031008,KNBC Late Night With Seth Meyers,KNBC,1489135021000,11.063826
2017-03-10_0700_US_KCBS_CBS_2_News_at_11PM_main,2017031007,KCBS CBS 2 News at 11PM,KCBS,1489129201000,19.163107
2017-03-10_0700_US_KABC_Eyewitness_News_11PM_main,2017031007,KABC Eyewitness News 11PM,KABC,1489129201000,15.646612
2017-03-10_0600_US_KTLA_KTLA_5_News_at_10_main,2017031006,KTLA KTLA 5 News at 10,KTLA,1489125602000,19.163107
2017-03-10_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017031006,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1489125601000,11.063826
2017-03-10_0200_US_KNBC_NBC_4_News_at_6pm_main,2017031002,KNBC NBC 4 News at 6pm,KNBC,1489111201000,19.163107
2017-03-09_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017030914,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1489068001000,11.063826
2017-03-09_0700_US_KABC_Eyewitness_News_11PM_main,2017030907,KABC Eyewitness News 11PM,KABC,1489042801000,24.739466
2017-03-09_0700_US_KCBS_CBS_2_News_at_11PM_main,2017030907,KCBS CBS 2 News at 11PM,KCBS,1489042801000,22.127651
2017-03-09_0700_US_KNBC_NBC_4_News_at_11pm_main,2017030907,KNBC NBC 4 News at 11pm,KNBC,1489042801000,22.127651
2017-03-09_0600_US_KTLA_KTLA_5_News_at_10_main,2017030906,KTLA KTLA 5 News at 10,KTLA,1489039201000,15.646612
2017-03-09_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017030906,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1489039201000,15.646612
2017-03-09_0100_US_KNBC_NBC_4_News_at_5pm_main,2017030901,KNBC NBC 4 News at 5pm,KNBC,1489021202000,11.063826
2017-03-09_0000_US_KNBC_NBC_4_News_at_4pm_main,2017030900,KNBC NBC 4 News at 4pm,KNBC,1489017605000,15.646612
2017-03-08_1900_US_KNBC_NBC_4_News_at_11am_main,2017030819,KNBC NBC 4 News at 11am,KNBC,1488999601000,11.063826
2017-03-07_0700_US_KABC_Eyewitness_News_11PM_main,2017030707,KABC Eyewitness News 11PM,KABC,1488870002000,24.739466
2017-03-07_0700_US_KCBS_CBS_2_News_at_11PM_main,2017030707,KCBS CBS 2 News at 11PM,KCBS,1488870001000,31.293224
2017-03-07_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017030706,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1488866401000,24.739466
2017-03-07_0600_US_KTLA_KTLA_5_News_at_10_main,2017030706,KTLA KTLA 5 News at 10,KTLA,1488866401000,22.127651
2017-03-07_0200_US_KNBC_NBC_4_News_at_6pm_main,2017030702,KNBC NBC 4 News at 6pm,KNBC,1488852004000,11.063826
2017-03-07_0200_US_KCBS_CBS_2_News_at_6PM_main,2017030702,KCBS CBS 2 News at 6PM,KCBS,1488852002000,19.163107
2017-03-07_0200_US_KMEX_Noticias_34_main,2017030702,KMEX Noticias 34,KMEX,1488852001000,11.063826
2017-03-06_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017030614,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1488808801000,11.063826
2017-03-06_0730_US_KMEX_Noticiero_Univisión_Fin_de_Semana_main,2017030607,KMEX Noticiero Univisión Fin de Semana,KMEX,1488785401000,11.063826
2017-03-06_0130_US_KTTV-FOX_Fox_11_Weekend_News_main,2017030601,KTTV-FOX Fox 11 Weekend News,KTTV-FOX,1488763801000,15.646612
2017-03-05_1400_US_KCBS_CBS_2_News_Sunday_main,2017030514,KCBS CBS 2 News Sunday,KCBS,1488722401000,22.127651
2017-03-05_0700_US_KABC_Eyewitness_News_11PM_main,2017030507,KABC Eyewitness News 11PM,KABC,1488697203000,27.100729
2017-03-05_0700_US_KNBC_NBC_4_News_at_11pm_main,2017030507,KNBC NBC 4 News at 11pm,KNBC,1488697201000,24.739466
2017-03-05_0600_US_KTLA_KTLA_5_News_at_10_main,2017030506,KTLA KTLA 5 News at 10,KTLA,1488693601000,24.739466
2017-03-05_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017030506,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1488693601000,15.646612
2017-03-05_0400_US_KCAL_KCAL_9_News_at_8PM_main,2017030504,KCAL KCAL 9 News at 8PM,KCAL,1488686401000,24.739466
2017-03-05_0000_US_KABC_Eyewitness_News_4PM_main,2017030500,KABC Eyewitness News 4PM,KABC,1488672001000,19.163107
2017-03-04_1200_US_KABC_Good_Morning_America_main,2017030412,KABC Good Morning America,KABC,1488628801000,11.063826
2017-03-04_0700_US_KCBS_CBS_2_News_at_11PM_main,2017030407,KCBS CBS 2 News at 11PM,KCBS,1488610802000,15.646612
2017-03-04_0700_US_KNBC_NBC_4_News_at_11pm_main,2017030407,KNBC NBC 4 News at 11pm,KNBC,1488610801000,27.100729
2017-03-04_0700_US_KABC_Eyewitness_News_11PM_main,2017030407,KABC Eyewitness News 11PM,KABC,1488610801000,11.063826
2017-03-04_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017030406,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1488607201000,22.127651
2017-03-04_0600_US_KTLA_KTLA_5_News_at_10_main,2017030406,KTLA KTLA 5 News at 10,KTLA,1488607201000,11.063826
2017-03-04_0200_US_KNBC_NBC_4_News_at_6pm_main,2017030402,KNBC NBC 4 News at 6pm,KNBC,1488592802000,15.646612
2017-03-04_0100_US_KABC_Eyewitness_News_5PM_main,2017030401,KABC Eyewitness News 5PM,KABC,1488589202000,15.646612
2017-03-03_0700_US_KABC_Eyewitness_News_11PM_main,2017030307,KABC Eyewitness News 11PM,KABC,1488524401000,11.063826
2017-03-03_0200_US_KABC_Eyewitness_News_6PM_main,2017030302,KABC Eyewitness News 6PM,KABC,1488506401000,11.063826
2017-03-03_0100_US_KABC_Eyewitness_News_5PM_main,2017030301,KABC Eyewitness News 5PM,KABC,1488502803000,11.063826
2017-03-02_1500_US_KNBC_Today_main,2017030215,KNBC Today,KNBC,1488466801000,11.063826
2017-03-02_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017030214,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1488463201000,19.163107
2017-03-02_0700_US_KABC_Eyewitness_News_11PM_main,2017030207,KABC Eyewitness News 11PM,KABC,1488438001000,24.739466
2017-03-02_0700_US_KCBS_CBS_2_News_at_11PM_main,2017030207,KCBS CBS 2 News at 11PM,KCBS,1488438001000,19.163107
2017-03-02_0700_US_KNBC_NBC_4_News_at_11pm_main,2017030207,KNBC NBC 4 News at 11pm,KNBC,1488438001000,11.063826
2017-03-02_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017030206,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1488434402000,22.127651
2017-03-02_0600_US_KTLA_KTLA_5_News_at_10_main,2017030206,KTLA KTLA 5 News at 10,KTLA,1488434401000,24.739466
2017-03-02_0200_US_KABC_Eyewitness_News_6PM_main,2017030202,KABC Eyewitness News 6PM,KABC,1488420003000,15.646612
2017-03-02_0200_US_KNBC_NBC_4_News_at_6pm_main,2017030202,KNBC NBC 4 News at 6pm,KNBC,1488420002000,11.063826
2017-03-02_0100_US_KABC_Eyewitness_News_5PM_main,2017030201,KABC Eyewitness News 5PM,KABC,1488416401000,15.646612
2017-03-01_0735_US_KABC_Jimmy_Kimmel_Live_main,2017030107,KABC Jimmy Kimmel Live,KABC,1488353701000,19.163107
2017-02-27_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017022714,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1488204001000,24.739466
2017-02-27_1000_US_MSNBC_First_Look_main,2017022710,MSNBC First Look,MSNBC,1488189601000,11.063826
2017-02-27_0702_US_KABC_Eyewitness_News_11PM_main,2017022707,KABC Eyewitness News 11PM,KABC,1488178921000,15.646612
2017-02-27_0700_US_KNBC_NBC_4_News_at_11pm_main,2017022707,KNBC NBC 4 News at 11pm,KNBC,1488178801000,15.646612
2017-02-27_0600_US_KTLA_KTLA_5_News_at_10_main,2017022706,KTLA KTLA 5 News at 10,KTLA,1488175202000,19.163107
2017-02-27_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017022706,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1488175201000,27.100729
2017-02-27_0400_US_KCAL_KCAL_9_News_at_8PM_main,2017022704,KCAL KCAL 9 News at 8PM,KCAL,1488168001000,11.063826
2017-02-27_0200_US_KCBS_CBS_2_News_at_6PM_main,2017022702,KCBS CBS 2 News at 6PM,KCBS,1488160802000,11.063826
2017-02-27_0200_US_KNBC_NBC_4_News_main,2017022702,KNBC NBC 4 News,KNBC,1488160802000,11.063826
2017-02-26_0000_US_KABC_Eyewitness_News_4PM_main,2017022600,KABC Eyewitness News 4PM,KABC,1488067201000,11.063826
2017-02-25_1500_US_KCAL_KCAL_9_News_Saturday_main,2017022515,KCAL KCAL 9 News Saturday,KCAL,1488034801000,19.163107
2017-02-25_0700_US_KCBS_CBS_2_News_at_11PM_main,2017022507,KCBS CBS 2 News at 11PM,KCBS,1488006002000,22.127651
2017-02-25_0700_US_KABC_Eyewitness_News_11PM_main,2017022507,KABC Eyewitness News 11PM,KABC,1488006002000,19.163107
2017-02-25_0700_US_KMEX_Noticias_34_Edición_Nocturna_main,2017022507,KMEX Noticias 34 Edición Nocturna,KMEX,1488006002000,11.063826
2017-02-25_0700_US_KNBC_NBC_4_News_at_11pm_main,2017022507,KNBC NBC 4 News at 11pm,KNBC,1488006001000,22.127651
2017-02-25_0600_US_KTLA_KTLA_5_News_at_10_main,2017022506,KTLA KTLA 5 News at 10,KTLA,1488002401000,27.100729
2017-02-25_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017022506,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1488002401000,11.063826
2017-02-25_0200_US_KNBC_NBC_4_News_at_6pm_main,2017022502,KNBC NBC 4 News at 6pm,KNBC,1487988002000,24.739466
2017-02-25_0200_US_KCBS_CBS_2_News_at_6PM_main,2017022502,KCBS CBS 2 News at 6PM,KCBS,1487988002000,15.646612
2017-02-25_0100_US_KABC_Eyewitness_News_5PM_main,2017022501,KABC Eyewitness News 5PM,KABC,1487984402000,22.127651
2017-02-24_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017022414,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1487944803000,22.127651
2017-02-24_1400_US_HLN_Morning_Express_With_Robin_Meade_main,2017022414,HLN Morning Express With Robin Meade,HLN,1487944802000,11.063826
2017-02-24_1300_US_HLN_Morning_Express_With_Robin_Meade_main,2017022413,HLN Morning Express With Robin Meade,HLN,1487941201000,11.063826
2017-02-24_1000_US_MSNBC_First_Look_main,2017022410,MSNBC First Look,MSNBC,1487930401000,15.646612
2017-02-24_0837_US_KNBC_Late_Night_With_Seth_Meyers_main,2017022408,KNBC Late Night With Seth Meyers,KNBC,1487925421000,11.063826
2017-02-24_0700_US_KCBS_CBS_2_News_at_11PM_main,2017022407,KCBS CBS 2 News at 11PM,KCBS,1487919601000,27.100729
2017-02-24_0700_US_KNBC_NBC_4_News_at_11pm_main,2017022407,KNBC NBC 4 News at 11pm,KNBC,1487919601000,15.646612
2017-02-24_0700_US_KABC_Eyewitness_News_11PM_main,2017022407,KABC Eyewitness News 11PM,KABC,1487919601000,15.646612
2017-02-24_0700_US_KMEX_Noticias_34_Edición_Nocturna_main,2017022407,KMEX Noticias 34 Edición Nocturna,KMEX,1487919601000,11.063826
2017-02-24_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017022406,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1487916001000,24.739466
2017-02-24_0600_US_KTLA_KTLA_5_News_at_10_main,2017022406,KTLA KTLA 5 News at 10,KTLA,1487916001000,15.646612
2017-02-24_0200_US_KABC_Eyewitness_News_6PM_main,2017022402,KABC Eyewitness News 6PM,KABC,1487901602000,11.063826
2017-02-24_0200_US_KCBS_CBS_2_News_at_6PM_main,2017022402,KCBS CBS 2 News at 6PM,KCBS,1487901602000,11.063826
2017-02-24_0200_US_KNBC_NBC_4_News_at_6pm_main,2017022402,KNBC NBC 4 News at 6pm,KNBC,1487901601000,11.063826
2017-02-24_0100_US_KABC_Eyewitness_News_5PM_main,2017022401,KABC Eyewitness News 5PM,KABC,1487898002000,11.063826
2017-02-23_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017022314,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1487858402000,11.063826
2017-02-23_1300_US_KNBC_Today_in_LA_main,2017022313,KNBC Today in LA,KNBC,1487854804000,15.646612
2017-02-23_1230_US_KNBC_Today_in_LA_main,2017022312,KNBC Today in LA,KNBC,1487853001000,15.646612
2017-02-23_0600_US_KTLA_KTLA_5_News_at_10_main,2017022306,KTLA KTLA 5 News at 10,KTLA,1487829601000,15.646612
2017-02-23_0200_US_KNBC_NBC_4_News_at_6pm_main,2017022302,KNBC NBC 4 News at 6pm,KNBC,1487815201000,11.063826
2017-02-23_0100_US_KABC_Eyewitness_News_5PM_main,2017022301,KABC Eyewitness News 5PM,KABC,1487811601000,11.063826
2017-02-22_2000_US_MSNBC_MSNBC_Live_With_Kate_Snow_main,2017022220,MSNBC MSNBC Live With Kate Snow,MSNBC,1487793601000,15.646612
2017-02-22_0600_US_KTLA_KTLA_5_News_at_10_main,2017022206,KTLA KTLA 5 News at 10,KTLA,1487743201000,11.063826
2017-02-21_0700_US_KABC_Eyewitness_News_11PM_main,2017022107,KABC Eyewitness News 11PM,KABC,1487660401000,11.063826
2017-02-21_0600_US_KTLA_KTLA_5_News_at_10_main,2017022106,KTLA KTLA 5 News at 10,KTLA,1487656801000,19.163107
2017-02-20_0700_US_KNBC_NBC_4_News_at_11pm_main,2017022007,KNBC NBC 4 News at 11pm,KNBC,1487574001000,11.063826
2017-02-20_0400_US_KCAL_KCAL_9_News_at_8PM_main,2017022004,KCAL KCAL 9 News at 8PM,KCAL,1487563206000,11.063826
2017-02-19_0600_US_KTLA_KTLA_5_News_at_10_main,2017021906,KTLA KTLA 5 News at 10,KTLA,1487484001000,15.646612
2017-02-18_0600_US_KTLA_KTLA_5_News_at_10_main,2017021806,KTLA KTLA 5 News at 10,KTLA,1487397601000,11.063826
2017-02-17_2200_US_MSNBC_MTP_Daily_main,2017021722,MSNBC MTP Daily,MSNBC,1487368801000,15.646612
2017-02-17_0700_US_KABC_Eyewitness_News_11PM_main,2017021707,KABC Eyewitness News 11PM,KABC,1487314801000,15.646612
2017-02-17_0330_US_KCBS_Entertainment_Tonight_main,2017021703,KCBS Entertainment Tonight,KCBS,1487302201000,11.063826
2017-02-17_0300_US_KNBC_Extra_main,2017021703,KNBC Extra,KNBC,1487300401000,11.063826
2017-02-17_0200_US_KABC_Eyewitness_News_6PM_main,2017021702,KABC Eyewitness News 6PM,KABC,1487296801000,11.063826
2017-02-16_2000_US_KCAL_KCAL_9_News_at_12PM_main,2017021620,KCAL KCAL 9 News at 12PM,KCAL,1487275201000,11.063826
2017-02-16_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017021614,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1487253601000,11.063826
2017-02-16_0700_US_KABC_Eyewitness_News_11PM_main,2017021607,KABC Eyewitness News 11PM,KABC,1487228402000,27.100729
2017-02-16_0700_US_KCBS_CBS_2_News_at_11PM_main,2017021607,KCBS CBS 2 News at 11PM,KCBS,1487228402000,11.063826
2017-02-16_0700_US_KNBC_NBC_4_News_at_11pm_main,2017021607,KNBC NBC 4 News at 11pm,KNBC,1487228401000,11.063826
2017-02-16_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017021606,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1487224801000,36.69456
2017-02-16_0600_US_KTLA_KTLA_5_News_at_10_main,2017021606,KTLA KTLA 5 News at 10,KTLA,1487224801000,22.127651
2017-02-16_0200_US_KNBC_NBC_4_News_at_6pm_main,2017021602,KNBC NBC 4 News at 6pm,KNBC,1487210401000,19.163107
2017-02-16_0100_US_KABC_Eyewitness_News_5PM_main,2017021601,KABC Eyewitness News 5PM,KABC,1487206802000,15.646612
2017-02-15_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017021514,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1487167201000,11.063826
2017-02-14_1300_US_KNBC_Today_in_LA_main,2017021413,KNBC Today in LA,KNBC,1487077201000,11.063826
2017-02-14_0700_US_KCBS_CBS_2_News_at_11PM_main,2017021407,KCBS CBS 2 News at 11PM,KCBS,1487055602000,19.163107
2017-02-14_0700_US_KABC_Eyewitness_News_11PM_main,2017021407,KABC Eyewitness News 11PM,KABC,1487055602000,11.063826
2017-02-14_0700_US_KNBC_NBC_4_News_at_11pm_main,2017021407,KNBC NBC 4 News at 11pm,KNBC,1487055601000,15.646612
2017-02-14_0600_US_KTLA_KTLA_5_News_at_10_main,2017021406,KTLA KTLA 5 News at 10,KTLA,1487052001000,22.127651
2017-02-14_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017021406,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1487052001000,19.163107
2017-02-14_0200_US_KNBC_NBC_4_News_at_6pm_main,2017021402,KNBC NBC 4 News at 6pm,KNBC,1487037602000,15.646612
2017-02-14_0100_US_KABC_Eyewitness_News_5PM_main,2017021401,KABC Eyewitness News 5PM,KABC,1487034003000,11.063826
2017-02-13_1100_US_CNN_New_Day_With_Chris_Cuomo_and_Alisyn_Camerota_main,2017021311,CNN New Day With Chris Cuomo and Alisyn Camerota,CNN,1486983605000,11.063826
2017-02-13_0700_US_KABC_Eyewitness_News_11PM_main,2017021307,KABC Eyewitness News 11PM,KABC,1486969201000,15.646612
2017-02-13_0600_US_KTLA_KTLA_5_News_at_10_main,2017021306,KTLA KTLA 5 News at 10,KTLA,1486965601000,11.063826
2017-02-13_0500_US_KTLA_KTLA_5_News_Sunday_Edition_main,2017021305,KTLA KTLA 5 News Sunday Edition,KTLA,1486962001000,15.646612
2017-02-12_0700_US_KABC_Eyewitness_News_11PM_main,2017021207,KABC Eyewitness News 11PM,KABC,1486882802000,11.063826
2017-02-12_0700_US_KNBC_NBC_4_News_at_11pm_main,2017021207,KNBC NBC 4 News at 11pm,KNBC,1486882801000,22.127651
2017-02-12_0600_US_KTLA_KTLA_5_News_at_10_main,2017021206,KTLA KTLA 5 News at 10,KTLA,1486879202000,15.646612
2017-02-12_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017021206,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1486879201000,11.063826
2017-02-12_0400_US_KCAL_KCAL_9_News_at_8PM_main,2017021204,KCAL KCAL 9 News at 8PM,KCAL,1486872001000,27.100729
2017-02-12_0200_US_KCBS_CBS_2_News_at_6PM_main,2017021202,KCBS CBS 2 News at 6PM,KCBS,1486864802000,27.100729
2017-02-12_0200_US_KNBC_NBC_4_News_main,2017021202,KNBC NBC 4 News,KNBC,1486864802000,24.739466
2017-02-12_0100_US_KTTV-FOX_Fox_11_Weekend_News_main,2017021201,KTTV-FOX Fox 11 Weekend News,KTTV-FOX,1486861202000,24.739466
2017-02-12_0000_US_KABC_Eyewitness_News_4PM_main,2017021200,KABC Eyewitness News 4PM,KABC,1486857601000,29.272131
2017-02-10_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017021014,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1486735202000,11.063826
2017-02-09_2000_US_KCAL_KCAL_9_News_at_12PM_main,2017020920,KCAL KCAL 9 News at 12PM,KCAL,1486670402000,11.063826
2017-02-09_1900_US_KNBC_NBC_4_News_at_11am_main,2017020919,KNBC NBC 4 News at 11am,KNBC,1486666801000,19.163107
2017-02-09_1500_US_KNBC_Today_main,2017020915,KNBC Today,KNBC,1486652402000,11.063826
2017-02-09_1500_US_KABC_Good_Morning_America_main,2017020915,KABC Good Morning America,KABC,1486652401000,11.063826
2017-02-09_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017020914,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1486648801000,22.127651
2017-02-09_1400_US_FOX-News_Americas_Newsroom_main,2017020914,FOX-News Americas Newsroom,FOX-News,1486648801000,11.063826
2017-02-09_1300_US_KNBC_Today_in_LA_main,2017020913,KNBC Today in LA,KNBC,1486645201000,15.646612
2017-02-09_1230_US_KNBC_Today_in_LA_main,2017020912,KNBC Today in LA,KNBC,1486643402000,19.163107
2017-02-09_0700_US_KCBS_CBS_2_News_at_11PM_main,2017020907,KCBS CBS 2 News at 11PM,KCBS,1486623602000,22.127651
2017-02-09_0700_US_KABC_Eyewitness_News_11PM_main,2017020907,KABC Eyewitness News 11PM,KABC,1486623601000,22.127651
2017-02-09_0700_US_KMEX_Noticias_34_Edición_Nocturna_main,2017020907,KMEX Noticias 34 Edición Nocturna,KMEX,1486623601000,15.646612
2017-02-09_0600_US_KTTV-FOX_Fox_11_Ten_OClock_News_main,2017020906,KTTV-FOX Fox 11 Ten OClock News,KTTV-FOX,1486620001000,24.739466
2017-02-09_0600_US_KTLA_KTLA_5_News_at_10_main,2017020906,KTLA KTLA 5 News at 10,KTLA,1486620001000,15.646612
2017-02-09_0200_US_KNBC_NBC_4_News_at_6pm_main,2017020902,KNBC NBC 4 News at 6pm,KNBC,1486605602000,22.127651
2017-02-08_1230_US_KNBC_Today_in_LA_main,2017020812,KNBC Today in LA,KNBC,1486557001000,11.063826
2017-02-08_0734_US_KNBC_The_Tonight_Show_Starring_Jimmy_Fallon_main,2017020807,KNBC The Tonight Show Starring Jimmy Fallon,KNBC,1486539241000,11.063826
2017-02-08_0700_US_KMEX_Noticias_34_Edición_Nocturna_main,2017020807,KMEX Noticias 34 Edición Nocturna,KMEX,1486537201000,11.063826
2017-02-08_0200_US_KNBC_NBC_4_News_at_6pm_main,2017020802,KNBC NBC 4 News at 6pm,KNBC,1486519201000,15.646612
2017-02-07_1400_US_KTTV-FOX_Fox_11_Morning_News_at_6am_main,2017020714,KTTV-FOX Fox 11 Morning News at 6am,KTTV-FOX,1486476002000,11.063826
2017-02-07_0700_US_KABC_Eyewitness_News_11PM_main,2017020707,KABC Eyewitness News 11PM,KABC,1486450801000,15.646612
