TOP|20101230170001|2010-12-30_1700_US_FOX-News_Fox_Online
COL|Communication Studies Archive, UCLA 
UID|939774f4-143e-11e0-bc5b-001517add60e
DUR|0:59:39.07
VID|640x352
CMT|
LAN|ENG
LBT|2010-12-30 09:00 America/Los_Angeles
SEG_01|2014-06-18 18:30:56|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101230170002.000|20101230170002.000|XDS|%     CALL: FNC 
20101230170002.000|20101230170002.000|XDS|%   RATING: (NOT RATED) (72)
20101230170003.000|20101230175940.000|SEG|Type=Story
20101230170003.000|20101230170005.000|CC1|ACCESS SORE FOCUSED ON          
20101230170006.000|20101230170006.000|XDS|%  NETWORK: Fox News Channel
20101230170005.000|20101230170008.000|CC1|PRESIDENT CLINTON, ISSA SAYS HIS
20101230170008.000|20101230170010.000|CC1|TOPARGET, GOVERNMENT WASTE.     
20101230170010.000|20101230170012.000|CC1|M ANGLE LIVE IN WASHINGTON      
20101230170012.000|20101230170013.000|CC1|WITH EVERYTHING ABOU TH.        
20101230170013.000|20101230170015.000|CC1|JIM, WHAT DO THE REPUBLICANS    
20101230170015.000|20101230170016.000|CC1|PLAN EXACTLY?                   
20101230170016.000|20101230170017.000|CC1|JR.                             
20101230170017.000|20101230170019.000|CC1|>> Reporter:MANY OF THEM SAY    
20101230170019.000|20101230170022.000|CC1|IT'S OVERSIGHT IN ARCH OF       
20101230170022.000|20101230170026.000|CC1|MALFEASANCE, BAD  UORKABLE      
20101230170026.000|20101230170029.000|CC1|OVISIONS OR POORLY-NAGED        
20101230170029.000|20101230170029.000|CC1|AGENCIES.                       
20101230170030.000|20101230170030.000|XDS|%    TITLE: News, Fair and Balanced
20101230170029.000|20101230170030.000|CC1|THE INCOMING CHAIRF THE         
20101230170030.000|20101230170032.000|CC1|OVSIGHT AND GOVERNMT REFORM     
20101230170032.000|20101230170033.000|CC1|COMMITTEE DESCRIBED E OF HIS    
20101230170033.000|20101230170034.000|CC1|GOALS.                          
20101230170034.000|20101230170034.000|CC1|LISTEN.                         
20101230170034.000|20101230170037.000|CC1|>> MY COMMITT'S LANE IS WASTE,  
20101230170037.000|20101230170039.000|CC1|FRAUD ANABUSE IN GOVERNMENT.    
20101230170039.000|20101230170040.000|CC1|AND CERTNLY WITH $700 BLION     
20101230170040.000|20101230170042.000|CC1|INHE STIMULUS, THIS IS A GREAT  
20101230170042.000|20101230170044.000|CC1|OPPORTUNITY TO SEE IF WEAN      
20101230170044.000|20101230170045.000|CC1|TRACK WHERE THE MONEY'S GONE    
20101230170045.000|20101230170046.000|CC1|ACCURATELY                      
20101230170046.000|20101230170047.000|CC1|>> REPUBLICANS AREN'T GNG TO    
20101230170047.000|20101230170048.000|CC1|GET PERNAL.                     
20101230170048.000|20101230170050.000|CC1|WHAT THEY'RE GOI TO DO ISOOK    
20101230170050.000|20101230170052.000|CC1|AT ALL THE PROGRAMSTHAT THE     
20101230170052.000|20101230170054.000|CC1|DEMOCRATS VE PUT IN PLACE, ALL  
20101230170054.000|20101230170055.000|CC1|THE SPENDING OVER THE LAST      
