TOP|20110112070001|2011-01-12_0700_US_KCBS_CBS_2_News_at_11PM
COL|Communication Studies Archive, UCLA 
UID|6f9e2ca2-1e1e-11e0-b0ca-001517add6fa
DUR|0:34:44.54
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-11 23:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:18|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110112070002.000|20110112070002.000|XDS|%    TITLE: WIF111EC
20110112070002.000|20110112070002.000|XDS|%     CALL:   
20110112070002.000|20110112070002.000|XDS|%  NETWORK: CBS
20110112070004.000|20110112073445.000|SEG|Type=Story
20110112070004.000|20110112070005.000|CC1|RUSHED TO THE HOSPITAL.         
20110112070005.000|20110112070007.000|CC1|HIS DISTRAUGHT COLLEAGUES       
20110112070007.000|20110112070007.000|CC1|RACE TO THE EMERGENCY ROOM      
20110112070007.000|20110112070115.000|CC1|123450                          
20110112070115.000|20110112070117.000|CC1|PAT: BREAKING NEWS ON "CBS2     
20110112070117.000|20110112070119.000|CC1|NEWS" AT 11:00 AN L.A.          
20110112070119.000|20110112070121.000|CC1|COUNTY DEPUTY WHO HAS ONLY      
20110112070121.000|20110112070123.000|CC1|BEEN ON THE BEAT THREE WEEKS    
20110112070123.000|20110112070124.000|CC1|IS SHOT IN THE FACE IN A        
20110112070124.000|20110112070125.000|CC1|CONFRONTATION WITH A GANG       
20110112070125.000|20110112070125.000|CC1|MEMBER.                         
20110112070125.000|20110112070127.000|CC1|TONIGHT THE GANG MEMBER IS      
20110112070127.000|20110112070128.000|CC1|DEAD AND THE DEPARTMENT IS      
20110112070128.000|20110112070129.000|CC1|RAMP INK BEHIND ONE OF THEIR    
20110112070129.000|20110112070129.000|CC1|OWN.                            
20110112070129.000|20110112070132.000|CC1|PAUL: THIS IS WHERE IT          
20110112070132.000|20110112070134.000|CC1|STARTED IN CITY TERRACE         
20110112070134.000|20110112070138.000|CC1|WHERE DETECTIVES ARE COMBING    
20110112070138.000|20110112070139.000|CC1|THROUGH THE CRIME SCENE.        
20110112070139.000|20110112070141.000|CC1|PAT: WE GIVE WITH SUZANNE       
20110112070141.000|20110112070142.000|CC1|MARQUES LIVE AT THE HOSPITAL    
20110112070142.000|20110112070143.000|CC1|WHERE SHE SPOKE WITH THE        
20110112070143.000|20110112070144.000|CC1|SHERIFF.                        
20110112070144.000|20110112070145.000|CC1|>>Reporter: THAT'S RIGHT THE    
20110112070145.000|20110112070148.000|CC1|DEPUTY IS IN INTENSIVE CARE.    
20110112070148.000|20110112070149.000|CC1|HE'S BEEN WITH THE              
20110112070149.000|20110112070151.000|CC1|DEPARTMENT SINCE 2007 BUT       
20110112070151.000|20110112070153.000|CC1|JUST HIT THE STREETS OF EAST    
20110112070153.000|20110112070154.000|CC1|L.A. THREE WEEKS AGO.           
20110112070154.000|20110112070155.000|CC1|TONIGHT HE WAS OUT TRAINING     
20110112070155.000|20110112070158.000|CC1|WHEN THEY CONFRONTED A          
20110112070158.000|20110112070158.000|CC1|PAROLEE.                        
20110112070158.000|20110112070159.000|CC1|IT HAPPENED AS THE SUSPECT      
20110112070159.000|20110112070201.000|CC1|WAS HEAVILY ARMED WITH TWO      
20110112070201.000|20110112070202.000|CC1|HANDGUNS.                       
20110112070202.000|20110112070204.000|CC1|DURING THE FIGHT SEVERAL        
20110112070204.000|20110112070209.000|CC1|SHOTS WERE FIRED ONE BULLET     
20110112070209.000|20110112070210.000|CC1|LODGING UNDER THE DEPUTY'S      
20110112070210.000|20110112070212.000|CC1|RIGHT EYE.                      
20110112070212.000|20110112070214.000|CC1|SHERIFF LEE BACA CAME TO SEE    
20110112070214.000|20110112070215.000|CC1|HIM AT THE HOSPITAL.            
20110112070215.000|20110112070217.000|CC1|THERE WERE NO INJURIES TO       
20110112070217.000|20110112070219.000|CC1|HIS BRAIN BUT HE IS STILL IN    
20110112070219.000|20110112070220.000|CC1|A CAUTIOUS STATE AN HERE'S      
20110112070220.000|20110112070222.000|CC1|MORE ON THE DEPUTY AND WHAT     
20110112070222.000|20110112070226.000|CC1|WENT DOWN TONIGHT.              
20110112070226.000|20110112070228.000|CC1|>> OUR SCENARIO STARTED         
20110112070228.000|20110112070228.000|CC1|EARLIER THIS EVENING.           
20110112070228.000|20110112070231.000|CC1|THERE WAS A WOMAN IN A CAR      
20110112070231.000|20110112070233.000|CC1|WITH A MAN.                     
20110112070233.000|20110112070235.000|CC1|OUR EXPERIENCED TRAINING        
20110112070235.000|20110112070237.000|CC1|OFFICER AND BY THE WAY THE      
20110112070237.000|20110112070239.000|CC1|INJURED DEPUTY IS A TRAINEE,    
20110112070239.000|20110112070242.000|CC1|HIS NAME IS MOHAMMED AHMED.     
20110112070242.000|20110112070249.000|CC1|HE'S A SMILEIAN AMERICAN.       
20110112070249.000|20110112070250.000|CC1|THE TRAINEE APPROACHED THE      
20110112070250.000|20110112070250.000|CC1|CAR.                            
20110112070250.000|20110112070254.000|CC1|THE SUSPECT WHO IS A PAROLEE    
20110112070254.000|20110112070257.000|CC1|CAME OUT OF THE CAR             
20110112070257.000|20110112070257.000|CC1|IMMEDIATELY STARTED FIGHTING    
20110112070257.000|20110112070300.000|CC1|WITH THE TRAINEE.               
20110112070300.000|20110112070301.000|CC1|AT THAT POINT THE TRAINEE       
20110112070301.000|20110112070303.000|CC1|WAS SHOT.                       
20110112070303.000|20110112070306.000|CC1|IT WAS UNCERTAIN AS TO WHERE    
20110112070306.000|20110112070307.000|CC1|AND HOW THAT OCCURRED OTHER     
20110112070307.000|20110112070309.000|CC1|THAN THE TRAINING OFFICER       
20110112070309.000|20110112070313.000|CC1|IMMEDIATELY JUMPED INTO THE     
20110112070313.000|20110112070314.000|CC1|FRAY.                           
20110112070314.000|20110112070316.000|CC1|THE SHOT DEPUTY WENT DOWN TO    
20110112070316.000|20110112070317.000|CC1|THE SIDEWALK.                   
20110112070317.000|20110112070319.000|CC1|THE TRAINING OFFICER            
20110112070319.000|20110112070320.000|CC1|ULTIMATELY WAS FACING THE       
20110112070320.000|20110112070322.000|CC1|SUSPECT AND STRUGGLING WITH     
20110112070322.000|20110112070322.000|CC1|HIM.                            
20110112070322.000|20110112070324.000|CC1|THAT SAME SUSPECT THAT SHOT     
20110112070324.000|20110112070326.000|CC1|THE FIRST DEPUTY PUT THE GUN    
20110112070326.000|20110112070329.000|CC1|TO THE SECOND DEPUTY'S          
20110112070329.000|20110112070329.000|CC1|CHEST.                          
20110112070329.000|20110112070333.000|CC1|THE SECOND DEPUTY SLAPPED       
20110112070333.000|20110112070335.000|CC1|THE GUN AWAY FROM HIS CHEST.    
20110112070335.000|20110112070338.000|CC1|THE SUSPECT FIRED TWO SHOTS     
20110112070338.000|20110112070340.000|CC1|IN THAT TRANSITION OF THE       
20110112070340.000|20110112070341.000|CC1|SLAPPING DID NOT HIT THE        
20110112070341.000|20110112070341.000|CC1|DEPUTY.                         
20110112070341.000|20110112070344.000|CC1|THE DEPUTY FIRED A SHOT INTO    
20110112070344.000|20110112070345.000|CC1|THE CHEST OF THE SUSPECT AND    
20110112070345.000|20110112070346.000|CC1|THE SUSPECT WAS KILLED AND      
20110112070346.000|20110112070348.000|CC1|THE SUSPECT IS A GANG MEMBER    
20110112070348.000|20110112070353.000|CC1|OF A LOCAL GANG ON PAROLE.      
20110112070353.000|20110112070355.000|CC1|>>Reporter: DEPUTY AHMED'S      
20110112070355.000|20110112070357.000|CC1|WIFE AND SISTER ARE WITH HIM    
20110112070357.000|20110112070359.000|CC1|AT THE HOSPITAL.                
20110112070359.000|20110112070400.000|CC1|SHERIFF BACA SAYS HIS           
20110112070400.000|20110112070401.000|CC1|INJURIES ARE NOT                
20110112070401.000|20110112070403.000|CC1|LIFE-THREATENING BUT THE        
20110112070403.000|20110112070405.000|CC1|CONCERN IS HE MAY LOSE HIS      
20110112070405.000|20110112070406.000|CC1|RIGHT EYE.                      
20110112070406.000|20110112070409.000|CC1|SUZANNE MARQUES "CBS2 NEWS".    
20110112070409.000|20110112070411.000|CC1|PAUL: A WIDE AREA OF CITY       
