TOP|20101215010001|2010-12-15_0100_US_KCBS_CBS_2_News_at_5
COL|Communication Studies Archive, UCLA 
UID|a5362098-07e6-11e0-93ef-00e0815ffae2
DUR|0:59:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-14 17:00 America/Los_Angeles
SEG_01|2014-06-18 18:06:34|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101215010003.857|20101215011421.000|SEG|Type=Story
20101215010003.857|20101215010006.714|SEG_01|Type=Commercial
20101215010003.857|20101215010004.571|CCO|      Show 9071 MEMBERS ONLY.
20101215010004.571|20101215010005.286|CCO|
20101215010005.286|20101215010006.000|CCO|IS THAT RIGHT?
20101215010006.000|20101215010006.714|CCO|
20101215010006.714|20101215010007.429|SEG_01|Type=Story start
20101215010006.714|20101215010007.429|CCO|>> Reporter: IT'S INTERESTING,
20101215010007.429|20101215010008.143|CCO|
20101215010008.143|20101215010008.857|CCO|THIS INVESTIGATION BEGAN WITH A
20101215010008.857|20101215010009.571|CCO|
20101215010009.571|20101215010010.286|CCO|TIP FROM AUTHORITIES IN EUROPE.
20101215010010.286|20101215010011.000|CCO|
20101215010011.000|20101215010012.250|CCO|SAID THERE WAS A NORTH HOLLYWOOD
20101215010012.250|20101215010013.500|CCO|
20101215010013.500|20101215010014.750|CCO|MAN WHO HAD BEEN COMMUNICATING
20101215010014.750|20101215010016.000|CCO|
20101215010016.000|20101215010017.250|CCO|WITH AN ITALIAN NATIONAL ABOUT
20101215010017.250|20101215010018.500|CCO|
20101215010018.500|20101215010019.750|CCO|SEX TOURISM IN ROMANIA.
20101215010019.750|20101215010021.000|CCO|
20101215010021.000|20101215010022.000|CCO|LOCAL LAW ENFORCEMENT SERVED A
20101215010022.000|20101215010023.000|CCO|
20101215010023.000|20101215010024.000|CCO|SEARCH WARRANT IN HOLLYWOOD AND
20101215010024.000|20101215010025.000|CCO|
20101215010025.000|20101215010026.000|CCO|DISCOVERED IN THE NETWORK.
20101215010026.000|20101215010027.000|CCO|
20101215010027.000|20101215010028.000|CCO|>> TODAY WE'RE HERE TO DISCUSS A
20101215010028.000|20101215010029.000|CCO|
20101215010029.000|20101215010030.000|CCO|MAJOR INTERNATIONAL
20101215010030.000|20101215010031.000|CCO|
20101215010031.000|20101215010032.667|CCO|INVESTIGATION INTO A GROUP OF
20101215010032.667|20101215010034.333|CCO|
20101215010034.333|20101215010036.000|CCO|MEN WHO GATHER ON THE INTERNET
20101215010036.000|20101215010037.667|CCO|
20101215010037.667|20101215010039.333|CCO|TO SHARE CHILD PORNOGRAPHY.
20101215010039.333|20101215010041.000|CCO|
20101215010041.000|20101215010042.667|CCO|>> AN ONLINE BULLETIN BOARD,
20101215010042.667|20101215010044.333|CCO|
20101215010044.333|20101215010046.000|CCO|OPEN ONLY TO MEMBERS WHO POST
20101215010046.000|20101215010047.667|CCO|
20101215010047.667|20101215010049.333|CCO|GRAPHIC PICTURES OF CHILD
20101215010049.333|20101215010051.000|CCO|
20101215010051.000|20101215010052.000|CCO|IMPORTANT AND A IMPORTANT NOTHING
20101215010052.000|20101215010053.000|CCO|
20101215010053.000|20101215010054.000|CCO|AGREEMENT.
20101215010054.000|20101215010055.000|CCO|
20101215010055.000|20101215010056.000|CCO|>> LET ME BE CLEAR, WE ARE NOT
20101215010056.000|20101215010057.000|CCO|
20101215010057.000|20101215010058.000|CCO|TALKING ABOUT INNOCUOUS
20101215010058.000|20101215010059.000|CCO|
20101215010059.000|20101215010100.000|CCO|PHOTOGRAPHS OR ARTISTIC
20101215010100.000|20101215010101.000|CCO|
20101215010101.000|20101215010102.000|CCO|PHOTOGRAPHS OF NAKED CHILDREN ON
20101215010102.000|20101215010103.000|CCO|
20101215010103.000|20101215010104.000|CCO|THE BEACH.
20101215010104.000|20101215010105.000|CCO|
20101215010105.000|20101215010106.000|CCO|I'M REFERRING TO SERIOUS GRAPHIC
20101215010106.000|20101215010107.000|CCO|
20101215010107.000|20101215010108.000|CCO|IMAGES OF CHILDREN THAT ARE
20101215010108.000|20101215010109.000|CCO|
20101215010109.000|20101215010110.000|CCO|BEING SEXUALLY EXPLOITED.
