TOP|20101215020001|2010-12-15_0200_US_KABC_Eyewitness_News_6PM
COL|Communication Studies Archive, UCLA 
UID|06f4e032-07ef-11e0-8a64-00e0815fe83e
DUR|0:29:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-14 18:00 America/Los_Angeles
SEG_01|2014-06-18 18:06:46|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101215020002.818|20101215022956.000|SEG|Type=Story
20101215020002.818|20101215022956.000|SEG_01|Type=Commercial
20101215020002.818|20101215020003.273|CCO|F THE DAY AFTER LABOR
20101215020003.273|20101215020003.727|CCO|
20101215020003.727|20101215020004.182|CCO|
20101215020004.182|20101215020004.636|CCO|DAY.
20101215020004.636|20101215020005.091|CCO|
20101215020005.091|20101215020005.545|CCO|
20101215020005.545|20101215020006.000|CCO|AGAIN THE SCHOOL IS EXPECTED --
20101215020006.000|20101215020006.455|CCO|
20101215020006.455|20101215020006.909|CCO|
20101215020006.909|20101215020007.364|CCO|THE SCHOOL BOARD IS RECOMMENDING
20101215020007.364|20101215020007.818|CCO|
20101215020007.818|20101215020008.273|CCO|
20101215020008.273|20101215020008.727|CCO|THAT THIS BE APPROVED AND IT IS
20101215020008.727|20101215020009.182|CCO|
20101215020009.182|20101215020009.636|CCO|
20101215020009.636|20101215020010.091|CCO|EXPECTED TO BE APPROVED SOME
20101215020010.091|20101215020010.545|CCO|
20101215020010.545|20101215020011.000|CCO|
20101215020011.000|20101215020011.556|CCO|TIME LATER TONIGHT THE VOTE MAY
20101215020011.556|20101215020012.111|CCO|
20101215020012.111|20101215020012.667|CCO|
20101215020012.667|20101215020013.222|CCO|BE TAKING PLACE.
20101215020013.222|20101215020013.778|CCO|
20101215020013.778|20101215020014.333|CCO|
20101215020014.333|20101215020014.889|CCO|REPORTING LIVE FROM SCHOOL BOARD
20101215020014.889|20101215020015.444|CCO|
20101215020015.444|20101215020016.000|CCO|
20101215020016.000|20101215020016.556|CCO|HEADQUARTERS IN DOWNTOWN L.A.
20101215020016.556|20101215020017.111|CCO|
20101215020017.111|20101215020017.667|CCO|
20101215020017.667|20101215020018.222|CCO|SID GARCIA, ABC 7 "EYEWITNESS
20101215020018.222|20101215020018.778|CCO|
20101215020018.778|20101215020019.333|CCO|
20101215020019.333|20101215020019.889|CCO|NEWS."
20101215020019.889|20101215020020.444|CCO|
20101215020020.444|20101215020021.000|CCO|
20101215020021.000|20101215020021.556|CCO|ELLEN: THE TEACHERS UNION AND LA
20101215020021.556|20101215020022.111|CCO|
20101215020022.111|20101215020022.667|CCO|
20101215020022.667|20101215020023.222|CCO|HABRA SCHOOL OFFICIALS ARE BACK
20101215020023.222|20101215020023.778|CCO|
20101215020023.778|20101215020024.333|CCO|
20101215020024.333|20101215020024.889|CCO|AT THE BARGAINING TABLE THIS
20101215020024.889|20101215020025.444|CCO|
20101215020025.444|20101215020026.000|CCO|
20101215020026.000|20101215020026.556|CCO|EVENING AFTER A CONFUSING DAY
20101215020026.556|20101215020027.111|CCO|
20101215020027.111|20101215020027.667|CCO|
20101215020027.667|20101215020028.222|CCO|FOR TEACHERS.
20101215020028.222|20101215020028.778|CCO|
20101215020028.778|20101215020029.333|CCO|
20101215020029.333|20101215020029.889|CCO|THE UNION TOLD THE TEACHERS TO
20101215020029.889|20101215020030.444|CCO|
20101215020030.444|20101215020031.000|CCO|
20101215020031.000|20101215020031.417|CCO|GO BECOME TO WORK BECAUSE BOTH
20101215020031.417|20101215020031.833|CCO|
20101215020031.833|20101215020032.250|CCO|
20101215020032.250|20101215020032.667|CCO|SIDES WERE CLOSE TO AN
20101215020032.667|20101215020033.083|CCO|
20101215020033.083|20101215020033.500|CCO|
20101215020033.500|20101215020033.917|CCO|AGREEMENT.
20101215020033.917|20101215020034.333|CCO|
20101215020034.333|20101215020034.750|CCO|
20101215020034.750|20101215020035.167|CCO|WHEN THEY TURNED UP AT THE
20101215020035.167|20101215020035.583|CCO|
20101215020035.583|20101215020036.000|CCO|
20101215020036.000|20101215020036.417|CCO|SCHOOLS THEY WERE TURNED AWAY BY
20101215020036.417|20101215020036.833|CCO|
20101215020036.833|20101215020037.250|CCO|
20101215020037.250|20101215020037.667|CCO|THE PRINCIPALS WHO SAID THERE
20101215020037.667|20101215020038.083|CCO|
20101215020038.083|20101215020038.500|CCO|
20101215020038.500|20101215020038.917|CCO|WAS NO DEAL.
20101215020038.917|20101215020039.333|CCO|
20101215020039.333|20101215020039.750|CCO|
20101215020039.750|20101215020040.167|CCO|THEY WENT ON STRIKE FOUR DAYS
20101215020040.167|20101215020040.583|CCO|
20101215020040.583|20101215020041.000|CCO|
20101215020041.000|20101215020041.556|CCO|AGO OVER PAY CUTS AND INCREASED
20101215020041.556|20101215020042.111|CCO|
20101215020042.111|20101215020042.667|CCO|
20101215020042.667|20101215020043.222|CCO|CONTRIBUTION TO THEIR HEALTHCARE
20101215020043.222|20101215020043.778|CCO|
20101215020043.778|20101215020044.333|CCO|
20101215020044.333|20101215020044.889|CCO|BENEFITS.
20101215020044.889|20101215020045.444|CCO|
20101215020045.444|20101215020046.000|CCO|
20101215020046.000|20101215020046.556|CCO|DAVID: THE BOARD OF SUPERVISORS
20101215020046.556|20101215020047.111|CCO|
20101215020047.111|20101215020047.667|CCO|
