TOP|20101211000002|2010-12-11_0000_US_FOX-News_Report_with_Shepard_Smith
COL|Communication Studies Archive, UCLA 
UID|9a332b12-04b9-11e0-91e3-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-10 16:00 America/Los_Angeles
SEG_01|2014-06-18 17:57:49|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101211000012.000|20101211005956.000|SEG|Type=Story
20101211000012.000|20101211000014.000|CCO|>>  ELIZABETH SMART.
20101211000014.000|20101211000016.000|CCO|KIDNAPPED.
20101211000016.000|20101211000018.000|CCO|SUBJECTED TO THE UNTHINKABLE FOR
20101211000018.000|20101211000020.000|CCO|MONTHS.
20101211000020.000|20101211000022.000|CCO|AND NOW, THE MOMENT FOR WHICH 
20101211000022.000|20101211000024.000|CCO|SHE'S WAITED HALF HER LIFE.
20101211000024.000|20101211000026.000|CCO|>>  I AM SO THRILLED TO STAND 
20101211000026.000|20101211000028.000|CCO|BEFORE THE PEOPLE OF AMERICA 
20101211000028.000|20101211000030.000|CCO|TODAY AND GIVE HOPE TO OTHER 
20101211000030.000|20101211000032.000|CCO|VICTIMS WHO HAVE NOT SPOKEN OUT 
20101211000032.000|20101211000033.667|CCO|ABOUT WHAT'S HAPPENED TO THEM.
20101211000033.667|20101211000035.333|CCO|>> Shepard: TONIGHT, JUSTICE FOR
20101211000035.333|20101211000037.000|CCO|ELIZABETH SMART.
20101211000037.000|20101211000038.667|CCO|PLUS PRESIDENT OBAMA GOES 
20101211000038.667|20101211000040.333|CCO|LOOKING FOR ANSWERS.
20101211000040.333|20101211000042.000|CCO|I'M SHEPARD SMITH.
20101211000042.000|20101211000044.000|CCO|THE NEWS STARTS NOW.
20101211000044.000|20101211000046.000|CCO|HE'S FACING A DIVIDED CONGRESS.
20101211000046.000|20101211000048.000|CCO|LOWER POLL NUMBERS, EVEN A 
20101211000048.000|20101211000050.000|CCO|REVOLT WITHIN HIS OWN PARTY.
20101211000050.000|20101211000052.000|CCO|IF ONLY THERE WAS SOMEBODY WHO 
20101211000052.000|20101211000053.667|CCO|COULD KNOW WHAT HE'S GOING 
20101211000053.667|20101211000055.333|CCO|THROUGH.
20101211000055.333|20101211000057.000|CCO|AW, YES.
20101211000057.000|20101211000058.667|CCO|TIME FOR A TALK PRESIDENT TO 
20101211000058.667|20101211000100.333|CCO|PRESIDENT.
20101211000100.333|20101211000102.000|CCO|THE WIKILEAKS CYBER ARMY.
20101211000102.000|20101211000103.667|CCO|HACKERS NOW GATHERING STRENGTH 
20101211000103.667|20101211000105.333|CCO|AND THEY COULD BE PLANNING TO 
20101211000105.333|20101211000107.000|CCO|HIT SOME MAJOR SITES AND 
20101211000107.000|20101211000108.667|CCO|TONIGHT, WORD OF ANOTHER PLAYER 
20101211000108.667|20101211000110.333|CCO|IN THE GAME OF LEAKING SECRET 
20101211000110.333|20101211000112.000|CCO|INFO.
20101211000112.000|20101211000114.000|CCO|PLUS HOW IN THE WORLD DO YOU 
20101211000114.000|20101211000116.000|CCO|LOSE DATA ON 100,000 AIRPLANES?
20101211000116.000|20101211000118.000|CCO|THE FEDS MANAGED TO DO IT AND 
20101211000118.000|20101211000120.000|CCO|NOW THERE'S TALK TERRORISTS 
20101211000120.000|20101211000122.000|CCO|COULD TAKE ADVANTAGE.
20101211000122.000|20101211000124.000|CCO|TONIGHT, FLYING BELOW THE RADAR.
20101211000124.000|20101211000126.000|CCO|>>  BUT FIRST FROM FOX THIS 
20101211000126.000|20101211000128.000|CCO|FRIDAY NIGHT, WE'RE GETTING OUR 
20101211000128.000|20101211000130.000|CCO|FIRST LOOK NOW AT THE BILL THAT 
20101211000130.000|20101211000132.000|CCO|WOULD KEEP ALL OF OUR TAXES FROM
20101211000132.000|20101211000133.250|CCO|GOING UP AT THE END OF THIS 
20101211000133.250|20101211000134.500|CCO|MONTH.
20101211000134.500|20101211000135.750|CCO|IT'S BASED ON THE COMPROMISE 
20101211000135.750|20101211000137.000|CCO|PRESIDENT OBAMA MADE WITH 
20101211000137.000|20101211000138.250|CCO|REPUBLICANS BUT ALONG THE WAY, 
20101211000138.250|20101211000139.500|CCO|LAWMAKERS HAVE THROWN IN A FEW 
20101211000139.500|20101211000140.750|CCO|EXTRAS.
20101211000140.750|20101211000142.000|CCO|THE SENATE IS SCHEDULED TO HOLD 
20101211000142.000|20101211000144.500|CCO|A KEY TEST VOTE ON THIS 74 PAGE 
20101211000144.500|20101211000147.000|CCO|BILL ON MONDAY.
20101211000147.000|20101211000149.500|CCO|AIDES FROM BOTH SIDES EXPECTED 
20101211000149.500|20101211000152.000|CCO|TO REACH THE 60 VOTES NECESSARY 
20101211000152.000|20101211000153.667|CCO|TO ADVANCE THE LEGISLATION.
20101211000153.667|20101211000155.333|CCO|BILL WHICH CONGRESSIONAL 
20101211000155.333|20101211000157.000|CCO|ACCOUNTANTS WOULD COST MORE THAN
20101211000157.000|20101211000158.667|CCO|$850 BILLION WOULD EXTEND ALL 
20101211000158.667|20101211000200.333|CCO|THE BUSH ERA TAX CUTS FOR AN 
20101211000200.333|20101211000202.000|CCO|ADDITIONAL T
20101211000202.000|20101211000203.250|CCO|IT WOULD CUT SOCIAL SECURITY 
20101211000203.250|20101211000204.500|CCO|TAXES FOR A YEAR.
20101211000204.500|20101211000205.750|CCO|IT WOULD EXTEND LONG TERM 
20101211000205.750|20101211000207.000|CCO|JOBLESS BENEFITS FOR ANOTHER 13 
20101211000207.000|20101211000208.250|CCO|MONTHS.
20101211000208.250|20101211000209.500|CCO|THAT WAS ALL PART OF THE DEAL 
20101211000209.500|20101211000210.750|CCO|BETWEEN THE PRESIDENT AND THE 
20101211000210.750|20101211000212.000|CCO|REPUBLICANS.
20101211000212.000|20101211000214.000|CCO|ON TOP OF THAT, THE BILL EXTENDS
20101211000214.000|20101211000216.000|CCO|TAX PROVISIONS DESIGNED TO 
20101211000216.000|20101211000218.000|CCO|PROMOTE THE USE OF ALTERNATIVE 
20101211000218.000|20101211000220.000|CCO|ENERGY AND OTHER SEEMINGLY 
20101211000220.000|20101211000222.000|CCO|UNRELATED BENEFITS INCLUDING 
20101211000222.000|20101211000223.667|CCO|SOME FOR HOLLYWOOD MOVIE STUDIOS
20101211000223.667|20101211000225.333|CCO|AND AUTO RACING STADIUMS.
20101211000225.333|20101211000227.000|CCO|THAT LAST PART IS APPARENTLY 
20101211000227.000|20101211000228.667|CCO|DESIGNED TO WIN THE SUPPORT OF 
20101211000228.667|20101211000230.333|CCO|DEMOCRATS WHO HAVE EXPRESSED 
20101211000230.333|20101211000232.000|CCO|GREAT FRUSTRATION THAT THE 
20101211000232.000|20101211000234.000|CCO|PRESIDENT COMPROMISED ON HIS 
20101211000234.000|20101211000236.000|CCO|CAMPAIGN PLEDGE THAT HE'D ALLOW 
20101211000236.000|20101211000238.000|CCO|TAX CUTS ON THE UPPER INCOME 
20101211000238.000|20101211000240.000|CCO|LEVELS TO EXPIRE.
20101211000240.000|20101211000242.000|CCO|WELL, TODAY, IT WAS CLEAR THAT 
20101211000242.000|20101211000244.000|CCO|SOME LIBERALS ARE MIGHTY UPSET.
20101211000244.000|20101211000246.000|CCO|>>  OPRAH WINFREY AND SANTA 
20101211000246.000|20101211000248.000|CCO|CLAUS, EVERYBODY GETS A TAX CUT.
20101211000248.000|20101211000250.000|CCO|HOW ARE WE GOING TO PAY FOR IT?
20101211000250.000|20101211000252.000|CCO|>>  WE'RE GOING TO PROVIDE HUGE 
20101211000252.000|20101211000253.429|CCO|TAX BREAKS FOR MILLIONAIRES AND 
20101211000253.429|20101211000254.857|CCO|BILLIONAIRES.
20101211000254.857|20101211000256.286|CCO|THAT IS INSANE!
20101211000256.286|20101211000257.714|CCO|AND ONLY WITHIN THE BELTWAY 
20101211000257.714|20101211000259.143|CCO|COULD AN AGREEMENT LIKE THAT BE 
20101211000259.143|20101211000300.571|CCO|NEGOTIATED.
20101211000300.571|20101211000302.000|CCO|>>  THAT WAS THE VERMONT 
20101211000302.000|20101211000304.000|CCO|INDEPENDENT SENATOR, BERNIE 
20101211000304.000|20101211000306.000|CCO|SANDERS.
20101211000306.000|20101211000308.000|CCO|A SELF-DESCRIBED SOCIALIST IN A 
20101211000308.000|20101211000310.000|CCO|SPEECH IN THE UNITED STATES 
20101211000310.000|20101211000312.000|CCO|SENATE.
20101211000312.000|20101211000314.500|CCO|THE 70-YEAR-OLD BEGAN SPEAKING 
20101211000314.500|20101211000317.000|CCO|AT 10:30 MORNING AND DIDN'T STOP
20101211000317.000|20101211000319.500|CCO|UNTIL ABOUT 2 MINUTES AGO.
20101211000319.500|20101211000322.000|CCO|THAT'S 9 1/2 HOURS TO KEEP HIS 
20101211000322.000|20101211000323.429|CCO|SPEECH GOING, HE REMAINED 
20101211000323.429|20101211000324.857|CCO|STANDING THE ENTIRE TIME.
20101211000324.857|20101211000326.286|CCO|WASN'T EVEN ALLOWED TO EAT.
20101211000326.286|20101211000327.714|CCO|AN AIDE TO SENATOR SANDERS SAYS 
20101211000327.714|20101211000329.143|CCO|HE EXPECTS HIS BOSS TO SPEAK 
20101211000329.143|20101211000330.571|CCO|WELL INTO THE EVENING.
20101211000330.571|20101211000332.000|CCO|BUT HE JUST STOPPED.
20101211000332.000|20101211000333.667|CCO|HE STAYED MOSTLY ON POINT 
20101211000333.667|20101211000335.333|CCO|ALTHOUGH HE DID AT ONE POINT 
20101211000335.333|20101211000337.000|CCO|START READING FROM A BOOK.
20101211000337.000|20101211000338.667|CCO|NOT TECHNICALLY A FILIBUSTER 
20101211000338.667|20101211000340.333|CCO|SINCE SANDERS HAD AGREED TO GO 
20101211000340.333|20101211000342.000|CCO|AHEAD WITH THE TEST VOTE AS 
20101211000342.000|20101211000343.667|CCO|SCHEDULED ON MONDAY BUT AS 
20101211000343.667|20101211000345.333|CCO|SENATOR SANDERS WAS SPEAKING, 
20101211000345.333|20101211000347.000|CCO|PRESIDENT OBAMA WORKED TO WIN 
20101211000347.000|20101211000348.667|CCO|OVER HIS OWN PARTY AND HE 
20101211000348.667|20101211000350.333|CCO|BROUGHT IN A GUY WHO HAS BEEN 
20101211000350.333|20101211000352.000|CCO|THERE BEFORE.
20101211000352.000|20101211000354.500|CCO|>>  THERE'S NEVER A PERFECT 
20101211000354.500|20101211000357.000|CCO|BIPARTISAN BILL IN THE EYES OF 
20101211000357.000|20101211000359.500|CCO|THE PARTISAN.
20101211000359.500|20101211000402.000|CCO|AND WE ALL SEE THIS DIFFERENTLY 
20101211000402.000|20101211000403.250|CCO|BUT I REALLY BELIEVE THIS WILL 
20101211000403.250|20101211000404.500|CCO|BE A SIGNIFICANT NET PLUS FOR 
20101211000404.500|20101211000405.750|CCO|THE COUNTRY.
20101211000405.750|20101211000407.000|CCO|>> PRESIDENT CLINTON LENDING HIS
20101211000407.000|20101211000408.250|CCO|SUPPORT AFTER A DISCUSSION WITH 
20101211000408.250|20101211000409.500|CCO|PRESIDENT OBAMA.
20101211000409.500|20101211000410.750|CCO|HE SAYS HE DOESN'T THINK 
20101211000410.750|20101211000412.000|CCO|DEMOCRATS CAN GET A BETTER DEAL,
20101211000412.000|20101211000414.000|CCO|PERIOD.
20101211000414.000|20101211000416.000|CCO|BUT TONIGHT, SOME OF THOSE 
20101211000416.000|20101211000418.000|CCO|DEMOCRATS ARE TRYING MIGHTY HARD
20101211000418.000|20101211000420.000|CCO|AS A GROUP OF SENATORS PROPOSES 
20101211000420.000|20101211000422.000|CCO|THEIR OWN ALTERNATIVE TO THE 
20101211000422.000|20101211000423.667|CCO|WHITE HOUSE COMPROMISE.
20101211000423.667|20101211000425.333|CCO|WENDELL GOLER IS ON FOX'S TOP 
20101211000425.333|20101211000427.000|CCO|STORY LIVE AT THE WHITE HOUSE 
20101211000427.000|20101211000428.667|CCO|TODAY.
20101211000428.667|20101211000430.333|CCO|WHAT DO WE KNOW ABOUT THAT?
20101211000430.333|20101211000432.000|CCO|>>  SHEP, LOUISIANA SENATOR MARY
20101211000432.000|20101211000433.250|CCO|LANDRU AND OREGON'S SENATOR HAS 
20101211000433.250|20101211000434.500|CCO|GOTTEN HALF A DOZEN COLLEAGUES 
