TOP|20101211070001|2010-12-11_0700_US_KCBS_CBS_2_News_at_11PM
COL|Communication Studies Archive, UCLA 
UID|45fb22f8-04f4-11e0-9b90-00e0815fe725
DUR|0:34:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-10 23:00 America/Los_Angeles
SEG_01|2014-02-03 01:06:30|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101211070004.636|20101211073456.000|SEG|Type=Story
20101211070004.636|20101211070005.545|CCO|210EC
20101211070005.545|20101211070006.455|CCO|PAUL: BREAKING NEWS, A
20101211070006.455|20101211070007.364|CCO|POLICE PURSUIT COMES TO A
20101211070007.364|20101211070008.273|CCO|CRASHING END.
20101211070008.273|20101211070009.182|CCO|SEVERAL PEOPLE ARE INJURED.
20101211070009.182|20101211070010.091|CCO|WE ARE LIVE ON THE SCENE.
20101211070010.091|20101211070111.000|CCO|"CBS2 NEWS" AT 11:00 IS 60
20101211070111.000|20101211070114.333|CCO|SECONDS AWAY.
20101211070114.333|20101211070117.667|CCO|PAUL: GOOD EVENING.
20101211070117.667|20101211070121.000|CCO|I'M PAUL MAJERS.
20101211070121.000|20101211070122.429|CCO|PAT HAS THE NIGHT OFF.
20101211070122.429|20101211070123.857|CCO|WE BEGIN WITH BREAKING NEWS
20101211070123.857|20101211070125.286|CCO|A HIGH SPEED PURSUIT IN THE
20101211070125.286|20101211070126.714|CCO|SAN FERNANDO VALLEY CAME TO
20101211070126.714|20101211070128.143|CCO|A CRASHING END ON THE
20101211070128.143|20101211070129.571|CCO|STREETS OF NORTHRIDGE.
20101211070129.571|20101211070131.000|CCO|AT LEAST SEVEN PEOPLE WERE
20101211070131.000|20101211070133.000|CCO|INJURED IN THE CRASH NEAR
20101211070133.000|20101211070135.000|CCO|BALBOA.
20101211070135.000|20101211070137.000|CCO|>>Reporter: THAT STREET IS
20101211070137.000|20101211070139.000|CCO|SHUT DOWN AND WILL BE FOR
20101211070139.000|20101211070141.000|CCO|SEVERAL HOURS.
20101211070141.000|20101211070142.429|CCO|POLICE NOTICED THE DRIVER OF
20101211070142.429|20101211070143.857|CCO|THE SILVER MAZDA DRIVING
20101211070143.857|20101211070145.286|CCO|ERRATICALLY.
20101211070145.286|20101211070146.714|CCO|THAT'S WHEN L.A. COUNTY
20101211070146.714|20101211070148.143|CCO|SHERIFF'S TRIED TO MAKE A
20101211070148.143|20101211070149.571|CCO|STOP.
20101211070149.571|20101211070151.000|CCO|THE GUY GOT ON THE 101 AND
20101211070151.000|20101211070152.429|CCO|TURNED OFF HIS LIGHTS.
20101211070152.429|20101211070153.857|CCO|THE END RESULT, THREE PEOPLE
20101211070153.857|20101211070155.286|CCO|WENT TO THE HOSPITAL, SEVEN
20101211070155.286|20101211070156.714|CCO|PEOPLE WERE INJURED.
20101211070156.714|20101211070158.143|CCO|THERE WERE FIVE CARS HIT IN
20101211070158.143|20101211070159.571|CCO|THIS ACCIDENT.
20101211070159.571|20101211070201.000|CCO|THE SUSPECT WHO POLICE SAY
20101211070201.000|20101211070202.667|CCO|WAS DRUNK WAS HANDCUFFED TO
20101211070202.667|20101211070204.333|CCO|THE STEERING WHEEL BY
20101211070204.333|20101211070206.000|CCO|OFFICERS UNTIL PARAMEDICS
20101211070206.000|20101211070207.667|CCO|COULD EXAMINE HIM.
20101211070207.667|20101211070209.333|CCO|A COUPLE IN THE BLACK
20101211070209.333|20101211070211.000|CCO|MERCEDES HAVE SERIOUS NECK
20101211070211.000|20101211070212.250|CCO|AND BACK INJURIES BUT WILL
20101211070212.250|20101211070213.500|CCO|SURVIVE.
20101211070213.500|20101211070214.750|CCO|THE FORCE OF THE IMPACT
20101211070214.750|20101211070216.000|CCO|KNOCKED THE TIRES OFF ONE OF
20101211070216.000|20101211070217.250|CCO|THE CARS.
20101211070217.250|20101211070218.500|CCO|POLICE SAY THEY TRIED TO
20101211070218.500|20101211070219.750|CCO|STOP HIM BECAUSE HE WAS A
20101211070219.750|20101211070221.000|CCO|DANGER TO OTHERS ON THE
20101211070221.000|20101211070223.500|CCO|ROAD.
20101211070223.500|20101211070226.000|CCO|MIKE FROM L.A.P.D. SAYS HE
20101211070226.000|20101211070228.500|CCO|PROVED THEM RIGHT.
20101211070228.500|20101211070231.000|CCO|>> HE TRIED TO PUNCH HIS CAR
20101211070231.000|20101211070232.429|CCO|BETWEEN VEHICLES I'M TOLD
20101211070232.429|20101211070233.857|CCO|TRAVELING 60 MILES AN HOUR.
20101211070233.857|20101211070235.286|CCO|>> THIS STUFF DOESN'T HAPPEN
20101211070235.286|20101211070236.714|CCO|OFTEN OUT HERE.
20101211070236.714|20101211070238.143|CCO|WE WENT TO JACK IN THE BOX
20101211070238.143|20101211070239.571|CCO|WHICH WAS RIGHT DOWN THE
20101211070239.571|20101211070241.000|CCO|STREET AND CAME BACK IT WAS
20101211070241.000|20101211070243.000|CCO|JUST COPS EVERYWHERE AND THE
20101211070243.000|20101211070245.000|CCO|CRASH HAD HAPPENED.
20101211070245.000|20101211070247.000|CCO|>>Reporter: THE WHOLE CHASE
20101211070247.000|20101211070249.000|CCO|LASTED ONLY ABOUT 30 MINUTES
20101211070249.000|20101211070251.000|CCO|AND ENDED AT 8:45.
20101211070251.000|20101211070252.429|CCO|I'M TOLD THE POLICE ARE
20101211070252.429|20101211070253.857|CCO|INVESTIGATING BUT THEY SAY
20101211070253.857|20101211070255.286|CCO|THIS ROAD WILL BE CLOSED,
20101211070255.286|20101211070256.714|CCO|NORDHOFF WILL BE CLOSED AT
20101211070256.714|20101211070258.143|CCO|BALBOA SEVERAL MORE HOURS.
