TOP|20110102013001|2011-01-02_0130_US_KCBS_CBS_Evening_News
COL|Communication Studies Archive, UCLA 
UID|f79aed88-1613-11e0-83e9-001517add6fa
DUR|0:29:39.54
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-01 17:30 America/Los_Angeles
SEG_01|2014-02-03 01:07:09|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110102013002.000|20110102013002.000|XDS|%  NETWORK: CBS
20110102013003.000|20110102013003.000|XDS|%    TITLE: Program Name
20110102013003.000|20110102013003.000|XDS|%     CALL:   
20110102013007.000|20110102015940.000|SEG|Type=Story
20110102013007.000|20110102013008.000|CC1|>> Mason: TONIGHT, THE AFTERMATH
20110102013008.000|20110102013010.000|CC1|OF THE DEADLY TORNADOES THAT    
20110102013010.000|20110102013011.000|CC1|SWEPT ACROSS THE AMERICAN       
20110102013011.000|20110102013013.000|CC1|HEARTLAND.                      
20110102013013.000|20110102013015.000|CC1|OFFICIALS GET THEIR FIRST LOOK  
20110102013015.000|20110102013016.000|CC1|AT A TRAIL OF DESTRUCTION THAT  
20110102013016.000|20110102013017.000|CC1|REACHES FROM THE DEEP SOUTH TO  
20110102013017.000|20110102013018.000|CC1|THE MIDWEST.                    
20110102013018.000|20110102013020.000|CC1|I'M ANTHONY MASON.              
20110102013020.000|20110102013021.000|CC1|ALSO TONIGHT, WHAT'S AHEAD FOR  
20110102013021.000|20110102013022.000|CC1|THE NEW CONGRESS?               
20110102013022.000|20110102013024.000|CC1|WE'LL TALK TO FRESHMAN          
20110102013024.000|20110102013025.000|CC1|REPUBLICANS ABOUT THEIR PLANS   
20110102013025.000|20110102013027.000|CC1|FOR A CHANGE OF COURSE WHEN THEY
20110102013027.000|20110102013028.000|CC1|TAKE CONTROL OF THE HOUSE NEXT  
20110102013028.000|20110102013031.000|CC1|WEEK.                           
20110102013031.000|20110102013032.000|CC1|THE FIRST BABY BOOMERS START    
20110102013032.000|20110102013034.000|CC1|TURNING 65 TODAY, BUT CAN       
20110102013034.000|20110102013035.000|CC1|AMERICA'S HEALTH CARE SYSTEM    
20110102013035.000|20110102013037.000|CC1|HANDLE THEM?                    
20110102013037.000|20110102013039.000|CC1|AND CABLE QUEEN-- OPRAH WINFREY 
20110102013039.000|20110102013042.000|CC1|TAKES A GAMBLE LAUNCHING A NEW  
20110102013042.000|20110102013046.000|CC1|TV NEW YORK THAT IS ALL HER OWN.
20110102013046.000|20110102013050.000|CC1| Captioning sponsored by CBS    
20110102013050.000|20110102013054.000|CC1| THIS IS THE "CBS EVENING NEWS" 
20110102013054.000|20110102013058.000|CC1|>> Mason: WE BEGIN WITH THE     
20110102013058.000|20110102013059.000|CC1|KILLER TORNADOES THAT BARRELED  
20110102013059.000|20110102013100.000|CC1|THROUGH THE CENTER OF THE       
20110102013100.000|20110102013101.000|CC1|COUNTRY LAST NIGHT, PART OF THE 
20110102013101.000|20110102013102.000|CC1|WEATHER SYSTEM MOVING INTO THE  
20110102013102.000|20110102013107.000|CC1|EAST.                           
20110102013107.000|20110102013108.000|CC1|HERE'S THE LATEST THE STORMS    
20110102013108.000|20110102013108.000|CC1|LEFT SEVEN DEAD, THREE IN       
20110102013108.000|20110102013110.000|CC1|ARKANSAS, FOUR IN MISSOURI.     
20110102013110.000|20110102013111.000|CC1|DOZENS MORE WERE INJURED.       
20110102013111.000|20110102013112.000|CC1|PEAK WINDS REACHED 165 MILES PER
20110102013112.000|20110102013113.000|CC1|HOUR.                           
20110102013113.000|20110102013114.000|CC1|40 TORNADOES IN ALL REPORTEDLY  
20110102013114.000|20110102013115.000|CC1|TOUCHED DOWN IN FOUR STATES.    
20110102013115.000|20110102013117.000|CC1|CYNTHIA BOWERS IS IN THE ST.    
20110102013117.000|20110102013118.000|CC1|LOUIS SUBURB OF SUNSET HILLS    
20110102013118.000|20110102013120.000|CC1|TONIGHT.                        
20110102013120.000|20110102013121.000|CC1|CYNTHIA.                        
20110102013121.000|20110102013123.000|CC1|>> Reporter: YOU KNOW, AND NO   
20110102013123.000|20110102013125.000|CC1|ONE WAS INJURED HERE, WHICH IS  
20110102013125.000|20110102013126.000|CC1|AMAZING, CONSIDERING THAT THE   
20110102013126.000|20110102013126.000|CC1|TORNADO SIRENS SOUND AROUND     
20110102013126.000|20110102013127.000|CC1|NOON.                           
20110102013127.000|20110102013129.000|CC1|THERE WERE A LOT OF PEOPLE HERE 
20110102013129.000|20110102013130.000|CC1|AND THEY TELL ME THEY RAN FOR   
20110102013130.000|20110102013131.000|CC1|REFUGE.                         
20110102013131.000|20110102013133.000|CC1|IT WAS ALL OVER IN A MATTER OF  
20110102013133.000|20110102013134.000|CC1|SECONDS AND TODAY FAMILY LIKE   
20110102013134.000|20110102013135.000|CC1|THE GASTS WERE TOTALING UP THEIR
20110102013135.000|20110102013136.000|CC1|LOSSES AND COUNTING THEIR       
20110102013136.000|20110102013138.000|CC1|BLESSINGS.                      
20110102013138.000|20110102013139.000|CC1|>> THIS IS WHERE I SURVIVED     
20110102013139.000|20110102013140.000|CC1|UNDER HERE, RIGHT UNDER THAT    
20110102013140.000|20110102013141.000|CC1|COUNTER.                        
20110102013141.000|20110102013143.000|CC1|>> Reporter: IN HER NEWLY       
20110102013143.000|20110102013145.000|CC1|REMODEL KITCHEN, CATHY GAST TOOK
20110102013145.000|20110102013147.000|CC1|SHELTER FROM A POWERFUL F-3     
20110102013147.000|20110102013149.000|CC1|TORNADO WITH WIND OVER 150 MILES
20110102013149.000|20110102013150.000|CC1|PER HOUR THAT DESTROYED NEARLY  
20110102013150.000|20110102013152.000|CC1|EVERYTHING SHE OWNED, INCLUDING 
20110102013152.000|20110102013154.000|CC1|HER HOME OF THE PAST 40 YEARS.  
20110102013154.000|20110102013155.000|CC1|>> IT'S JUT UNBELIEVABLE.       
20110102013155.000|20110102013156.000|CC1|YOU NEVER THINK IT'S GOING TO   
20110102013156.000|20110102013157.000|CC1|HAPPEN TO YOU.                  
20110102013157.000|20110102013158.000|CC1|>> Reporter: HUSBAND HARLEN     
20110102013158.000|20110102013200.000|CC1|LIVED TO TELL ABOUT IT THANKS TO
20110102013200.000|20110102013202.000|CC1|SOME QUICK DECISION MAKING AND  
20110102013202.000|20110102013203.000|CC1|HIS OLD TRACTOR.                
20110102013203.000|20110102013205.000|CC1|>> I LOOKED AND THERE WERE TWO  
20110102013205.000|20110102013206.000|CC1|TREES GOING ACROSS THE STREET   
20110102013206.000|20110102013207.000|CC1|ABOUT 40 MILES PER HOUR.        
20110102013207.000|20110102013208.000|CC1|AND ALL I KNEW TO DO WAS CRAWL  
20110102013208.000|20110102013211.000|CC1|UNDER THE TRACTOR.              
20110102013211.000|20110102013212.000|CC1|>> Reporter: THEIR NEIGHBOR, JIM
20110102013212.000|20110102013213.000|CC1|BEARDEN, WELCOMED THE NEW YEAR  
20110102013213.000|20110102013214.000|CC1|DIGGING THROUGH THE REMAINS OF  
20110102013214.000|20110102013215.000|CC1|HIS PAST.                       
20110102013215.000|20110102013216.000|CC1|HIS GARAGE ONCE HELD A LIFETIME 
20110102013216.000|20110102013218.000|CC1|OF MEMORIES.                    
20110102013218.000|20110102013219.000|CC1|>> WE'RE JUST TRYING TO FIGURE  
20110102013219.000|20110102013220.000|CC1|OUT WHAT WE GOT, YOU KNOW, WHAT,
20110102013220.000|20110102013221.000|CC1|WE HAVE LEFT.                   
20110102013221.000|20110102013224.000|CC1|>> Reporter: THE TORNADOES THAT 
20110102013224.000|20110102013225.000|CC1|STRUCK CENTRAL MISSOURI ARE THE 
20110102013225.000|20110102013227.000|CC1|WORST TO HIT THIS STATE ON NEW  
20110102013227.000|20110102013228.000|CC1|YEAR'S EVE IN MORE THAN 50      
20110102013228.000|20110102013230.000|CC1|YEARS.                          
20110102013230.000|20110102013231.000|CC1|THAT SAME POWERFUL STORM SYSTEM 
20110102013231.000|20110102013233.000|CC1|EXPLODED OVER THE SMALL ARKANSAS
20110102013233.000|20110102013236.000|CC1|TOWN OF CINCINNATI WITH WIND    
20110102013236.000|20110102013238.000|CC1|TOPPING 140 MILES AN HOUR.      
20110102013238.000|20110102013239.000|CC1|MORE THAN A DOZEN HOMES WERE    
20110102013239.000|20110102013240.000|CC1|DESTROYED, AND THERE WAS MAJOR  
20110102013240.000|20110102013241.000|CC1|DAMAGE TO THAT TOWN'S FIRE      
20110102013241.000|20110102013243.000|CC1|DEPARTMENT.                     
20110102013243.000|20110102013244.000|CC1|>> I GREW UP HERE, AND          
20110102013244.000|20110102013245.000|CC1|EVERYTHING'S GONE.              
20110102013245.000|20110102013246.000|CC1|IT'S JUST-- IT'S ALL GONE.      
20110102013246.000|20110102013248.000|CC1|THERE'S NOTHING LEFT.           
20110102013248.000|20110102013249.000|CC1|>> JUST LOOK AT THAT.           
20110102013249.000|20110102013250.000|CC1|I'M TRYING TO COUNT ELSEWHERE.  
20110102013250.000|20110102013251.000|CC1|>> Reporter: WINTER TORNADOES   
20110102013251.000|20110102013252.000|CC1|ARE RARE.                       
20110102013252.000|20110102013253.000|CC1|THEY MOVE QUICKLY THROUGH COLDER
20110102013253.000|20110102013254.000|CC1|AIR LEAVING LITTLE TIME FOR     
20110102013254.000|20110102013255.000|CC1|WARNING.                        
20110102013255.000|20110102013257.000|CC1|>> IT WAS A TIGHTLY PACKED PIECE
20110102013257.000|20110102013300.000|CC1|OF UPPER LEVEL ENERGY BOWLING   
20110102013300.000|20110102013301.000|CC1|ITS WAY OVER THE MISSISSIPPI    
20110102013301.000|20110102013303.000|CC1|VALLEY.                         
20110102013303.000|20110102013305.000|CC1|AT THE SAME TIME WE HAD THIS    
20110102013305.000|20110102013306.000|CC1|REAL STRONG TEMPERATURE CONTRAST
20110102013306.000|20110102013307.000|CC1|AND A VERY VIGOROUS JET STREAM  
20110102013307.000|20110102013308.000|CC1|AND THAT WAS WHAT WAS UNUSUAL   
20110102013308.000|20110102013316.000|CC1|FOR THIS TIME OF YEAR.          
20110102013316.000|20110102013317.000|CC1|>> Reporter: SURROUNDED BY      
20110102013317.000|20110102013317.000|CC1|DEVASTATION, JIM BEARDEN IS     
20110102013317.000|20110102013318.000|CC1|SIMPLY GLAD EVERYONE IN HIS     
20110102013318.000|20110102013320.000|CC1|NEIGHBORHOOD MADE IT OUT ALIVE. 
20110102013320.000|20110102013328.000|CC1|HOW LUCK YOU DO YOU FEEL THAT   
20110102013328.000|20110102013328.000|CC1|THERE WAS NO MAJOR DAMAGE THERE 
20110102013328.000|20110102013329.000|CC1|HAS TO BE A GOD.                
20110102013329.000|20110102013330.000|CC1|>> Reporter: WHEN YOU CONSIDER  
20110102013330.000|20110102013331.000|CC1|THE UNSEASONABLY WARM           
20110102013331.000|20110102013332.000|CC1|TEMPERATURES.                   
20110102013332.000|20110102013333.000|CC1|IT WAS IN THE MID-60s HERE, AND 
20110102013333.000|20110102013334.000|CC1|THE STORM SYSTEM LEFT BEHIND    
20110102013334.000|20110102013334.000|CC1|BITTER COLD.                    
20110102013334.000|20110102013335.000|CC1|I'M TOLD CLEANUP WILL CONTINUE  
20110102013335.000|20110102013337.000|CC1|THROUGHOUT THE NIGHT TONIGHT AND
20110102013337.000|20110102013338.000|CC1|THE COLD WILL MAKE THE PAINFUL  
20110102013338.000|20110102013339.000|CC1|PROCESS EVEN TOUGHER.           
20110102013339.000|20110102013340.000|CC1|ANTHONY.                        
20110102013340.000|20110102013341.000|CC1|>> Mason: CYNTHIA BOWERS IN     
20110102013341.000|20110102013342.000|CC1|SUNSET HILLS, MISSOURI.         
20110102013342.000|20110102013343.000|CC1|THANKS, CYNTHIA.                
20110102013343.000|20110102013345.000|CC1|THE FIRST OF THE NEW GOVERNORS  
20110102013345.000|20110102013346.000|CC1|ELECTED LAST NOVEMBER WERE      
20110102013346.000|20110102013348.000|CC1|INAUGURATED TODAY.              
20110102013348.000|20110102013350.000|CC1|RICK SCHNEIDER TOOK THE OATH IN 
20110102013350.000|20110102013352.000|CC1|ECONOMICALLY DISTRESSED MICHIGAN
20110102013352.000|20110102013354.000|CC1|WHILE DEMOCRAT ANDREW CUOMO WAS 
20110102013354.000|20110102013356.000|CC1|SWORN INTO THE JOB HIS FATHER,  
20110102013356.000|20110102013358.000|CC1|MARIO, ONCE HELD IN NEW YORK.   
20110102013358.000|20110102013359.000|CC1|NEW MEXICO INAUGURATED THE      
20110102013359.000|20110102013402.000|CC1|NATION'S FIRST LATINA GOVERNOR, 
20110102013402.000|20110102013403.000|CC1|REPUBLICAN SUZANNEA MARTINEZ.   
20110102013403.000|20110102013405.000|CC1|THE BIGGEST FRESHMAN CLASS IN   
20110102013405.000|20110102013406.000|CC1|MORE THAN 70 YEARS WILL BE      
20110102013406.000|20110102013408.000|CC1|TAKING THE OATH OF OFFICE IN THE
20110102013408.000|20110102013409.000|CC1|U.S. HOUSE OF REPRESENTATIVES   
20110102013409.000|20110102013410.000|CC1|THIS COMING WEEK.               
20110102013410.000|20110102013412.000|CC1|MOST OF THE NEW MEMBERS ARE     
20110102013412.000|20110102013413.000|CC1|REPUBLICANS COMMITTED TO MAKING 
20110102013413.000|20110102013414.000|CC1|CONGRESS CHANGE COURSE.         
20110102013414.000|20110102013416.000|CC1|BOB ORR IN WASHINGTON SETS THE  
20110102013416.000|20110102013418.000|CC1|SCENE.                          
20110102013418.000|20110102013420.000|CC1|>> Reporter: FRESHMAN FLORIDA   
20110102013420.000|20110102013422.000|CC1|REPUBLICAN ALLEN WEST ARRIVED IN
20110102013422.000|20110102013423.000|CC1|WASHINGTON WITH AN AGENDA AND AN
20110102013423.000|20110102013426.000|CC1|ATTITUDE.                       
20110102013426.000|20110102013427.000|CC1|>> THE WHOLE PLACE IS ABUZZ     
20110102013427.000|20110102013428.000|CC1|ALREADY ABOUT WHAT IS ABOUT TO  
20110102013429.000|20110102013429.000|XDS|%    TITLE:   
20110102013428.000|20110102013429.000|CC1|HAPPEN.                         
20110102013429.000|20110102013430.000|CC1|>> Reporter: WEST, LIKE MANY OF 
20110102013430.000|20110102013432.000|CC1|THE 87 NEW REPUBLICANS WHO WILL 
20110102013432.000|20110102013433.000|CC1|BE SWORN IN WEDNESDAY, IS VOWING
20110102013433.000|20110102013436.000|CC1|TO SHRINK GOVERNMENT SPENDING   
20110102013436.000|20110102013438.000|CC1|AND HE'S TAKING A HARD LINE.    
20110102013438.000|20110102013440.000|CC1|>> COMPROMISE IS NOT SOMETHING  
20110102013440.000|20110102013441.000|CC1|THEY THINK IS A GREAT THING IF  
