TOP|20101205030001|2010-12-05_0300_US_CNN_CNN_Live_Event_Special
COL|Communication Studies Archive, UCLA 
UID|c0c4c742-001b-11e0-89d6-00e0815fe826
DUR|0:59:55.02
VID|640x480
CMT|
TPF|transcripts.cnn.com|se.03.html
HED|John Lennon's Journey in America
LAN|ENG
LBT|2010-12-04 19:00 America/Los_Angeles
SEG_01|2014-06-18 17:39:30|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101205030005.444|20101205030024.333|SEG|Type=Story
20101205030005.444|20101205030006.556|CCO| LIFE FOR THEIR CHILD.
20101205030006.556|20101205030007.667|CCO|>> Larry: GREAT BOOK, JANE.
20101205030007.667|20101205030008.778|CCO|THANK YOU SO MUCH.
20101205030008.778|20101205030009.889|CCO|>> THANK YOU, LARRY.
20101205030009.889|20101205030011.000|CCO|>> Larry: YOU LOOK GREAT.
20101205030011.000|20101205030013.500|CCO|>> THANK YOU, BABE.
20101205030013.500|20101205030016.000|CCO|APPRECIATE IT.
20101205030016.000|20101205030018.500|CCO|>> Larry: JANE LEVY, "THE LAST 
20101205030018.500|20101205030021.000|CCO|BOY," AND YOU WILL NOT PUT IT 
20101205030021.000|20101205030024.333|CCO|DOWN.
20101205030024.333|20101205030841.000|SEG|Type=Story
20101205030024.333|20101205030027.667|CCO|>>> TEN YEARS OF ABSOLUTE BEETLE
20101205030027.667|20101205030031.000|CCO|MANIA.
20101205030031.000|20101205030033.000|CCO|>> IT WAS BIG, AS BIG AS IT 
20101205030033.000|20101205030035.000|CCO|GETS.
20101205030035.000|20101205030037.000|CCO|>> BUT THAT WOULD BE ALL 
20101205030037.000|20101205030039.000|CCO|OVERCOME 1969.
20101205030039.000|20101205030041.000|CCO|THEIR LAST PERFORMANCE AS A 
20101205030041.000|20101205030043.000|CCO|GROUP ON A ROOF TOP IN LONDON.
20101205030043.000|20101205030045.000|CCO|>> THERE WAS SO MUCH PREJUDICE 
20101205030045.000|20101205030047.000|CCO|AGAINST YOKO AND ANGER TOWARDS 
20101205030047.000|20101205030049.000|CCO|HIM THAT HE HAD LEFT THE 
20101205030049.000|20101205030051.000|CCO|BEATLES.
20101205030051.000|20101205030054.333|CCO|>> FOR JOHN LENNON, A NEW 
20101205030054.333|20101205030057.667|CCO|RELATIONSHIP.
20101205030057.667|20101205030101.000|CCO|>> THE THING THAT HAD FINALLY 
20101205030101.000|20101205030106.000|CCO|GIVEN HIM PEACE, BEING MARRIED 
20101205030106.000|20101205030111.000|CCO|AND A FATHER.
20101205030111.000|20101205030121.000|CCO|6
20101205030121.000|20101205030123.000|CCO|>> Reporter: ALMOST 30 YEARS AGO
20101205030123.000|20101205030125.000|CCO|TO THE DAY JOHN LENNON WAS 
20101205030125.000|20101205030127.000|CCO|KILLED HERE AT THE APARTMENT 
20101205030127.000|20101205030129.000|CCO|BUILDING IN NEW YORK CITY, BUT 
20101205030129.000|20101205030131.000|CCO|BEFORE HE WAS CUT DOWN THE CITY 
20101205030131.000|20101205030134.667|CCO|THAT HE LOVED PROVIDED A NEW 
20101205030134.667|20101205030138.333|CCO|INSPIRATION FOR A NEW CHAPTER IN
20101205030138.333|20101205030142.000|CCO|HIS LIFE, AND A CHAPTER THAT 
20101205030142.000|20101205030152.000|CCO|HELPED HIM ESCAPE, A GROWING 
20101205030152.000|20101205030201.000|CCO|BURDEN OF BEING A BEATLE.
20101205030201.000|20101205030203.000|CCO|>> THE CONTRIBUTING EDITOR FROM 
20101205030203.000|20101205030205.000|CCO|"ROLLING STONE" MAGAZINE 
20101205030205.000|20101205030207.000|CCO|REMEMBERS.
20101205030207.000|20101205030209.000|CCO|>> THERE WAS A HYSTERIA TO THEIR
20101205030209.000|20101205030211.000|CCO|ARRIVAL HERE.
20101205030211.000|20101205030214.333|CCO|PEOPLE MAKE THE CONNECTION SO 
20101205030214.333|20101205030217.667|CCO|SOON AFTER THE KENNEDY 
20101205030217.667|20101205030221.000|CCO|ASSASSINATION.
20101205030221.000|20101205030224.333|CCO|>> Reporter: TWO DAYS LATER, AN 
20101205030224.333|20101205030227.667|CCO|EXPLOSIVE PERFORMANCE ON "THE ED
20101205030227.667|20101205030231.000|CCO|SULLIVAN SHOW."
20101205030231.000|20101205030233.500|CCO|LENNON FELL IN LOVE.
20101205030233.500|20101205030236.000|CCO|>> HE EMBRACED NEW YORK AND NEW 
20101205030236.000|20101205030238.500|CCO|YORK VERY MUCH EMBRACED HIM.
20101205030238.500|20101205030241.000|CCO|>> Reporter: JOHN LENNON WAS 
20101205030241.000|20101205030243.500|CCO|LIVING IN ENGLAND DURING THE 
20101205030243.500|20101205030246.000|CCO|HEIGHT OF THE BEATLES SUPERSTAR 
20101205030246.000|20101205030248.500|CCO|DUMB.
20101205030248.500|20101205030251.000|CCO|BUT A CHANCE MEETING WOULD BRING
20101205030251.000|20101205030253.000|CCO|HIM BACK TO THE CITY HE LOVED 
20101205030253.000|20101205030255.000|CCO|WHEN HE WALK INTO THE A LONDON 
20101205030255.000|20101205030257.000|CCO|ART GALLERY.
20101205030257.000|20101205030259.000|CCO|>> IT WAS A VERY HIP PLACE.
20101205030259.000|20101205030301.000|CCO|SO THE OWNER OF THE GALLERY 
20101205030301.000|20101205030304.333|CCO|BROUGHT LENNON BY WHILE YOKO WAS
20101205030304.333|20101205030307.667|CCO|SETTING UP HIS EXHIBITION.
20101205030307.667|20101205030311.000|CCO|>> HE WAS STILL MARRIED TO HIS 
20101205030311.000|20101205030314.333|CCO|FIRST WIFE AT THE TIME.
20101205030314.333|20101205030317.667|CCO|>> IT WAS NOT WHAT HE SAW AS HIS
20101205030317.667|20101205030321.000|CCO|DESTINY, AND WHEN YOKO ENTERED 
20101205030321.000|20101205030322.429|CCO|IT WAS LIKE A WIND BLOWING 
20101205030322.429|20101205030323.857|CCO|THROUGH.
20101205030323.857|20101205030325.286|CCO|>> PAUL AND I TURNED OUT A LONG 
20101205030325.286|20101205030326.714|CCO|OF SONGS THOSE DAYS, AND IT WAS 
20101205030326.714|20101205030328.143|CCO|EASIER BECAUSE IT WAS THE 
20101205030328.143|20101205030329.571|CCO|BEGINNING OF OUR RELATIONSHIP 
20101205030329.571|20101205030331.000|CCO|AND CAREER.
20101205030331.000|20101205030333.000|CCO|BUT THEN IT GOT TO BE FORMAT, 
20101205030333.000|20101205030335.000|CCO|AND SORT OF NOT THE PLEASURE 
20101205030335.000|20101205030337.000|CCO|THAT IT WAS, AND THAT'S WHAT I 
20101205030337.000|20101205030339.000|CCO|FELT THAT I'D LOST MYSELF.
20101205030339.000|20101205030341.000|CCO|>> I THINK HE WAS LOOKING FOR 
20101205030341.000|20101205030343.000|CCO|SOMETHING BEYOND THE BEATLES, 
20101205030343.000|20101205030345.000|CCO|AND TO MEET SOMEBODY LIKE YOKO, 
20101205030345.000|20101205030347.000|CCO|IT OPENED DOORS TO HIM, I THINK,
20101205030347.000|20101205030349.000|CCO|IN HIS HEART AND ALSO 
20101205030349.000|20101205030351.000|CCO|IMAGINATIVELY FOR A NEW 
20101205030351.000|20101205030353.000|CCO|DIRECTION HE MIGHT WANT TO GO 
20101205030353.000|20101205030355.000|CCO|IN.
20101205030355.000|20101205030357.000|CCO|>> BUT THE PUBLIC WAS NOT READY 
20101205030357.000|20101205030359.000|CCO|FOR A NEW DIRECTION, OR FOR JOHN
20101205030359.000|20101205030401.000|CCO|AND YOKO.
20101205030401.000|20101205030403.000|CCO|>> THE FACT THAT HE WAS A WOMAN,
20101205030403.000|20101205030405.000|CCO|JAPANESE, AND AN ARTIST, AND 
20101205030405.000|20101205030407.000|CCO|THESE WERE NOT PASSPORTS TO 
20101205030407.000|20101205030409.000|CCO|ACCEPTANCE AMONG THE BRITISH 
20101205030409.000|20101205030411.000|CCO|PUBLIC.
20101205030411.000|20101205030413.500|CCO|>> THE COUPLE NEEDED TO ESCAPE 
20101205030413.500|20101205030416.000|CCO|THE CONSTANT CRITICISM.
