TOP|20110114230001|2011-01-14_2300_US_MSNBC_The_Ed_Show
COL|Communication Studies Archive, UCLA 
UID|618eda94-203a-11e0-804b-001517add6fa
DUR|0:59:48.98
VID|640x480
CMT|
LAN|ENG
LBT|2011-01-14 15:00 America/Los_Angeles
SEG_01|2014-06-18 18:49:53|Source_Program=Commercial Detection|Source_Person=Weixin Li
20110114230004.000|20110114230031.000|SEG|Type=Story
20110114230004.000|20110114230008.000|CC1|BUTTONS AT THIS HOUR.           
20110114230008.000|20110114230009.000|CC1|THE PRESIDENT ELEVATED THE      
20110114230009.000|20110114230010.000|CC1|NATION ON WEDNESDAY NIGHT.      
20110114230010.000|20110114230012.000|CC1|CAN WE AT LEAST AGREE ON THAT?  
20110114230012.000|20110114230013.000|CC1|BUT THE REPUBLICANS, THEY'RE    
20110114230013.000|20110114230015.000|CC1|STUCK IN THE GUTTER AGAIN.      
20110114230015.000|20110114230017.000|CC1|THEY'RE GOING AHEAD WITH A NASTY
20110114230017.000|20110114230019.000|CC1|DEBATE ON HEALTH CARE REPEAL    
20110114230019.000|20110114230019.000|CC1|NEXT WEEK.                      
20110114230019.000|20110114230022.000|CC1|WHILE THE TEA PARTY IS MAKING   
20110114230022.000|20110114230023.000|CC1|DESPICABLE COMMENTS IN THE WAKE 
20110114230023.000|20110114230024.000|CC1|OF THE ARIZONA SHOOTING.        
20110114230024.000|20110114230026.000|CC1|MY COMMENTARY ON THAT.          
20110114230026.000|20110114230029.000|CC1|AND CONGRESSMAN DENNIS KUCINICH 
20110114230029.000|20110114230031.000|CC1|WILL TALK TONE WITH US COMING UP
20110114230031.000|20110114230031.000|CC1|LIVE.                           
20110114230031.000|20110114230052.000|SEG|Type=Story
20110114230031.000|20110114230032.000|CC1|>>> SARAH PALIN IS NOT BACKING  
20110114230032.000|20110114230033.000|CC1|DOWN.                           
20110114230033.000|20110114230033.000|CC1|WE'RE LEARNING NOW THAT SHE'S   
20110114230033.000|20110114230035.000|CC1|GOING TO BE SPEAKING AT A       
20110114230035.000|20110114230038.000|CC1|PRO-GUN CONVENTION IN NEVADA.   
20110114230038.000|20110114230040.000|CC1|A KEY STATE ON THE PRESIDENTIAL 
20110114230040.000|20110114230040.000|CC1|CALENDAR.                       
20110114230040.000|20110114230042.000|CC1|SHE'S USING, I GUESS YOU COULD  
20110114230042.000|20110114230043.000|CC1|SAY THIS TIME, TO GUN UP.       
20110114230043.000|20110114230046.000|CC1|JUST LIKE OTHER RIGHTIES.       
20110114230046.000|20110114230047.000|CC1|PAT BUCHANAN AND BILL PRESS,    
20110114230047.000|20110114230048.000|CC1|REMEMBER THEM TOGETHER?         
20110114230048.000|20110114230050.000|CC1|THEY'LL BE IN "THE BATTLEGROUND"
20110114230050.000|20110114230051.000|CC1|STORY TONIGHT, GOING TAT.       
20110114230051.000|20110114230052.000|CC1|YOU WON'T WANT TO MISS IT.      
20110114230052.000|20110114230109.000|SEG|Type=Story
20110114230052.000|20110114230055.000|CC1|>>> AND LAST NIGHT, I SHOWED YOU
20110114230055.000|20110114230056.000|CC1|THIS BILLBOARD.                 
20110114230056.000|20110114230058.000|CC1|IN TUCSON, ARIZONA, PROMOTING   
20110114230058.000|20110114230100.000|CC1|RUSH LIMBAUGH'S SHOW.           
20110114230100.000|20110114230102.000|CC1|THEY TOOK IT DOWN.              
20110114230102.000|20110114230103.000|CC1|BUT THEY WERE PRETTY SLOW ABOUT 
20110114230103.000|20110114230104.000|CC1|IT AND RUSH IS SAYING THAT YOU  
20110114230104.000|20110114230106.000|CC1|KNOW HE DIDN'T KNOW ANYTHING    
20110114230106.000|20110114230107.000|CC1|ABOUT THE BILLBOARD.            
20110114230107.000|20110114230107.000|CC1|I DON'T BUY IT.                 
20110114230107.000|20110114230109.000|CC1|I'LL TELL YOU WHY COMING UP.    
20110114230109.000|20110114230126.000|SEG|Type=Story
20110114230109.000|20110114230110.000|CC1|>>> PLUS, AMERICAN VOTERS ARE   
20110114230110.000|20110114230112.000|CC1|SHOWING THAT THEY'RE NOT AFRAID 
20110114230112.000|20110114230114.000|CC1|TO PARTICIPATE IN DEMOCRACY.    
20110114230114.000|20110114230116.000|CC1|IN THE WAKE OF THE TRAGEDY IN   
20110114230116.000|20110114230117.000|CC1|ARIZONA, CONGRESSMAN KEITH      
20110114230117.000|20110114230119.000|CC1|ELLISON OF MINNESOTA IS HOLDING 
20110114230119.000|20110114230120.000|CC1|A CONGRESS ON YOUR CORNER EVENT 
20110114230120.000|20110114230122.000|CC1|IN HONOR OF HIS COLLEAGUE GABBY 
20110114230122.000|20110114230123.000|CC1|GIFFORDS IN MINNEAPOLIS TONIGHT.
20110114230123.000|20110114230124.000|CC1|THE CONGRESSMAN WILL JOIN US    
20110114230124.000|20110114230126.000|CC1|COMING UP IN JUST A MOMENT.     
20110114230126.000|20110114230135.000|SEG|Type=Story
20110114230126.000|20110114230128.000|CC1|>>> AND LATE THIS AFTERNOON,    
