TOP|20101218000001|2010-12-18_0000_US_KCAL_KCAL_9_News_at_4PM
COL|Communication Studies Archive, UCLA 
UID|c2d06ee2-0a39-11e0-9f2b-00e0815fe725
DUR|0:29:54.04
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-17 16:00 America/Los_Angeles
SEG_01|2014-06-18 18:15:25|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101218000011.000|20101218002955.000|SEG|Type=Story
20101218000011.000|20101218000013.000|CCO|98
20101218000013.000|20101218000015.000|CCO|
20101218000015.000|20101218002955.000|SEG_01|Type=Commercial
20101218000015.000|20101218000017.000|CCO|
20101218000017.000|20101218000019.000|CCO| >> THE FOLLOWING IS A KCAL9
20101218000019.000|20101218000021.000|CCO|
20101218000021.000|20101218000022.000|CCO|SPORTS PRESENTATION.
20101218000022.000|20101218000023.000|CCO|
20101218000023.000|20101218000024.000|CCO|JOEL: PHILADELPHIA.
20101218000024.000|20101218000025.000|CCO|
20101218000025.000|20101218000026.000|CCO|THE CITY OF LOVE.
20101218000026.000|20101218000027.000|CCO|
20101218000027.000|20101218000028.000|CCO|CAN CHANGE A BOY'S DREAM INTO
20101218000028.000|20101218000029.000|CCO|
20101218000029.000|20101218000030.000|CCO|REALITY.
20101218000030.000|20101218000031.000|CCO|
20101218000031.000|20101218000032.000|CCO|THE PLACE WHERE IT ALL BEGAN,
20101218000032.000|20101218000033.000|CCO|
20101218000033.000|20101218000034.000|CCO|WHERE THE LOVE OF THE GAME WAS
20101218000034.000|20101218000035.000|CCO|
20101218000035.000|20101218000036.000|CCO|NUTURED, AND HIS WORK ETHIC WAS
20101218000036.000|20101218000037.000|CCO|
20101218000037.000|20101218000038.000|CCO|BORN.
20101218000038.000|20101218000039.000|CCO|
20101218000039.000|20101218000040.000|CCO|WITH HIS TENACITY, LEADERSHIP,
20101218000040.000|20101218000041.000|CCO|
20101218000041.000|20101218000042.250|CCO|AND DETERMINATION, THE LAKERS
20101218000042.250|20101218000043.500|CCO|
20101218000043.500|20101218000044.750|CCO|HAVE BECOME WHAT KOBE BRYANT HAS
20101218000044.750|20101218000046.000|CCO|
20101218000046.000|20101218000047.250|CCO|ALWAYS STRIVED TO BE, A
20101218000047.250|20101218000048.500|CCO|
20101218000048.500|20101218000049.750|CCO|CHAMPION.
20101218000049.750|20101218000051.000|CCO|
20101218000051.000|20101218000051.714|CCO|LAKERS BASKETBALL STARTS NOW.
20101218000051.714|20101218000052.429|CCO|
20101218000052.429|20101218000053.143|CCO|>> IT'S OFFICIAL.
20101218000053.143|20101218000053.857|CCO|
20101218000053.857|20101218000054.571|CCO|THE LAKERS ARE THE WORLD
20101218000054.571|20101218000055.286|CCO|
20101218000055.286|20101218000056.000|CCO|CHAMPIONS.
20101218000056.000|20101218000056.714|CCO|
20101218000056.714|20101218000057.429|CCO|>> WE DID IT AGAIN.
20101218000057.429|20101218000058.143|CCO|
20101218000058.143|20101218000058.857|CCO|AMAZING.
20101218000058.857|20101218000059.571|CCO|
20101218000059.571|20101218000100.286|CCO|[CROWD CHEERING]
20101218000100.286|20101218000101.000|CCO|
20101218000101.000|20101218000102.667|CCO|JOEL: BACK TO-BACK TITLES FOR
20101218000102.667|20101218000104.333|CCO|
20101218000104.333|20101218000106.000|CCO|THE LAKERS.
20101218000106.000|20101218000107.667|CCO|
20101218000107.667|20101218000109.333|CCO|LIVE FROM THE WELLS FARGO
20101218000109.333|20101218000111.000|CCO|
20101218000111.000|20101218000112.000|CCO|CENTER, KCAL9 PROUDLY PRESENTS
20101218000112.000|20101218000113.000|CCO|
20101218000113.000|20101218000114.000|CCO|LAKERS BASKETBALL AS THEY GET
20101218000114.000|20101218000115.000|CCO|
20101218000115.000|20101218000116.000|CCO|READY FOR THE ROAD TRIP.
20101218000116.000|20101218000117.000|CCO|
20101218000117.000|20101218000118.000|CCO|MATCHING UP WITH THE
20101218000118.000|20101218000119.000|CCO|
20101218000119.000|20101218000120.000|CCO|PHILADELPHIA 76ERS.
20101218000120.000|20101218000121.000|CCO|
20101218000121.000|20101218000122.250|CCO|ANY TIME WE COME BACK TO PHILLY,
20101218000122.250|20101218000123.500|CCO|
20101218000123.500|20101218000124.750|CCO|IT MEANS A LOT TO A FUTURE HALL
20101218000124.750|20101218000126.000|CCO|
20101218000126.000|20101218000127.250|CCO|OF FAMER.
20101218000127.250|20101218000128.500|CCO|
20101218000128.500|20101218000129.750|CCO|NOW, HERE'S THE GYM WITH HIS
20101218000129.750|20101218000131.000|CCO|
20101218000131.000|20101218000132.000|CCO|NAME ON IT.
20101218000132.000|20101218000133.000|CCO|
20101218000133.000|20101218000134.000|CCO|HI, EVERYBODY, JOEL MYERS
20101218000134.000|20101218000135.000|CCO|
20101218000135.000|20101218000136.000|CCO|ALONGSIDE STU LANCE.
20101218000136.000|20101218000137.000|CCO|
20101218000137.000|20101218000138.000|CCO|LAKERS LOOK FOR THE WIN ON THE
20101218000138.000|20101218000139.000|CCO|
20101218000139.000|20101218000140.000|CCO|ROAD TRIP.
20101218000140.000|20101218000141.000|CCO|
