TOP|20110103010001|2011-01-03_0100_US_KMEX_Primer_Impacto_Fin_de_Semana
COL|Communication Studies Archive, UCLA 
UID|2187d4a2-16dd-11e0-a668-001517add60e
DUR|0:59:39.84
VID|640x480
CMT|
LAN|SPA
LBT|2011-01-02 17:00 America/Los_Angeles
SEG_01|2014-02-14 18:21:08|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110103010216.000|20110103015940.000|SEG|Type=Story
20110103010216.000|20110103010217.000|CC1|>> ESTE HOMBRE MANEJABA         
20110103010217.000|20110103010217.000|CC1|BORRACHO CUANDO SE SALIÓ DE LA  
20110103010217.000|20110103010220.000|CC1|VÍA Y EMBISTIÓ A MÁS DE 20      
20110103010220.000|20110103010224.000|CC1|PERSONAS.                       
20110103010224.000|20110103010230.000|CC1|LOS CUERPOS INERTES QUEDARON    
20110103010230.000|20110103010233.000|CC1|DESPERDIGADOS  EN LA ACERA      
20110103010233.000|20110103010238.000|CC1|>> PUEDE ALGO MUY ESPANTOSO     
20110103010238.000|20110103010241.000|CC1|>> MUERTOS DONDEQUIERA,         
20110103010241.000|20110103010244.000|CC1|TIRADOS, TIRADOS...             
20110103010244.000|20110103010250.000|CC1|Y SÉ PONERME A LLORAR...        
20110103010250.000|20110103010256.000|CC1|INCONSCIENTE...                 
20110103010256.000|20110103010300.000|CC1|>> LOS FAMILIARES DE LAS        
20110103010300.000|20110103010305.000|CC1|VÍCTIMAS MORTALES  EMBISTIERON  
20110103010305.000|20110103010306.000|CC1|AL CONDUCTOR. ENCONTRARON UNA   
20110103010306.000|20110103010321.000|CC1|CREDENCIAL OFICIAL QUE CARGABA  
20110103010321.000|20110103010328.000|CC1|EL IRRESPONSABLE                
20110103010328.000|20110103010329.000|CC1|>> LA IRA DE LA GENTE LLEGÓ A   
20110103010329.000|20110103010330.000|CC1|TAL PUNTO QUE VOLCARON E        
20110103010330.000|20110103010331.000|CC1|INCENDIARON LA CAMIONETA QUE    
20110103010331.000|20110103010335.000|CC1|CAUSÓ EL DESASTRE               
20110103010335.000|20110103010335.000|CC1|CUANDO LOS AGENTES DE TRÁNSITO  
20110103010335.000|20110103010340.000|CC1|LLEGARON A INVESTIGAR, QUEMARON 
20110103010340.000|20110103010340.000|CC1|EL VEHÍCULO POLICIAL.  ERA UNA  
20110103010340.000|20110103010341.000|CC1|TURBA INCONTROLABLE SERÁ DE     
20110103010341.000|20110103010343.000|CC1|DESESPERACIÓN.                  
20110103010343.000|20110103010347.000|CC1|>> ESTO NO PUEDE SER ASÍ.       
20110103010347.000|20110103010351.000|CC1|>> MI SOBRINO ESTABA ESPERANDO  
20110103010351.000|20110103010352.000|CC1|UN CARRO... APARECE ESTE HOMBRE 
20110103010352.000|20110103010356.000|CC1|BORRACHO Y SE LO LLEVA. POR     
20110103010356.000|20110103010401.000|CC1|FAVOR A JUSTICIA.               
20110103010401.000|20110103010402.000|CC1|>> LO MÁS INCREÍBLE ES QUE      
20110103010402.000|20110103010402.000|CC1|TENÍA TANTAS INFRACCIONES DE    
20110103010402.000|20110103010410.000|CC1|TRÁNSITO QUE SUPUESTAMENTE NO   
20110103010410.000|20110103010411.000|CC1|PODÍA MANEJAR MÁS, Y POR ESO    
20110103010411.000|20110103010412.000|CC1|CARGABA LA LICENCIA DE SU       
20110103010412.000|20110103010414.000|CC1|ROMANO,1 AGENTE DE TRÁNSITO.    
20110103010414.000|20110103010420.000|CC1|GENERÓ REACCIONES EN TODO EL    
20110103010420.000|20110103010421.000|CC1|PAÍS. LOS MÁS CRÍTICOS HICIERON 
20110103010421.000|20110103010424.000|CC1|RESPONSABLES A LAS AUTORIDADES  
20110103010424.000|20110103010425.000|CC1|DE TRÁNSITO QUIENES A SU VEZ    
20110103010425.000|20110103010427.000|CC1|ECHARON LA CULPA A LA           
20110103010427.000|20110103010429.000|CC1|LEGISLACIÓN VIGENTE.            
20110103010429.000|20110103010434.000|CC1|NO IMPORTA CUÁNTAS INFRACCIONES 
20110103010434.000|20110103010434.000|CC1|TENGA UN CHOFER, NINGUNA        
20110103010434.000|20110103010437.000|CC1|AUTORIDAD LO PUEDE TENER SI UN  
20110103010437.000|20110103010438.000|CC1|JUEZ NO MANDÓ A  REVOCAR LA     
20110103010438.000|20110103010443.000|CC1|LICENCIA.                       
20110103010443.000|20110103010446.000|CC1|>> ESA HERRAMIENTA DE LA LEY NO 
20110103010446.000|20110103010452.000|CC1|NOS FAVORECE, ES UNA LEY QUE    
20110103010452.000|20110103010453.000|CC1|PERMITE LA IMPUNIDAD.           
20110103010453.000|20110103010453.000|CC1|INTENTAMOS HACERLE CONOCER ESTO 
20110103010453.000|20110103010506.000|CC1|A LOS ASAMBLEÍSTAS.             
20110103010506.000|20110103010507.000|CC1|> MIENTRAS LOS EXPERTOS REZAN   
20110103010507.000|20110103010508.000|CC1|LA LEY, LA GENTE NO ENTIENDE LA 
20110103010508.000|20110103010508.000|CC1|MUERTE DE SU FAMILIAR DE TRES   
