TOP|20101214230002|2010-12-14_2300_US_FOX-News_Special_Report_with_Bret_Baier
COL|Communication Studies Archive, UCLA 
UID|e20c5c78-07d5-11e0-9c09-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-14 15:00 America/Los_Angeles
SEG_01|2014-06-18 18:05:51|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101214230006.000|20101214230352.667|SEG|Type=Story
20101214230006.000|20101214235956.000|SEG_01|Type=Commercial
20101214230006.000|20101214230007.000|CCO|FROM NEW YORK, GOOD NIGHT,
20101214230007.000|20101214230008.000|CCO|
20101214230008.000|20101214230009.000|CCO|
20101214230009.000|20101214230010.000|CCO|AMERICA.
20101214230010.000|20101214230011.000|CCO|
20101214230011.000|20101214230012.000|CCO|
20101214230012.000|20101214230012.667|CCO|[ APPLAUSE ]
20101214230012.667|20101214230013.333|CCO|
20101214230013.333|20101214230014.000|CCO|
20101214230014.000|20101214230014.667|CCO|>> Bret: WITH JUST FOUR DAYS
20101214230014.667|20101214230015.333|CCO|
20101214230015.333|20101214230016.000|CCO|
20101214230016.000|20101214230016.667|CCO|BEFORE THE GOVERNMENT RUNS OUT
20101214230016.667|20101214230017.333|CCO|
20101214230017.333|20101214230018.000|CCO|
20101214230018.000|20101214230018.667|CCO|OF MONEY, CONGRESS GETS A
20101214230018.667|20101214230019.333|CCO|
20101214230019.333|20101214230020.000|CCO|
20101214230020.000|20101214230020.667|CCO|TRILLION DOLLARS SPENDING PLAN.
20101214230020.667|20101214230021.333|CCO|
20101214230021.333|20101214230022.000|CCO|
20101214230022.000|20101214230022.667|CCO|SENATE PASSAGE OF THE TAX RATE
20101214230022.667|20101214230023.333|CCO|
20101214230023.333|20101214230024.000|CCO|
20101214230024.000|20101214230024.667|CCO|BILL COULD COME WITHIN HOURS AND
20101214230024.667|20101214230025.333|CCO|
20101214230025.333|20101214230026.000|CCO|
20101214230026.000|20101214230026.667|CCO|WILL THE DEATH OF RICHARD
20101214230026.667|20101214230027.333|CCO|
20101214230027.333|20101214230028.000|CCO|
20101214230028.000|20101214230028.667|CCO|HOLBROOKE AFFECT THE WAR IN
20101214230028.667|20101214230029.333|CCO|
20101214230029.333|20101214230030.000|CCO|
20101214230030.000|20101214230030.667|CCO|AFGHANISTAN.
20101214230030.667|20101214230031.333|CCO|
20101214230031.333|20101214230032.000|CCO|
20101214230032.000|20101214230032.476|CCO|LIVE FROM OUR STUDIO IN
20101214230032.476|20101214230032.952|CCO|
20101214230032.952|20101214230033.429|CCO|
20101214230033.429|20101214230033.905|CCO|WASHINGTON, THIS IS "SPECIAL
20101214230033.905|20101214230034.381|CCO|
20101214230034.381|20101214230034.857|CCO|
20101214230034.857|20101214230035.333|CCO|REPORT."
20101214230035.333|20101214230035.810|CCO|
20101214230035.810|20101214230036.286|CCO|
20101214230036.286|20101214230036.762|CCO|AMID HEALTHCARE AND TAX CUTS AND
20101214230036.762|20101214230037.238|CCO|
20101214230037.238|20101214230037.714|CCO|
20101214230037.714|20101214230038.190|CCO|EVERYTHING ELSE, LAWMAKERS
20101214230038.190|20101214230038.667|CCO|
20101214230038.667|20101214230039.143|CCO|
20101214230039.143|20101214230039.619|CCO|FAILED TO SET ASIDE MONEY FOR
20101214230039.619|20101214230040.095|CCO|
20101214230040.095|20101214230040.571|CCO|
20101214230040.571|20101214230041.048|CCO|THE FUTURE.
20101214230041.048|20101214230041.524|CCO|
20101214230041.524|20101214230042.000|CCO|
20101214230042.000|20101214230042.476|CCO|THAT BILL COMES DUE THIS
20101214230042.476|20101214230042.952|CCO|
20101214230042.952|20101214230043.429|CCO|
20101214230043.429|20101214230043.905|CCO|WEEKEND.
20101214230043.905|20101214230044.381|CCO|
20101214230044.381|20101214230044.857|CCO|
20101214230044.857|20101214230045.333|CCO|THE GOVERNMENT RUNS OUT OF MONEY
20101214230045.333|20101214230045.810|CCO|
20101214230045.810|20101214230046.286|CCO|
20101214230046.286|20101214230046.762|CCO|SATURDAY.
20101214230046.762|20101214230047.238|CCO|
20101214230047.238|20101214230047.714|CCO|
20101214230047.714|20101214230048.190|CCO|TODAY WITH THE CLOCK TICKING, A
20101214230048.190|20101214230048.667|CCO|
20101214230048.667|20101214230049.143|CCO|
20101214230049.143|20101214230049.619|CCO|SPENDING PLAN EMERGED IN THE
20101214230049.619|20101214230050.095|CCO|
20101214230050.095|20101214230050.571|CCO|
20101214230050.571|20101214230051.048|CCO|SENATE IS NOT JUST FOR BASICS
20101214230051.048|20101214230051.524|CCO|
20101214230051.524|20101214230052.000|CCO|
20101214230052.000|20101214230053.111|CCO|BUT WITH THE EXTRAS IN THE FORM
20101214230053.111|20101214230054.222|CCO|
20101214230054.222|20101214230055.333|CCO|
20101214230055.333|20101214230056.444|CCO|OF THOUSANDS OF MALIGNED EARMARK
20101214230056.444|20101214230057.556|CCO|
20101214230057.556|20101214230058.667|CCO|
20101214230058.667|20101214230059.778|CCO|REQUESTS.
20101214230059.778|20101214230100.889|CCO|
20101214230100.889|20101214230102.000|CCO|
20101214230102.000|20101214230102.556|CCO|THAT COULD LEAD TO A PROTRACTED
20101214230102.556|20101214230103.111|CCO|
20101214230103.111|20101214230103.667|CCO|
20101214230103.667|20101214230104.222|CCO|BATTLE.
20101214230104.222|20101214230104.778|CCO|
20101214230104.778|20101214230105.333|CCO|
20101214230105.333|20101214230105.889|CCO|>> THIS IS EXACTLY THE KIND OF
20101214230105.889|20101214230106.444|CCO|
20101214230106.444|20101214230107.000|CCO|
20101214230107.000|20101214230107.556|CCO|MISCHIEF THAT THE AMERICAN
20101214230107.556|20101214230108.111|CCO|
20101214230108.111|20101214230108.667|CCO|
20101214230108.667|20101214230109.222|CCO|PEOPLE ARE SICK OF.
20101214230109.222|20101214230109.778|CCO|
20101214230109.778|20101214230110.333|CCO|
20101214230110.333|20101214230110.889|CCO|>> Reporter: ABSENT
20101214230110.889|20101214230111.444|CCO|
20101214230111.444|20101214230112.000|CCO|
20101214230112.000|20101214230112.667|CCO|INTERVENTION, FUNDING FOR THE
20101214230112.667|20101214230113.333|CCO|
20101214230113.333|20101214230114.000|CCO|
20101214230114.000|20101214230114.667|CCO|FEDERAL GOVERNMENT RUN DRY, THE
20101214230114.667|20101214230115.333|CCO|
20101214230115.333|20101214230116.000|CCO|
20101214230116.000|20101214230116.667|CCO|HOUSE PASSED $1.1 TRILLION
20101214230116.667|20101214230117.333|CCO|
20101214230117.333|20101214230118.000|CCO|
20101214230118.000|20101214230118.667|CCO|CONTINUING RESOLUTION DESIGNED
20101214230118.667|20101214230119.333|CCO|
20101214230119.333|20101214230120.000|CCO|
20101214230120.000|20101214230120.667|CCO|FOREVER BASIC GOVERNMENT
20101214230120.667|20101214230121.333|CCO|
20101214230121.333|20101214230122.000|CCO|
20101214230122.000|20101214230122.667|CCO|FUNCTIONS THROUGH
20101214230122.667|20101214230123.333|CCO|
20101214230123.333|20101214230124.000|CCO|
20101214230124.000|20101214230124.667|CCO|SEPTEMBER 30st, 2011.
20101214230124.667|20101214230125.333|CCO|
20101214230125.333|20101214230126.000|CCO|
20101214230126.000|20101214230126.667|CCO|A COMPLICATED BATTLE IN THE
20101214230126.667|20101214230127.333|CCO|
20101214230127.333|20101214230128.000|CCO|
20101214230128.000|20101214230128.667|CCO|SENATE.
20101214230128.667|20101214230129.333|CCO|
20101214230129.333|20101214230130.000|CCO|
20101214230130.000|20101214230130.667|CCO|HARRY REID OPTED INSTEAD OF A
20101214230130.667|20101214230131.333|CCO|
20101214230131.333|20101214230132.000|CCO|
20101214230132.000|20101214230132.833|CCO|BARE BONES CR SIMILAR TO THE
20101214230132.833|20101214230133.667|CCO|
20101214230133.667|20101214230134.500|CCO|
20101214230134.500|20101214230135.333|CCO|HOUSE MEASURE, A OMNIBUS
20101214230135.333|20101214230136.167|CCO|
20101214230136.167|20101214230137.000|CCO|
20101214230137.000|20101214230137.833|CCO|SPENDING BILL PACKED FULL OF
20101214230137.833|20101214230138.667|CCO|
20101214230138.667|20101214230139.500|CCO|
20101214230139.500|20101214230140.333|CCO|EXPENDITURES LIKE MILLIONS FOR
20101214230140.333|20101214230141.167|CCO|
20101214230141.167|20101214230142.000|CCO|
20101214230142.000|20101214230142.833|CCO|MARIJUANA ERADICATION AND
20101214230142.833|20101214230143.667|CCO|
