TOP|20101214030001|2010-12-14_0300_US_KCBS_Entertainment_Tonight
COL|Communication Studies Archive, UCLA 
UID|3e5b536a-072e-11e0-bbc6-00e0815fe725
DUR|0:29:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-13 19:00 America/Los_Angeles
SEG_01|2014-06-18 18:03:46|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101214030005.444|20101214031223.000|SEG|Type=Story
20101214030005.444|20101214030006.556|CCO|CB S 
20101214030006.556|20101214030007.667|CCO|>> AND GWYNETH PALTROW, ON HER 
20101214030007.667|20101214030008.778|CCO|MOVIE "COUNTRY STRONG."
20101214030008.778|20101214030009.889|CCO|>> DID SHE GAIN
20101214030009.889|20101214030011.000|CCO|ROLE?
20101214030011.000|20101214030013.000|CCO|>> THE NEW COUPLES DESPERATE TO 
20101214030013.000|20101214030015.000|CCO|DROP THE FAT ON "THE BIGGEST 
20101214030015.000|20101214030017.000|CCO|LOSER."
20101214030017.000|20101214030019.000|CCO|>> THIS IS LIFE OR DEATH.
20101214030019.000|20101214030021.000|CCO|IT'S THAT SIMPLE. 
20101214030021.000|20101214030023.000|CCO|>> MOTHERS AND DAUGHTERS, 
20101214030023.000|20101214030025.000|CCO|HUSBANDS AND WIFE, SISTERS 
20101214030025.000|20101214030027.000|CCO|LOOKING FORLE LOVE. 
20101214030027.000|20101214030029.000|CCO|>> I'M TIRED OF BEING SINGLE. 
20101214030029.000|20101214030031.000|CCO|>> JOHNNY DEPP.
20101214030031.000|20101214030033.500|CCO|OUR EXCLUSIVE SNEAK PEEK. 
20101214030033.500|20101214030036.000|CCO|>> HAND IN NEIL PATRICK HARRIS, 
20101214030036.000|20101214030038.500|CCO|CHANNELS OPRAH. 
20101214030038.500|20101214030041.000|CCO|>> NOW, THE LATEST CELEBRITY 
20101214030041.000|20101214030043.000|CCO|HEADLINES FROM AROUND THE WORLD.
20101214030043.000|20101214030045.000|CCO|>> HELLO, AND WELCOME TO 
20101214030045.000|20101214030047.000|CCO|"ENTERTAINMENT TONIGHT," I'M 
20101214030047.000|20101214030049.000|CCO|MARK STEINES. 
20101214030049.000|20101214030051.000|CCO|>> FOR MARY HART, I'M SAMANTHA 
20101214030051.000|20101214030052.429|CCO|HARRIS. 
20101214030052.429|20101214030053.857|CCO|>> WILLIAM AND KATE, THE 
20101214030053.857|20101214030055.286|CCO|ENGAGEMENT PHOTO.
20101214030055.286|20101214030056.714|CCO|IT IS THE FIRST LOOK AT THE 
20101214030056.714|20101214030058.143|CCO|FUTURE KING AND QUEEN OF
20101214030058.143|20101214030059.571|CCO|ENGLAND. 
20101214030059.571|20101214030101.000|CCO|>> KATE IN HER OWN MAKEUP.
20101214030101.000|20101214030103.000|CCO|THIS BLOUSE OFF THE RACK AND 
20101214030103.000|20101214030105.000|CCO|PULL FROM HER CLOSET.
20101214030105.000|20101214030107.000|CCO|PRINCE WILLIAM MILLIMETER IN A 
20101214030107.000|20101214030109.000|CCO|SWEATER REPORTEDLY LOANED TO HIM
20101214030109.000|20101214030111.000|CCO|AND JEANS.
20101214030111.000|20101214030113.000|CCO|TWO-HOUR H PHOTO SHOOT TOOK 
20101214030113.000|20101214030115.000|CCO|PLACE NINE DAYS AFTER THEIR 
20101214030115.000|20101214030117.000|CCO|ENGAGEMENT.
20101214030117.000|20101214030119.000|CCO|KATE SHOWING OFF HER PETITE 
20101214030119.000|20101214030121.000|CCO|FRAME IN A WHITE DRESS.
20101214030121.000|20101214030123.000|CCO|AND SPARKING A FRENZY. 
20101214030123.000|20101214030125.000|CCO|>> PEOPLE PER QUICK TO STEP UP.
20101214030125.000|20101214030127.000|CCO|THE DRESS SHE WORE, BLUE, VERY 
20101214030127.000|20101214030129.000|CCO|PRETTY, SOLD OUT IN 24 HOURS.
20101214030129.000|20101214030131.000|CCO|THE BLOUSE WILL BE VERY POPULAR.
20101214030131.000|20101214030136.000|CCO|>> THE
20101214030136.000|20101214030141.000|CCO|MARIO, WHO SNAPPED THIS ICONIC 
20101214030141.000|20101214030143.000|CCO|PHOTO OF PRINCE DI. 
20101214030143.000|20101214030145.000|CCO|>> WHAT'S INTERESTED.
20101214030145.000|20101214030147.000|CCO|MARIO ADMIT AID LITTLE 
20101214030147.000|20101214030149.000|CCO|AIRBRUSHING BUT NOT A LOT. 
20101214030149.000|20101214030151.000|CCO|>> FA
20101214030151.000|20101214030153.000|CCO|WILLIAM LOOKS SO MUCH LIKE HIS 
20101214030153.000|20101214030155.000|CCO|MOTHER. 
20101214030155.000|20101214030157.000|CCO|>> BAND SHE IS GORGEOUS, DIANA 
20101214030157.000|20101214030159.000|CCO|WOULD HAVE APPROVED. 
20101214030159.000|20101214030201.000|CCO|>> AND CONGRATULATIONS TO NICOLE
20101214030201.000|20101214030202.667|CCO|RICHIE AND JOEL MAD WHON TIED 
20101214030202.667|20101214030204.333|CCO|THE KNOT THIS
20101214030204.333|20101214030206.000|CCO|HILLS. 
20101214030206.000|20101214030207.667|CCO|>> THE FINAL FAREWELL TO 
20101214030207.667|20101214030209.333|CCO|ELIZABETH EDWARDS IN THE LATEST 
20101214030209.333|20101214030211.000|CCO|NEWS. 
20101214030211.000|20101214030212.667|CCO|>> SHE BROUGHT OUT THE BRAVE IN 
20101214030212.667|20101214030214.333|CCO|ANYONE. 
20101214030214.333|20101214030216.000|CCO|>> OLDEST DAUGHTER, KATE.
20101214030216.000|20101214030217.667|CCO|GAVE THE ULLY AT THE PACKED 
20101214030217.667|20101214030219.333|CCO|NORTH CAROLINA CHURCH.
20101214030219.333|20101214030221.000|CCO|61-YEAR-OLD ELIZABETH DIED LAST 
20101214030221.000|20101214030223.000|CCO|WEEK FROM BREAST CANCER. 
20101214030223.000|20101214030225.000|CCO|>> TODAY I HAVE THE HONOR OF 
20101214030225.000|20101214030227.000|CCO|BEING THE LAST TO SAY, MOM, I 
20101214030227.000|20101214030229.000|CCO|REALLY, REALLY LOVE YOU. 
20101214030229.000|20101214030231.000|CCO|>> JOHN EDWARDS AND THE COUPLE'S
20101214030231.000|20101214030232.667|CCO|TWO OTHER CHILDREN DID NOT SPEAK
20101214030232.667|20101214030234.333|CCO|AT THE FUNERAL.
20101214030234.333|20101214030236.000|CCO|ELIZABETH LEFT A LETTER TO THE 
20101214030236.000|20101214030237.667|CCO|CHILDREN TELLING THEM,
20101214030237.667|20101214030239.333|CCO|ALL I EVER NEED WAS YOU, YOUR 
20101214030239.333|20101214030241.000|CCO|LOVE, YOUR PRESENCE TO MAKE MY 
20101214030241.000|20101214030244.333|CCO|LIFE COMPLETE.
20101214030244.333|20101214030247.667|CCO|SHE WAS BURIED NEXT TO SON, 
20101214030247.667|20101214030251.000|CCO|WADE.
20101214030251.000|20101214030253.500|CCO|ACCORDING TO "OK" 
20101214030253.500|20101214030256.000|CCO|HER HEALTH WAS WORSE THAN SHE 
20101214030256.000|20101214030258.500|CCO|LET ON. 
20101214030258.500|20101214030301.000|CCO|>> AND COMING UP.
20101214030301.000|20101214030302.667|CCO|DAPHNE REVEALS HOW ELIZABETH 
20101214030302.667|20101214030304.333|CCO|REALLY FELT ABOUT THE CHEATING 
20101214030304.333|20101214030306.000|CCO|SCANDAL. 
20101214030306.000|20101214030307.667|CCO|>> BUT FIRST, SANDRA BULLOCK AND
20101214030307.667|20101214030309.333|CCO|BABY LOUIE, TOPS OUR CELEBRITY 
20101214030309.333|20101214030311.000|CCO|GPS. 
20101214030311.000|20101214030313.000|CCO|>> HOW EXECUTE THIS?
20101214030313.000|20101214030315.000|CCO|SANDRA BULLOCK AND BABY LOUIE 
20101214030315.000|20101214030317.000|CCO|WEARING A SANTA HAT.
20101214030317.000|20101214030319.000|CCO|THEY ARE HEATING TO A CHRISTMAS 
20101214030319.000|20101214030321.000|CCO|PARTY AT A FRIEND'S HOUSE.
20101214030321.000|20101214030323.000|CCO|N LOS ANGELES, STUNNING NEW 
20101214030323.000|20101214030325.000|CCO|IMAGES OF NATALIE PORTMAN FROM 
20101214030325.000|20101214030327.000|CCO|THE
20101214030327.000|20101214030329.000|CCO|ONLY "E.T." CAN SHOW YOU THE 
20101214030329.000|20101214030331.000|CCO|STAR AS SHE DRAWS THE SPIRIT OF 
20101214030331.000|20101214030332.667|CCO|THE FILM INTO HER EXOTIC COVER 
20101214030332.667|20101214030334.333|CCO|SHOOT. 
20101214030334.333|20101214030336.000|CCO|>> SORT OF THAT GHOSTY, 
20101214030336.000|20101214030337.667|CCO|CREEPING, SETTING IN THIS OLD 
20101214030337.667|20101214030339.333|CCO|HOTEL THAT'S SORT OF RUN DOWN IS
20101214030339.333|20101214030341.000|CCO|PERFECT. 
20101214030341.000|20101214030346.000|CCO|>> IN THE
20101214030346.000|20101214030351.000|CCO|DECEMBER 21st SAID SHE FILLED 
20101214030351.000|20101214030353.000|CCO|HER BALLET QUOTA. 
20101214030353.000|20101214030355.000|CCO|>> I AM MAXED OUT.
20101214030355.000|20101214030357.000|CCO|I'LL LEAVE IT TO THE PEOPLE WHO 
20101214030357.000|20101214030359.000|CCO|ARE THE 
20101214030359.000|20101214030401.000|CCO|>> FOR MORE GO TO VOGUE.COM.
20101214030401.000|20101214030403.000|CCO|FOR MORE, KIM KARDASHIAN 
20101214030403.000|20101214030405.000|CCO|CO-HOSTING THE JINGLE BALL. 
20101214030405.000|20101214030407.000|CCO|>> I'M EXCITED TO SEE JUSTIN 
20101214030407.000|20101214030409.000|CCO|BIEBER, OF COURSE. 
20101214030409.000|20101214030411.000|CCO|>> IN FACT KIM POTIONED FOR 
20101214030411.000|20101214030416.000|CCO|PICTURE WAS JUSTIN TOO BUT THE 
20101214030416.000|20101214030421.000|CCO|FASHION STATEMENT
20101214030421.000|20101214030423.500|CCO|PERRY IN A TOY SOLDIER OUTFIT. 
20101214030423.500|20101214030426.000|CCO|>> IN OSLO, NORWAY, ANNE 
20101214030426.000|20101214030428.500|CCO|HATHAWAY GOT EARLY PRACTICE FOR 
20101214030428.500|20101214030431.000|CCO|THE OSCAR-EASTING 
20101214030431.000|20101214030433.500|CCO|"E.T." AS ANNE AND DENZEL WERE 
20101214030433.500|20101214030436.000|CCO|AT THE NOBEL PEACE PRIZE CONCERT
20101214030436.000|20101214030438.500|CCO|WHICH FEATURED NONE OTHER THAN 
20101214030438.500|20101214030441.000|CCO|BARRY MANILOW.
20101214030441.000|20101214030443.500|CCO|AT THE PRESS CONFERENCE BARRY 
20101214030443.500|20101214030446.000|CCO|GAVE ANNE PROPS. 
20101214030446.000|20101214030448.500|CCO|>> THAT WAS.
20101214030448.500|20101214030451.000|CCO|REALLY GREAT. 
20101214030451.000|20101214030454.333|CCO|>> BARRY MAN ILOW LIKES ME.
20101214030454.333|20101214030457.667|CCO|I LIKE YOU TOO. 
20101214030457.667|20101214030501.000|CCO|>> AND JUSTIN TIMBERLAKE, 
20101214030501.000|20101214030502.429|CCO|BOO-BOO AND BOYS NURSING A SORE 
20101214030502.429|20101214030503.857|CCO|PAW, I NEED LEGS. 
20101214030503.857|20101214030505.286|CCO|>> 
20101214030505.286|20101214030506.714|CCO|I'VE BEEN DOINK A LOT OF 
20101214030506.714|20101214030508.143|CCO|PHYSICAL THERAPY.
20101214030508.143|20101214030509.571|CCO|I'LL BE FINE. 
20101214030509.571|20101214030511.000|CCO|>> IT SUSPENDED THE PRODUCTION 
20101214030511.000|20101214030513.000|CCO|OF HIS NEW MOVIE NOW. 
20101214030513.000|20101214030515.000|CCO|>> I LIKE TO THINK I'M YOUNG 
20101214030515.000|20101214030517.000|CCO|ENOUGH TO RECOVER BUT OLD ENOUGH
20101214030517.000|20101214030519.000|CCO|TO GET INJURED NOW. 
20101214030519.000|20101214030521.000|CCO|>> ALSO IN L.A.
20101214030521.000|20101214030524.333|CCO|OLIVIA WILDE AT THE "TRON" 
20101214030524.333|20101214030527.667|CCO|LEGACY PREMIERE.
20101214030527.667|20101214030531.000|CCO|THE MOVIE OPENS FRIDAY IN 3D.
20101214030531.000|20101214030532.250|CCO|IT'S BEEN A THREE-YEAR PROCESS. 
20101214030532.250|20101214030533.500|CCO|>> WE'VE WAITED SO LONG FOR 
20101214030533.500|20101214030534.750|CCO|THIS. 
20101214030534.750|20101214030536.000|CCO|>> AND GARRETT IS ONE BUSY YOUNG
20101214030536.000|20101214030537.250|CCO|ACTOR THESE DAYS.
20101214030537.250|20101214030538.500|CCO|I SAT DOWN WITH HIM FOR HIS 
20101214030538.500|20101214030539.750|CCO|OTHER NEW MOVIE "COUNTRY 
20101214030539.750|20101214030541.000|CCO|STRONG."
20101214030541.000|20101214030544.333|CCO|>> YOU DIDN'T SING, DIDN'T KNOW 
20101214030544.333|20101214030547.667|CCO|HOW TO PLAY THE PIANO. 
20101214030547.667|20101214030551.000|CCO|>> I COULDN'T PLAY OR SING. 
20101214030551.000|20101214030553.000|CCO|>> GARRET LEARNED TIM McGRAW 
20101214030553.000|20101214030555.000|CCO|CERTAINLY CAN.
20101214030555.000|20101214030557.000|CCO|TIM WAS NOT ON STAGE, GWYNETH 
20101214030557.000|20101214030559.000|CCO|PALTROW IS, SHE PLAYS A TROUBLED
20101214030559.000|20101214030601.000|CCO|ALCOHOLIC COUNTRY STAR AND TIM 
20101214030601.000|20101214030602.667|CCO|JOKES SHE STUDIED HIS WIFE. 
20101214030602.667|20101214030604.333|CCO|>> JUST FOR THE ALCOHOL AND SEX 
20101214030604.333|20101214030606.000|CCO|SCENES.
20101214030606.000|20101214030607.667|CCO|THAT'S WHAT SHE GOT FROM FAITH. 
20101214030607.667|20101214030609.333|CCO|>>
20101214030609.333|20101214030621.000|CCO|HERE, IS SHE?
20101214030621.000|20101214030623.500|CCO|>> IF SHE WAS, I'D BE GETTING 
20101214030623.500|20101214030626.000|CCO|HIT. 
20101214030626.000|20101214030628.500|CCO|>> AND LETIGHTON MEESTER HOPE S 
20101214030628.500|20101214030631.000|CCO|TO SEE THE PART. 
20101214030631.000|20101214030633.000|CCO|>> I DID ENJOY THE FRIED CHICKEN
20101214030633.000|20101214030635.000|CCO|AND BEER. 
20101214030635.000|20101214030637.000|CCO|>> YOU WERE SCANTLY CLAD. 
20101214030637.000|20101214030639.000|CCO|>> THERE'S ALWAYS SEX WHEN I'M 
20101214030639.000|20101214030641.000|CCO|INVOLVED, COME ON. 
20101214030641.000|20101214030643.500|CCO|>> TODAY SHE WAS H
20101214030643.500|20101214030646.000|CCO|STAR ON HOLLYWOOD'S WALK OF 
20101214030646.000|20101214030648.500|CCO|FAME. 
20101214030648.500|20101214030651.000|CCO|>> AND LOOK FOR GWYNETH. 
20101214030651.000|20101214030656.000|CCO|>> IN THE FILM OPENING JANUARY 
20101214030656.000|20101214030701.000|CCO|27th.
20101214030701.000|20101214030703.500|CCO|ONE OF
20101214030703.500|20101214030706.000|CCO|>> BY THE WAY, I LOVE THE PANTS.
20101214030706.000|20101214030708.500|CCO|I WAS GOING TO WEAR THOSE. 
20101214030708.500|20101214030711.000|CCO|>> SUCH A RISING STAR, THAT GUY.
20101214030711.000|20101214030713.000|CCO|ALSO, COVERED IN STONE.
20101214030713.000|20101214030715.000|CCO|"COUNTRY STRONG" OPENS DECEMBER 
20101214030715.000|20101214030717.000|CCO|22nd AND NATIONWIDE JANUARY 
20101214030717.000|20101214030719.000|CCO|27th.
20101214030719.000|20101214030721.000|CCO|OF COURSE YOU'LL HAVE TO WAIT TO
20101214030721.000|20101214030723.500|CCO|SEE THE FULL "PIRATES OF THE 
20101214030723.500|20101214030726.000|CCO|CARIBBEAN ON STRANGER TIDES" BUT
20101214030726.000|20101214030728.500|CCO|YOU DON'T HAVE TO WAIT ANOTHER 
20101214030728.500|20101214030731.000|CCO|SECOND TO SEE THIS EXCLUSIVE. 
20101214030731.000|20101214030733.000|CCO|>> THIS LIES BEFORE US.
20101214030733.000|20101214030735.000|CCO|AS WE SAIL TO THE MOUNTAIN OF 
20101214030735.000|20101214030737.000|CCO|YOUTH. 
20101214030737.000|20101214030739.000|CCO|>> JOHNNY DEPP'S NEW ADVENTURE 
20101214030739.000|20101214030741.000|CCO|BEGINS WITH A BIT OF ADVICE FROM
20101214030741.000|20101214030743.000|CCO|ROLLING STONE KEITH RICHARDS. 
20101214030743.000|20101214030745.000|CCO|>> WAS THAT REALLY NECESSARY?
20101214030745.000|20101214030747.000|CCO|>> CAPTAIN JACK'S NEW
20101214030747.000|20101214030749.000|CCO|PENELOPE CRUZ. 
20101214030749.000|20101214030751.000|CCO|>> STEADY AS SHE GOES. 
20101214030751.000|20101214030753.000|CCO|>> WHAT'S YOUR PLAY, JACK?
20101214030753.000|20101214030755.000|CCO|>> I THOUGHT I'D GIVE YOU 
20101214030755.000|20101214030757.000|CCO|WARNING, WE'RE TAKING THE SHIP. 
20101214030757.000|20101214030759.000|CCO|>> NOTHING PERSONAL. 
20101214030759.000|20101214030801.000|CCO|>> YEAH!
20101214030801.000|20101214030803.500|CCO|>> AND BEWARE OF THE MERMAID. 
20101214030803.500|20101214030806.000|CCO|>>
20101214030806.000|20101214030808.500|CCO|>> PRODUCER JERRY BRUKHEIM HER 
20101214030808.500|20101214030811.000|CCO|ENLISTS IAN McSHANE AS CAPTAIN 
20101214030811.000|20101214030816.000|CCO|HECTOR BARBOSA.
20101214030816.000|20101214030821.000|CCO|FOR MORE GO TO YAHOO!
20101214030821.000|20101214030824.333|CCO|>> YOU KNOW THAT FEELING YOU GET
20101214030824.333|20101214030827.667|CCO|WHEN YOU'RE STANDING IN A HIGH 
20101214030827.667|20101214030831.000|CCO|PLACE AND YOU HAVE TO JUMP -- I 
20101214030831.000|20101214030833.500|CCO|DON'T HAVE IT.
20101214030833.500|20101214030836.000|CCO|>> DID EVERYONE SEE THAT,
20101214030836.000|20101214030838.500|CCO|BECAUSE I WILL NOT BE DOING IT 
20101214030838.500|20101214030841.000|CCO|AGAIN.
20101214030841.000|20101214030843.000|CCO|>> ARE YOU LIKE ME, PUMPED UP 
20101214030843.000|20101214030845.000|CCO|FOR PIRATES?
20101214030845.000|20101214030847.000|CCO|LET US KNOW WHAT YOU THINK ABOUT
20101214030847.000|20101214030849.000|CCO|NUMBER FOUR ON "ENTERTAINMENT 
20101214030849.000|20101214030851.000|CCO|TONIGHT" ON FACEBOOK.
20101214030851.000|20101214030853.000|CCO|AND BIG ACADEMY AWARD NEWS FOR 
20101214030853.000|20101214030855.000|CCO|YOU NOW.
20101214030855.000|20101214030857.000|CCO|GET TRADE FOR OPRAH AT THE 
20101214030857.000|20101214030859.000|CCO|OSCAR.
20101214030859.000|20101214030911.000|CCO|SHE, ALONG WITH SANDRA BULLOCK, 
20101214030911.000|20101214030912.667|CCO|HALLE BERRY AND MAREAN 
20101214030912.667|20101214030914.333|CCO|TOMEI -- 
20101214030914.333|20101214030916.000|CCO|>> IS THIS THE BIGGEST 
20101214030916.000|20101214030917.667|CCO|CONTESTANT YET?
20101214030917.667|20101214030919.333|CCO|>> OH WEIGH OVER 507 POUNDS. 
20101214030919.333|20101214030921.000|CCO|>> AND LITTEST IN WEDDING 
20101214030921.000|20101214030922.667|CCO|DRESSES DESIGNED BY KATHY 
20101214030922.667|20101214030924.333|CCO|IRELAND. 
20101214030924.333|20101214030926.000|CCO|>>
20101214030926.000|20101214030927.667|CCO|WAY HIS FAVORITE THINGS ALA 
20101214030927.667|20101214030929.333|CCO|OPRAH. 
20101214030929.333|20101214030931.000|CCO|>> AND WHAT ELIZABETH EDWARDS 
20101214030931.000|20101214030934.333|CCO|SAID IN PRIVATE ABOUT JOHN'S 
20101214030934.333|20101214030937.667|CCO|CHEATING SCANDAL. 
20101214030937.667|20101214031001.000|CCO|>> MUCH MORE ON THAT STORY 
20101214031001.000|20101214031003.500|CCO|ST
20101214031003.500|20101214031221.000|SEG_01|Type=Commercial
20101214031003.500|20101214031006.000|CCO|               
20101214031006.000|20101214031008.500|CCO|       Ten thousand watts
20101214031008.500|20101214031011.000|CCO|        of Xmas cheer 
20101214031011.000|20101214031013.000|CCO|    Ten thousand watts glow
20101214031013.000|20101214031015.000|CCO|        brightly clear 
20101214031015.000|20101214031017.000|CCO|   
20101214031017.000|20101214031019.000|CCO|    The colored lights will
20101214031019.000|20101214031021.000|CCO|  shine sincere, HO, HO, HO 
20101214031021.000|20101214031026.000|CCO|          Ho, Ho, Ho,
20101214031026.000|20101214031221.000|CCO|         Ho, Ho, Ho, 
20101214031221.000|20101214031223.000|SEG_01|Type=Story start
20101214031221.000|20101214031223.000|CCO|>> "GLEE'S",
