TOP|20101210190002|2010-12-10_1900_US_CNN_Newsroom
COL|Communication Studies Archive, UCLA 
UID|b16650e0-048f-11e0-bb1d-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
TPF|transcripts.cnn.com|cnr.06.html
HED|Elizabeth Smart Kidnapper Guilty; Scathing Report on Virginia Tech; Bill Clinton Heads to White House; Parents Want to Take Over School; Sharing A Good Laugh
LAN|ENG
LBT|2010-12-10 11:00 America/Los_Angeles
SEG_01|2014-06-18 17:57:04|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101210190006.444|20101210190036.000|SEG|Type=Story
20101210190006.444|20101210190007.556|CCO|INST HIM.
20101210190007.556|20101210190008.667|CCO|>> YOU SEE UNMOVED BY THE 
20101210190008.667|20101210190009.778|CCO|PURSUITS AND ACCOMPLISHMENTS OF 
20101210190009.778|20101210190010.889|CCO|MY COUNTRYMEN.
20101210190010.889|20101210190012.000|CCO|THANK YOU, RICHARD.
20101210190012.000|20101210190013.250|CCO|>> Reporter: THEN HE MOVED TO 
20101210190013.250|20101210190014.500|CCO|KANSAS.
20101210190014.500|20101210190015.750|CCO|>> AND THEN HE MOVED TO KANSAS, 
20101210190015.750|20101210190017.000|CCO|THAT'S RIGHT AND FOUNDED THE 
20101210190017.000|20101210190018.250|CCO|UNIVERSITY OF KANSAS BASKETBALL 
20101210190018.250|20101210190019.500|CCO|TEAM AND IN FACT WHEN HE FIRST 
20101210190019.500|20101210190020.750|CCO|FOUNDED BASKETBALL IT WAS IN 
20101210190020.750|20101210190022.000|CCO|MASSACHUSETTS.
20101210190022.000|20101210190023.250|CCO|SO I'M JUST TAKING CREDIT FOR 
20101210190023.250|20101210190024.500|CCO|WHERE HE WAS BORN.
20101210190024.500|20101210190025.750|CCO|>> Reporter: DID YOU EVER PLAY 
20101210190025.750|20101210190027.000|CCO|THE GAME?
20101210190027.000|20101210190028.250|CCO|>> I'VE NEVER PLAYED BASKETBALL.
20101210190028.250|20101210190029.500|CCO|I HAVE NO PARTICULAR SKILLS BUT 
20101210190029.500|20101210190030.750|CCO|THANK YOU FOR ASKING.
20101210190030.750|20101210190032.000|CCO|ALL RIGHT, RICHARD ROTH, UNMOVED
20101210190032.000|20101210190034.000|CCO|BY MY COUNTRYMEN ONCE AGAIN.
20101210190034.000|20101210190036.000|CCO|IT IS 2:00.
20101210190036.000|20101210190104.857|SEG|Type=Story
20101210190036.000|20101210190038.000|CCO|>>> BREAKING NEWS.
20101210190038.000|20101210190040.000|CCO|WE'RE LOOKING AT CAMERAS IN 
20101210190040.000|20101210190042.000|CCO|FRONT OF THE FEDERAL COURT IN 
20101210190042.000|20101210190044.000|CCO|SALT LAKE CITY BROUGHT TO US BY 
20101210190044.000|20101210190046.000|CCO|OUR AFFILIATE WKSL.
20101210190046.000|20101210190048.000|CCO|WE'RE AWAITING WE THINK MEMBERS 
20101210190048.000|20101210190050.000|CCO|OF THE SMART FAMILY, POSSIBLY 
20101210190050.000|20101210190052.000|CCO|ELIZABETH SMART.
20101210190052.000|20101210190053.667|CCO|HER FATHER ED, MOTHER LOIS, 
20101210190053.667|20101210190055.333|CCO|SISTER MARY CATHERINE OR FAMILY 
20101210190055.333|20101210190057.000|CCO|SPOKESPERSON.
20101210190057.000|20101210190058.667|CCO|WE DON'T KNOW WHETHER THEY PLAN 
20101210190058.667|20101210190100.333|CCO|TO OFFER COMMENTS AT THAT SETUP 
20101210190100.333|20101210190102.000|CCO|WITH CAMERAS AND MICROPHONES BUT
20101210190102.000|20101210190103.429|CCO|IF THEY DO, WE WILL GO TO THAT 
20101210190103.429|20101210190104.857|CCO|IMMEDIATELY.
20101210190104.857|20101210190419.143|SEG|Type=Story
20101210190104.857|20101210190106.286|CCO|>>> TED ROW LAENLTDZ HAS BEEN 
20101210190106.286|20101210190107.714|CCO|COVERING THE STORY FOR US.
20101210190107.714|20101210190109.143|CCO|HE WAS IN THE COURT WHEN THE 
20101210190109.143|20101210190110.571|CCO|VERDICT WAS READ AND JOINS US 
20101210190110.571|20101210190112.000|CCO|OUTSIDE THE COURTROOM.
20101210190112.000|20101210190114.000|CCO|ALL OF THE BUZZ THIS MORNING WAS
20101210190114.000|20101210190116.000|CCO|WHETHER OR NOT THAT JURY WAS 
20101210190116.000|20101210190118.000|CCO|GOING TO FIND BRYAN DAVID 
20101210190118.000|20101210190120.000|CCO|MITCHELL GUILTY OR NOT GUILTY BY
20101210190120.000|20101210190122.000|CCO|REASON OF INSANITY.
20101210190122.000|20101210190123.667|CCO|OBVIOUSLY THEY DECIDED HE WAS 
20101210190123.667|20101210190125.333|CCO|NOT INSANE, HE WAS OF SOUND MIND
20101210190125.333|20101210190127.000|CCO|WHEN HE COMMITTED THOSE CRIMES.
20101210190127.000|20101210190128.667|CCO|>> Reporter: YEAH, TOOK THEM 
20101210190128.667|20101210190130.333|CCO|FIVE HOURS.
20101210190130.333|20101210190132.000|CCO|THREE HOURS OF DELIBERATION LAST
20101210190132.000|20101210190133.429|CCO|NIGHT AND THEN TWO HOURS HERE 
20101210190133.429|20101210190134.857|CCO|THIS MORNING.
20101210190134.857|20101210190136.286|CCO|WHEN MITCHELL WAS BROUGHT IN TO 
20101210190136.286|20101210190137.714|CCO|COURT BEFORE THE VERDICT WAS 
20101210190137.714|20101210190139.143|CCO|READ, HE WAS SINGING.
20101210190139.143|20101210190140.571|CCO|HE HAS DONE THIS THROUGHOUT THE 
20101210190140.571|20101210190142.000|CCO|ENTIRE SIX-WEEK TRIAL.
20101210190142.000|20101210190143.250|CCO|TODAY HE WAS SINGING A MORMON 
20101210190143.250|20101210190144.500|CCO|HYMN.
20101210190144.500|20101210190145.750|CCO|HE WAS ALLOWED TO STAY IN COURT 
20101210190145.750|20101210190147.000|CCO|TO HEAR THE READING OF THE 
20101210190147.000|20101210190148.250|CCO|VERDICT.
20101210190148.250|20101210190149.500|CCO|I WAS WATCHING ELIZABETH SMART 
20101210190149.500|20101210190150.750|CCO|WHEN THE VERDICT WAS READ AND 
20101210190150.750|20101210190152.000|CCO|SHE SMILED IMMEDIATELY WHEN SHE 
20101210190152.000|20101210190153.667|CCO|HEARD THE GUILTY VERDICT ON THE 
20101210190153.667|20101210190155.333|CCO|FIRST COUNT.
20101210190155.333|20101210190157.000|CCO|THEN SHE SMILED AND THE REST OF 
20101210190157.000|20101210190158.667|CCO|HER FAMILY SMILED AGAIN WHEN THE
20101210190158.667|20101210190200.333|CCO|SECOND VERDICT OF GUILTY WAS 
20101210190200.333|20101210190202.000|CCO|READ.
20101210190202.000|20101210190203.667|CCO|ELIZABETH SMART SPENT THIS 
20101210190203.667|20101210190205.333|CCO|ENTIRE SIX WEEKS IN THE FRONT 
20101210190205.333|20101210190207.000|CCO|ROW DURING THIS TRIAL, LISTENING
20101210190207.000|20101210190208.667|CCO|TO EVERY DETAIL BROUGHT OUT IN 
20101210190208.667|20101210190210.333|CCO|TESTIMONY.
20101210190210.333|20101210190212.000|CCO|SHE ALSO SPENT THREE DAYS OF 
20101210190212.000|20101210190213.429|CCO|RIVETING TESTIMONY ON THE STAND 
20101210190213.429|20101210190214.857|CCO|TELLING JURORS EXACTLY WHAT 
20101210190214.857|20101210190216.286|CCO|HAPPENED TO HER.
20101210190216.286|20101210190217.714|CCO|OUTSIDE COURT JUST A FEW MOMENTS
20101210190217.714|20101210190219.143|CCO|AGO PROSECUTORS SAY ELIZABETH 
20101210190219.143|20101210190220.571|CCO|SMART MADE THE DIFFERENCE IN 
20101210190220.571|20101210190222.000|CCO|THIS CASE.
20101210190222.000|20101210190224.000|CCO|>> THE BEGINNING AND THE END OF 
20101210190224.000|20101210190226.000|CCO|THIS STORY IS ATRIBUTABLE TO A 
20101210190226.000|20101210190228.000|CCO|WOMAN WITH EXTRAORDINARY CURRENT
20101210190228.000|20101210190230.000|CCO|AND EXTRAORDINARY DETERMINATION.
20101210190230.000|20101210190232.000|CCO|AND THAT'S ELIZABETH SMART.
20101210190232.000|20101210190234.500|CCO|THAT YOUNG WOMAN HAD THE ABILITY
20101210190234.500|20101210190237.000|CCO|AND THE WILLINGNESS TO RECALL 
20101210190237.000|20101210190239.500|CCO|THE GRAPHIC DETAILS OF HER 
20101210190239.500|20101210190242.000|CCO|NINE-MONTH CAPTIVITY AND SHE DID
20101210190242.000|20101210190245.333|CCO|IT WITH CANDOR AND CLARITY AND A
20101210190245.333|20101210190248.667|CCO|TRUTHFULNESS THAT I THINK MOVED 
20101210190248.667|20101210190252.000|CCO|ALL OF US AND GAVE A VERY 
20101210190252.000|20101210190254.500|CCO|POWERFUL AND CREDIBLE STORY.
20101210190254.500|20101210190257.000|CCO|>> Reporter: AS YOU MENTIONED, 
20101210190257.000|20101210190259.500|CCO|ALI, THE DECISION THAT THIS JURY
20101210190259.500|20101210190302.000|CCO|HAD TO MAKE WAS NOT WHETHER OR 
20101210190302.000|20101210190303.250|CCO|NOT BRYAN DAVID MITCHELL DID 
20101210190303.250|20101210190304.500|CCO|THESE HORRIBLE THINGS BECAUSE 
20101210190304.500|20101210190305.750|CCO|THE DEFENSE ADMITTED THAT IN 
20101210190305.750|20101210190307.000|CCO|COURT.
