TOP|20101216140001|2010-12-16_1400_US_MSNBC_The_Daily_Rundown
COL|Communication Studies Archive, UCLA 
UID|c6a878a2-091c-11e0-84e5-00e0815fe930
DUR|0:59:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-16 06:00 America/Los_Angeles
SEG_01|2014-06-18 18:11:00|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101216140004.636|20101216140039.000|SEG|Type=Story
20101216140004.636|20101216140005.545|CCO|SACRILEGIOUS.
20101216140005.545|20101216140006.455|CCO|>> AND I JUST REALIZED YOU COULD
20101216140006.455|20101216140007.364|CCO|TURN TO THE VATICAN FOR HELP ON 
20101216140007.364|20101216140008.273|CCO|WHAT TO GIVE SUSAN FOR HER 
20101216140008.273|20101216140009.182|CCO|BIRTHDAY.
20101216140009.182|20101216140010.091|CCO|>> I GUESS I COULD.
20101216140010.091|20101216140011.000|CCO|SPEAKING OF SUSAN ON HER 
20101216140011.000|20101216140013.000|CCO|BIRTHDAY, LOOK AT THAT.
20101216140013.000|20101216140015.000|CCO|HAPPY BIRTHDAY, SUSAN 
20101216140015.000|20101216140017.000|CCO|SCARBOROUGH.
20101216140017.000|20101216140019.000|CCO|SHE'S GOING TO KILL ME FOR 
20101216140019.000|20101216140021.000|CCO|PUTTING UP HER PICTURE.
20101216140021.000|20101216140022.250|CCO|SLEAZE A BEAUTIFUL, BEAUTIFUL 
20101216140022.250|20101216140023.500|CCO|GIRL.
20101216140023.500|20101216140024.750|CCO|29 YEARS YOUNG TODAY.
20101216140024.750|20101216140026.000|CCO|OR SOMETHING LIKE THAT. 
20101216140026.000|20101216140027.250|CCO|>> WE'RE STILL CELEBRATING 
20101216140027.250|20101216140028.500|CCO|ANNIVERSARIES.
20101216140028.500|20101216140029.750|CCO|WILLIE, WAY TOO EARLY.
20101216140029.750|20101216140031.000|CCO|WHAT TIME IS IT?
20101216140031.000|20101216140033.000|CCO|>> IT'S "MORNING JOE."
20101216140033.000|20101216140035.000|CCO|STICK AROUND FOR "THE DAILY 
20101216140035.000|20101216140037.000|CCO|RUNDOWN" WITH CHUCK AND 
20101216140037.000|20101216140039.000|CCO|SAVANNAH. 
20101216140039.000|20101216140051.000|SEG|Type=Story
20101216140039.000|20101216140041.000|CCO|>>> SENATOR KYL AND DEMINT TO 
20101216140041.000|20101216140042.667|CCO|REMIND ME OF WHAT CHRISTMAS 
20101216140042.667|20101216140044.333|CCO|MEANS.
20101216140044.333|20101216140046.000|CCO|>> HAPPY HOLIDAYS.
20101216140046.000|20101216140047.667|CCO|CAPITOL HILL GOT TO A NEW SHINY 
20101216140047.667|20101216140049.333|CCO|WRAPPED PARTISAN FIGHT OVER 
20101216140049.333|20101216140051.000|CCO|CHRISTMAS.
20101216140051.000|20101216140105.000|SEG|Type=Story
20101216140051.000|20101216140053.500|CCO|>>> DOWN, BUT NOT OUT, WITH THE 
20101216140053.500|20101216140056.000|CCO|LATEST NBC NEWS/"WALL STREET 
20101216140056.000|20101216140058.500|CCO|JOURNAL" POLL SAYS ABOUT 
20101216140058.500|20101216140101.000|CCO|PRESIDENT OBAMA'S PROSPECTS FOR 
20101216140101.000|20101216140103.000|CCO|2012 AND OUT OF HIS WOULD-BE 
20101216140103.000|20101216140105.000|CCO|REPUBLICAN CHALLENGERS. 
20101216140105.000|20101216140154.750|SEG|Type=Story
20101216140105.000|20101216140107.000|CCO|>>> PLUS, WHAT WAS THE WORST 
20101216140107.000|20101216140109.000|CCO|MOMENT ON CAPITOL HILL?
20101216140109.000|20101216140111.000|CCO|SO MANY LOW LIVES TO CHOOSE ONE.
20101216140111.000|20101216140113.000|CCO|ONLY ONE RECEIVES THE COVETED 
20101216140113.000|20101216140115.000|CCO|CHUVANNAH AWARD.
20101216140115.000|20101216140117.000|CCO|IT'S THURSDAY, DECEMBER 16th, 
20101216140117.000|20101216140119.000|CCO|2010.
20101216140119.000|20101216140121.000|CCO|I'M SAVANNAH GUTHRIE. 
20101216140121.000|20101216140122.667|CCO|>> AND I'M CHUCK TODD.
20101216140122.667|20101216140124.333|CCO|WE'RE GOING TO GET TO THE 
20101216140124.333|20101216140126.000|CCO|RUNDOWN'S IN A MOMENT.
20101216140126.000|20101216140127.667|CCO|FIRST WHAT WE'RE WATCHING.
20101216140127.667|20101216140129.333|CCO|WE'LL GOING TO BEGIN WITH THE 
20101216140129.333|20101216140131.000|CCO|WAR PROGRESS.
20101216140131.000|20101216140132.667|CCO|HOW LONG CAN THE PRESIDENT HOLD 
20101216140132.667|20101216140134.333|CCO|OFF DISCONTENT WITH THE WAR FROM
20101216140134.333|20101216140136.000|CCO|HIS DEMOCRATIC BASE?
20101216140136.000|20101216140137.667|CCO|TRUST ME.
20101216140137.667|20101216140139.333|CCO|IT'S ALREADY THERE.
20101216140139.333|20101216140141.000|CCO|JUST HOW MANY TROOPS CAN BEGIN 
20101216140141.000|20101216140142.429|CCO|TO WITHDRAW NEXT SUMMER, ALSO 
20101216140142.429|20101216140143.857|CCO|WATCHING S.T.A.R.T.
20101216140143.857|20101216140145.286|CCO|WILL THE WHITE HOUSE AND SENATE 
20101216140145.286|20101216140146.714|CCO|DEMOCRATS ROUND UP ENOUGH 
20101216140146.714|20101216140148.143|CCO|REPUBLICANS TO RATIFY THE TREATY
20101216140148.143|20101216140149.571|CCO|NOW BEFORE CHRISTMAS, OR WILL 
20101216140149.571|20101216140151.000|CCO|SENATOR KYL AND HIS ALLIES 
20101216140151.000|20101216140152.250|CCO|SUCCEED IN DELAYING IT UNTIL 
20101216140152.250|20101216140153.500|CCO|NEXT YEAR. 
20101216140153.500|20101216140154.750|CCO|>> LOOKS LIKE THEY MIGHT. 
20101216140154.750|20101216140215.000|SEG|Type=Story
20101216140154.750|20101216140156.000|CCO|>>> PLUS, THE DECADE IS ENDING.
20101216140156.000|20101216140157.250|CCO|HOW HAPPY ARE AMERICANS TO LEAVE
20101216140157.250|20101216140158.500|CCO|IT BEHIND?
20101216140158.500|20101216140159.750|CCO|APPARENTLY VERY.
20101216140159.750|20101216140201.000|CCO|MORE THAN HALF CALLED THE FIRST 
20101216140201.000|20101216140202.429|CCO|TEN YEARS OF THE 21st CENTURY 
20101216140202.429|20101216140203.857|CCO|ONE OF THE WORST IN A VERY LONG 
20101216140203.857|20101216140205.286|CCO|TIME.
20101216140205.286|20101216140206.714|CCO|WE NEED TO REMIND OURSELVES, WE 
20101216140206.714|20101216140208.143|CCO|HAVE JUST GONE THROUGH THE FIRST
20101216140208.143|20101216140209.571|CCO|TEN YEARS. 
20101216140209.571|20101216140211.000|CCO|>> TOUGH.
20101216140211.000|20101216140213.000|CCO|THE GREAT RECESSION. 
20101216140213.000|20101216140215.000|CCO|>> HARD TO FIND GOOD NEWS. 
20101216140215.000|20101216140501.000|SEG|Type=Story
20101216140215.000|20101216140217.000|CCO|>>> BEGIN WITH TODAY'S NEWS.
20101216140217.000|20101216140219.000|CCO|HOUSE DEMOCRATS GET ONE LAST 
20101216140219.000|20101216140221.000|CCO|SHOT TO VOICE OPPOSITION TO THE 
20101216140221.000|20101216140223.000|CCO|TAX VOTE BILL.
20101216140223.000|20101216140225.000|CCO|A VOTE COULD COME WITH HOURS.
20101216140225.000|20101216140227.000|CCO|KELLY O'DONNELL, ANY CHANCE THAT
20101216140227.000|20101216140229.000|CCO|THE HOUSE PASSES SOMETHING, THEY
20101216140229.000|20101216140231.000|CCO|CHANGE IT ENOUGH THEY HAVE TO 
20101216140231.000|20101216140232.429|CCO|SEND IT BACK TO THE SENATE, OR 
