TOP|20101220050001|2010-12-20_0500_US_CSPAN_Prime_Minister_Question_Time
COL|Communication Studies Archive, UCLA 
UID|0086408c-0bf6-11e0-8fa1-00e0815fe930
DUR|0:34:55.02
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-19 21:00 America/Los_Angeles
20101220050011.000|20101220050011.000|OTS|
20101220050021.000|20101220050021.000|OTS|
20101220050031.000|20101220050031.000|OTS|
20101220050041.000|20101220050041.000|OTS|
20101220050051.000|20101220050051.000|OTS|
20101220050101.000|20101220050101.000|OTS|
20101220050111.000|20101220050111.000|OTS|
20101220050121.000|20101220050121.000|OTS|
20101220050131.000|20101220050131.000|OTS|
20101220050141.000|20101220050141.000|OTS|
20101220050151.000|20101220050151.000|OTS|
20101220050201.000|20101220050201.000|OTS|
20101220050211.000|20101220050211.000|OTS|
20101220050221.000|20101220050221.000|OTS|
20101220050231.000|20101220050231.000|OTS|
20101220050241.000|20101220050241.000|OTS|
20101220050251.000|20101220050251.000|OTS|
20101220050301.000|20101220050301.000|OTS|
20101220050311.000|20101220050311.000|OTS|
20101220050321.000|20101220050321.000|OTS|
20101220050331.000|20101220050331.000|OTS|
20101220050341.000|20101220050341.000|OTS|
20101220050351.000|20101220050351.000|OTS|
20101220050401.000|20101220050401.000|OTS|
20101220050411.000|20101220050411.000|OTS|
20101220050421.000|20101220050421.000|OTS|
20101220050431.000|20101220050431.000|OTS|
20101220050441.000|20101220050441.000|OTS|
20101220050451.000|20101220050451.000|OTS|
20101220050501.000|20101220050501.000|OTS|
20101220050511.000|20101220050511.000|OTS|
20101220050521.000|20101220050521.000|OTS|
20101220050531.000|20101220050531.000|OTS|
20101220050541.000|20101220050541.000|OTS|
20101220050551.000|20101220050551.000|OTS|
20101220050601.000|20101220050601.000|OTS|
20101220050611.000|20101220050611.000|OTS|
20101220050621.000|20101220050621.000|OTS|
20101220050631.000|20101220050631.000|OTS|
20101220050641.000|20101220050641.000|OTS|
20101220050651.000|20101220050651.000|OTS|
20101220050701.000|20101220050701.000|OTS|
20101220050711.000|20101220050711.000|OTS|
20101220050721.000|20101220050721.000|OTS|
20101220050731.000|20101220050731.000|OTS|
20101220050741.000|20101220050741.000|OTS|
20101220050751.000|20101220050751.000|OTS|
20101220050801.000|20101220050801.000|OTS|
20101220050811.000|20101220050811.000|OTS|
20101220050821.000|20101220050821.000|OTS|
20101220050831.000|20101220050831.000|OTS|
20101220050841.000|20101220050841.000|OTS|
20101220050851.000|20101220050851.000|OTS|
20101220050901.000|20101220050901.000|OTS|
20101220050911.000|20101220050911.000|OTS|
20101220050921.000|20101220050921.000|OTS|
20101220050931.000|20101220050931.000|OTS|
20101220050941.000|20101220050941.000|OTS|
20101220050951.000|20101220050951.000|OTS|
20101220051001.000|20101220051001.000|OTS|
20101220051011.000|20101220051011.000|OTS|
20101220051021.000|20101220051021.000|OTS|
20101220051031.000|20101220051031.000|OTS|
20101220051041.000|20101220051041.000|OTS|
20101220051051.000|20101220051051.000|OTS|
20101220051101.000|20101220051101.000|OTS|
20101220051111.000|20101220051111.000|OTS|
20101220051121.000|20101220051121.000|OTS|
20101220051131.000|20101220051131.000|OTS|
20101220051141.000|20101220051141.000|OTS|
20101220051151.000|20101220051151.000|OTS|
20101220051201.000|20101220051201.000|OTS|
20101220051211.000|20101220051211.000|OTS|
20101220051221.000|20101220051221.000|OTS|
20101220051231.000|20101220051231.000|OTS|
20101220051241.000|20101220051241.000|OTS|
20101220051251.000|20101220051251.000|OTS|
20101220051301.000|20101220051301.000|OTS|
20101220051311.000|20101220051311.000|OTS|
20101220051321.000|20101220051321.000|OTS|
20101220051331.000|20101220051331.000|OTS|
20101220051341.000|20101220051341.000|OTS|
20101220051351.000|20101220051351.000|OTS|
20101220051401.000|20101220051401.000|OTS|
20101220051411.000|20101220051411.000|OTS|
20101220051421.000|20101220051421.000|OTS|
20101220051431.000|20101220051431.000|OTS|
20101220051441.000|20101220051441.000|OTS|
20101220051451.000|20101220051451.000|OTS|
20101220051501.000|20101220051501.000|OTS|
20101220051511.000|20101220051511.000|OTS|
20101220051521.000|20101220051521.000|OTS|
20101220051531.000|20101220051531.000|OTS|
20101220051541.000|20101220051541.000|OTS|
20101220051551.000|20101220051551.000|OTS|
20101220051601.000|20101220051601.000|OTS|
20101220051611.000|20101220051611.000|OTS|
20101220051621.000|20101220051621.000|OTS|
20101220051631.000|20101220051631.000|OTS|
20101220051641.000|20101220051641.000|OTS|
