TOP|20101208180002|2010-12-08_1800_US_MSNBC_News_Live
COL|Communication Studies Archive, UCLA 
UID|fa9b3600-02f4-11e0-a330-00e0815fe930
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-08 10:00 America/Los_Angeles
SEG_01|2014-06-18 17:49:30|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101208180006.000|20101208180028.667|SEG|Type=Story
20101208180006.000|20101208180007.000|CCO|,
20101208180007.000|20101208180008.000|CCO|ALREADY HAD A WHONCH OF 
20101208180008.000|20101208180009.000|CCO|THEM WHO SAID THIS MAKES SENSE 
20101208180009.000|20101208180010.000|CCO|AND THE MORE THAT LOOK AT IT THE
20101208180010.000|20101208180011.000|CCO|MORE WILL SAY THIS MAKES SENSE. 
20101208180011.000|20101208180012.000|CCO|>> THAT MAY BE WISHFUL THINKING.
20101208180012.000|20101208180013.429|CCO|HOUSE DEMOCRATS ARE UP IN ARMS 
20101208180013.429|20101208180014.857|CCO|TODAY. 
20101208180014.857|20101208180016.286|CCO|CAN THE VICE PRESIDENT NOW WHIP 
20101208180016.286|20101208180017.714|CCO|THEM BACK IN LINE.
20101208180017.714|20101208180019.143|CCO|JOE BIDEN IS HEADING BACK TO THE
20101208180019.143|20101208180020.571|CCO|HILL TO TRY TO CALM LIBERALS WHO
20101208180020.571|20101208180022.000|CCO|SAY THE PRESIDENT CAVED IN TOO 
20101208180022.000|20101208180023.667|CCO|SOON.
20101208180023.667|20101208180025.333|CCO|THIS HOUR, JARED BERNSTEIN, 
20101208180025.333|20101208180027.000|CCO|CHIEF ECONOMIC ADVISER TO VICE 
20101208180027.000|20101208180028.667|CCO|PRESIDENT BIDEN. 
20101208180028.667|20101208180038.667|SEG|Type=Story
20101208180028.667|20101208180030.333|CCO|>>> CONGRESSMAN BARNEY FRANK, 
20101208180030.333|20101208180032.000|CCO|CHAIR OF THE HOUSE FINANCIAL 
20101208180032.000|20101208180033.667|CCO|SERVICES COMMITTEE, A KEY PLAYER
20101208180033.667|20101208180035.333|CCO|AND CHRIS VAN HOLLEN, CHAIR OF 
20101208180035.333|20101208180037.000|CCO|THE CONGRESSIONAL CAMPAIGN 
20101208180037.000|20101208180038.667|CCO|COMMITTEE.
20101208180038.667|20101208180044.000|SEG|Type=Story
20101208180038.667|20101208180040.333|CCO|>>> PLUS THE FALLOUT WITH 
20101208180040.333|20101208180042.000|CCO|JONATHAN ALTER, AUTHOR OF "THE 
20101208180042.000|20101208180044.000|CCO|PROMISE" AND "STRIKING BACK."
20101208180044.000|20101208180052.000|SEG|Type=Story
20101208180044.000|20101208180046.000|CCO|>>> SUPPORTERS OF WIKILEAKS' 
