TOP|20101208020002|2010-12-08_0200_US_KMEX_Noticias_34
COL|Communication Studies Archive, UCLA 
UID|de61be86-026e-11e0-9ecb-00e0815fe725
DUR|0:29:54.04
VID|640x480
CMT|
LAN|SPA
LBT|2010-12-07 18:00 America/Los_Angeles
SEG_01|2014-06-18 17:47:18|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101208020007.714|20101208022956.000|SEG|Type=Story
20101208020007.714|20101208020009.143|CCO|UNIVISION
20101208020009.143|20101208020010.571|CCO|esto Barack Obama hablo sobre la
20101208020010.571|20101208020012.000|CCO|presion, ahora que consecuencias
20101208020012.000|20101208020022.000|CCO|tenemos que pagar con esto
20101208020022.000|20101208020027.000|CCO|>>Y nos vamos, el cardenal, se 
20101208020027.000|20101208020032.000|CCO|une en la lucha con la 
20101208020032.000|20101208020042.000|CCO|aprobacion del dream act.
20101208020042.000|20101208020045.333|CCO|>>Que tal, muy buenas tardes, 
20101208020045.333|20101208020048.667|CCO|nos encontramos en la plaza, una
20101208020048.667|20101208020052.000|CCO|gran cantidad de personas a 
20101208020052.000|20101208020102.000|CCO|horas que se define el sueño del
20101208020102.000|20101208020107.000|CCO|dream act
20101208020107.000|20101208020112.000|CCO|>>Lo que estamos enviando es un 
20101208020112.000|20101208020117.000|CCO|mensaje colectivo, son nuestros 
20101208020117.000|20101208020122.000|CCO|hijos y nuestro futuro y esto 
20101208020122.000|20101208020127.000|CCO|nos conviene a todos
20101208020127.000|20101208020132.000|CCO|>>Tenemos que recordar que nos 
20101208020132.000|20101208020142.000|CCO|recortaremos quien nos voto y 
20101208020142.000|20101208020145.333|CCO|quienes nos votaron en contra
20101208020145.333|20101208020148.667|CCO|>>Sí mañana no se vota, sera un 
20101208020148.667|20101208020152.000|CCO|día muy oscuro para el día 
20101208020152.000|20101208020157.000|CCO|estadounidense
20101208020157.000|20101208020202.000|CCO|>>Sí eso llegase a ser así
20101208020202.000|20101208020212.000|CCO|>>La lucha continua durante 
20101208020212.000|20101208020215.333|CCO|estos 2 años 
20101208020215.333|20101208020218.667|CCO|>>Tenemos a muchos 
20101208020218.667|20101208020222.000|CCO|representantes de la comunidad, 
20101208020222.000|20101208020232.000|CCO|enb el centro de los angeles
20101208020232.000|20101208021351.000|CCO|>>Las buenas noticias son que 
20101208021351.000|20101208021356.000|CCO|muchos alumnos
20101208021356.000|20101208021401.000|CCO|CC
20101208021401.000|20101208021406.000|CCO|1:
20101208021406.000|20101208021411.000|CCO|>>POnga atencion porque la  
20101208021411.000|20101208021416.000|CCO|policía pide la información del 
20101208021416.000|20101208021421.000|CCO|publico con el fin de dar con un
20101208021421.000|20101208021426.000|CCO|conductor que atropello a 
20101208021426.000|20101208021431.000|CCO|personas, lo vio atropellado y 
20101208021431.000|20101208021436.000|CCO|no dió auxilio a las personas
20101208021436.000|20101208021441.000|CCO|>>El trabajaba en las costuras, 
20101208021441.000|20101208021446.000|CCO|manda dinero con su mamá, con su
20101208021446.000|20101208021451.000|CCO|papá.
20101208021451.000|20101208021454.333|CCO|>>Gonzalez sufrio graves 
20101208021454.333|20101208021457.667|CCO|lesiones, sí usted tiene 
20101208021457.667|20101208021501.000|CCO|información, comuniquese con la 
20101208021501.000|20101208021506.000|CCO|policía de los angeles
20101208021506.000|20101208021511.000|CCO|>>Un trailer impacto en los 
20101208021511.000|20101208021516.000|CCO|angeles, debido a un conductor 
20101208021516.000|20101208021521.000|CCO|menor de edad, se quedo dormido 
20101208021521.000|20101208021531.000|CCO|y perdio el control
20101208021531.000|20101208021536.000|CCO|>>5 dias despues que incendio el
20101208021536.000|20101208021541.000|CCO|hogar, la cadena por ayudar a 
20101208021541.000|20101208021551.000|CCO|estos mariachis sigue.
20101208021551.000|20101208021554.333|CCO|>>Con monedas, con dolares, con 
20101208021554.333|20101208021557.667|CCO|cheques, la comunidad 
20101208021557.667|20101208021601.000|CCO|dijo presente para ayudar a 
20101208021601.000|20101208021604.333|CCO|estos mariachis
20101208021604.333|20101208021607.667|CCO|>>Seran entregados cheques a los
20101208021607.667|20101208021611.000|CCO|mariachis, pero hubo una cadena 
20101208021611.000|20101208021621.000|CCO|de gente buena
20101208021621.000|20101208021624.333|CCO|>>Sabemos que no tendran todo 
20101208021624.333|20101208021627.667|CCO|pero aunque sea un poquito se 
20101208021627.667|20101208021631.000|CCO|puede hacer
20101208021631.000|20101208021636.000|CCO|>>Varios han donado dolares, el 
20101208021636.000|20101208021641.000|CCO|banco tambiñn a donado, para que
20101208021641.000|20101208021643.500|CCO|a todos los mariachis les toque 
20101208021643.500|20101208021646.000|CCO|por igual
20101208021646.000|20101208021648.500|CCO|>>Es natural que apoyemos a los 
20101208021648.500|20101208021651.000|CCO|mariachis, porque han sido parte
20101208021651.000|20101208021701.000|CCO|de toda una vida los mariachis
20101208021701.000|20101208021704.333|CCO|>>Hoy, las donaciones tocaron 
20101208021704.333|20101208021707.667|CCO|vida en ellos
20101208021707.667|20101208021711.000|CCO|CC
20101208021711.000|20101208021716.000|CCO|Buscar donde1: vivir y con esto 
20101208021716.000|20101208021721.000|CCO|ya empezamos otra vez
20101208021721.000|20101208021726.000|CCO|>>Sus mensajes de los mariachis 
20101208021726.000|20101208021731.000|CCO|son más alla de lo financiero
20101208021731.000|20101208021736.000|CCO|>>He notado quien no lo quiere a
20101208021736.000|20101208021741.000|CCO|uno y quien nos quiere
20101208021741.000|20101208021744.333|CCO|>>Se espera que la vida de ellos
20101208021744.333|20101208021747.667|CCO|mejore de pronto
20101208021747.667|20101208021751.000|CCO|>>Esto no es para hacerse 
20101208021751.000|20101208021801.000|CCO|millonario y sí usted puede 
20101208021801.000|20101208021806.000|CCO|continuar, feliz 
20101208021806.000|20101208021811.000|CCO|>>Decenas de agentes realizan 
20101208021811.000|20101208021831.000|CCO|una redada de pandilleros que 
20101208021831.000|20101208021834.333|CCO|comisan armas de fuego
20101208021834.333|20101208021837.667|CCO|>>Vienen por dorgas, por 
20101208021837.667|20101208021841.000|CCO|pistolas, para que tiene que 
20101208021841.000|20101208021846.000|CCO|quebrara ventanas y más  encima 
20101208021846.000|20101208021851.000|CCO|se rien de uno, porque tienen 
